"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222, SEN S/N: 20309222)","Host Connected (LGR S/N: 20309222, SEN S/N: 20309222)","Stopped (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222, SEN S/N: 20309222)"
1,01/20/19 10:00:00 AM,58.303,0.00,,,,
2,01/20/19 10:04:29 AM,,0.01,,,,
3,01/20/19 10:21:48 AM,,0.02,,,,
4,01/20/19 11:00:00 AM,57.785,,,,,
5,01/20/19 12:00:00 PM,58.476,,,,,
6,01/20/19 01:00:00 PM,60.024,,,,,
7,01/20/19 02:00:00 PM,59.337,,,,,
8,01/20/19 03:00:00 PM,58.993,,,,,
9,01/20/19 04:00:00 PM,62.940,,,,,
10,01/20/19 05:00:00 PM,56.577,,,,,
11,01/20/19 05:55:55 PM,,0.03,,,,
12,01/20/19 05:56:53 PM,,0.04,,,,
13,01/20/19 06:00:00 PM,54.842,,,,,
14,01/20/19 06:00:12 PM,,0.05,,,,
15,01/20/19 06:43:15 PM,,0.06,,,,
16,01/20/19 06:54:58 PM,,0.07,,,,
17,01/20/19 07:00:00 PM,49.582,,,,,
18,01/20/19 07:04:02 PM,,0.08,,,,
19,01/20/19 07:23:50 PM,,0.09,,,,
20,01/20/19 08:00:00 PM,48.517,,,,,
21,01/20/19 09:00:00 PM,49.759,,,,,
22,01/20/19 10:00:00 PM,50.995,,,,,
23,01/20/19 10:37:14 PM,,0.10,,,,
24,01/20/19 11:00:00 PM,47.982,,,,,
25,01/21/19 12:00:00 AM,49.582,,,,,
26,01/21/19 01:00:00 AM,49.937,,,,,
27,01/21/19 02:00:00 AM,48.339,,,,,
28,01/21/19 03:00:00 AM,46.188,,,,,
29,01/21/19 03:06:28 AM,,0.11,,,,
30,01/21/19 03:09:54 AM,,0.12,,,,
31,01/21/19 04:00:00 AM,44.379,,,,,
32,01/21/19 05:00:00 AM,44.742,,,,,
33,01/21/19 05:46:27 AM,,0.13,,,,
34,01/21/19 05:54:36 AM,,0.14,,,,
35,01/21/19 06:00:00 AM,44.922,,,,,
36,01/21/19 06:42:24 AM,,0.15,,,,
37,01/21/19 07:00:00 AM,43.466,,,,,
38,01/21/19 08:00:00 AM,42.732,,,,,
39,01/21/19 09:00:00 AM,45.286,,,,,
40,01/21/19 10:00:00 AM,54.669,,,,,
41,01/21/19 11:00:00 AM,66.366,,,,,
42,01/21/19 12:00:00 PM,66.366,,,,,
43,01/21/19 01:00:00 PM,65.680,,,,,
44,01/21/19 02:00:00 PM,67.735,,,,,
45,01/21/19 03:00:00 PM,64.825,,,,,
46,01/21/19 04:00:00 PM,61.741,,,,,
47,01/21/19 05:00:00 PM,55.364,,,,,
48,01/21/19 06:00:00 PM,48.871,,,,,
49,01/21/19 07:00:00 PM,44.013,,,,,
50,01/21/19 08:00:00 PM,42.179,,,,,
51,01/21/19 09:00:00 PM,41.254,,,,,
52,01/21/19 10:00:00 PM,41.067,,,,,
53,01/21/19 11:00:00 PM,41.254,,,,,
54,01/22/19 12:00:00 AM,41.625,,,,,
55,01/22/19 01:00:00 AM,42.915,,,,,
56,01/22/19 02:00:00 AM,47.266,,,,,
57,01/22/19 03:00:00 AM,47.266,,,,,
58,01/22/19 04:00:00 AM,49.050,,,,,
59,01/22/19 05:00:00 AM,44.922,,,,,
60,01/22/19 06:00:00 AM,44.379,,,,,
61,01/22/19 07:00:00 AM,40.321,,,,,
62,01/22/19 08:00:00 AM,39.384,,,,,
63,01/22/19 09:00:00 AM,44.013,,,,,
64,01/22/19 10:00:00 AM,52.750,,,,,
65,01/22/19 11:00:00 AM,66.879,,,,,
66,01/22/19 12:00:00 PM,67.735,,,,,
67,01/22/19 01:00:00 PM,66.708,,,,,
68,01/22/19 02:00:00 PM,69.449,,,,,
69,01/22/19 03:00:00 PM,66.708,,,,,
70,01/22/19 04:00:00 PM,64.139,,,,,
71,01/22/19 05:00:00 PM,57.958,,,,,
72,01/22/19 06:00:00 PM,47.802,,,,,
73,01/22/19 07:00:00 PM,43.831,,,,,
74,01/22/19 08:00:00 PM,41.810,,,,,
75,01/22/19 09:00:00 PM,41.625,,,,,
76,01/22/19 10:00:00 PM,39.573,,,,,
77,01/22/19 11:00:00 PM,39.196,,,,,
78,01/23/19 12:00:00 AM,39.007,,,,,
79,01/23/19 01:00:00 AM,39.007,,,,,
80,01/23/19 02:00:00 AM,38.818,,,,,
81,01/23/19 03:00:00 AM,38.061,,,,,
82,01/23/19 04:00:00 AM,36.531,,,,,
83,01/23/19 05:00:00 AM,35.758,,,,,
84,01/23/19 06:00:00 AM,35.370,,,,,
85,01/23/19 07:00:00 AM,34.981,,,,,
86,01/23/19 08:00:00 AM,35.175,,,,,
87,01/23/19 09:00:00 AM,37.870,,,,,
88,01/23/19 10:00:00 AM,50.113,,,,,
89,01/23/19 11:00:00 AM,65.167,,,,,
90,01/23/19 12:00:00 PM,67.221,,,,,
91,01/23/19 01:00:00 PM,64.996,,,,,
92,01/23/19 02:00:00 PM,67.392,,,,,
93,01/23/19 03:00:00 PM,67.392,,,,,
94,01/23/19 04:00:00 PM,64.139,,,,,
95,01/23/19 05:00:00 PM,58.131,,,,,
96,01/23/19 06:00:00 PM,49.404,,,,,
97,01/23/19 07:00:00 PM,46.369,,,,,
98,01/23/19 08:00:00 PM,45.286,,,,,
99,01/23/19 09:00:00 PM,44.195,,,,,
100,01/23/19 10:00:00 PM,43.282,,,,,
101,01/23/19 11:00:00 PM,41.994,,,,,
102,01/24/19 12:00:00 AM,41.439,,,,,
103,01/24/19 01:00:00 AM,40.509,,,,,
104,01/24/19 02:00:00 AM,40.134,,,,,
105,01/24/19 03:00:00 AM,39.196,,,,,
106,01/24/19 04:00:00 AM,39.007,,,,,
107,01/24/19 05:00:00 AM,38.629,,,,,
108,01/24/19 06:00:00 AM,38.250,,,,,
109,01/24/19 07:00:00 AM,38.061,,,,,
110,01/24/19 08:00:00 AM,38.818,,,,,
111,01/24/19 09:00:00 AM,42.179,,,,,
112,01/24/19 10:00:00 AM,54.322,,,,,
113,01/24/19 11:00:00 AM,66.879,,,,,
114,01/24/19 12:00:00 PM,73.062,,,,,
115,01/24/19 01:00:00 PM,67.564,,,,,
116,01/24/19 02:00:00 PM,67.735,,,,,
117,01/24/19 03:00:00 PM,67.221,,,,,
118,01/24/19 04:00:00 PM,64.481,,,,,
119,01/24/19 05:00:00 PM,59.680,,,,,
120,01/24/19 06:00:00 PM,50.819,,,,,
121,01/24/19 07:00:00 PM,48.339,,,,,
122,01/24/19 08:00:00 PM,45.466,,,,,
123,01/24/19 09:00:00 PM,42.363,,,,,
124,01/24/19 10:00:00 PM,40.881,,,,,
125,01/24/19 11:00:00 PM,40.321,,,,,
126,01/25/19 12:00:00 AM,39.384,,,,,
127,01/25/19 01:00:00 AM,38.440,,,,,
128,01/25/19 02:00:00 AM,37.679,,,,,
129,01/25/19 03:00:00 AM,37.297,,,,,
130,01/25/19 04:00:00 AM,36.914,,,,,
131,01/25/19 05:00:00 AM,36.338,,,,,
132,01/25/19 06:00:00 AM,35.564,,,,,
133,01/25/19 07:00:00 AM,35.370,,,,,
134,01/25/19 08:00:00 AM,35.951,,,,,
135,01/25/19 09:00:00 AM,39.384,,,,,
136,01/25/19 10:00:00 AM,52.401,,,,,
137,01/25/19 11:00:00 AM,70.480,,,,,
138,01/25/19 12:00:00 PM,69.964,,,,,
139,01/25/19 01:00:00 PM,68.248,,,,,
140,01/25/19 02:00:00 PM,72.372,,,,,
141,01/25/19 03:00:00 PM,74.964,,,,,
142,01/25/19 04:00:00 PM,71.339,,,,,
143,01/25/19 05:00:00 PM,61.227,,,,,
144,01/25/19 06:00:00 PM,51.346,,,,,
145,01/25/19 07:00:00 PM,49.404,,,,,
146,01/25/19 08:00:00 PM,47.624,,,,,
147,01/25/19 09:00:00 PM,44.742,,,,,
148,01/25/19 10:00:00 PM,43.466,,,,,
149,01/25/19 11:00:00 PM,41.439,,,,,
150,01/26/19 12:00:00 AM,40.321,,,,,
151,01/26/19 01:00:00 AM,39.573,,,,,
152,01/26/19 02:00:00 AM,39.573,,,,,
153,01/26/19 03:00:00 AM,39.007,,,,,
154,01/26/19 04:00:00 AM,38.250,,,,,
155,01/26/19 05:00:00 AM,38.250,,,,,
156,01/26/19 06:00:00 AM,37.679,,,,,
157,01/26/19 07:00:00 AM,37.870,,,,,
158,01/26/19 08:00:00 AM,39.007,,,,,
159,01/26/19 09:00:00 AM,44.195,,,,,
160,01/26/19 09:03:15 AM,,,Logged,,,
161,01/26/19 09:03:19 AM,,,,Logged,,
162,01/26/19 09:03:38 AM,,0.15,,,Logged,Logged
