"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,10/19/10 10:10:25 AM,0.00,,,,
2,10/19/10 10:10:29 AM,,Logged,,,
3,10/20/10 04:00:04 AM,1.00,,,,
4,10/21/10 10:57:47 PM,2.00,,,,
5,10/21/10 11:21:28 PM,3.00,,,,
6,10/21/10 11:45:53 PM,4.00,,,,
7,10/21/10 11:53:57 PM,5.00,,,,
8,10/22/10 12:01:03 AM,6.00,,,,
9,10/22/10 12:04:06 AM,7.00,,,,
10,10/22/10 12:08:57 AM,8.00,,,,
11,10/22/10 12:12:11 AM,9.00,,,,
12,10/22/10 12:15:00 AM,10.00,,,,
13,10/22/10 12:17:14 AM,11.00,,,,
14,10/22/10 01:05:44 AM,12.00,,,,
15,10/22/10 08:29:06 AM,13.00,,,,
16,10/22/10 09:34:10 AM,14.00,,,,
17,10/22/10 04:10:00 PM,15.00,,,,
18,10/22/10 05:16:56 PM,16.00,,,,
19,10/22/10 05:38:17 PM,17.00,,,,
20,10/22/10 06:09:20 PM,18.00,,,,
21,10/23/10 02:58:54 PM,19.00,,,,
22,10/23/10 03:09:20 PM,20.00,,,,
23,10/23/10 03:17:05 PM,21.00,,,,
24,10/23/10 03:26:04 PM,22.00,,,,
25,10/23/10 03:34:32 PM,23.00,,,,
26,10/23/10 03:41:16 PM,24.00,,,,
27,10/23/10 03:50:16 PM,25.00,,,,
28,10/23/10 03:53:52 PM,26.00,,,,
29,10/23/10 03:57:21 PM,27.00,,,,
30,10/23/10 04:00:40 PM,28.00,,,,
31,10/23/10 04:04:53 PM,29.00,,,,
32,10/23/10 04:09:23 PM,30.00,,,,
33,10/23/10 04:12:12 PM,31.00,,,,
34,10/23/10 04:17:08 PM,32.00,,,,
35,10/23/10 04:21:26 PM,33.00,,,,
36,10/23/10 04:25:02 PM,34.00,,,,
37,10/23/10 04:27:30 PM,35.00,,,,
38,10/23/10 04:31:21 PM,36.00,,,,
39,10/23/10 04:34:01 PM,37.00,,,,
40,10/23/10 04:36:28 PM,38.00,,,,
41,10/23/10 04:39:54 PM,39.00,,,,
