"Plot Title: LD"
"#","Date Time, GMT-08:00","Ext. Line Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,02/16/10 01:11:33 PM,0.00,,,,
2,02/16/10 01:11:40 PM,,Logged,,,
3,02/18/10 07:19:31 PM,0.01,,,,
4,02/18/10 09:35:32 PM,0.02,,,,
5,02/19/10 02:02:41 AM,0.03,,,,
6,02/19/10 04:45:08 AM,0.04,,,,
7,02/19/10 05:03:54 AM,0.05,,,,
8,02/19/10 05:18:05 AM,0.06,,,,
9,02/19/10 05:32:42 AM,0.07,,,,
10,02/19/10 06:05:22 AM,0.08,,,,
11,02/19/10 06:25:49 AM,0.09,,,,
12,02/19/10 06:25:50 AM,0.10,,,,
13,02/20/10 12:18:18 AM,0.11,,,,
14,02/20/10 12:19:50 AM,0.12,,,,
15,02/20/10 12:23:04 AM,0.13,,,,
16,02/20/10 12:47:51 AM,0.14,,,,
17,02/20/10 05:54:26 PM,0.15,,,,
18,02/20/10 06:53:43 PM,0.16,,,,
19,02/20/10 08:56:41 PM,0.17,,,,
20,02/20/10 09:31:18 PM,0.18,,,,
21,02/20/10 09:40:03 PM,0.19,,,,
22,02/20/10 09:44:25 PM,0.20,,,,
23,02/20/10 09:57:54 PM,0.21,,,,
24,02/21/10 03:11:25 AM,0.22,,,,
25,02/21/10 03:27:17 AM,0.23,,,,
26,02/21/10 03:55:21 AM,0.24,,,,
27,02/21/10 07:26:22 AM,0.25,,,,
28,02/21/10 07:29:35 AM,0.26,,,,
29,02/21/10 07:32:44 AM,0.27,,,,
30,02/21/10 07:35:56 AM,0.28,,,,
31,02/21/10 07:37:38 AM,0.29,,,,
32,02/21/10 07:37:39 AM,0.30,,,,
33,02/21/10 07:39:42 AM,0.31,,,,
34,02/21/10 07:45:05 AM,0.32,,,,
35,02/21/10 07:54:05 AM,0.33,,,,
36,02/21/10 08:00:11 AM,0.34,,,,
37,02/21/10 08:00:12 AM,0.35,,,,
