"Plot Title: AL"
"#","Date Time, GMT-07:00","Event, inch (LGR S/N: 10592075, SEN S/N: 10592075)","Coupler Attached (LGR S/N: 10592075, SEN S/N: 10592075)","Stopped (LGR S/N: 10592075, SEN S/N: 10592075)","End Of File (LGR S/N: 10592075, SEN S/N: 10592075)"
1,12/17/14 01:24:00 PM,0.00,,,
2,12/17/14 05:58:39 PM,0.01,,,
3,12/17/14 05:58:40 PM,0.02,,,
4,12/17/14 06:25:31 PM,0.03,,,
5,12/17/14 06:41:04 PM,0.04,,,
6,12/17/14 06:49:18 PM,0.05,,,
7,12/17/14 06:49:19 PM,0.06,,,
8,12/17/14 06:57:32 PM,0.07,,,
9,12/17/14 07:06:27 PM,0.08,,,
10,12/17/14 07:06:28 PM,0.09,,,
11,12/17/14 07:12:03 PM,0.10,,,
12,12/17/14 07:13:18 PM,0.11,,,
13,12/17/14 07:17:28 PM,0.12,,,
14,12/17/14 07:24:07 PM,0.13,,,
15,12/17/14 07:24:08 PM,0.14,,,
16,12/17/14 07:48:38 PM,0.15,,,
17,12/17/14 07:56:59 PM,0.16,,,
18,12/17/14 08:09:12 PM,0.17,,,
19,12/17/14 08:19:43 PM,0.18,,,
20,12/17/14 08:28:49 PM,0.19,,,
21,12/17/14 08:37:57 PM,0.20,,,
22,12/17/14 08:47:54 PM,0.21,,,
23,12/17/14 09:07:11 PM,0.22,,,
24,12/17/14 09:35:38 PM,0.23,,,
25,12/17/14 09:41:15 PM,0.24,,,
26,12/17/14 09:49:09 PM,0.25,,,
27,12/17/14 10:07:02 PM,0.26,,,
28,12/17/14 10:23:32 PM,0.27,,,
29,12/17/14 10:29:21 PM,0.28,,,
30,12/17/14 10:39:21 PM,0.29,,,
31,12/17/14 10:39:22 PM,0.30,,,
32,12/17/14 10:59:31 PM,0.31,,,
33,12/17/14 11:31:06 PM,0.32,,,
34,12/19/14 01:46:17 AM,0.33,,,
35,12/19/14 03:58:02 AM,0.34,,,
36,12/19/14 03:58:03 AM,0.35,,,
37,12/19/14 04:47:47 AM,0.36,,,
38,12/19/14 05:01:18 AM,0.37,,,
39,12/19/14 05:01:19 AM,0.38,,,
40,12/19/14 05:35:00 AM,0.39,,,
41,12/19/14 06:16:48 AM,0.40,,,
42,12/19/14 06:16:49 AM,0.41,,,
43,12/19/14 06:44:59 AM,0.42,,,
44,12/19/14 07:10:52 AM,0.43,,,
45,12/19/14 07:10:53 AM,0.44,,,
46,12/19/14 08:08:05 AM,0.45,,,
47,12/19/14 08:26:41 AM,0.46,,,
48,12/19/14 08:37:47 AM,0.47,,,
49,12/19/14 08:37:48 AM,0.48,,,
50,12/19/14 09:36:02 AM,0.49,,,
51,12/19/14 10:01:04 AM,0.50,,,
52,12/19/14 10:23:37 AM,0.51,,,
53,12/19/14 10:23:38 AM,0.52,,,
54,12/19/14 10:33:27 AM,0.53,,,
55,12/19/14 10:33:28 AM,0.54,,,
56,12/19/14 10:48:17 AM,0.55,,,
57,12/19/14 10:57:36 AM,0.56,,,
58,12/19/14 11:03:21 AM,0.57,,,
59,12/19/14 11:17:54 AM,0.58,,,
60,12/19/14 11:50:42 AM,0.59,,,
61,12/19/14 12:09:43 PM,0.60,,,
62,12/19/14 12:12:41 PM,0.61,,,
63,12/19/14 12:14:42 PM,0.62,,,
64,12/19/14 12:17:28 PM,0.63,,,
65,12/19/14 12:20:33 PM,0.64,,,
66,12/19/14 12:20:34 PM,0.65,,,
67,12/19/14 12:32:59 PM,0.66,,,
68,12/19/14 12:36:48 PM,0.67,,,
69,12/19/14 12:40:21 PM,0.68,,,
70,12/19/14 12:43:53 PM,0.69,,,
71,12/19/14 12:45:42 PM,0.70,,,
72,12/19/14 12:46:36 PM,0.71,,,
73,12/19/14 12:47:28 PM,0.72,,,
74,12/19/14 12:48:56 PM,0.73,,,
75,12/19/14 12:50:18 PM,0.74,,,
76,12/19/14 12:51:53 PM,0.75,,,
77,12/19/14 12:53:26 PM,0.76,,,
78,12/19/14 12:54:06 PM,0.77,,,
79,12/19/14 12:54:50 PM,0.78,,,
80,12/19/14 12:55:15 PM,0.79,,,
81,12/19/14 12:55:42 PM,0.80,,,
82,12/19/14 12:56:02 PM,0.81,,,
83,12/19/14 12:56:27 PM,0.82,,,
84,12/19/14 12:56:59 PM,0.83,,,
85,12/19/14 12:57:28 PM,0.84,,,
86,12/19/14 12:58:05 PM,0.85,,,
87,12/19/14 12:58:42 PM,0.86,,,
88,12/19/14 12:59:13 PM,0.87,,,
89,12/19/14 12:59:34 PM,0.88,,,
90,12/19/14 12:59:35 PM,0.89,,,
91,12/19/14 01:00:00 PM,0.90,,,
92,12/19/14 01:00:30 PM,0.91,,,
93,12/19/14 01:00:31 PM,0.92,,,
94,12/19/14 01:01:07 PM,0.93,,,
95,12/19/14 01:01:55 PM,0.94,,,
96,12/19/14 01:02:49 PM,0.95,,,
97,12/19/14 01:02:50 PM,0.96,,,
98,12/19/14 01:03:49 PM,0.97,,,
99,12/19/14 01:04:56 PM,0.98,,,
100,12/19/14 01:05:51 PM,0.99,,,
101,12/19/14 01:07:01 PM,1.00,,,
102,12/19/14 01:08:31 PM,1.01,,,
103,12/19/14 01:09:56 PM,1.02,,,
104,12/19/14 01:11:40 PM,1.03,,,
105,12/19/14 01:14:42 PM,1.04,,,
106,12/19/14 01:18:14 PM,1.05,,,
107,12/19/14 01:21:28 PM,1.06,,,
108,12/19/14 01:26:02 PM,1.07,,,
109,12/19/14 01:28:50 PM,1.08,,,
110,12/19/14 01:34:55 PM,1.09,,,
111,12/19/14 01:47:52 PM,1.10,,,
112,12/19/14 01:55:20 PM,1.11,,,
113,12/19/14 02:08:43 PM,1.12,,,
114,12/19/14 02:11:10 PM,1.13,,,
115,12/19/14 02:13:50 PM,1.14,,,
116,12/19/14 02:16:25 PM,1.15,,,
117,12/19/14 02:18:55 PM,1.16,,,
118,12/19/14 02:18:56 PM,1.17,,,
119,12/19/14 02:22:37 PM,1.18,,,
120,12/19/14 02:27:52 PM,1.19,,,
121,12/19/14 02:27:53 PM,1.20,,,
122,12/19/14 02:41:15 PM,1.21,,,
123,12/19/14 02:47:15 PM,1.22,,,
124,12/19/14 02:52:59 PM,1.23,,,
125,12/19/14 03:01:14 PM,1.24,,,
126,12/19/14 03:11:12 PM,1.25,,,
127,12/19/14 03:17:13 PM,1.26,,,
128,12/19/14 03:22:57 PM,1.27,,,
129,12/19/14 03:26:19 PM,1.28,,,
130,12/19/14 03:28:55 PM,1.29,,,
131,12/19/14 03:33:36 PM,1.30,,,
132,12/19/14 03:42:26 PM,1.31,,,
133,12/19/14 03:42:27 PM,1.32,,,
134,12/19/14 03:51:06 PM,1.33,,,
135,12/19/14 03:51:07 PM,1.34,,,
136,12/19/14 03:53:28 PM,1.35,,,
137,12/19/14 03:57:50 PM,1.36,,,
138,12/19/14 04:13:41 PM,1.37,,,
139,12/19/14 04:13:42 PM,1.38,,,
140,12/19/14 04:22:29 PM,1.39,,,
141,12/19/14 04:25:59 PM,1.40,,,
142,12/19/14 04:32:42 PM,1.41,,,
143,12/19/14 04:35:10 PM,1.42,,,
144,12/19/14 04:39:48 PM,1.43,,,
145,12/19/14 05:07:21 PM,1.44,,,
146,12/19/14 05:16:26 PM,1.45,,,
147,12/19/14 05:35:02 PM,1.46,,,
148,12/19/14 05:41:39 PM,1.47,,,
149,12/19/14 05:51:09 PM,1.48,,,
150,12/19/14 06:00:55 PM,1.49,,,
151,12/19/14 06:06:51 PM,1.50,,,
152,12/19/14 06:12:53 PM,1.51,,,
153,12/19/14 06:27:07 PM,1.52,,,
154,12/19/14 06:31:41 PM,1.53,,,
155,12/19/14 06:56:27 PM,1.54,,,
156,12/19/14 07:21:38 PM,1.55,,,
157,12/19/14 07:33:25 PM,1.56,,,
158,12/19/14 07:48:34 PM,1.57,,,
159,12/19/14 07:59:41 PM,1.58,,,
160,12/19/14 08:10:02 PM,1.59,,,
161,12/19/14 08:20:23 PM,1.60,,,
162,12/19/14 08:20:24 PM,1.61,,,
163,12/19/14 08:26:17 PM,1.62,,,
164,12/19/14 08:26:18 PM,1.63,,,
165,12/19/14 08:53:25 PM,1.64,,,
166,12/19/14 09:03:42 PM,1.65,,,
167,12/19/14 09:07:21 PM,1.66,,,
168,12/19/14 09:40:32 PM,1.67,,,
169,12/19/14 09:40:33 PM,1.68,,,
170,12/19/14 09:49:18 PM,1.69,,,
171,12/19/14 09:49:19 PM,1.70,,,
172,12/19/14 10:14:38 PM,1.71,,,
173,12/19/14 10:37:01 PM,1.72,,,
174,12/19/14 10:45:40 PM,1.73,,,
175,12/19/14 10:52:31 PM,1.74,,,
176,12/19/14 10:59:13 PM,1.75,,,
177,12/19/14 11:08:00 PM,1.76,,,
178,12/19/14 11:43:07 PM,1.77,,,
179,12/20/14 12:04:10 AM,1.78,,,
180,12/20/14 02:27:26 AM,1.79,,,
181,12/20/14 02:27:27 AM,1.80,,,
182,12/20/14 02:52:56 AM,1.81,,,
183,12/20/14 04:17:05 AM,1.82,,,
184,12/20/14 04:22:28 AM,1.83,,,
185,12/20/14 04:27:35 AM,1.84,,,
186,12/20/14 04:29:36 AM,1.85,,,
187,12/20/14 04:30:18 AM,1.86,,,
188,12/20/14 04:30:58 AM,1.87,,,
189,12/20/14 04:31:22 AM,1.88,,,
190,12/20/14 04:31:50 AM,1.89,,,
191,12/20/14 04:32:17 AM,1.90,,,
192,12/20/14 04:32:18 AM,1.91,,,
193,12/20/14 04:33:11 AM,1.92,,,
194,12/20/14 04:33:50 AM,1.93,,,
195,12/20/14 04:33:51 AM,1.94,,,
196,12/20/14 04:34:22 AM,1.95,,,
197,12/20/14 04:35:00 AM,1.96,,,
198,12/20/14 04:35:42 AM,1.97,,,
199,12/20/14 04:36:31 AM,1.98,,,
200,12/20/14 04:37:31 AM,1.99,,,
201,12/20/14 04:38:31 AM,2.00,,,
202,12/20/14 04:39:21 AM,2.01,,,
203,12/20/14 04:39:59 AM,2.02,,,
204,12/20/14 04:40:33 AM,2.03,,,
205,12/20/14 04:41:01 AM,2.04,,,
206,12/20/14 04:41:36 AM,2.05,,,
207,12/20/14 04:41:37 AM,2.06,,,
208,12/20/14 04:42:19 AM,2.07,,,
209,12/20/14 04:43:10 AM,2.08,,,
210,12/20/14 04:45:24 AM,2.09,,,
211,12/20/14 04:49:24 AM,2.10,,,
212,12/20/14 04:49:25 AM,2.11,,,
213,12/20/14 04:53:29 AM,2.12,,,
214,12/20/14 04:57:23 AM,2.13,,,
215,12/20/14 05:04:51 AM,2.14,,,
216,12/20/14 05:13:57 AM,2.15,,,
217,12/20/14 05:39:32 AM,2.16,,,
218,12/20/14 05:39:33 AM,2.17,,,
219,12/20/14 10:30:59 PM,2.18,,,
220,12/20/14 11:12:50 PM,2.19,,,
221,12/21/14 12:26:20 AM,2.20,,,
222,12/21/14 01:39:28 AM,2.21,,,
223,12/21/14 03:43:14 AM,2.22,,,
224,12/21/14 08:20:50 AM,2.23,,,
225,12/21/14 08:20:51 AM,2.24,,,
226,12/23/14 11:30:07 AM,,Logged,,
227,12/23/14 11:30:10 AM,2.24,,Logged,Logged
