"Plot Title: 20521509"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20521509, SEN S/N: 20521509)","Event, units (LGR S/N: 20521509, SEN S/N: 20521509)","End Of File (LGR S/N: 20521509, SEN S/N: 20521509)"
1,12/12/18 09:54:48 AM,17.510,0.00,Logged
