"Plot Title: Landing"
"#","Date Time, GMT-07:00","rainfall, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,08/11/10 04:16:46 PM,0.00,,,,
2,08/11/10 04:16:48 PM,,Logged,,,
3,08/11/10 04:30:48 PM,0.01,,,,
4,08/11/10 04:31:00 PM,0.02,,,,
5,08/11/10 04:31:14 PM,0.03,,,,
6,08/11/10 04:31:27 PM,0.04,,,,
7,08/11/10 04:31:42 PM,0.05,,,,
8,08/11/10 04:31:54 PM,0.06,,,,
9,08/11/10 04:32:09 PM,0.07,,,,
10,08/11/10 04:32:20 PM,0.08,,,,
11,08/11/10 04:32:35 PM,0.09,,,,
12,08/11/10 04:32:47 PM,0.10,,,,
13,08/11/10 04:33:03 PM,0.11,,,,
14,08/11/10 04:33:15 PM,0.12,,,,
15,08/11/10 04:33:30 PM,0.13,,,,
16,08/11/10 04:33:43 PM,0.14,,,,
17,08/11/10 04:34:00 PM,0.15,,,,
18,08/11/10 04:34:14 PM,0.16,,,,
19,08/11/10 04:34:31 PM,0.17,,,,
20,08/11/10 04:34:43 PM,0.18,,,,
21,08/11/10 04:34:44 PM,0.19,,,,
22,08/11/10 04:35:00 PM,0.20,,,,
23,08/11/10 04:35:14 PM,0.21,,,,
24,08/11/10 04:35:31 PM,0.22,,,,
25,08/11/10 04:35:44 PM,0.23,,,,
26,08/11/10 04:36:02 PM,0.24,,,,
27,08/11/10 04:36:17 PM,0.25,,,,
28,08/11/10 04:36:35 PM,0.26,,,,
29,08/11/10 04:36:49 PM,0.27,,,,
30,08/11/10 04:36:50 PM,0.28,,,,
31,08/11/10 04:37:08 PM,0.29,,,,
32,08/11/10 04:37:23 PM,0.30,,,,
33,08/11/10 04:37:40 PM,0.31,,,,
34,08/11/10 04:37:41 PM,0.32,,,,
35,08/11/10 04:37:56 PM,0.33,,,,
36,08/11/10 04:38:14 PM,0.34,,,,
37,08/11/10 04:38:15 PM,0.35,,,,
38,08/11/10 04:38:29 PM,0.36,,,,
39,08/11/10 04:38:48 PM,0.37,,,,
40,08/11/10 04:39:04 PM,0.38,,,,
41,08/11/10 04:39:23 PM,0.39,,,,
42,08/11/10 04:39:39 PM,0.40,,,,
43,08/11/10 04:39:58 PM,0.41,,,,
44,08/11/10 04:40:14 PM,0.42,,,,
45,08/11/10 04:40:34 PM,0.43,,,,
46,08/11/10 04:40:50 PM,0.44,,,,
47,08/11/10 04:41:10 PM,0.45,,,,
48,08/11/10 04:41:26 PM,0.46,,,,
49,08/11/10 04:41:47 PM,0.47,,,,
50,08/11/10 04:42:04 PM,0.48,,,,
