"Plot Title: Landing"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,09/25/19 04:00:00 PM,92.363,0.00,,,
2,09/25/19 04:15:00 PM,91.987,,,,
3,09/25/19 04:30:00 PM,91.425,,,,
4,09/25/19 04:45:00 PM,90.495,,,,
5,09/25/19 05:00:00 PM,89.755,,,,
6,09/25/19 05:15:00 PM,88.650,,,,
7,09/25/19 05:30:00 PM,87.733,,,,
8,09/25/19 05:45:00 PM,86.097,,,,
9,09/25/19 06:00:00 PM,84.295,,,,
10,09/25/19 06:15:00 PM,83.221,,,,
11,09/25/19 06:30:00 PM,80.382,,,,
12,09/25/19 06:45:00 PM,77.050,,,,
13,09/25/19 07:00:00 PM,74.098,,,,
14,09/25/19 07:15:00 PM,71.683,,,,
15,09/25/19 07:30:00 PM,70.480,,,,
16,09/25/19 07:45:00 PM,69.964,,,,
17,09/25/19 08:00:00 PM,68.934,,,,
18,09/25/19 08:15:00 PM,67.906,,,,
19,09/25/19 08:30:00 PM,67.392,,,,
20,09/25/19 08:45:00 PM,67.392,,,,
21,09/25/19 09:00:00 PM,67.392,,,,
22,09/25/19 09:15:00 PM,67.392,,,,
23,09/25/19 09:30:00 PM,67.392,,,,
24,09/25/19 09:45:00 PM,67.050,,,,
25,09/25/19 10:00:00 PM,66.708,,,,
26,09/25/19 10:15:00 PM,66.537,,,,
27,09/25/19 10:30:00 PM,66.193,,,,
28,09/25/19 10:45:00 PM,65.851,,,,
29,09/25/19 11:00:00 PM,65.680,,,,
30,09/25/19 11:15:00 PM,65.509,,,,
31,09/25/19 11:30:00 PM,65.338,,,,
32,09/25/19 11:45:00 PM,65.167,,,,
33,09/26/19 12:00:00 AM,64.996,,,,
34,09/26/19 12:15:00 AM,64.825,,,,
35,09/26/19 12:30:00 AM,64.481,,,,
36,09/26/19 12:45:00 AM,64.310,,,,
37,09/26/19 01:00:00 AM,64.310,,,,
38,09/26/19 01:15:00 AM,64.310,,,,
39,09/26/19 01:30:00 AM,64.139,,,,
40,09/26/19 01:45:00 AM,63.797,,,,
41,09/26/19 02:00:00 AM,63.455,,,,
42,09/26/19 02:15:00 AM,63.111,,,,
43,09/26/19 02:30:00 AM,62.940,,,,
44,09/26/19 02:45:00 AM,62.769,,,,
45,09/26/19 03:00:00 AM,62.598,,,,
46,09/26/19 03:15:00 AM,62.598,,,,
47,09/26/19 03:30:00 AM,63.282,,,,
48,09/26/19 03:45:00 AM,64.139,,,,
49,09/26/19 04:00:00 AM,64.310,,,,
50,09/26/19 04:15:00 AM,64.481,,,,
51,09/26/19 04:30:00 AM,64.310,,,,
52,09/26/19 04:45:00 AM,62.940,,,,
53,09/26/19 05:00:00 AM,62.083,,,,
54,09/26/19 05:15:00 AM,62.083,,,,
55,09/26/19 05:30:00 AM,61.741,,,,
56,09/26/19 05:45:00 AM,61.398,,,,
57,09/26/19 06:00:00 AM,61.227,,,,
58,09/26/19 06:15:00 AM,60.883,,,,
59,09/26/19 06:30:00 AM,60.883,,,,
60,09/26/19 06:45:00 AM,61.054,,,,
61,09/26/19 07:00:00 AM,61.054,,,,
62,09/26/19 07:15:00 AM,61.398,,,,
63,09/26/19 07:30:00 AM,61.569,,,,
64,09/26/19 07:45:00 AM,61.741,,,,
65,09/26/19 08:00:00 AM,62.083,,,,
66,09/26/19 08:15:00 AM,62.425,,,,
67,09/26/19 08:30:00 AM,62.769,,,,
68,09/26/19 08:45:00 AM,62.940,,,,
69,09/26/19 09:00:00 AM,63.282,,,,
70,09/26/19 09:15:00 AM,63.455,,,,
71,09/26/19 09:30:00 AM,63.626,,,,
72,09/26/19 09:45:00 AM,63.968,,,,
73,09/26/19 10:00:00 AM,64.481,,,,
74,09/26/19 10:15:00 AM,64.996,,,,
75,09/26/19 10:30:00 AM,65.509,,,,
76,09/26/19 10:45:00 AM,66.366,,,,
77,09/26/19 11:00:00 AM,67.050,,,,
78,09/26/19 11:15:00 AM,68.077,,,,
79,09/26/19 11:30:00 AM,69.278,,,,
80,09/26/19 11:45:00 AM,69.278,,,,
81,09/26/19 12:00:00 PM,69.107,,,,
82,09/26/19 12:15:00 PM,69.449,,,,
83,09/26/19 12:30:00 PM,69.793,,,,
84,09/26/19 12:45:00 PM,71.339,,,,
85,09/26/19 01:00:00 PM,72.718,,,,
86,09/26/19 01:15:00 PM,73.926,,,,
87,09/26/19 01:30:00 PM,75.139,,,,
88,09/26/19 01:45:00 PM,75.659,,,,
89,09/26/19 02:00:00 PM,76.528,,,,
90,09/26/19 02:15:00 PM,80.382,,,,
91,09/26/19 02:30:00 PM,81.621,,,,
92,09/26/19 02:45:00 PM,81.797,,,,
93,09/26/19 03:00:00 PM,81.442,,,,
94,09/26/19 03:15:00 PM,80.559,,,,
95,09/26/19 03:30:00 PM,79.326,,,,
96,09/26/19 03:45:00 PM,78.098,,,,
97,09/26/19 04:00:00 PM,76.354,,,,
98,09/26/19 04:15:00 PM,74.791,,,,
99,09/26/19 04:30:00 PM,73.753,,,,
100,09/26/19 04:45:00 PM,72.545,,,,
101,09/26/19 05:00:00 PM,72.199,,,,
102,09/26/19 05:15:00 PM,71.856,,,,
103,09/26/19 05:30:00 PM,71.168,,,,
104,09/26/19 05:45:00 PM,70.480,,,,
105,09/26/19 06:00:00 PM,69.278,,,,
106,09/26/19 06:15:00 PM,68.421,,,,
107,09/26/19 06:30:00 PM,67.735,,,,
108,09/26/19 06:45:00 PM,67.050,,,,
109,09/26/19 07:00:00 PM,66.366,,,,
110,09/26/19 07:15:00 PM,65.851,,,,
111,09/26/19 07:30:00 PM,65.338,,,,
112,09/26/19 07:45:00 PM,64.996,,,,
113,09/26/19 08:00:00 PM,64.652,,,,
114,09/26/19 08:15:00 PM,64.481,,,,
115,09/26/19 08:30:00 PM,64.310,,,,
116,09/26/19 08:45:00 PM,64.310,,,,
117,09/26/19 09:00:00 PM,64.139,,,,
118,09/26/19 09:15:00 PM,63.968,,,,
119,09/26/19 09:30:00 PM,63.968,,,,
120,09/26/19 09:45:00 PM,63.797,,,,
121,09/26/19 10:00:00 PM,63.626,,,,
122,09/26/19 10:15:00 PM,63.455,,,,
123,09/26/19 10:30:00 PM,63.282,,,,
124,09/26/19 10:45:00 PM,63.111,,,,
125,09/26/19 11:00:00 PM,62.940,,,,
126,09/26/19 11:15:00 PM,62.940,,,,
127,09/26/19 11:30:00 PM,62.769,,,,
128,09/26/19 11:45:00 PM,62.769,,,,
129,09/27/19 12:00:00 AM,62.769,,,,
130,09/27/19 12:15:00 AM,62.598,,,,
131,09/27/19 12:30:00 AM,62.598,,,,
132,09/27/19 12:45:00 AM,62.598,,,,
133,09/27/19 01:00:00 AM,62.598,,,,
134,09/27/19 01:15:00 AM,62.598,,,,
135,09/27/19 01:30:00 AM,62.425,,,,
136,09/27/19 01:45:00 AM,62.425,,,,
137,09/27/19 02:00:00 AM,62.598,,,,
138,09/27/19 02:15:00 AM,62.598,,,,
139,09/27/19 02:30:00 AM,62.425,,,,
140,09/27/19 02:45:00 AM,62.425,,,,
141,09/27/19 03:00:00 AM,62.425,,,,
142,09/27/19 03:15:00 AM,62.425,,,,
143,09/27/19 03:30:00 AM,62.425,,,,
144,09/27/19 03:45:00 AM,62.425,,,,
145,09/27/19 04:00:00 AM,62.425,,,,
146,09/27/19 04:15:00 AM,62.425,,,,
147,09/27/19 04:30:00 AM,62.425,,,,
148,09/27/19 04:45:00 AM,62.425,,,,
149,09/27/19 05:00:00 AM,62.254,,,,
150,09/27/19 05:15:00 AM,62.254,,,,
151,09/27/19 05:30:00 AM,62.254,,,,
152,09/27/19 05:45:00 AM,62.254,,,,
153,09/27/19 06:00:00 AM,62.254,,,,
154,09/27/19 06:15:00 AM,62.083,,,,
