"Plot Title: LD"
"#","Date Time, GMT-08:00","Ext. Line Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/19/10 03:43:55 PM,0.00,,,,
2,01/19/10 03:44:01 PM,,Logged,,,
3,01/19/10 03:45:48 PM,0.01,,,,
4,01/19/10 04:16:46 PM,0.02,,,,
5,01/19/10 04:17:35 PM,0.03,,,,
6,01/19/10 04:18:15 PM,0.04,,,,
7,01/19/10 04:18:57 PM,0.05,,,,
8,01/19/10 04:19:56 PM,0.06,,,,
9,01/19/10 06:01:39 PM,0.07,,,,
10,01/19/10 08:50:26 PM,0.08,,,,
11,01/19/10 08:50:27 PM,0.09,,,,
12,01/19/10 08:58:18 PM,0.10,,,,
13,01/20/10 12:19:37 AM,0.11,,,,
14,01/20/10 01:29:55 AM,0.12,,,,
15,01/20/10 02:10:15 AM,0.13,,,,
16,01/20/10 02:18:08 AM,0.14,,,,
17,01/20/10 02:20:32 AM,0.15,,,,
18,01/20/10 02:28:27 AM,0.16,,,,
19,01/20/10 02:28:28 AM,0.17,,,,
20,01/20/10 02:31:26 AM,0.18,,,,
21,01/20/10 02:32:22 AM,0.19,,,,
22,01/20/10 02:34:34 AM,0.20,,,,
23,01/20/10 02:35:46 AM,0.21,,,,
24,01/20/10 02:36:24 AM,0.22,,,,
25,01/20/10 02:56:53 AM,0.23,,,,
26,01/20/10 03:07:18 AM,0.24,,,,
27,01/20/10 03:20:02 AM,0.25,,,,
28,01/20/10 03:21:54 AM,0.26,,,,
29,01/20/10 03:27:51 AM,0.27,,,,
30,01/20/10 03:28:29 AM,0.28,,,,
31,01/20/10 03:29:32 AM,0.29,,,,
32,01/20/10 03:30:08 AM,0.30,,,,
33,01/20/10 03:31:26 AM,0.31,,,,
34,01/20/10 03:31:27 AM,0.32,,,,
35,01/20/10 03:32:19 AM,0.33,,,,
36,01/20/10 03:33:12 AM,0.34,,,,
37,01/20/10 03:34:12 AM,0.35,,,,
38,01/20/10 03:36:30 AM,0.36,,,,
39,01/20/10 03:37:03 AM,0.37,,,,
40,01/20/10 03:37:24 AM,0.38,,,,
41,01/20/10 03:38:11 AM,0.39,,,,
42,01/20/10 03:40:03 AM,0.40,,,,
43,01/20/10 03:42:07 AM,0.41,,,,
44,01/20/10 03:43:26 AM,0.42,,,,
45,01/20/10 03:44:44 AM,0.43,,,,
46,01/20/10 03:46:28 AM,0.44,,,,
47,01/20/10 03:47:58 AM,0.45,,,,
48,01/20/10 03:47:59 AM,0.46,,,,
49,01/20/10 03:50:11 AM,0.47,,,,
50,01/20/10 03:50:53 AM,0.48,,,,
51,01/20/10 03:51:46 AM,0.49,,,,
52,01/20/10 03:53:04 AM,0.50,,,,
53,01/20/10 03:54:28 AM,0.51,,,,
54,01/20/10 03:55:07 AM,0.52,,,,
55,01/20/10 03:55:40 AM,0.53,,,,
56,01/20/10 03:55:41 AM,0.54,,,,
57,01/20/10 03:56:17 AM,0.55,,,,
58,01/20/10 03:56:18 AM,0.56,,,,
59,01/20/10 03:57:25 AM,0.57,,,,
60,01/20/10 03:58:10 AM,0.58,,,,
61,01/20/10 03:59:03 AM,0.59,,,,
62,01/20/10 03:59:35 AM,0.60,,,,
63,01/20/10 04:00:27 AM,0.61,,,,
64,01/20/10 04:01:22 AM,0.62,,,,
65,01/20/10 04:03:06 AM,0.63,,,,
66,01/20/10 04:04:14 AM,0.64,,,,
67,01/20/10 04:05:25 AM,0.65,,,,
68,01/20/10 04:06:02 AM,0.66,,,,
69,01/20/10 04:06:58 AM,0.67,,,,
70,01/20/10 04:08:18 AM,0.68,,,,
71,01/20/10 04:10:48 AM,0.69,,,,
72,01/20/10 04:12:51 AM,0.70,,,,
73,01/20/10 04:14:41 AM,0.71,,,,
74,01/20/10 04:16:33 AM,0.72,,,,
75,01/20/10 04:16:34 AM,0.73,,,,
76,01/20/10 04:20:54 AM,0.74,,,,
77,01/20/10 04:23:09 AM,0.75,,,,
78,01/20/10 04:23:10 AM,0.76,,,,
79,01/20/10 04:28:03 AM,0.77,,,,
80,01/20/10 04:29:21 AM,0.78,,,,
81,01/20/10 04:30:42 AM,0.79,,,,
82,01/20/10 04:31:49 AM,0.80,,,,
83,01/20/10 04:33:06 AM,0.81,,,,
84,01/20/10 04:34:04 AM,0.82,,,,
85,01/20/10 04:36:06 AM,0.83,,,,
86,01/20/10 04:39:01 AM,0.84,,,,
87,01/20/10 04:41:15 AM,0.85,,,,
88,01/20/10 04:42:51 AM,0.86,,,,
89,01/20/10 04:44:59 AM,0.87,,,,
90,01/20/10 04:45:00 AM,0.88,,,,
91,01/20/10 04:47:51 AM,0.89,,,,
92,01/20/10 04:51:20 AM,0.90,,,,
93,01/20/10 04:54:55 AM,0.91,,,,
94,01/20/10 05:00:39 AM,0.92,,,,
95,01/20/10 05:06:41 AM,0.93,,,,
96,01/20/10 05:16:07 AM,0.94,,,,
97,01/20/10 05:20:28 AM,0.95,,,,
98,01/20/10 05:24:15 AM,0.96,,,,
99,01/20/10 05:28:38 AM,0.97,,,,
100,01/20/10 05:33:55 AM,0.98,,,,
101,01/20/10 05:37:47 AM,0.99,,,,
102,01/20/10 05:40:07 AM,1.00,,,,
103,01/20/10 05:40:08 AM,1.01,,,,
104,01/20/10 05:43:19 AM,1.02,,,,
105,01/20/10 05:45:21 AM,1.03,,,,
106,01/20/10 05:47:31 AM,1.04,,,,
107,01/20/10 05:49:47 AM,1.05,,,,
108,01/20/10 05:52:22 AM,1.06,,,,
109,01/20/10 05:55:28 AM,1.07,,,,
110,01/20/10 05:57:35 AM,1.08,,,,
111,01/20/10 05:57:36 AM,1.09,,,,
112,01/20/10 06:00:28 AM,1.10,,,,
113,01/20/10 06:04:41 AM,1.11,,,,
114,01/20/10 06:09:28 AM,1.12,,,,
115,01/20/10 06:12:32 AM,1.13,,,,
116,01/20/10 06:16:40 AM,1.14,,,,
117,01/20/10 06:18:46 AM,1.15,,,,
118,01/20/10 06:21:00 AM,1.16,,,,
119,01/20/10 06:22:30 AM,1.17,,,,
120,01/20/10 06:24:46 AM,1.18,,,,
121,01/20/10 06:26:47 AM,1.19,,,,
122,01/20/10 06:29:00 AM,1.20,,,,
123,01/20/10 06:30:56 AM,1.21,,,,
124,01/20/10 06:32:52 AM,1.22,,,,
125,01/20/10 06:36:01 AM,1.23,,,,
126,01/20/10 06:40:56 AM,1.24,,,,
127,01/20/10 06:44:25 AM,1.25,,,,
128,01/20/10 06:49:07 AM,1.26,,,,
129,01/20/10 06:54:41 AM,1.27,,,,
130,01/20/10 07:03:20 AM,1.28,,,,
131,01/20/10 07:11:28 AM,1.29,,,,
132,01/20/10 07:37:14 AM,1.30,,,,
133,01/20/10 07:37:15 AM,1.31,,,,
134,01/20/10 07:46:41 AM,1.32,,,,
135,01/20/10 07:54:00 AM,1.33,,,,
136,01/20/10 07:57:17 AM,1.34,,,,
137,01/20/10 07:58:59 AM,1.35,,,,
138,01/20/10 07:59:00 AM,1.36,,,,
139,01/20/10 08:00:20 AM,1.37,,,,
140,01/20/10 08:00:21 AM,1.38,,,,
141,01/20/10 08:01:54 AM,1.39,,,,
142,01/20/10 08:03:29 AM,1.40,,,,
143,01/20/10 08:05:13 AM,1.41,,,,
144,01/20/10 08:05:51 AM,1.42,,,,
145,01/20/10 08:07:10 AM,1.43,,,,
146,01/20/10 08:07:59 AM,1.44,,,,
147,01/20/10 08:09:29 AM,1.45,,,,
148,01/20/10 08:09:30 AM,1.46,,,,
149,01/20/10 08:11:43 AM,1.47,,,,
150,01/20/10 08:15:01 AM,1.48,,,,
151,01/20/10 08:16:47 AM,1.49,,,,
152,01/20/10 08:17:57 AM,1.50,,,,
153,01/20/10 08:19:15 AM,1.51,,,,
154,01/20/10 08:22:00 AM,1.52,,,,
155,01/20/10 08:23:26 AM,1.53,,,,
156,01/20/10 08:25:33 AM,1.54,,,,
157,01/20/10 08:30:15 AM,1.55,,,,
158,01/20/10 08:33:56 AM,1.56,,,,
159,01/20/10 08:33:57 AM,1.57,,,,
160,01/20/10 08:36:08 AM,1.58,,,,
161,01/20/10 08:39:27 AM,1.59,,,,
162,01/20/10 08:39:28 AM,1.60,,,,
163,01/20/10 08:41:38 AM,1.61,,,,
164,01/20/10 08:43:36 AM,1.62,,,,
165,01/20/10 08:45:22 AM,1.63,,,,
166,01/20/10 08:47:33 AM,1.64,,,,
167,01/20/10 08:49:05 AM,1.65,,,,
168,01/20/10 08:51:26 AM,1.66,,,,
169,01/20/10 08:51:27 AM,1.67,,,,
170,01/20/10 08:53:06 AM,1.68,,,,
171,01/20/10 08:53:48 AM,1.69,,,,
172,01/20/10 08:53:49 AM,1.70,,,,
173,01/20/10 08:54:32 AM,1.71,,,,
174,01/20/10 08:56:24 AM,1.72,,,,
175,01/20/10 08:58:19 AM,1.73,,,,
176,01/20/10 08:58:20 AM,1.74,,,,
177,01/20/10 09:00:58 AM,1.75,,,,
178,01/20/10 09:03:06 AM,1.76,,,,
179,01/20/10 09:03:07 AM,1.77,,,,
180,01/20/10 09:06:53 AM,1.78,,,,
181,01/20/10 09:10:49 AM,1.79,,,,
182,01/20/10 09:23:55 AM,1.80,,,,
183,01/20/10 09:53:49 AM,1.81,,,,
184,01/20/10 10:23:41 AM,1.82,,,,
185,01/20/10 10:28:32 AM,1.83,,,,
186,01/20/10 10:42:36 AM,1.84,,,,
187,01/20/10 10:44:21 AM,1.85,,,,
188,01/20/10 10:48:03 AM,1.86,,,,
189,01/20/10 11:26:32 AM,1.87,,,,
190,01/20/10 11:27:00 AM,1.88,,,,
191,01/20/10 11:27:36 AM,1.89,,,,
192,01/20/10 11:33:24 AM,1.90,,,,
193,01/20/10 11:58:36 AM,1.91,,,,
194,01/20/10 11:59:24 AM,1.92,,,,
195,01/20/10 11:59:25 AM,1.93,,,,
196,01/20/10 11:59:58 AM,1.94,,,,
197,01/20/10 12:00:48 PM,1.95,,,,
198,01/20/10 12:01:53 PM,1.96,,,,
199,01/20/10 12:31:14 PM,1.97,,,,
200,01/20/10 07:03:31 PM,1.98,,,,
201,01/21/10 01:05:12 AM,1.99,,,,
202,01/21/10 01:10:28 AM,2.00,,,,
203,01/21/10 01:12:12 AM,2.01,,,,
204,01/21/10 01:13:02 AM,2.02,,,,
205,01/21/10 01:16:06 AM,2.03,,,,
206,01/21/10 01:20:34 AM,2.04,,,,
207,01/21/10 01:23:37 AM,2.05,,,,
208,01/21/10 01:26:30 AM,2.06,,,,
209,01/21/10 01:31:39 AM,2.07,,,,
210,01/21/10 01:39:14 AM,2.08,,,,
211,01/21/10 01:40:01 AM,2.09,,,,
212,01/21/10 01:40:51 AM,2.10,,,,
213,01/21/10 01:43:16 AM,2.11,,,,
214,01/21/10 01:44:24 AM,2.12,,,,
215,01/21/10 01:46:28 AM,2.13,,,,
216,01/21/10 01:48:43 AM,2.14,,,,
217,01/21/10 01:49:53 AM,2.15,,,,
218,01/21/10 01:49:54 AM,2.16,,,,
219,01/21/10 01:50:15 AM,2.17,,,,
220,01/21/10 01:50:49 AM,2.18,,,,
221,01/21/10 01:51:25 AM,2.19,,,,
222,01/21/10 01:51:57 AM,2.20,,,,
223,01/21/10 01:52:21 AM,2.21,,,,
224,01/21/10 01:52:48 AM,2.22,,,,
225,01/21/10 01:52:49 AM,2.23,,,,
226,01/21/10 01:53:12 AM,2.24,,,,
227,01/21/10 01:53:38 AM,2.25,,,,
228,01/21/10 01:53:59 AM,2.26,,,,
229,01/21/10 01:54:22 AM,2.27,,,,
230,01/21/10 01:54:50 AM,2.28,,,,
231,01/21/10 01:55:56 AM,2.29,,,,
232,01/21/10 01:56:37 AM,2.30,,,,
233,01/21/10 01:57:21 AM,2.31,,,,
234,01/21/10 01:57:45 AM,2.32,,,,
