"Plot Title: Landing"
"#","Date Time, GMT-07:00","rainfall, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,10/05/10 02:05:49 PM,0.00000000,,,
2,10/05/10 02:06:00 PM,,Logged,,
3,10/12/10 11:35:45 AM,0.00000000,,Logged,Logged
