"Plot Title: RLSM"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592079, SEN S/N: 10592079)","Event, units (LGR S/N: 10592079, SEN S/N: 10592079, LBL: RLSM)","Coupler Detached (LGR S/N: 10592079, SEN S/N: 10592079)","Coupler Attached (LGR S/N: 10592079, SEN S/N: 10592079)","Host Connected (LGR S/N: 10592079, SEN S/N: 10592079)","Stopped (LGR S/N: 10592079, SEN S/N: 10592079)","End Of File (LGR S/N: 10592079, SEN S/N: 10592079)"
439,11/22/18 11:04:46 PM,,2.39,,,,,
440,11/22/18 11:05:31 PM,,2.40,,,,,
441,11/22/18 11:06:48 PM,,2.41,,,,,
442,11/22/18 11:07:31 PM,53.623,,,,,,
443,11/22/18 11:07:41 PM,,2.42,,,,,
444,11/22/18 11:08:46 PM,,2.43,,,,,
445,11/22/18 11:09:29 PM,,2.44,,,,,
446,11/22/18 11:10:32 PM,,2.45,,,,,
447,11/22/18 11:11:26 PM,,2.46,,,,,
448,11/22/18 11:12:28 PM,,2.47,,,,,
449,11/22/18 11:13:05 PM,,2.48,,,,,
450,11/22/18 11:13:41 PM,,2.49,,,,,
451,11/22/18 11:14:16 PM,,2.50,,,,,
452,11/22/18 11:15:06 PM,,2.51,,,,,
453,11/22/18 11:15:44 PM,,2.52,,,,,
454,11/22/18 11:16:46 PM,,2.53,,,,,
455,11/22/18 11:17:31 PM,,2.54,,,,,
456,11/22/18 11:18:56 PM,,2.55,,,,,
457,11/22/18 11:19:57 PM,,2.56,,,,,
458,11/22/18 11:21:07 PM,,2.57,,,,,
459,11/22/18 11:21:47 PM,,2.58,,,,,
460,11/22/18 11:22:41 PM,,2.59,,,,,
461,11/22/18 11:23:21 PM,,2.60,,,,,
462,11/22/18 11:24:33 PM,,2.61,,,,,
463,11/22/18 11:25:50 PM,,2.62,,,,,
464,11/22/18 11:27:18 PM,,2.63,,,,,
465,11/22/18 11:28:25 PM,,2.64,,,,,
466,11/22/18 11:30:22 PM,,2.65,,,,,
467,11/22/18 11:31:21 PM,,2.66,,,,,
468,11/22/18 11:32:47 PM,,2.67,,,,,
469,11/22/18 11:33:25 PM,,2.68,,,,,
470,11/22/18 11:34:57 PM,,2.69,,,,,
471,11/22/18 11:36:09 PM,,2.70,,,,,
472,11/22/18 11:38:03 PM,,2.71,,,,,
473,11/22/18 11:39:43 PM,,2.72,,,,,
474,11/22/18 11:41:21 PM,,2.73,,,,,
475,11/22/18 11:42:56 PM,,2.74,,,,,
476,11/22/18 11:43:48 PM,,2.75,,,,,
477,11/22/18 11:44:58 PM,,2.76,,,,,
478,11/22/18 11:46:56 PM,,2.77,,,,,
479,11/22/18 11:48:10 PM,,2.78,,,,,
480,11/22/18 11:49:19 PM,,2.79,,,,,
481,11/22/18 11:50:27 PM,,2.80,,,,,
482,11/22/18 11:51:51 PM,,2.81,,,,,
483,11/22/18 11:53:04 PM,,2.82,,,,,
484,11/22/18 11:55:13 PM,,2.83,,,,,
485,11/22/18 11:57:18 PM,,2.84,,,,,
486,11/22/18 11:59:21 PM,,2.85,,,,,
487,11/23/18 12:01:25 AM,,2.86,,,,,
488,11/23/18 12:03:58 AM,,2.87,,,,,
489,11/23/18 12:05:29 AM,,2.88,,,,,
490,11/23/18 12:07:31 AM,54.322,,,,,,
491,11/23/18 12:08:30 AM,,2.89,,,,,
492,11/23/18 12:10:56 AM,,2.90,,,,,
493,11/23/18 12:14:11 AM,,2.91,,,,,
494,11/23/18 12:16:24 AM,,2.92,,,,,
495,11/23/18 12:20:45 AM,,2.93,,,,,
496,11/23/18 12:23:33 AM,,2.94,,,,,
497,11/23/18 12:27:39 AM,,2.95,,,,,
498,11/23/18 12:29:29 AM,,2.96,,,,,
499,11/23/18 12:31:55 AM,,2.97,,,,,
500,11/23/18 12:35:04 AM,,2.98,,,,,
501,11/23/18 12:40:24 AM,,2.99,,,,,
502,11/23/18 12:41:27 AM,,3.00,,,,,
503,11/23/18 12:42:37 AM,,3.01,,,,,
504,11/23/18 12:44:45 AM,,3.02,,,,,
505,11/23/18 12:47:03 AM,,3.03,,,,,
506,11/23/18 12:48:23 AM,,3.04,,,,,
507,11/23/18 12:50:28 AM,,3.05,,,,,
508,11/23/18 12:53:03 AM,,3.06,,,,,
509,11/23/18 12:57:44 AM,,3.07,,,,,
510,11/23/18 01:01:55 AM,,3.08,,,,,
511,11/23/18 01:07:12 AM,,3.09,,,,,
512,11/23/18 01:07:31 AM,54.842,,,,,,
513,11/23/18 01:09:51 AM,,3.10,,,,,
514,11/23/18 01:14:04 AM,,3.11,,,,,
515,11/23/18 01:16:59 AM,,3.12,,,,,
516,11/23/18 01:19:41 AM,,3.13,,,,,
517,11/23/18 01:21:36 AM,,3.14,,,,,
518,11/23/18 01:24:17 AM,,3.15,,,,,
519,11/23/18 01:25:51 AM,,3.16,,,,,
520,11/23/18 01:28:12 AM,,3.17,,,,,
521,11/23/18 01:29:55 AM,,3.18,,,,,
522,11/23/18 01:32:21 AM,,3.19,,,,,
523,11/23/18 01:34:12 AM,,3.20,,,,,
524,11/23/18 01:37:51 AM,,3.21,,,,,
525,11/23/18 01:40:07 AM,,3.22,,,,,
526,11/23/18 01:43:28 AM,,3.23,,,,,
527,11/23/18 01:45:30 AM,,3.24,,,,,
528,11/23/18 01:49:43 AM,,3.25,,,,,
529,11/23/18 01:51:57 AM,,3.26,,,,,
530,11/23/18 02:05:19 AM,,3.27,,,,,
531,11/23/18 02:07:31 AM,55.189,,,,,,
532,11/23/18 02:17:31 AM,,3.28,,,,,
533,11/23/18 02:31:44 AM,,3.29,,,,,
534,11/23/18 02:39:09 AM,,3.30,,,,,
535,11/23/18 03:07:31 AM,55.189,,,,,,
536,11/23/18 03:29:56 AM,,3.31,,,,,
537,11/23/18 03:55:53 AM,,3.32,,,,,
538,11/23/18 04:07:31 AM,54.842,,,,,,
539,11/23/18 05:07:31 AM,54.322,,,,,,
540,11/23/18 06:07:31 AM,53.973,,,,,,
541,11/23/18 07:00:02 AM,,3.33,,,,,
542,11/23/18 07:02:30 AM,,3.34,,,,,
543,11/23/18 07:07:31 AM,54.147,,,,,,
544,11/23/18 07:18:38 AM,,3.35,,,,,
545,11/23/18 07:44:33 AM,,3.36,,,,,
546,11/23/18 08:07:31 AM,54.669,,,,,,
547,11/23/18 09:07:31 AM,55.884,,,,,,
548,11/23/18 09:13:00 AM,,3.37,,,,,
549,11/23/18 09:31:18 AM,,3.38,,,,,
550,11/23/18 09:35:34 AM,,3.39,,,,,
551,11/23/18 09:38:23 AM,,3.40,,,,,
552,11/23/18 09:49:25 AM,,3.41,,,,,
553,11/23/18 09:51:33 AM,,3.42,,,,,
554,11/23/18 09:55:52 AM,,3.43,,,,,
555,11/23/18 10:00:42 AM,,3.44,,,,,
556,11/23/18 10:07:31 AM,56.404,,,,,,
557,11/23/18 10:10:43 AM,,3.45,,,,,
558,11/23/18 10:12:08 AM,,3.46,,,,,
559,11/23/18 10:21:35 AM,,3.47,,,,,
560,11/23/18 10:29:43 AM,,3.48,,,,,
561,11/23/18 10:48:39 AM,,3.49,,,,,
562,11/23/18 11:04:24 AM,,3.50,,,,,
563,11/23/18 11:07:31 AM,56.230,,,,,,
564,11/23/18 11:30:41 AM,,3.51,,,,,
565,11/23/18 11:36:41 AM,,3.52,,,,,
566,11/23/18 11:46:00 AM,,3.53,,,,,
567,11/23/18 11:48:27 AM,,3.54,,,,,
568,11/23/18 11:55:08 AM,,3.55,,,,,
569,11/23/18 12:01:32 PM,,3.56,,,,,
570,11/23/18 12:07:31 PM,56.750,,,,,,
571,11/23/18 12:09:59 PM,,3.57,,,,,
572,11/23/18 12:18:40 PM,,3.58,,,,,
573,11/23/18 12:21:50 PM,,3.59,,,,,
574,11/23/18 12:24:42 PM,,3.60,,,,,
575,11/23/18 12:29:19 PM,,3.61,,,,,
576,11/23/18 12:36:45 PM,,3.62,,,,,
577,11/23/18 12:39:06 PM,,3.63,,,,,
578,11/23/18 12:42:29 PM,,3.64,,,,,
579,11/23/18 12:55:43 PM,,3.65,,,,,
580,11/23/18 01:01:47 PM,,3.66,,,,,
581,11/23/18 01:07:31 PM,56.230,,,,,,
582,11/23/18 02:07:31 PM,56.923,,,,,,
583,11/23/18 02:17:59 PM,,3.67,,,,,
584,11/23/18 02:38:35 PM,,3.68,,,,,
585,11/23/18 02:52:24 PM,,3.69,,,,,
586,11/23/18 02:54:55 PM,,3.70,,,,,
587,11/23/18 03:03:16 PM,,3.71,,,,,
588,11/23/18 03:05:52 PM,,3.72,,,,,
589,11/23/18 03:07:31 PM,56.923,,,,,,
590,11/23/18 03:11:24 PM,,3.73,,,,,
591,11/23/18 03:14:04 PM,,3.74,,,,,
592,11/23/18 03:28:44 PM,,3.75,,,,,
593,11/23/18 03:40:56 PM,,3.76,,,,,
594,11/23/18 03:46:07 PM,,3.77,,,,,
595,11/23/18 03:54:56 PM,,3.78,,,,,
596,11/23/18 04:07:31 PM,56.230,,,,,,
597,11/23/18 04:17:39 PM,,3.79,,,,,
598,11/23/18 04:22:01 PM,,3.80,,,,,
599,11/23/18 04:45:52 PM,,3.81,,,,,
600,11/23/18 04:59:59 PM,,3.82,,,,,
601,11/23/18 05:07:31 PM,55.884,,,,,,
602,11/23/18 05:18:37 PM,,3.83,,,,,
603,11/23/18 05:36:16 PM,,3.84,,,,,
604,11/23/18 05:45:00 PM,,3.85,,,,,
605,11/23/18 05:53:14 PM,,3.86,,,,,
606,11/23/18 05:56:33 PM,,3.87,,,,,
607,11/23/18 06:00:30 PM,,3.88,,,,,
608,11/23/18 06:07:31 PM,55.884,,,,,,
609,11/23/18 06:08:23 PM,,3.89,,,,,
610,11/23/18 06:15:31 PM,,3.90,,,,,
611,11/23/18 06:21:36 PM,,3.91,,,,,
612,11/23/18 06:24:31 PM,,3.92,,,,,
613,11/23/18 06:30:01 PM,,3.93,,,,,
614,11/23/18 06:32:50 PM,,3.94,,,,,
615,11/23/18 06:37:43 PM,,3.95,,,,,
616,11/23/18 06:40:13 PM,,3.96,,,,,
617,11/23/18 06:44:49 PM,,3.97,,,,,
618,11/23/18 06:48:32 PM,,3.98,,,,,
619,11/23/18 06:53:59 PM,,3.99,,,,,
620,11/23/18 06:57:10 PM,,4.00,,,,,
621,11/23/18 07:04:10 PM,,4.01,,,,,
622,11/23/18 07:07:31 PM,55.884,,,,,,
623,11/23/18 07:16:37 PM,,4.02,,,,,
624,11/23/18 07:43:42 PM,,4.03,,,,,
625,11/23/18 07:49:53 PM,,4.04,,,,,
626,11/23/18 08:02:21 PM,,4.05,,,,,
627,11/23/18 08:05:22 PM,,4.06,,,,,
628,11/23/18 08:07:31 PM,55.711,,,,,,
629,11/23/18 08:09:55 PM,,4.07,,,,,
630,11/23/18 08:14:09 PM,,4.08,,,,,
631,11/23/18 08:28:27 PM,,4.09,,,,,
632,11/23/18 08:32:03 PM,,4.10,,,,,
633,11/23/18 08:37:25 PM,,4.11,,,,,
634,11/23/18 08:40:34 PM,,4.12,,,,,
635,11/23/18 08:45:28 PM,,4.13,,,,,
636,11/23/18 08:48:30 PM,,4.14,,,,,
637,11/23/18 08:53:31 PM,,4.15,,,,,
638,11/23/18 08:57:28 PM,,4.16,,,,,
639,11/23/18 09:01:47 PM,,4.17,,,,,
640,11/23/18 09:02:54 PM,,4.18,,,,,
641,11/23/18 09:07:21 PM,,4.19,,,,,
642,11/23/18 09:07:31 PM,55.884,,,,,,
643,11/23/18 09:11:24 PM,,4.20,,,,,
644,11/23/18 09:18:46 PM,,4.21,,,,,
645,11/23/18 09:25:48 PM,,4.22,,,,,
646,11/23/18 09:33:16 PM,,4.23,,,,,
647,11/23/18 09:42:38 PM,,4.24,,,,,
648,11/23/18 10:07:31 PM,55.884,,,,,,
649,11/23/18 10:16:23 PM,,4.25,,,,,
650,11/23/18 10:21:55 PM,,4.26,,,,,
651,11/23/18 10:24:52 PM,,4.27,,,,,
652,11/23/18 10:52:24 PM,,4.28,,,,,
653,11/23/18 11:07:31 PM,55.884,,,,,,
654,11/23/18 11:14:52 PM,,4.29,,,,,
655,11/23/18 11:22:14 PM,,4.30,,,,,
656,11/23/18 11:32:05 PM,,4.31,,,,,
657,11/23/18 11:54:12 PM,,4.32,,,,,
658,11/24/18 12:07:22 AM,,4.33,,,,,
659,11/24/18 12:07:31 AM,55.884,,,,,,
660,11/24/18 12:46:11 AM,,4.34,,,,,
661,11/24/18 01:07:31 AM,55.884,,,,,,
662,11/24/18 01:12:05 AM,,4.35,,,,,
663,11/24/18 01:18:45 AM,,4.36,,,,,
664,11/24/18 01:25:32 AM,,4.37,,,,,
665,11/24/18 01:39:32 AM,,4.38,,,,,
666,11/24/18 01:59:58 AM,,4.39,,,,,
667,11/24/18 02:04:31 AM,,4.40,,,,,
668,11/24/18 02:07:31 AM,55.711,,,,,,
669,11/24/18 02:08:28 AM,,4.41,,,,,
670,11/24/18 02:12:00 AM,,4.42,,,,,
671,11/24/18 02:15:24 AM,,4.43,,,,,
672,11/24/18 02:17:51 AM,,4.44,,,,,
673,11/24/18 02:34:13 AM,,4.45,,,,,
674,11/24/18 02:46:56 AM,,4.46,,,,,
675,11/24/18 03:07:31 AM,55.711,,,,,,
676,11/24/18 03:44:47 AM,,4.47,,,,,
677,11/24/18 04:06:40 AM,,4.48,,,,,
678,11/24/18 04:07:31 AM,55.711,,,,,,
679,11/24/18 04:45:43 AM,,4.49,,,,,
680,11/24/18 04:58:49 AM,,4.50,,,,,
681,11/24/18 05:07:31 AM,55.711,,,,,,
682,11/24/18 05:19:04 AM,,4.51,,,,,
683,11/24/18 05:34:02 AM,,4.52,,,,,
684,11/24/18 05:56:01 AM,,4.53,,,,,
685,11/24/18 06:07:31 AM,55.364,,,,,,
686,11/24/18 06:10:15 AM,,4.54,,,,,
687,11/24/18 07:07:31 AM,55.189,,,,,,
688,11/24/18 07:38:42 AM,,4.55,,,,,
689,11/24/18 08:07:31 AM,56.923,,,,,,
690,11/24/18 09:07:31 AM,59.164,,,,,,
691,11/24/18 09:31:25 AM,,4.56,,,,,
692,11/24/18 10:07:31 AM,64.652,,,,,,
693,11/24/18 11:07:31 AM,65.509,,,,,,
694,11/24/18 12:07:31 PM,64.825,,,,,,
695,11/24/18 01:07:31 PM,72.199,,,,,,
696,11/24/18 02:07:31 PM,66.537,,,,,,
697,11/24/18 03:07:31 PM,61.741,,,,,,
698,11/24/18 04:07:31 PM,56.404,,,,,,
699,11/24/18 05:07:31 PM,50.466,,,,,,
700,11/24/18 06:07:31 PM,47.266,,,,,,
701,11/24/18 07:07:31 PM,45.648,,,,,,
702,11/24/18 08:07:31 PM,44.922,,,,,,
703,11/24/18 09:07:31 PM,45.466,,,,,,
704,11/24/18 10:07:31 PM,44.195,,,,,,
705,11/24/18 11:07:31 PM,45.648,,,,,,
706,11/25/18 12:07:31 AM,45.104,,,,,,
707,11/25/18 01:07:31 AM,46.369,,,,,,
708,11/25/18 02:07:31 AM,46.908,,,,,,
709,11/25/18 03:07:31 AM,47.982,,,,,,
710,11/25/18 04:07:31 AM,47.088,,,,,,
711,11/25/18 05:07:31 AM,46.188,,,,,,
712,11/25/18 06:07:31 AM,46.008,,,,,,
713,11/25/18 07:07:31 AM,46.908,,,,,,
714,11/25/18 08:07:31 AM,52.750,,,,,,
715,11/25/18 09:07:31 AM,58.993,,,,,,
716,11/25/18 10:07:31 AM,86.459,,,,,,
717,11/25/18 11:07:31 AM,92.926,,,,,,
718,11/25/18 12:07:31 PM,90.309,,,,,,
719,11/25/18 01:07:31 PM,81.621,,,,,,
720,11/25/18 02:07:31 PM,70.480,,,,,,
721,11/25/18 03:07:31 PM,63.968,,,,,,
722,11/25/18 04:07:31 PM,59.680,,,,,,
723,11/25/18 05:07:31 PM,53.798,,,,,,
724,11/25/18 06:07:31 PM,53.798,,,,,,
725,11/25/18 07:07:31 PM,52.050,,,,,,
726,11/25/18 08:07:31 PM,50.290,,,,,,
727,11/25/18 09:07:31 PM,49.404,,,,,,
728,11/25/18 10:07:31 PM,50.113,,,,,,
729,11/25/18 11:07:31 PM,51.523,,,,,,
730,11/26/18 12:07:31 AM,50.995,,,,,,
731,11/26/18 01:07:31 AM,49.937,,,,,,
732,11/26/18 02:07:31 AM,48.695,,,,,,
733,11/26/18 03:07:31 AM,46.908,,,,,,
734,11/26/18 04:07:31 AM,46.908,,,,,,
735,11/26/18 05:07:31 AM,45.648,,,,,,
736,11/26/18 06:07:31 AM,46.008,,,,,,
737,11/26/18 07:07:31 AM,49.759,,,,,,
738,11/26/18 08:07:31 AM,54.147,,,,,,
739,11/26/18 09:07:31 AM,63.111,,,,,,
740,11/26/18 10:07:31 AM,80.382,,,,,,
741,11/26/18 11:07:31 AM,88.466,,,,,,
742,11/26/18 12:07:31 PM,89.017,,,,,,
743,11/26/18 01:07:31 PM,77.923,,,,,,
744,11/26/18 02:07:31 PM,67.906,,,,,,
745,11/26/18 03:07:31 PM,64.310,,,,,,
746,11/26/18 04:07:31 PM,60.712,,,,,,
747,11/26/18 05:07:31 PM,54.842,,,,,,
748,11/26/18 06:07:31 PM,52.225,,,,,,
749,11/26/18 07:07:31 PM,55.364,,,,,,
750,11/26/18 08:07:31 PM,55.189,,,,,,
751,11/26/18 09:07:31 PM,53.449,,,,,,
752,11/26/18 10:07:31 PM,55.884,,,,,,
753,11/26/18 11:07:31 PM,55.017,,,,,,
754,11/27/18 12:07:31 AM,50.113,,,,,,
755,11/27/18 01:07:31 AM,48.695,,,,,,
756,11/27/18 02:07:31 AM,49.050,,,,,,
757,11/27/18 03:07:31 AM,50.113,,,,,,
758,11/27/18 04:07:31 AM,50.113,,,,,,
759,11/27/18 05:07:31 AM,50.995,,,,,,
760,11/27/18 06:07:31 AM,52.050,,,,,,
761,11/27/18 07:07:31 AM,49.759,,,,,,
762,11/27/18 08:07:31 AM,51.699,,,,,,
763,11/27/18 09:07:31 AM,56.750,,,,,,
764,11/27/18 10:07:31 AM,55.711,,,,,,
765,11/27/18 11:07:31 AM,67.392,,,,,,
766,11/27/18 12:07:31 PM,61.569,,,,,,
767,11/27/18 01:07:31 PM,60.024,,,,,,
768,11/27/18 02:07:31 PM,58.131,,,,,,
769,11/27/18 03:07:31 PM,56.404,,,,,,
770,11/27/18 03:57:47 PM,,4.57,,,,,
771,11/27/18 04:07:31 PM,55.364,,,,,,
772,11/27/18 05:01:48 PM,,4.58,,,,,
773,11/27/18 05:07:31 PM,54.322,,,,,,
774,11/27/18 05:12:28 PM,,4.59,,,,,
775,11/27/18 05:18:57 PM,,4.60,,,,,
776,11/27/18 05:28:25 PM,,4.61,,,,,
777,11/27/18 05:39:33 PM,,4.62,,,,,
778,11/27/18 05:47:17 PM,,4.63,,,,,
779,11/27/18 05:50:46 PM,,4.64,,,,,
780,11/27/18 05:55:16 PM,,4.65,,,,,
781,11/27/18 05:57:49 PM,,4.66,,,,,
782,11/27/18 05:59:41 PM,,4.67,,,,,
783,11/27/18 06:01:50 PM,,4.68,,,,,
784,11/27/18 06:04:43 PM,,4.69,,,,,
785,11/27/18 06:06:15 PM,,4.70,,,,,
786,11/27/18 06:07:31 PM,54.322,,,,,,
787,11/27/18 06:07:57 PM,,4.71,,,,,
788,11/27/18 06:09:05 PM,,4.72,,,,,
789,11/27/18 06:10:31 PM,,4.73,,,,,
790,11/27/18 06:12:01 PM,,4.74,,,,,
791,11/27/18 06:14:18 PM,,4.75,,,,,
792,11/27/18 06:16:35 PM,,4.76,,,,,
793,11/27/18 06:19:12 PM,,4.77,,,,,
794,11/27/18 06:21:54 PM,,4.78,,,,,
795,11/27/18 06:30:39 PM,,4.79,,,,,
796,11/27/18 06:36:20 PM,,4.80,,,,,
797,11/27/18 07:07:31 PM,54.322,,,,,,
798,11/27/18 07:16:59 PM,,4.81,,,,,
799,11/27/18 07:30:08 PM,,4.82,,,,,
800,11/27/18 08:07:31 PM,54.495,,,,,,
801,11/27/18 08:36:46 PM,,4.83,,,,,
802,11/27/18 09:07:31 PM,54.495,,,,,,
803,11/27/18 09:38:54 PM,,4.84,,,,,
804,11/27/18 10:07:31 PM,54.842,,,,,,
805,11/27/18 10:28:26 PM,,4.85,,,,,
806,11/27/18 10:45:33 PM,,4.86,,,,,
807,11/27/18 10:59:48 PM,,4.87,,,,,
808,11/27/18 11:07:31 PM,55.364,,,,,,
809,11/27/18 11:17:52 PM,,4.88,,,,,
810,11/27/18 11:25:18 PM,,4.89,,,,,
811,11/27/18 11:28:47 PM,,4.90,,,,,
812,11/27/18 11:31:49 PM,,4.91,,,,,
813,11/27/18 11:34:35 PM,,4.92,,,,,
814,11/27/18 11:44:40 PM,,4.93,,,,,
815,11/27/18 11:53:43 PM,,4.94,,,,,
816,11/28/18 12:03:23 AM,,4.95,,,,,
817,11/28/18 12:07:31 AM,55.884,,,,,,
818,11/28/18 12:09:59 AM,,4.96,,,,,
819,11/28/18 12:16:03 AM,,4.97,,,,,
820,11/28/18 12:18:31 AM,,4.98,,,,,
821,11/28/18 12:24:40 AM,,4.99,,,,,
822,11/28/18 12:30:20 AM,,5.00,,,,,
823,11/28/18 12:39:38 AM,,5.01,,,,,
824,11/28/18 12:47:47 AM,,5.02,,,,,
825,11/28/18 01:01:57 AM,,5.03,,,,,
826,11/28/18 01:07:28 AM,,5.04,,,,,
827,11/28/18 01:07:31 AM,56.057,,,,,,
828,11/28/18 01:17:21 AM,,5.05,,,,,
829,11/28/18 02:07:31 AM,56.230,,,,,,
830,11/28/18 02:08:59 AM,,5.06,,,,,
831,11/28/18 03:07:31 AM,56.057,,,,,,
832,11/28/18 03:49:56 AM,,5.07,,,,,
833,11/28/18 04:07:31 AM,56.057,,,,,,
834,11/28/18 04:07:53 AM,,5.08,,,,,
835,11/28/18 04:24:50 AM,,5.09,,,,,
836,11/28/18 04:30:00 AM,,5.10,,,,,
837,11/28/18 04:37:02 AM,,5.11,,,,,
838,11/28/18 04:47:34 AM,,5.12,,,,,
839,11/28/18 05:07:31 AM,55.711,,,,,,
840,11/28/18 06:07:31 AM,55.537,,,,,,
841,11/28/18 07:03:48 AM,,5.13,,,,,
842,11/28/18 07:07:31 AM,54.842,,,,,,
843,11/28/18 07:08:15 AM,,5.14,,,,,
844,11/28/18 07:09:58 AM,,5.15,,,,,
845,11/28/18 07:10:42 AM,,5.16,,,,,
846,11/28/18 07:12:19 AM,,5.17,,,,,
847,11/28/18 07:13:05 AM,,5.18,,,,,
848,11/28/18 07:14:23 AM,,5.19,,,,,
849,11/28/18 07:15:44 AM,,5.20,,,,,
850,11/28/18 07:50:46 AM,,5.21,,,,,
851,11/28/18 08:07:31 AM,54.669,,,,,,
852,11/28/18 08:08:26 AM,,5.22,,,,,
853,11/28/18 08:10:17 AM,,5.23,,,,,
854,11/28/18 08:11:07 AM,,5.24,,,,,
855,11/28/18 08:12:28 AM,,5.25,,,,,
856,11/28/18 08:15:51 AM,,5.26,,,,,
857,11/28/18 08:18:15 AM,,5.27,,,,,
858,11/28/18 08:19:24 AM,,5.28,,,,,
859,11/28/18 08:22:03 AM,,5.29,,,,,
860,11/28/18 08:22:52 AM,,5.30,,,,,
861,11/28/18 08:24:48 AM,,5.31,,,,,
862,11/28/18 08:25:36 AM,,5.32,,,,,
863,11/28/18 08:28:09 AM,,5.33,,,,,
864,11/28/18 08:29:16 AM,,5.34,,,,,
865,11/28/18 08:31:49 AM,,5.35,,,,,
866,11/28/18 09:00:59 AM,,5.36,,,,,
867,11/28/18 09:07:31 AM,54.842,,,,,,
868,11/28/18 09:11:34 AM,,5.37,,,,,
869,11/28/18 09:14:04 AM,,5.38,,,,,
870,11/28/18 09:27:39 AM,,5.39,,,,,
871,11/28/18 09:27:55 AM,,5.40,,,,,
872,11/28/18 09:28:43 AM,,5.41,,,,,
873,11/28/18 09:29:24 AM,,5.42,,,,,
874,11/28/18 09:32:12 AM,,5.43,,,,,
875,11/28/18 09:35:38 AM,,5.44,,,,,
876,11/28/18 10:07:04 AM,,5.45,,,,,
877,11/28/18 10:07:31 AM,55.017,,,,,,
878,11/28/18 10:17:15 AM,,5.46,,,,,
879,11/28/18 10:56:35 AM,,5.47,,,,,
880,11/28/18 11:07:31 AM,55.364,,,,,,
881,11/28/18 12:07:31 PM,56.404,,,,,,
882,11/28/18 12:19:00 PM,,5.48,,,,,
883,11/28/18 12:22:51 PM,,5.49,,,,,
884,11/28/18 12:42:11 PM,,5.50,,,,,
885,11/28/18 12:45:11 PM,,5.51,,,,,
886,11/28/18 01:07:31 PM,56.230,,,,,,
887,11/28/18 02:07:31 PM,57.785,,,,,,
888,11/28/18 03:07:31 PM,56.230,,,,,,
889,11/28/18 03:47:26 PM,,,,Logged,,,
890,11/28/18 03:47:33 PM,,,Logged,,,,
891,11/28/18 03:47:36 PM,,,,Logged,,,
892,11/28/18 03:47:50 PM,,,,,Logged,,
893,11/28/18 03:48:28 PM,,5.51,,,,Logged,Logged
