"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,09/21/10 09:53:35 AM,0.00,,,
2,09/21/10 09:53:57 AM,,Logged,,
3,10/05/10 10:23:30 AM,0.00,,Logged,Logged
