"Plot Title: Landing Rain Gage"
"#","Date Time, GMT-07:00","Batt, V (LGR S/N: 9668993, SEN S/N: 9668993)","Event, units (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
101,07/10/10 04:39:06 PM,3.05,,,,
102,07/10/10 05:39:06 PM,3.03,,,,
103,07/10/10 06:39:06 PM,3.05,,,,
104,07/10/10 07:39:06 PM,3.03,,,,
105,07/10/10 08:39:06 PM,3.05,,,,
106,07/10/10 09:39:06 PM,3.05,,,,
107,07/10/10 10:39:06 PM,3.05,,,,
108,07/10/10 11:39:06 PM,3.05,,,,
109,07/11/10 12:39:06 AM,3.05,,,,
110,07/11/10 01:39:06 AM,3.05,,,,
111,07/11/10 02:39:06 AM,3.03,,,,
112,07/11/10 03:39:06 AM,3.03,,,,
113,07/11/10 04:39:06 AM,3.03,,,,
114,07/11/10 05:39:06 AM,3.03,,,,
115,07/11/10 06:39:06 AM,3.03,,,,
116,07/11/10 07:39:06 AM,3.05,,,,
117,07/11/10 08:39:06 AM,3.03,,,,
118,07/11/10 09:39:06 AM,3.03,,,,
119,07/11/10 10:39:06 AM,3.03,,,,
120,07/11/10 11:39:06 AM,3.03,,,,
121,07/11/10 12:39:06 PM,3.03,,,,
122,07/11/10 01:39:06 PM,3.03,,,,
123,07/11/10 02:39:06 PM,3.03,,,,
124,07/11/10 03:39:06 PM,3.03,,,,
125,07/11/10 04:39:06 PM,3.03,,,,
126,07/11/10 05:39:06 PM,3.03,,,,
127,07/11/10 06:39:06 PM,3.03,,,,
128,07/11/10 07:39:06 PM,3.03,,,,
129,07/11/10 08:39:06 PM,3.03,,,,
130,07/11/10 09:39:06 PM,3.05,,,,
131,07/11/10 10:39:06 PM,3.05,,,,
132,07/11/10 11:39:06 PM,3.05,,,,
133,07/12/10 12:39:06 AM,3.05,,,,
134,07/12/10 01:39:06 AM,3.05,,,,
135,07/12/10 02:39:06 AM,3.05,,,,
136,07/12/10 03:39:06 AM,3.05,,,,
137,07/12/10 04:39:06 AM,3.03,,,,
138,07/12/10 05:39:06 AM,3.03,,,,
139,07/12/10 06:39:06 AM,3.03,,,,
140,07/12/10 07:39:06 AM,3.05,,,,
141,07/12/10 08:39:06 AM,3.03,,,,
142,07/12/10 09:39:06 AM,3.03,,,,
143,07/12/10 10:39:06 AM,3.03,,,,
144,07/12/10 11:39:06 AM,3.03,,,,
145,07/12/10 12:39:06 PM,3.03,,,,
146,07/12/10 01:39:06 PM,3.03,,,,
147,07/12/10 02:39:06 PM,3.03,,,,
148,07/12/10 03:39:06 PM,3.03,,,,
149,07/12/10 04:39:06 PM,3.05,,,,
150,07/12/10 05:39:06 PM,3.03,,,,
151,07/12/10 06:39:06 PM,3.03,,,,
152,07/12/10 07:39:06 PM,3.03,,,,
153,07/12/10 08:39:06 PM,3.03,,,,
154,07/12/10 09:39:06 PM,3.03,,,,
155,07/12/10 10:39:06 PM,3.05,,,,
156,07/12/10 11:39:06 PM,3.05,,,,
157,07/13/10 12:39:06 AM,3.05,,,,
158,07/13/10 01:39:06 AM,3.05,,,,
159,07/13/10 02:39:06 AM,3.03,,,,
160,07/13/10 03:39:06 AM,3.05,,,,
161,07/13/10 04:39:06 AM,3.03,,,,
162,07/13/10 05:39:06 AM,3.03,,,,
163,07/13/10 06:39:06 AM,3.03,,,,
164,07/13/10 07:39:06 AM,3.03,,,,
165,07/13/10 08:39:06 AM,3.03,,,,
166,07/13/10 09:39:06 AM,3.03,,,,
167,07/13/10 10:39:06 AM,3.03,,,,
168,07/13/10 11:09:54 AM,,,Logged,,
169,07/13/10 11:10:03 AM,,0.00,,Logged,Logged
