"Plot Title: HS"
"#","Date Time, GMT-08:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
129,02/25/11 04:22:15 AM,1.27,,,,
130,02/25/11 04:24:25 AM,1.28,,,,
131,02/25/11 04:28:07 AM,1.29,,,,
132,02/25/11 04:37:55 AM,1.30,,,,
133,02/25/11 04:43:29 AM,1.31,,,,
134,02/25/11 04:44:38 AM,1.32,,,,
135,02/25/11 04:46:59 AM,1.33,,,,
136,02/25/11 04:54:21 AM,1.34,,,,
137,02/25/11 05:28:01 AM,1.35,,,,
138,02/25/11 06:46:48 AM,1.36,,,,
139,02/25/11 06:52:41 AM,1.37,,,,
140,02/25/11 06:52:42 AM,1.38,,,,
141,02/25/11 07:01:33 AM,1.39,,,,
142,02/25/11 07:07:12 AM,1.40,,,,
143,02/25/11 07:09:24 AM,1.41,,,,
144,02/25/11 07:10:55 AM,1.42,,,,
145,02/25/11 07:13:08 AM,1.43,,,,
146,02/25/11 07:15:40 AM,1.44,,,,
147,02/25/11 07:19:03 AM,1.45,,,,
148,02/25/11 07:24:36 AM,1.46,,,,
149,02/25/11 07:33:09 AM,1.47,,,,
150,02/25/11 08:11:36 PM,1.48,,,,
151,03/01/11 10:31:24 AM,,,Logged,,
152,03/01/11 10:31:37 AM,1.48,,,Logged,Logged
