"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/13/12 02:45:00 PM,0.00,,,,
2,12/13/12 02:45:14 PM,,Logged,,,
3,12/15/12 02:05:21 PM,0.01,,,,
4,12/15/12 02:16:25 PM,0.02,,,,
5,12/15/12 02:24:05 PM,0.03,,,,
6,12/15/12 02:31:04 PM,0.04,,,,
7,12/15/12 02:37:27 PM,0.05,,,,
8,12/15/12 02:47:45 PM,0.06,,,,
9,12/15/12 02:55:17 PM,0.07,,,,
10,12/15/12 03:01:23 PM,0.08,,,,
11,12/15/12 03:09:34 PM,0.09,,,,
12,12/15/12 03:23:01 PM,0.10,,,,
13,12/15/12 03:33:11 PM,0.11,,,,
14,12/15/12 03:43:27 PM,0.12,,,,
15,12/15/12 03:55:22 PM,0.13,,,,
16,12/15/12 04:10:01 PM,0.14,,,,
17,12/15/12 04:32:59 PM,0.15,,,,
18,12/15/12 04:33:00 PM,0.16,,,,
19,12/15/12 05:06:37 PM,0.17,,,,
20,12/15/12 05:31:29 PM,0.18,,,,
21,12/15/12 05:43:21 PM,0.19,,,,
22,12/15/12 05:43:22 PM,0.20,,,,
23,12/15/12 06:00:00 PM,0.21,,,,
24,12/15/12 07:59:11 PM,0.22,,,,
25,12/16/12 04:53:56 PM,0.23,,,,
26,12/16/12 05:30:41 PM,0.24,,,,
27,12/16/12 05:51:56 PM,0.25,,,,
28,12/16/12 06:57:37 PM,0.26,,,,
29,12/16/12 07:08:05 PM,0.27,,,,
30,12/16/12 07:21:42 PM,0.28,,,,
31,12/16/12 07:26:43 PM,0.29,,,,
32,12/16/12 07:31:47 PM,0.30,,,,
33,12/16/12 07:36:11 PM,0.31,,,,
34,12/16/12 07:44:39 PM,0.32,,,,
35,12/16/12 07:54:02 PM,0.33,,,,
36,12/16/12 08:08:31 PM,0.34,,,,
37,12/16/12 08:08:32 PM,0.35,,,,
38,12/16/12 08:26:22 PM,0.36,,,,
39,12/16/12 08:47:18 PM,0.37,,,,
40,12/16/12 09:00:20 PM,0.38,,,,
41,12/16/12 09:20:29 PM,0.39,,,,
42,12/17/12 01:10:58 AM,0.40,,,,
43,12/17/12 01:22:28 AM,0.41,,,,
44,12/17/12 01:28:42 AM,0.42,,,,
45,12/17/12 01:33:40 AM,0.43,,,,
46,12/17/12 01:39:02 AM,0.44,,,,
47,12/17/12 01:44:53 AM,0.45,,,,
48,12/17/12 01:47:58 AM,0.46,,,,
49,12/17/12 01:47:59 AM,0.47,,,,
50,12/17/12 01:52:33 AM,0.48,,,,
51,12/17/12 01:52:34 AM,0.49,,,,
52,12/17/12 01:56:12 AM,0.50,,,,
53,12/17/12 02:02:15 AM,0.51,,,,
54,12/17/12 02:07:01 AM,0.52,,,,
55,12/17/12 02:07:02 AM,0.53,,,,
56,12/17/12 02:13:40 AM,0.54,,,,
57,12/17/12 02:30:15 AM,0.55,,,,
58,12/17/12 02:44:02 AM,0.56,,,,
59,12/17/12 02:47:51 AM,0.57,,,,
60,12/17/12 02:51:09 AM,0.58,,,,
61,12/17/12 02:55:02 AM,0.59,,,,
62,12/17/12 02:59:19 AM,0.60,,,,
