"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,04/02/13 11:27:10 AM,0.00,,,,
2,04/02/13 11:27:51 AM,,Logged,,,
3,04/04/13 02:21:53 AM,0.01,,,,
4,04/04/13 02:43:10 AM,0.02,,,,
5,04/04/13 02:51:42 AM,0.03,,,,
6,04/04/13 02:59:54 AM,0.04,,,,
7,04/04/13 03:09:03 AM,0.05,,,,
8,04/04/13 03:27:17 AM,0.06,,,,
9,04/04/13 03:39:23 AM,0.07,,,,
10,04/04/13 03:45:12 AM,0.08,,,,
11,04/04/13 03:48:17 AM,0.09,,,,
12,04/04/13 03:53:38 AM,0.10,,,,
13,04/04/13 03:56:44 AM,0.11,,,,
14,04/04/13 03:59:48 AM,0.12,,,,
15,04/04/13 04:05:15 AM,0.13,,,,
16,04/04/13 04:08:22 AM,0.14,,,,
17,04/04/13 04:11:47 AM,0.15,,,,
18,04/04/13 04:19:14 AM,0.16,,,,
19,04/04/13 04:27:59 AM,0.17,,,,
20,04/04/13 04:37:03 AM,0.18,,,,
21,04/04/13 04:40:25 AM,0.19,,,,
22,04/04/13 04:45:52 AM,0.20,,,,
23,04/04/13 04:53:21 AM,0.21,,,,
24,04/04/13 05:02:39 AM,0.22,,,,
25,04/04/13 05:11:42 AM,0.23,,,,
26,04/04/13 05:21:22 AM,0.24,,,,
27,04/04/13 05:29:17 AM,0.25,,,,
28,04/04/13 05:36:27 AM,0.26,,,,
29,04/04/13 05:41:21 AM,0.27,,,,
30,04/04/13 05:44:35 AM,0.28,,,,
31,04/04/13 05:46:23 AM,0.29,,,,
32,04/04/13 05:50:43 AM,0.30,,,,
33,04/04/13 05:59:59 AM,0.31,,,,
34,04/04/13 06:08:13 AM,0.32,,,,
35,04/04/13 06:11:09 AM,0.33,,,,
36,04/04/13 06:18:49 AM,0.34,,,,
37,04/04/13 07:31:23 AM,0.35,,,,
38,04/04/13 08:04:33 AM,0.36,,,,
39,04/04/13 08:05:58 AM,0.37,,,,
40,04/04/13 08:10:27 AM,0.38,,,,
41,04/04/13 08:45:19 AM,0.39,,,,
42,04/04/13 09:10:04 AM,0.40,,,,
43,04/04/13 09:58:18 AM,0.41,,,,
44,04/04/13 12:31:51 PM,0.42,,,,
45,04/04/13 01:33:00 PM,0.43,,,,
46,04/05/13 06:03:17 AM,0.44,,,,
47,04/06/13 11:56:56 AM,0.45,,,,
48,04/07/13 09:44:00 PM,0.46,,,,
49,04/07/13 09:53:00 PM,0.47,,,,
50,04/07/13 10:00:19 PM,0.48,,,,
51,04/07/13 10:42:25 PM,0.49,,,,
52,04/07/13 10:53:01 PM,0.50,,,,
53,04/07/13 11:25:01 PM,0.51,,,,
54,04/07/13 11:44:13 PM,0.52,,,,
55,04/07/13 11:50:23 PM,0.53,,,,
56,04/08/13 12:22:49 AM,0.54,,,,
57,04/09/13 02:38:25 PM,,,Logged,,
58,04/09/13 02:39:08 PM,0.54,,,Logged,Logged
