"Plot Title: LQC"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592080, SEN S/N: 10592080)","Coupler Attached (LGR S/N: 10592080, SEN S/N: 10592080)","Stopped (LGR S/N: 10592080, SEN S/N: 10592080)","End Of File (LGR S/N: 10592080, SEN S/N: 10592080)"
1,11/24/14 01:36:43 PM,0.00,,,
2,11/29/14 03:13:50 AM,0.01,,,
3,11/29/14 04:50:55 AM,0.02,,,
4,11/29/14 04:52:25 AM,0.03,,,
5,11/29/14 04:53:37 AM,0.04,,,
6,11/29/14 04:54:58 AM,0.05,,,
7,11/29/14 04:56:00 AM,0.06,,,
8,11/29/14 04:56:40 AM,0.07,,,
9,11/29/14 04:57:29 AM,0.08,,,
10,11/29/14 04:58:16 AM,0.09,,,
11,11/29/14 04:59:04 AM,0.10,,,
12,11/29/14 04:59:05 AM,0.11,,,
13,11/29/14 04:59:34 AM,0.12,,,
14,11/29/14 05:00:23 AM,0.13,,,
15,11/29/14 05:01:27 AM,0.14,,,
16,11/29/14 05:02:28 AM,0.15,,,
17,11/29/14 05:03:07 AM,0.16,,,
18,11/29/14 05:03:38 AM,0.17,,,
19,11/29/14 05:03:59 AM,0.18,,,
20,11/29/14 05:04:19 AM,0.19,,,
21,11/29/14 05:04:20 AM,0.20,,,
22,11/29/14 05:04:37 AM,0.21,,,
23,11/29/14 05:04:55 AM,0.22,,,
24,11/29/14 05:05:08 AM,0.23,,,
25,11/29/14 05:05:21 AM,0.24,,,
26,11/29/14 05:05:33 AM,0.25,,,
27,11/29/14 05:05:46 AM,0.26,,,
28,11/29/14 05:05:47 AM,0.27,,,
29,11/29/14 05:06:00 AM,0.28,,,
30,11/29/14 05:06:13 AM,0.29,,,
31,11/29/14 05:06:28 AM,0.30,,,
32,11/29/14 05:06:50 AM,0.31,,,
33,11/29/14 05:07:18 AM,0.32,,,
34,11/29/14 05:07:39 AM,0.33,,,
35,11/29/14 05:08:01 AM,0.34,,,
36,11/29/14 05:08:38 AM,0.35,,,
37,11/29/14 05:09:42 AM,0.36,,,
38,11/29/14 05:09:43 AM,0.37,,,
39,11/29/14 05:11:26 AM,0.38,,,
40,11/29/14 05:13:21 AM,0.39,,,
41,11/29/14 05:17:09 AM,0.40,,,
42,11/29/14 05:58:43 AM,0.41,,,
43,11/29/14 06:02:17 AM,0.42,,,
44,11/29/14 06:02:18 AM,0.43,,,
45,11/29/14 06:03:20 AM,0.44,,,
46,11/29/14 06:04:45 AM,0.45,,,
47,11/29/14 06:07:17 AM,0.46,,,
48,11/29/14 06:09:18 AM,0.47,,,
49,11/29/14 06:11:15 AM,0.48,,,
50,11/29/14 06:11:16 AM,0.49,,,
51,11/29/14 06:13:12 AM,0.50,,,
52,11/29/14 06:15:29 AM,0.51,,,
53,11/29/14 06:16:52 AM,0.52,,,
54,11/29/14 06:16:53 AM,0.53,,,
55,11/29/14 06:18:03 AM,0.54,,,
56,11/29/14 06:19:45 AM,0.55,,,
57,11/29/14 06:23:30 AM,0.56,,,
58,11/29/14 06:30:12 AM,0.57,,,
59,11/29/14 06:30:13 AM,0.58,,,
60,11/29/14 06:33:53 AM,0.59,,,
61,11/29/14 06:36:57 AM,0.60,,,
62,11/29/14 06:38:37 AM,0.61,,,
63,11/29/14 06:39:56 AM,0.62,,,
64,11/29/14 06:41:37 AM,0.63,,,
65,11/29/14 06:43:06 AM,0.64,,,
66,11/29/14 06:44:51 AM,0.65,,,
67,11/29/14 06:46:29 AM,0.66,,,
68,11/29/14 06:47:45 AM,0.67,,,
