"Plot Title: Experiment"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20521509, SEN S/N: 20521509)","Event, units (LGR S/N: 20521509, SEN S/N: 20521509)","Coupler Attached (LGR S/N: 20521509, SEN S/N: 20521509)","Host Connected (LGR S/N: 20521509, SEN S/N: 20521509)","End Of File (LGR S/N: 20521509, SEN S/N: 20521509)"
1,04/12/20 02:00:00 PM,63.111,0.00,,,
2,04/12/20 03:00:00 PM,59.680,,,,
3,04/12/20 04:00:00 PM,58.476,,,,
4,04/12/20 05:00:00 PM,54.322,,,,
5,04/12/20 06:00:00 PM,52.401,,,,
6,04/12/20 07:00:00 PM,50.290,,,,
7,04/12/20 08:00:00 PM,48.871,,,,
8,04/12/20 09:00:00 PM,48.517,,,,
9,04/12/20 10:00:00 PM,47.446,,,,
10,04/12/20 11:00:00 PM,47.446,,,,
11,04/13/20 12:00:00 AM,47.624,,,,
12,04/13/20 01:00:00 AM,47.624,,,,
13,04/13/20 02:00:00 AM,46.548,,,,
14,04/13/20 03:00:00 AM,45.648,,,,
15,04/13/20 03:05:00 AM,,1.00,,,
16,04/13/20 04:00:00 AM,45.466,,,,
17,04/13/20 05:00:00 AM,45.104,,,,
18,04/13/20 06:00:00 AM,43.282,,,,
19,04/13/20 07:00:00 AM,44.195,,,,
20,04/13/20 08:00:00 AM,47.446,,,,
21,04/13/20 09:00:00 AM,52.925,,,,
22,04/13/20 10:00:00 AM,63.111,,,,
23,04/13/20 11:00:00 AM,80.029,,,,
24,04/13/20 12:00:00 PM,74.964,,,,
25,04/13/20 01:00:00 PM,74.098,,,,
26,04/13/20 02:00:00 PM,75.659,,,,
27,04/13/20 03:00:00 PM,74.271,,,,
28,04/13/20 04:00:00 PM,70.824,,,,
29,04/13/20 05:00:00 PM,68.077,,,,
30,04/13/20 06:00:00 PM,67.221,,,,
31,04/13/20 07:00:00 PM,60.024,,,,
32,04/13/20 08:00:00 PM,50.643,,,,
33,04/13/20 09:00:00 PM,49.404,,,,
34,04/13/20 10:00:00 PM,47.982,,,,
35,04/13/20 11:00:00 PM,49.582,,,,
36,04/14/20 12:00:00 AM,50.290,,,,
37,04/14/20 01:00:00 AM,49.228,,,,
38,04/14/20 02:00:00 AM,47.266,,,,
39,04/14/20 03:00:00 AM,47.624,,,,
40,04/14/20 04:00:00 AM,48.517,,,,
41,04/14/20 05:00:00 AM,47.446,,,,
42,04/14/20 06:00:00 AM,47.266,,,,
43,04/14/20 07:00:00 AM,48.160,,,,
44,04/14/20 08:00:00 AM,48.339,,,,
45,04/14/20 09:00:00 AM,55.711,,,,
46,04/14/20 10:00:00 AM,93.682,,,,
47,04/14/20 11:00:00 AM,102.900,,,,
48,04/14/20 12:00:00 PM,89.384,,,,
49,04/14/20 01:00:00 PM,85.554,,,,
50,04/14/20 02:00:00 PM,87.186,,,,
51,04/14/20 03:00:00 PM,87.186,,,,
52,04/14/20 04:00:00 PM,84.474,,,,
53,04/14/20 05:00:00 PM,81.266,,,,
54,04/14/20 06:00:00 PM,80.029,,,,
55,04/14/20 07:00:00 PM,71.683,,,,
56,04/14/20 08:00:00 PM,58.820,,,,
57,04/14/20 09:00:00 PM,56.923,,,,
58,04/14/20 10:00:00 PM,55.537,,,,
59,04/14/20 11:00:00 PM,54.842,,,,
60,04/15/20 12:00:00 AM,56.404,,,,
61,04/15/20 01:00:00 AM,55.884,,,,
62,04/15/20 02:00:00 AM,56.404,,,,
63,04/15/20 03:00:00 AM,55.884,,,,
64,04/15/20 04:00:00 AM,56.230,,,,
65,04/15/20 05:00:00 AM,55.017,,,,
66,04/15/20 06:00:00 AM,53.449,,,,
67,04/15/20 07:00:00 AM,53.449,,,,
68,04/15/20 08:00:00 AM,54.147,,,,
69,04/15/20 09:00:00 AM,58.303,,,,
70,04/15/20 10:00:00 AM,97.525,,,,
71,04/15/20 11:00:00 AM,104.747,,,,
72,04/15/20 12:00:00 PM,88.833,,,,
73,04/15/20 01:00:00 PM,87.368,,,,
74,04/15/20 02:00:00 PM,88.466,,,,
75,04/15/20 03:00:00 PM,89.017,,,,
76,04/15/20 04:00:00 PM,86.097,,,,
77,04/15/20 05:00:00 PM,82.508,,,,
78,04/15/20 06:00:00 PM,81.090,,,,
79,04/15/20 07:00:00 PM,66.879,,,,
80,04/15/20 08:00:00 PM,60.024,,,,
81,04/15/20 09:00:00 PM,56.750,,,,
82,04/15/20 10:00:00 PM,54.322,,,,
83,04/15/20 11:00:00 PM,51.172,,,,
84,04/16/20 12:00:00 AM,49.937,,,,
