"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,04/01/14 11:02:58 AM,0.00,,,,
2,04/01/14 11:03:09 AM,,Logged,,,
3,04/01/14 11:19:47 AM,0.01,,,,
4,04/01/14 11:21:35 AM,0.02,,,,
5,04/01/14 11:27:05 AM,0.03,,,,
6,04/01/14 03:33:21 PM,0.04,,,,
7,04/01/14 03:36:16 PM,0.05,,,,
8,04/01/14 03:43:05 PM,0.06,,,,
9,04/01/14 03:43:06 PM,0.07,,,,
10,04/01/14 04:05:56 PM,0.08,,,,
11,04/01/14 04:19:24 PM,0.09,,,,
12,04/01/14 04:30:26 PM,0.10,,,,
13,04/01/14 04:32:19 PM,0.11,,,,
14,04/01/14 04:32:20 PM,0.12,,,,
15,04/01/14 04:36:29 PM,0.13,,,,
16,04/01/14 04:38:48 PM,0.14,,,,
17,04/01/14 04:41:41 PM,0.15,,,,
18,04/01/14 04:46:36 PM,0.16,,,,
19,04/01/14 04:55:56 PM,0.17,,,,
20,04/01/14 05:07:09 PM,0.18,,,,
21,04/01/14 05:09:53 PM,0.19,,,,
22,04/01/14 05:09:54 PM,0.20,,,,
23,04/01/14 05:10:35 PM,0.21,,,,
24,04/01/14 05:11:08 PM,0.22,,,,
25,04/01/14 05:11:09 PM,0.23,,,,
26,04/01/14 05:11:36 PM,0.24,,,,
27,04/01/14 05:11:57 PM,0.25,,,,
28,04/01/14 05:12:08 PM,0.26,,,,
29,04/01/14 05:12:23 PM,0.27,,,,
30,04/01/14 05:12:37 PM,0.28,,,,
31,04/01/14 05:12:57 PM,0.29,,,,
32,04/01/14 05:12:58 PM,0.30,,,,
33,04/01/14 05:13:19 PM,0.31,,,,
34,04/01/14 05:14:12 PM,0.32,,,,
35,04/01/14 05:14:13 PM,0.33,,,,
36,04/01/14 05:15:15 PM,0.34,,,,
37,04/01/14 05:18:17 PM,0.35,,,,
38,04/01/14 05:23:06 PM,0.36,,,,
