"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/27/18 11:14:40 AM,59.508,0.00,,,,
2,03/27/18 11:15:14 AM,,,Logged,,,
3,03/27/18 12:14:40 PM,89.384,,,,,
4,03/27/18 01:14:40 PM,91.053,,,,,
5,03/27/18 02:14:40 PM,70.137,,,,,
6,03/27/18 03:14:40 PM,69.449,,,,,
7,03/27/18 04:14:40 PM,73.926,,,,,
8,03/27/18 05:14:40 PM,66.193,,,,,
9,03/27/18 06:14:40 PM,60.883,,,,,
10,03/27/18 07:14:40 PM,57.268,,,,,
11,03/27/18 08:14:40 PM,54.495,,,,,
12,03/27/18 09:14:40 PM,52.925,,,,,
13,03/27/18 10:14:40 PM,51.699,,,,,
14,03/27/18 11:14:40 PM,50.643,,,,,
15,03/28/18 12:14:40 AM,49.582,,,,,
16,03/28/18 01:14:40 AM,49.228,,,,,
17,03/28/18 02:14:40 AM,48.871,,,,,
18,03/28/18 03:14:40 AM,48.695,,,,,
19,03/28/18 04:14:40 AM,48.339,,,,,
20,03/28/18 05:14:40 AM,48.695,,,,,
21,03/28/18 06:14:40 AM,48.339,,,,,
22,03/28/18 07:14:40 AM,48.517,,,,,
23,03/28/18 08:14:40 AM,48.871,,,,,
24,03/28/18 09:14:40 AM,52.925,,,,,
25,03/28/18 10:14:40 AM,68.421,,,,,
26,03/28/18 11:14:40 AM,63.111,,,,,
27,03/28/18 12:14:40 PM,97.720,,,,,
28,03/28/18 01:14:40 PM,98.699,,,,,
29,03/28/18 02:14:40 PM,74.446,,,,,
30,03/28/18 03:14:40 PM,69.964,,,,,
31,03/28/18 04:14:40 PM,74.964,,,,,
32,03/28/18 05:14:40 PM,68.592,,,,,
33,03/28/18 06:14:40 PM,64.825,,,,,
34,03/28/18 07:14:40 PM,61.912,,,,,
35,03/28/18 08:14:40 PM,58.820,,,,,
36,03/28/18 09:14:40 PM,57.096,,,,,
37,03/28/18 10:14:40 PM,55.884,,,,,
38,03/28/18 11:14:40 PM,55.364,,,,,
39,03/29/18 12:14:40 AM,55.364,,,,,
40,03/29/18 01:14:40 AM,54.669,,,,,
41,03/29/18 02:14:40 AM,54.495,,,,,
42,03/29/18 03:14:40 AM,54.147,,,,,
43,03/29/18 04:14:40 AM,53.973,,,,,
44,03/29/18 05:14:40 AM,53.449,,,,,
45,03/29/18 06:14:40 AM,53.274,,,,,
46,03/29/18 07:14:40 AM,53.274,,,,,
47,03/29/18 08:14:40 AM,53.623,,,,,
48,03/29/18 09:14:40 AM,57.096,,,,,
49,03/29/18 10:14:40 AM,75.659,,,,,
50,03/29/18 11:14:40 AM,69.793,,,,,
51,03/29/18 12:14:40 PM,104.128,,,,,
52,03/29/18 01:14:40 PM,103.104,,,,,
53,03/29/18 02:14:40 PM,77.923,,,,,
54,03/29/18 03:14:40 PM,74.619,,,,,
55,03/29/18 04:14:40 PM,80.559,,,,,
56,03/29/18 05:14:40 PM,72.545,,,,,
57,03/29/18 06:14:40 PM,67.735,,,,,
58,03/29/18 07:14:40 PM,63.797,,,,,
59,03/29/18 08:14:40 PM,60.883,,,,,
60,03/29/18 09:14:40 PM,58.820,,,,,
61,03/29/18 10:14:40 PM,57.614,,,,,
62,03/29/18 11:14:40 PM,56.577,,,,,
63,03/30/18 12:14:40 AM,56.230,,,,,
64,03/30/18 01:14:40 AM,55.884,,,,,
65,03/30/18 02:14:40 AM,55.884,,,,,
66,03/30/18 03:14:40 AM,55.711,,,,,
67,03/30/18 04:14:40 AM,55.537,,,,,
68,03/30/18 05:14:40 AM,55.364,,,,,
69,03/30/18 06:14:40 AM,54.842,,,,,
70,03/30/18 07:14:40 AM,54.842,,,,,
71,03/30/18 08:14:40 AM,57.096,,,,,
72,03/30/18 09:14:40 AM,60.368,,,,,
73,03/30/18 10:14:40 AM,73.234,,,,,
74,03/30/18 11:14:40 AM,74.098,,,,,
75,03/30/18 12:14:40 PM,98.307,,,,,
76,03/30/18 01:14:40 PM,100.483,,,,,
77,03/30/18 02:14:40 PM,82.330,,,,,
78,03/30/18 03:14:40 PM,81.266,,,,,
79,03/30/18 04:14:40 PM,83.757,,,,,
80,03/30/18 05:14:40 PM,75.139,,,,,
81,03/30/18 06:14:40 PM,70.651,,,,,
82,03/30/18 07:14:40 PM,65.851,,,,,
83,03/30/18 08:14:40 PM,61.912,,,,,
84,03/30/18 09:14:40 PM,59.508,,,,,
85,03/30/18 10:14:40 PM,58.476,,,,,
86,03/30/18 11:14:40 PM,57.441,,,,,
87,03/31/18 12:14:40 AM,56.404,,,,,
88,03/31/18 01:14:40 AM,55.537,,,,,
89,03/31/18 02:14:40 AM,54.842,,,,,
90,03/31/18 03:14:40 AM,54.495,,,,,
91,03/31/18 04:14:40 AM,54.322,,,,,
92,03/31/18 05:14:40 AM,53.623,,,,,
93,03/31/18 06:14:40 AM,53.274,,,,,
94,03/31/18 07:14:40 AM,53.100,,,,,
95,03/31/18 08:14:40 AM,55.884,,,,,
96,03/31/18 09:14:40 AM,59.337,,,,,
97,03/31/18 10:14:40 AM,71.856,,,,,
98,03/31/18 11:14:40 AM,71.856,,,,,
99,03/31/18 12:14:40 PM,93.873,,,,,
100,03/31/18 01:14:40 PM,87.368,,,,,
101,03/31/18 02:14:40 PM,77.400,,,,,
102,03/31/18 03:14:40 PM,76.006,,,,,
103,03/31/18 04:14:40 PM,77.923,,,,,
104,03/31/18 05:14:40 PM,72.372,,,,,
105,03/31/18 06:14:40 PM,66.193,,,,,
106,03/31/18 07:14:40 PM,61.054,,,,,
107,03/31/18 08:14:40 PM,55.711,,,,,
108,03/31/18 09:14:40 PM,52.401,,,,,
109,03/31/18 10:14:40 PM,49.937,,,,,
110,03/31/18 11:14:40 PM,48.160,,,,,
111,04/01/18 12:14:40 AM,46.369,,,,,
112,04/01/18 01:14:40 AM,44.742,,,,,
113,04/01/18 02:14:40 AM,44.013,,,,,
114,04/01/18 03:14:40 AM,43.648,,,,,
115,04/01/18 04:14:40 AM,42.732,,,,,
116,04/01/18 05:14:40 AM,43.099,,,,,
117,04/01/18 06:14:40 AM,43.648,,,,,
118,04/01/18 07:14:40 AM,43.831,,,,,
119,04/01/18 08:14:40 AM,45.104,,,,,
120,04/01/18 09:14:40 AM,49.050,,,,,
121,04/01/18 10:14:40 AM,78.449,,,,,
122,04/01/18 11:14:40 AM,65.680,,,,,
123,04/01/18 12:14:40 PM,108.536,,,,,
124,04/01/18 01:14:40 PM,92.550,,,,,
125,04/01/18 02:14:40 PM,71.856,,,,,
126,04/01/18 03:14:40 PM,71.856,,,,,
127,04/01/18 04:14:40 PM,78.800,,,,,
128,04/01/18 05:14:40 PM,69.278,,,,,
129,04/01/18 06:14:40 PM,61.741,,,,,
130,04/01/18 07:14:40 PM,57.268,,,,,
131,04/01/18 08:14:40 PM,54.842,,,,,
132,04/01/18 09:14:40 PM,53.623,,,,,
133,04/01/18 10:14:40 PM,52.750,,,,,
134,04/01/18 11:14:40 PM,51.699,,,,,
135,04/02/18 12:14:40 AM,49.582,,,,,
136,04/02/18 01:14:40 AM,47.982,,,,,
137,04/02/18 02:14:40 AM,47.088,,,,,
138,04/02/18 03:14:40 AM,46.188,,,,,
139,04/02/18 04:14:40 AM,45.828,,,,,
140,04/02/18 05:14:40 AM,45.466,,,,,
141,04/02/18 06:14:40 AM,44.922,,,,,
142,04/02/18 07:14:40 AM,44.742,,,,,
143,04/02/18 08:14:40 AM,46.728,,,,,
144,04/02/18 09:14:40 AM,51.172,,,,,
145,04/02/18 10:14:40 AM,68.763,,,,,
146,04/02/18 11:14:40 AM,66.537,,,,,
147,04/02/18 12:14:40 PM,103.512,,,,,
148,04/02/18 01:14:40 PM,89.384,,,,,
149,04/02/18 02:14:40 PM,67.221,,,,,
150,04/02/18 03:14:40 PM,67.906,,,,,
151,04/02/18 04:14:40 PM,75.484,,,,,
152,04/02/18 05:14:40 PM,67.050,,,,,
153,04/02/18 06:14:40 PM,60.024,,,,,
154,04/02/18 07:14:40 PM,55.711,,,,,
155,04/02/18 08:14:40 PM,50.643,,,,,
156,04/02/18 09:14:40 PM,47.266,,,,,
157,04/02/18 10:14:40 PM,45.466,,,,,
158,04/02/18 11:14:40 PM,44.560,,,,,
159,04/03/18 12:14:40 AM,44.195,,,,,
160,04/03/18 01:14:40 AM,44.195,,,,,
161,04/03/18 02:14:40 AM,43.831,,,,,
162,04/03/18 03:14:40 AM,43.466,,,,,
163,04/03/18 04:14:40 AM,43.282,,,,,
164,04/03/18 05:14:40 AM,43.282,,,,,
165,04/03/18 06:14:40 AM,43.099,,,,,
166,04/03/18 07:14:40 AM,43.466,,,,,
167,04/03/18 08:14:40 AM,46.188,,,,,
168,04/03/18 09:14:40 AM,50.643,,,,,
169,04/03/18 10:14:40 AM,79.502,,,,,
170,04/03/18 11:14:40 AM,64.481,,,,,
171,04/03/18 12:14:40 PM,112.467,,,,,
172,04/03/18 01:14:40 PM,90.867,,,,,
173,04/03/18 02:14:40 PM,71.168,,,,,
174,04/03/18 03:14:40 PM,67.392,,,,,
175,04/03/18 04:14:40 PM,73.926,,,,,
176,04/03/18 05:14:40 PM,65.680,,,,,
177,04/03/18 06:14:40 PM,60.883,,,,,
178,04/03/18 07:14:40 PM,56.057,,,,,
179,04/03/18 08:14:40 PM,52.750,,,,,
180,04/03/18 09:14:40 PM,50.113,,,,,
181,04/03/18 10:14:40 PM,48.871,,,,,
182,04/03/18 11:14:40 PM,47.266,,,,,
183,04/04/18 12:14:40 AM,46.008,,,,,
184,04/04/18 01:14:40 AM,45.648,,,,,
185,04/04/18 02:14:40 AM,45.828,,,,,
186,04/04/18 03:14:40 AM,45.828,,,,,
187,04/04/18 04:14:40 AM,47.088,,,,,
188,04/04/18 05:14:40 AM,48.160,,,,,
189,04/04/18 06:14:40 AM,47.982,,,,,
190,04/04/18 07:14:40 AM,47.446,,,,,
191,04/04/18 08:14:40 AM,49.582,,,,,
192,04/04/18 09:14:40 AM,54.322,,,,,
193,04/04/18 10:14:40 AM,82.686,,,,,
194,04/04/18 11:14:40 AM,65.851,,,,,
195,04/04/18 12:14:40 PM,79.678,,,,,
196,04/04/18 01:14:40 PM,74.446,,,,,
197,04/04/18 02:14:40 PM,70.480,,,,,
198,04/04/18 03:14:40 PM,67.050,,,,,
199,04/04/18 04:14:40 PM,65.680,,,,,
200,04/04/18 05:14:40 PM,61.398,,,,,
201,04/04/18 06:14:40 PM,58.476,,,,,
202,04/04/18 07:14:40 PM,54.842,,,,,
203,04/04/18 08:14:40 PM,52.925,,,,,
204,04/04/18 09:14:40 PM,52.050,,,,,
205,04/04/18 10:14:40 PM,51.699,,,,,
206,04/04/18 11:14:40 PM,50.643,,,,,
207,04/05/18 12:14:40 AM,49.937,,,,,
208,04/05/18 01:14:40 AM,48.871,,,,,
209,04/05/18 02:14:40 AM,48.160,,,,,
210,04/05/18 03:14:40 AM,47.446,,,,,
211,04/05/18 04:14:40 AM,46.008,,,,,
212,04/05/18 05:14:40 AM,44.560,,,,,
213,04/05/18 06:14:40 AM,44.922,,,,,
214,04/05/18 07:14:40 AM,45.466,,,,,
215,04/05/18 08:14:40 AM,47.088,,,,,
216,04/05/18 09:14:40 AM,51.874,,,,,
217,04/05/18 10:14:40 AM,58.476,,,,,
218,04/05/18 11:14:40 AM,65.167,,,,,
219,04/05/18 12:14:40 PM,58.820,,,,,
220,04/05/18 01:14:40 PM,66.193,,,,,
221,04/05/18 02:14:40 PM,63.111,,,,,
222,04/05/18 03:14:40 PM,64.652,,,,,
223,04/05/18 04:14:40 PM,62.083,,,,,
224,04/05/18 05:14:40 PM,60.712,,,,,
225,04/05/18 06:14:40 PM,57.614,,,,,
226,04/05/18 07:14:40 PM,54.669,,,,,
227,04/05/18 08:14:40 PM,53.623,,,,,
228,04/05/18 08:32:33 PM,,0.01,,,,
229,04/05/18 09:14:40 PM,53.623,,,,,
230,04/05/18 10:09:55 PM,,0.02,,,,
231,04/05/18 10:14:40 PM,53.623,,,,,
232,04/05/18 11:14:40 PM,53.623,,,,,
233,04/06/18 12:14:40 AM,53.623,,,,,
234,04/06/18 01:14:40 AM,53.798,,,,,
235,04/06/18 02:13:49 AM,,0.03,,,,
236,04/06/18 02:14:40 AM,53.973,,,,,
237,04/06/18 03:14:40 AM,53.973,,,,,
238,04/06/18 03:18:03 AM,,0.04,,,,
239,04/06/18 03:36:15 AM,,0.05,,,,
240,04/06/18 03:45:41 AM,,0.06,,,,
241,04/06/18 03:52:09 AM,,0.07,,,,
242,04/06/18 04:02:33 AM,,0.08,,,,
243,04/06/18 04:06:59 AM,,0.09,,,,
244,04/06/18 04:14:40 AM,53.973,,,,,
245,04/06/18 04:15:27 AM,,0.10,,,,
246,04/06/18 04:21:25 AM,,0.11,,,,
247,04/06/18 04:27:40 AM,,0.12,,,,
248,04/06/18 04:31:50 AM,,0.13,,,,
249,04/06/18 04:37:12 AM,,0.14,,,,
250,04/06/18 04:41:58 AM,,0.15,,,,
251,04/06/18 04:49:46 AM,,0.16,,,,
252,04/06/18 04:56:06 AM,,0.17,,,,
253,04/06/18 05:05:02 AM,,0.18,,,,
254,04/06/18 05:11:35 AM,,0.19,,,,
255,04/06/18 05:14:27 AM,,0.20,,,,
256,04/06/18 05:14:40 AM,54.147,,,,,
257,04/06/18 05:16:05 AM,,0.21,,,,
258,04/06/18 05:18:19 AM,,0.22,,,,
259,04/06/18 05:20:31 AM,,0.23,,,,
260,04/06/18 05:24:05 AM,,0.24,,,,
261,04/06/18 05:26:44 AM,,0.25,,,,
262,04/06/18 05:29:23 AM,,0.26,,,,
263,04/06/18 05:31:50 AM,,0.27,,,,
264,04/06/18 05:36:49 AM,,0.28,,,,
265,04/06/18 05:43:05 AM,,0.29,,,,
266,04/06/18 05:49:23 AM,,0.30,,,,
267,04/06/18 05:54:24 AM,,0.31,,,,
268,04/06/18 06:00:21 AM,,0.32,,,,
269,04/06/18 06:06:01 AM,,0.33,,,,
270,04/06/18 06:14:40 AM,54.322,,,,,
271,04/06/18 06:15:23 AM,,0.34,,,,
272,04/06/18 06:18:57 AM,,0.35,,,,
273,04/06/18 06:23:57 AM,,0.36,,,,
274,04/06/18 06:30:49 AM,,0.37,,,,
275,04/06/18 06:56:23 AM,,0.38,,,,
276,04/06/18 07:05:50 AM,,0.39,,,,
277,04/06/18 07:12:43 AM,,0.40,,,,
278,04/06/18 07:14:40 AM,54.495,,,,,
279,04/06/18 07:19:47 AM,,0.41,,,,
280,04/06/18 07:54:15 AM,,0.42,,,,
281,04/06/18 08:09:41 AM,,0.43,,,,
282,04/06/18 08:14:40 AM,55.711,,,,,
283,04/06/18 09:14:40 AM,57.614,,,,,
284,04/06/18 10:14:40 AM,57.441,,,,,
285,04/06/18 11:04:09 AM,,0.44,,,,
286,04/06/18 11:14:40 AM,57.614,,,,,
287,04/06/18 11:16:22 AM,,0.45,,,,
288,04/06/18 11:34:07 AM,,0.46,,,,
289,04/06/18 11:50:30 AM,,0.47,,,,
290,04/06/18 11:55:31 AM,,0.48,,,,
291,04/06/18 12:01:17 PM,,0.49,,,,
292,04/06/18 12:11:05 PM,,0.50,,,,
293,04/06/18 12:14:40 PM,57.268,,,,,
294,04/06/18 12:16:14 PM,,0.51,,,,
295,04/06/18 12:20:37 PM,,0.52,,,,
296,04/06/18 12:23:43 PM,,0.53,,,,
297,04/06/18 12:29:45 PM,,0.54,,,,
298,04/06/18 12:33:09 PM,,0.55,,,,
299,04/06/18 12:38:09 PM,,0.56,,,,
300,04/06/18 12:41:39 PM,,0.57,,,,
301,04/06/18 12:52:49 PM,,0.58,,,,
302,04/06/18 12:55:52 PM,,0.59,,,,
303,04/06/18 12:58:50 PM,,0.60,,,,
304,04/06/18 01:02:29 PM,,0.61,,,,
305,04/06/18 01:05:34 PM,,0.62,,,,
306,04/06/18 01:08:05 PM,,0.63,,,,
307,04/06/18 01:12:24 PM,,0.64,,,,
308,04/06/18 01:14:40 PM,58.131,,,,,
309,04/06/18 01:15:13 PM,,0.65,,,,
310,04/06/18 01:23:25 PM,,0.66,,,,
311,04/06/18 01:24:22 PM,,0.67,,,,
312,04/06/18 01:25:48 PM,,0.68,,,,
313,04/06/18 01:26:39 PM,,0.69,,,,
314,04/06/18 01:29:44 PM,,0.70,,,,
315,04/06/18 01:34:48 PM,,0.71,,,,
316,04/06/18 01:46:09 PM,,0.72,,,,
317,04/06/18 01:49:04 PM,,0.73,,,,
318,04/06/18 01:53:51 PM,,0.74,,,,
319,04/06/18 01:56:14 PM,,0.75,,,,
320,04/06/18 01:57:02 PM,,0.76,,,,
321,04/06/18 01:58:02 PM,,0.77,,,,
322,04/06/18 01:59:43 PM,,0.78,,,,
323,04/06/18 02:02:15 PM,,0.79,,,,
324,04/06/18 02:06:41 PM,,0.80,,,,
325,04/06/18 02:09:01 PM,,0.81,,,,
326,04/06/18 02:11:15 PM,,0.82,,,,
327,04/06/18 02:12:16 PM,,0.83,,,,
328,04/06/18 02:13:39 PM,,0.84,,,,
329,04/06/18 02:14:40 PM,58.303,,,,,
330,04/06/18 02:15:30 PM,,0.85,,,,
331,04/06/18 02:22:58 PM,,0.86,,,,
332,04/06/18 02:25:55 PM,,0.87,,,,
333,04/06/18 02:27:31 PM,,0.88,,,,
