"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Detached (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,01/19/19 03:23:34 PM,69.278,0.00,,,,
2,01/19/19 03:25:03 PM,,,Logged,,,
3,01/19/19 04:23:34 PM,63.111,,,,,
4,01/19/19 05:23:34 PM,58.476,,,,,
5,01/19/19 06:23:34 PM,57.268,,,,,
6,01/19/19 07:23:34 PM,56.057,,,,,
7,01/19/19 08:23:34 PM,55.017,,,,,
8,01/19/19 09:23:34 PM,53.973,,,,,
9,01/19/19 10:23:34 PM,53.623,,,,,
10,01/19/19 11:23:34 PM,53.449,,,,,
11,01/20/19 12:23:34 AM,53.449,,,,,
12,01/20/19 01:23:34 AM,52.750,,,,,
13,01/20/19 02:23:34 AM,52.925,,,,,
14,01/20/19 03:23:34 AM,53.449,,,,,
15,01/20/19 03:29:03 AM,,0.01,,,,
16,01/20/19 04:23:34 AM,53.798,,,,,
17,01/20/19 05:23:34 AM,54.495,,,,,
18,01/20/19 05:29:25 AM,,0.02,,,,
19,01/20/19 06:16:16 AM,,0.03,,,,
20,01/20/19 06:23:34 AM,54.669,,,,,
21,01/20/19 06:25:33 AM,,0.04,,,,
22,01/20/19 07:07:04 AM,,0.05,,,,
23,01/20/19 07:23:34 AM,54.147,,,,,
24,01/20/19 07:32:14 AM,,0.06,,,,
25,01/20/19 08:23:34 AM,54.495,,,,,
26,01/20/19 09:16:26 AM,,0.07,,,,
27,01/20/19 09:23:34 AM,55.189,,,,,
28,01/20/19 09:27:01 AM,,0.08,,,,
29,01/20/19 09:36:09 AM,,0.09,,,,
30,01/20/19 09:53:55 AM,,0.10,,,,
31,01/20/19 10:08:16 AM,,0.11,,,,
32,01/20/19 10:19:23 AM,,0.12,,,,
33,01/20/19 10:23:34 AM,56.057,,,,,
34,01/20/19 10:59:11 AM,,0.13,,,,
35,01/20/19 11:23:34 AM,55.884,,,,,
36,01/20/19 11:34:30 AM,,0.14,,,,
37,01/20/19 11:42:59 AM,,0.15,,,,
38,01/20/19 11:53:13 AM,,0.16,,,,
39,01/20/19 11:59:33 AM,,0.17,,,,
40,01/20/19 12:09:47 PM,,0.18,,,,
41,01/20/19 12:23:34 PM,56.230,,,,,
42,01/20/19 01:23:34 PM,56.057,,,,,
43,01/20/19 02:23:34 PM,55.711,,,,,
44,01/20/19 03:04:40 PM,,0.19,,,,
45,01/20/19 03:23:34 PM,53.973,,,,,
46,01/20/19 04:23:34 PM,53.449,,,,,
47,01/20/19 05:23:34 PM,51.699,,,,,
48,01/20/19 05:53:20 PM,,0.20,,,,
49,01/20/19 06:00:04 PM,,0.21,,,,
50,01/20/19 06:00:28 PM,,0.22,,,,
51,01/20/19 06:01:12 PM,,0.23,,,,
52,01/20/19 06:02:54 PM,,0.24,,,,
53,01/20/19 06:23:34 PM,49.404,,,,,
