"Plot Title: Landing"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Detached (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,04/09/18 01:14:27 PM,81.442,0.00,,,,
2,04/09/18 01:14:40 PM,,,Logged,,,
3,04/09/18 02:14:27 PM,86.823,,,,,
4,04/09/18 03:14:27 PM,95.207,,,,,
5,04/09/18 04:14:27 PM,97.525,,,,,
6,04/09/18 05:14:27 PM,82.508,,,,,
7,04/09/18 06:14:27 PM,76.528,,,,,
8,04/09/18 07:14:27 PM,68.592,,,,,
9,04/09/18 08:14:27 PM,63.968,,,,,
10,04/09/18 09:14:27 PM,61.912,,,,,
11,04/09/18 10:14:27 PM,61.398,,,,,
12,04/09/18 11:14:27 PM,60.539,,,,,
13,04/10/18 12:14:27 AM,58.820,,,,,
14,04/10/18 01:14:27 AM,56.923,,,,,
15,04/10/18 02:14:27 AM,54.495,,,,,
16,04/10/18 03:14:27 AM,52.050,,,,,
17,04/10/18 04:14:27 AM,50.995,,,,,
18,04/10/18 05:14:27 AM,50.819,,,,,
19,04/10/18 06:14:27 AM,50.643,,,,,
20,04/10/18 07:14:27 AM,50.290,,,,,
21,04/10/18 08:14:27 AM,50.995,,,,,
22,04/10/18 09:14:27 AM,57.268,,,,,
23,04/10/18 10:14:27 AM,58.476,,,,,
24,04/10/18 11:14:27 AM,66.022,,,,,
25,04/10/18 12:14:27 PM,71.683,,,,,
26,04/10/18 01:14:27 PM,73.926,,,,,
27,04/10/18 02:14:27 PM,74.271,,,,,
28,04/10/18 03:14:27 PM,71.683,,,,,
29,04/10/18 04:14:27 PM,63.282,,,,,
30,04/10/18 05:14:27 PM,64.139,,,,,
31,04/10/18 06:14:27 PM,65.338,,,,,
32,04/10/18 07:14:27 PM,60.368,,,,,
33,04/10/18 08:14:27 PM,55.189,,,,,
34,04/10/18 09:14:27 PM,53.100,,,,,
35,04/10/18 10:14:27 PM,49.937,,,,,
36,04/10/18 11:14:27 PM,47.266,,,,,
37,04/11/18 12:14:27 AM,45.104,,,,,
38,04/11/18 01:14:27 AM,43.466,,,,,
39,04/11/18 02:14:27 AM,42.363,,,,,
40,04/11/18 03:14:27 AM,41.810,,,,,
41,04/11/18 04:14:27 AM,41.810,,,,,
42,04/11/18 05:14:27 AM,41.994,,,,,
43,04/11/18 06:14:27 AM,42.179,,,,,
44,04/11/18 07:14:27 AM,46.728,,,,,
45,04/11/18 08:14:27 AM,49.937,,,,,
46,04/11/18 09:14:27 AM,54.842,,,,,
47,04/11/18 10:14:27 AM,57.268,,,,,
48,04/11/18 11:14:27 AM,61.569,,,,,
49,04/11/18 12:14:27 PM,63.455,,,,,
50,04/11/18 01:14:27 PM,69.278,,,,,
51,04/11/18 02:14:27 PM,73.753,,,,,
52,04/11/18 03:14:27 PM,79.853,,,,,
53,04/11/18 04:14:27 PM,66.537,,,,,
54,04/11/18 05:14:27 PM,64.139,,,,,
55,04/11/18 06:14:27 PM,55.017,,,,,
56,04/11/18 06:47:08 PM,,0.01,,,,
57,04/11/18 06:49:27 PM,,0.02,,,,
58,04/11/18 06:54:57 PM,,0.03,,,,
59,04/11/18 06:57:22 PM,,0.04,,,,
60,04/11/18 07:02:01 PM,,0.05,,,,
61,04/11/18 07:07:28 PM,,0.06,,,,
62,04/11/18 07:14:12 PM,,0.07,,,,
63,04/11/18 07:14:27 PM,52.401,,,,,
64,04/11/18 07:16:35 PM,,0.08,,,,
65,04/11/18 07:23:13 PM,,0.09,,,,
66,04/11/18 07:32:20 PM,,0.10,,,,
67,04/11/18 07:34:17 PM,,0.11,,,,
68,04/11/18 07:35:18 PM,,0.12,,,,
69,04/11/18 07:37:00 PM,,0.13,,,,
70,04/11/18 07:38:32 PM,,0.14,,,,
71,04/11/18 07:45:34 PM,,0.15,,,,
72,04/11/18 08:01:33 PM,,0.16,,,,
