"Plot Title: Al"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592075, SEN S/N: 10592075)","Coupler Attached (LGR S/N: 10592075, SEN S/N: 10592075)","End Of File (LGR S/N: 10592075, SEN S/N: 10592075)"
1,09/30/14 11:10:00 AM,0.00,,
2,10/07/14 10:30:09 AM,0.00,Logged,Logged
