"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/03/13 03:26:45 PM,0.00,,,
2,12/03/13 03:26:55 PM,,Logged,,
3,12/06/13 06:25:58 PM,0.01,,,
4,12/06/13 08:01:30 PM,0.02,,,
5,12/06/13 08:19:39 PM,0.03,,,
6,12/06/13 08:21:48 PM,0.04,,,
7,12/06/13 08:33:45 PM,0.05,,,
8,12/06/13 09:21:56 PM,0.06,,,
9,12/06/13 09:32:44 PM,0.07,,,
10,12/06/13 11:02:02 PM,0.08,,,
11,12/06/13 11:16:20 PM,0.09,,,
12,12/06/13 11:34:17 PM,0.10,,,
13,12/06/13 11:36:43 PM,0.11,,,
14,12/07/13 12:25:42 AM,0.12,,,
15,12/07/13 01:12:00 AM,0.13,,,
16,12/07/13 01:27:05 AM,0.14,,,
17,12/07/13 01:31:05 AM,0.15,,,
18,12/07/13 01:33:35 AM,0.16,,,
19,12/07/13 01:34:03 AM,0.17,,,
20,12/07/13 01:35:42 AM,0.18,,,
21,12/07/13 01:43:31 AM,0.19,,,
22,12/07/13 01:51:25 AM,0.20,,,
23,12/07/13 01:53:27 AM,0.21,,,
24,12/07/13 01:54:43 AM,0.22,,,
25,12/07/13 01:55:13 AM,0.23,,,
26,12/07/13 01:55:52 AM,0.24,,,
27,12/07/13 01:56:17 AM,0.25,,,
28,12/07/13 01:56:42 AM,0.26,,,
29,12/07/13 01:57:21 AM,0.27,,,
30,12/07/13 01:57:22 AM,0.28,,,
31,12/07/13 01:58:13 AM,0.29,,,
32,12/07/13 01:58:14 AM,0.30,,,
33,12/07/13 01:59:37 AM,0.31,,,
34,12/07/13 02:00:49 AM,0.32,,,
35,12/07/13 02:02:11 AM,0.33,,,
36,12/07/13 02:02:44 AM,0.34,,,
37,12/07/13 02:03:49 AM,0.35,,,
38,12/07/13 02:07:55 AM,0.36,,,
39,12/07/13 02:30:14 AM,0.37,,,
40,12/07/13 02:30:15 AM,0.38,,,
41,12/07/13 03:11:30 AM,0.39,,,
42,12/07/13 03:11:31 AM,0.40,,,
43,12/07/13 03:18:38 AM,0.41,,,
44,12/07/13 03:18:39 AM,0.42,,,
45,12/07/13 09:52:18 AM,0.43,,,
46,12/10/13 02:15:56 PM,,,Logged,
47,12/10/13 02:16:09 PM,,Logged,,
48,12/10/13 02:16:10 PM,,,Logged,
49,12/10/13 02:16:47 PM,,Logged,,
50,12/10/13 02:16:55 PM,0.43,,Logged,Logged
