"Plot Title: Landing"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Detached (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,03/13/18 03:39:28 PM,64.481,0.00,,,,
2,03/13/18 03:40:07 PM,,,Logged,,,
3,03/13/18 04:39:28 PM,57.268,,,,,
4,03/13/18 05:39:28 PM,56.750,,,,,
5,03/13/18 06:39:28 PM,53.449,,,,,
6,03/13/18 07:39:28 PM,52.401,,,,,
7,03/13/18 08:39:28 PM,51.699,,,,,
8,03/13/18 09:30:36 PM,,0.01,,,,
9,03/13/18 09:31:09 PM,,0.02,,,,
10,03/13/18 09:31:42 PM,,0.03,,,,
11,03/13/18 09:32:07 PM,,0.04,,,,
12,03/13/18 09:33:04 PM,,0.05,,,,
13,03/13/18 09:33:44 PM,,0.06,,,,
14,03/13/18 09:34:30 PM,,0.07,,,,
15,03/13/18 09:34:48 PM,,0.08,,,,
16,03/13/18 09:35:26 PM,,0.09,,,,
17,03/13/18 09:35:43 PM,,0.10,,,,
18,03/13/18 09:36:19 PM,,0.11,,,,
19,03/13/18 09:37:44 PM,,0.12,,,,
20,03/13/18 09:39:28 PM,52.401,,,,,
21,03/13/18 09:49:52 PM,,0.13,,,,
22,03/13/18 10:16:12 PM,,0.14,,,,
23,03/13/18 10:23:01 PM,,0.15,,,,
24,03/13/18 10:27:38 PM,,0.16,,,,
25,03/13/18 10:39:28 PM,48.695,,,,,
26,03/13/18 10:46:12 PM,,0.17,,,,
27,03/13/18 10:50:09 PM,,0.18,,,,
28,03/13/18 10:57:39 PM,,0.19,,,,
29,03/13/18 11:13:47 PM,,0.20,,,,
30,03/13/18 11:39:28 PM,47.982,,,,,
31,03/14/18 12:39:28 AM,46.908,,,,,
32,03/14/18 01:39:28 AM,45.648,,,,,
33,03/14/18 02:39:28 AM,46.369,,,,,
34,03/14/18 03:39:28 AM,46.908,,,,,
35,03/14/18 04:39:28 AM,46.728,,,,,
36,03/14/18 05:39:28 AM,47.088,,,,,
37,03/14/18 06:39:28 AM,47.266,,,,,
38,03/14/18 07:39:28 AM,47.446,,,,,
39,03/14/18 08:39:28 AM,48.160,,,,,
40,03/14/18 09:39:28 AM,49.228,,,,,
41,03/14/18 10:39:28 AM,50.466,,,,,
42,03/14/18 11:39:28 AM,53.449,,,,,
43,03/14/18 11:53:14 AM,,0.21,,,,
44,03/14/18 12:03:09 PM,,0.22,,,,
45,03/14/18 12:08:46 PM,,0.23,,,,
46,03/14/18 12:12:28 PM,,0.24,,,,
47,03/14/18 12:15:55 PM,,0.25,,,,
48,03/14/18 12:18:52 PM,,0.26,,,,
49,03/14/18 12:22:26 PM,,0.27,,,,
50,03/14/18 12:25:25 PM,,0.28,,,,
51,03/14/18 12:28:42 PM,,0.29,,,,
52,03/14/18 12:29:57 PM,,0.30,,,,
53,03/14/18 12:31:46 PM,,0.31,,,,
54,03/14/18 12:34:01 PM,,0.32,,,,
55,03/14/18 12:37:59 PM,,0.33,,,,
56,03/14/18 12:39:28 PM,48.695,,,,,
57,03/14/18 12:39:34 PM,,0.34,,,,
58,03/14/18 12:42:18 PM,,0.35,,,,
59,03/14/18 12:44:24 PM,,0.36,,,,
60,03/14/18 12:47:54 PM,,0.37,,,,
