"Plot Title: Landing"
"#","Date Time, GMT-07:00","rainfall, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/04/11 03:59:52 PM,0.00000000,,,
2,01/04/11 04:00:03 PM,,Logged,,
3,01/11/11 12:28:08 PM,0.00000000,,Logged,Logged
