"Plot Title: HS"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668992, SEN S/N: 9668992)","Batt, V (LGR S/N: 9668992, SEN S/N: 9668992)","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
6933,05/11/11 06:55:32 PM,66.708,2.99,,
6934,05/11/11 06:55:33 PM,66.708,2.99,,
6935,05/11/11 06:55:34 PM,66.708,2.99,,
6936,05/11/11 06:55:35 PM,66.708,2.99,,
6937,05/11/11 06:55:36 PM,66.708,2.97,,
6938,05/11/11 06:55:37 PM,66.708,2.99,,
6939,05/11/11 06:55:38 PM,66.708,2.99,,
6940,05/11/11 06:55:39 PM,66.708,2.99,,
6941,05/11/11 06:55:40 PM,66.708,2.99,,
6942,05/11/11 06:55:41 PM,66.708,2.99,,
6943,05/11/11 06:55:42 PM,66.708,2.99,,
6944,05/11/11 06:55:43 PM,66.708,2.97,,
6945,05/11/11 06:55:44 PM,66.708,2.99,,
6946,05/11/11 06:55:45 PM,66.708,2.99,,
6947,05/11/11 06:55:46 PM,66.708,2.99,,
6948,05/11/11 06:55:47 PM,66.708,2.99,,
6949,05/11/11 06:55:48 PM,66.708,2.99,,
6950,05/11/11 06:55:49 PM,66.708,2.99,,
6951,05/11/11 06:55:50 PM,66.708,2.97,,
6952,05/11/11 06:55:51 PM,66.708,2.99,,
6953,05/11/11 06:55:52 PM,66.708,2.99,,
6954,05/11/11 06:55:53 PM,66.708,2.99,,
6955,05/11/11 06:55:54 PM,66.708,2.99,,
6956,05/11/11 06:55:55 PM,66.708,2.97,,
6957,05/11/11 06:55:56 PM,66.708,2.99,,
6958,05/11/11 06:55:57 PM,66.708,2.97,,
6959,05/11/11 06:55:58 PM,66.708,2.99,,
6960,05/11/11 06:55:59 PM,66.708,2.99,,
6961,05/11/11 06:56:00 PM,66.708,2.99,,
6962,05/11/11 06:56:01 PM,66.708,2.99,,
6963,05/11/11 06:56:02 PM,66.708,2.99,,
6964,05/11/11 06:56:03 PM,66.708,2.99,,
6965,05/11/11 06:56:04 PM,66.708,2.99,,
6966,05/11/11 06:56:05 PM,66.708,2.99,,
6967,05/11/11 06:56:06 PM,66.708,2.99,,
6968,05/11/11 06:56:07 PM,66.708,2.99,,
6969,05/11/11 06:56:08 PM,66.708,2.99,,
6970,05/11/11 06:56:09 PM,66.708,2.99,,
6971,05/11/11 06:56:10 PM,66.708,2.99,,
6972,05/11/11 06:56:11 PM,66.708,2.99,,
6973,05/11/11 06:56:12 PM,66.708,2.99,,
6974,05/11/11 06:56:13 PM,66.708,2.99,,
6975,05/11/11 06:56:14 PM,66.708,2.99,,
6976,05/11/11 06:56:15 PM,66.708,2.99,,
6977,05/11/11 06:56:16 PM,66.708,2.99,,
6978,05/11/11 06:56:17 PM,66.708,2.99,,
6979,05/11/11 06:56:18 PM,66.708,2.99,,
6980,05/11/11 06:56:19 PM,66.708,2.99,,
6981,05/11/11 06:56:20 PM,66.708,2.99,,
6982,05/11/11 06:56:21 PM,66.708,2.99,,
6983,05/11/11 06:56:22 PM,66.708,2.99,,
6984,05/11/11 06:56:23 PM,66.708,2.97,,
6985,05/11/11 06:56:24 PM,66.708,2.99,,
6986,05/11/11 06:56:25 PM,66.708,2.99,,
6987,05/11/11 06:56:26 PM,66.708,2.99,,
6988,05/11/11 06:56:27 PM,66.708,2.99,,
6989,05/11/11 06:56:28 PM,66.708,2.99,,
6990,05/11/11 06:56:29 PM,66.708,2.97,,
6991,05/11/11 06:56:30 PM,66.708,2.99,,
6992,05/11/11 06:56:31 PM,66.708,2.99,,
6993,05/11/11 06:56:32 PM,66.708,2.99,,
6994,05/11/11 06:56:33 PM,66.708,2.97,,
6995,05/11/11 06:56:34 PM,66.708,2.99,,
6996,05/11/11 06:56:35 PM,66.708,2.99,,
6997,05/11/11 06:56:36 PM,66.708,2.99,,
6998,05/11/11 06:56:37 PM,66.708,2.99,,
6999,05/11/11 06:56:38 PM,66.708,2.99,,
7000,05/11/11 06:56:39 PM,66.708,2.99,,
7001,05/11/11 06:56:40 PM,66.879,2.99,,
7002,05/11/11 06:56:41 PM,66.708,2.99,,
7003,05/11/11 06:56:42 PM,66.708,2.99,,
7004,05/11/11 06:56:43 PM,66.879,2.97,,
7005,05/11/11 06:56:44 PM,66.879,2.99,,
7006,05/11/11 06:56:45 PM,66.879,2.99,,
7007,05/11/11 06:56:46 PM,66.708,2.99,,
7008,05/11/11 06:56:47 PM,66.879,2.99,,
7009,05/11/11 06:56:48 PM,66.879,2.99,,
7010,05/11/11 06:56:49 PM,66.879,2.97,,
7011,05/11/11 06:56:50 PM,66.879,2.99,,
7012,05/11/11 06:56:51 PM,66.879,2.99,,
7013,05/11/11 06:56:52 PM,66.879,2.99,,
7014,05/11/11 06:56:53 PM,66.879,2.99,,
7015,05/11/11 06:56:54 PM,66.879,2.97,,
7016,05/11/11 06:56:55 PM,66.879,2.99,,
7017,05/11/11 06:56:56 PM,66.879,2.99,,
7018,05/11/11 06:56:57 PM,66.879,2.99,,
7019,05/11/11 06:56:58 PM,66.879,2.99,,
7020,05/11/11 06:56:59 PM,66.879,2.99,,
7021,05/11/11 06:57:00 PM,66.879,2.99,,
7022,05/11/11 06:57:01 PM,66.879,2.99,,
7023,05/11/11 06:57:02 PM,66.879,2.99,,
7024,05/11/11 06:57:03 PM,66.879,2.99,,
7025,05/11/11 06:57:04 PM,66.879,2.99,,
7026,05/11/11 06:57:05 PM,66.879,2.99,,
7027,05/11/11 06:57:06 PM,66.879,2.99,,
7028,05/11/11 06:57:07 PM,66.879,2.99,,
7029,05/11/11 06:57:08 PM,66.879,2.99,,
7030,05/11/11 06:57:09 PM,66.879,2.99,,
7031,05/11/11 06:57:10 PM,66.879,2.99,,
7032,05/11/11 06:57:11 PM,66.879,2.99,,
7033,05/11/11 06:57:12 PM,66.879,2.99,,
7034,05/11/11 06:57:13 PM,66.879,2.99,,
7035,05/11/11 06:57:14 PM,66.879,2.99,,
7036,05/11/11 06:57:15 PM,66.879,2.99,,
7037,05/11/11 06:57:16 PM,66.879,2.99,,
7038,05/11/11 06:57:17 PM,66.879,2.99,,
7039,05/11/11 06:57:18 PM,66.879,2.99,,
7040,05/11/11 06:57:19 PM,66.879,2.99,,
7041,05/11/11 06:57:20 PM,66.879,2.99,,
7042,05/11/11 06:57:21 PM,66.879,2.99,,
7043,05/11/11 06:57:22 PM,66.879,2.99,,
7044,05/11/11 06:57:23 PM,66.879,2.99,,
7045,05/11/11 06:57:24 PM,66.879,2.99,,
7046,05/11/11 06:57:25 PM,66.879,2.99,,
7047,05/11/11 06:57:26 PM,66.879,2.99,,
7048,05/11/11 06:57:27 PM,66.879,2.99,,
7049,05/11/11 06:57:28 PM,67.050,2.99,,
7050,05/11/11 06:57:29 PM,67.050,2.99,,
7051,05/11/11 06:57:30 PM,67.050,2.99,,
7052,05/11/11 06:57:31 PM,67.050,2.99,,
7053,05/11/11 06:57:32 PM,67.050,2.99,,
7054,05/11/11 06:57:33 PM,67.050,2.99,,
7055,05/11/11 06:57:34 PM,67.050,2.99,,
7056,05/11/11 06:57:35 PM,67.050,2.99,,
7057,05/11/11 06:57:36 PM,67.050,2.99,,
7058,05/11/11 06:57:37 PM,67.050,2.99,,
7059,05/11/11 06:57:38 PM,67.050,2.99,,
7060,05/11/11 06:57:39 PM,67.050,2.99,,
7061,05/11/11 06:57:40 PM,67.050,2.99,,
7062,05/11/11 06:57:41 PM,67.050,2.99,,
7063,05/11/11 06:57:42 PM,67.050,2.99,,
7064,05/11/11 06:57:43 PM,67.050,2.99,,
7065,05/11/11 06:57:44 PM,67.050,2.99,,
7066,05/11/11 06:57:45 PM,67.050,2.99,,
7067,05/11/11 06:57:46 PM,67.050,2.99,,
7068,05/11/11 06:57:47 PM,67.221,2.99,,
7069,05/11/11 06:57:48 PM,67.221,2.99,,
7070,05/11/11 06:57:49 PM,67.221,2.99,,
7071,05/11/11 06:57:50 PM,67.221,2.99,,
7072,05/11/11 06:57:51 PM,67.221,2.99,,
7073,05/11/11 06:57:52 PM,67.221,2.99,,
7074,05/11/11 06:57:53 PM,67.221,2.99,,
7075,05/11/11 06:57:54 PM,67.221,2.99,,
7076,05/11/11 06:57:55 PM,67.221,2.99,,
7077,05/11/11 06:57:56 PM,67.221,2.99,,
7078,05/11/11 06:57:57 PM,67.221,2.99,,
7079,05/11/11 06:57:58 PM,67.221,2.99,,
7080,05/11/11 06:57:59 PM,67.221,2.99,,
7081,05/11/11 06:58:00 PM,67.221,2.99,,
7082,05/11/11 06:58:01 PM,67.221,2.99,,
7083,05/11/11 06:58:02 PM,67.221,2.99,,
7084,05/11/11 06:58:03 PM,67.221,2.99,,
7085,05/11/11 06:58:04 PM,67.221,2.99,,
7086,05/11/11 06:58:05 PM,67.221,2.99,,
7087,05/11/11 06:58:06 PM,67.392,2.97,,
7088,05/11/11 06:58:07 PM,67.221,2.99,,
7089,05/11/11 06:58:08 PM,67.392,2.97,,
7090,05/11/11 06:58:09 PM,67.392,2.97,,
7091,05/11/11 06:58:10 PM,67.392,2.97,,
7092,05/11/11 06:58:11 PM,67.392,2.97,,
7093,05/11/11 06:58:12 PM,67.392,2.97,,
7094,05/11/11 06:58:13 PM,67.392,2.97,,
7095,05/11/11 06:58:14 PM,67.392,2.97,,
7096,05/11/11 06:58:15 PM,67.392,2.97,,
7097,05/11/11 06:58:16 PM,67.392,2.97,,
7098,05/11/11 06:58:17 PM,67.392,2.97,,
7099,05/11/11 06:58:18 PM,67.392,2.97,,
7100,05/11/11 06:58:19 PM,67.392,2.97,,
7101,05/11/11 06:58:20 PM,67.392,2.97,,
7102,05/11/11 06:58:21 PM,67.392,2.97,,
7103,05/11/11 06:58:22 PM,67.392,2.97,,
7104,05/11/11 06:58:23 PM,67.392,2.97,,
7105,05/11/11 06:58:24 PM,67.392,2.97,,
7106,05/11/11 06:58:25 PM,67.392,2.97,,
7107,05/11/11 06:58:26 PM,67.392,2.97,,
7108,05/11/11 06:58:27 PM,67.392,2.97,,
7109,05/11/11 06:58:28 PM,67.392,2.97,,
7110,05/11/11 06:58:29 PM,67.392,2.97,,
7111,05/11/11 06:58:30 PM,67.392,2.97,,
7112,05/11/11 06:58:31 PM,67.392,2.97,,
7113,05/11/11 06:58:32 PM,67.392,2.97,,
7114,05/11/11 06:58:33 PM,67.392,2.97,,
7115,05/11/11 06:58:34 PM,67.392,2.97,,
7116,05/11/11 06:58:35 PM,67.392,2.97,,
7117,05/11/11 06:58:36 PM,67.392,2.97,,
7118,05/11/11 06:58:37 PM,67.392,2.97,,
7119,05/11/11 06:58:38 PM,67.392,2.97,,
7120,05/11/11 06:58:39 PM,67.564,2.97,,
7121,05/11/11 06:58:40 PM,67.392,2.97,,
7122,05/11/11 06:58:41 PM,67.392,2.97,,
7123,05/11/11 06:58:42 PM,67.564,2.97,,
7124,05/11/11 06:58:43 PM,67.564,2.97,,
7125,05/11/11 06:58:44 PM,67.564,2.97,,
7126,05/11/11 06:58:45 PM,67.564,2.97,,
7127,05/11/11 06:58:46 PM,67.564,2.97,,
7128,05/11/11 06:58:47 PM,67.564,2.97,,
7129,05/11/11 06:58:48 PM,67.564,2.97,,
7130,05/11/11 06:58:49 PM,67.564,2.97,,
7131,05/11/11 06:58:50 PM,67.564,2.97,,
7132,05/11/11 06:58:51 PM,67.564,2.97,,
7133,05/11/11 06:58:52 PM,67.564,2.97,,
7134,05/11/11 06:58:53 PM,67.564,2.97,,
7135,05/11/11 06:58:54 PM,67.564,2.97,,
7136,05/11/11 06:58:55 PM,67.564,2.97,,
7137,05/11/11 06:58:56 PM,67.564,2.97,,
7138,05/11/11 06:58:57 PM,67.564,2.97,,
7139,05/11/11 06:58:58 PM,67.564,2.97,,
7140,05/11/11 06:58:59 PM,67.564,2.97,,
7141,05/11/11 06:59:00 PM,67.564,2.97,,
7142,05/11/11 06:59:01 PM,67.564,2.97,,
7143,05/11/11 06:59:02 PM,67.564,2.97,,
7144,05/11/11 06:59:03 PM,67.564,2.97,,
7145,05/11/11 06:59:04 PM,67.564,2.97,,
7146,05/11/11 06:59:05 PM,67.564,2.97,,
7147,05/11/11 06:59:06 PM,67.564,2.97,,
7148,05/11/11 06:59:07 PM,67.564,2.97,,
7149,05/11/11 06:59:08 PM,67.564,2.97,,
7150,05/11/11 06:59:09 PM,67.564,2.97,,
7151,05/11/11 06:59:10 PM,67.564,2.97,,
7152,05/11/11 06:59:11 PM,67.564,2.97,,
7153,05/11/11 06:59:12 PM,67.564,2.97,,
7154,05/11/11 06:59:13 PM,67.564,2.97,,
7155,05/11/11 06:59:14 PM,67.564,2.97,,
7156,05/11/11 06:59:15 PM,67.564,2.97,,
7157,05/11/11 06:59:16 PM,67.564,2.97,,
7158,05/11/11 06:59:17 PM,67.735,2.97,,
7159,05/11/11 06:59:18 PM,67.735,2.97,,
7160,05/11/11 06:59:19 PM,67.735,2.97,,
7161,05/11/11 06:59:20 PM,67.735,2.97,,
7162,05/11/11 06:59:21 PM,67.735,2.97,,
7163,05/11/11 06:59:22 PM,67.735,2.97,,
7164,05/11/11 06:59:23 PM,67.735,2.97,,
7165,05/11/11 06:59:24 PM,67.735,2.97,,
7166,05/11/11 06:59:25 PM,67.735,2.97,,
7167,05/11/11 06:59:26 PM,67.735,2.97,,
7168,05/11/11 06:59:27 PM,67.735,2.97,,
7169,05/11/11 06:59:28 PM,67.735,2.97,,
7170,05/11/11 06:59:29 PM,67.735,2.97,,
7171,05/11/11 06:59:30 PM,67.735,2.97,,
7172,05/11/11 06:59:31 PM,67.735,2.97,,
7173,05/11/11 06:59:32 PM,67.735,2.97,,
7174,05/11/11 06:59:33 PM,67.735,2.97,,
7175,05/11/11 06:59:34 PM,67.735,2.97,,
7176,05/11/11 06:59:35 PM,67.735,2.97,,
7177,05/11/11 06:59:36 PM,67.735,2.97,,
7178,05/11/11 06:59:37 PM,67.735,2.97,,
7179,05/11/11 06:59:38 PM,67.735,2.97,,
7180,05/11/11 06:59:39 PM,67.906,2.97,,
7181,05/11/11 06:59:40 PM,67.906,2.97,,
7182,05/11/11 06:59:41 PM,67.906,2.97,,
7183,05/11/11 06:59:42 PM,67.906,2.97,,
7184,05/11/11 06:59:43 PM,67.906,2.97,,
7185,05/11/11 06:59:44 PM,67.906,2.97,,
7186,05/11/11 06:59:45 PM,67.906,2.97,,
7187,05/11/11 06:59:46 PM,67.906,2.97,,
7188,05/11/11 06:59:47 PM,67.906,2.97,,
7189,05/11/11 06:59:48 PM,67.906,2.97,,
7190,05/11/11 06:59:49 PM,67.906,2.97,,
7191,05/11/11 06:59:50 PM,67.906,2.97,,
7192,05/11/11 06:59:51 PM,67.906,2.97,,
7193,05/11/11 06:59:52 PM,67.906,2.97,,
7194,05/11/11 06:59:53 PM,67.906,2.97,,
7195,05/11/11 06:59:54 PM,67.906,2.97,,
7196,05/11/11 06:59:55 PM,67.906,2.97,,
7197,05/11/11 06:59:56 PM,68.077,2.97,,
7198,05/11/11 06:59:57 PM,68.077,2.97,,
7199,05/11/11 06:59:58 PM,68.077,2.97,,
7200,05/11/11 06:59:59 PM,68.077,2.97,,
7201,05/11/11 07:00:00 PM,68.077,2.97,,
7202,05/11/11 07:00:01 PM,68.077,2.97,,
7203,05/11/11 07:00:02 PM,68.077,2.97,,
7204,05/11/11 07:00:03 PM,68.077,2.97,,
7205,05/11/11 07:00:04 PM,68.077,2.97,,
7206,05/11/11 07:00:05 PM,68.077,2.97,,
7207,05/11/11 07:00:06 PM,68.077,2.97,,
7208,05/11/11 07:00:07 PM,68.077,2.97,,
7209,05/11/11 07:00:08 PM,68.077,2.97,,
7210,05/11/11 07:00:09 PM,68.248,2.97,,
7211,05/11/11 07:00:10 PM,68.248,2.97,,
7212,05/11/11 07:00:11 PM,68.248,2.97,,
7213,05/11/11 07:00:12 PM,68.248,2.97,,
7214,05/11/11 07:00:13 PM,68.248,2.97,,
7215,05/11/11 07:00:14 PM,68.248,2.97,,
7216,05/11/11 07:00:15 PM,68.248,2.97,,
7217,05/11/11 07:00:16 PM,68.248,2.97,,
7218,05/11/11 07:00:17 PM,68.248,2.97,,
7219,05/11/11 07:00:18 PM,68.248,2.97,,
7220,05/11/11 07:00:19 PM,68.248,2.97,,
7221,05/11/11 07:00:20 PM,68.248,2.97,,
7222,05/11/11 07:00:21 PM,68.248,2.97,,
7223,05/11/11 07:00:22 PM,68.248,2.97,,
7224,05/11/11 07:00:23 PM,68.421,2.97,,
7225,05/11/11 07:00:24 PM,68.421,2.97,,
7226,05/11/11 07:00:25 PM,68.421,2.97,,
7227,05/11/11 07:00:26 PM,68.421,2.97,,
7228,05/11/11 07:00:27 PM,68.421,2.97,,
7229,05/11/11 07:00:28 PM,68.421,2.97,,
7230,05/11/11 07:00:29 PM,68.421,2.97,,
7231,05/11/11 07:00:30 PM,68.421,2.97,,
7232,05/11/11 07:00:31 PM,68.421,2.97,,
7233,05/11/11 07:00:32 PM,68.421,2.97,,
7234,05/11/11 07:00:33 PM,68.421,2.97,,
7235,05/11/11 07:00:34 PM,68.421,2.97,,
7236,05/11/11 07:00:35 PM,68.421,2.97,,
7237,05/11/11 07:00:36 PM,68.421,2.97,,
7238,05/11/11 07:00:37 PM,68.592,2.97,,
7239,05/11/11 07:00:38 PM,68.421,2.97,,
7240,05/11/11 07:00:39 PM,68.592,2.97,,
7241,05/11/11 07:00:40 PM,68.592,2.97,,
7242,05/11/11 07:00:41 PM,68.592,2.97,,
7243,05/11/11 07:00:42 PM,68.592,2.97,,
7244,05/11/11 07:00:43 PM,68.592,2.97,,
7245,05/11/11 07:00:44 PM,68.592,2.97,,
7246,05/11/11 07:00:45 PM,68.592,2.97,,
7247,05/11/11 07:00:46 PM,68.592,2.97,,
7248,05/11/11 07:00:47 PM,68.592,2.97,,
7249,05/11/11 07:00:48 PM,68.592,2.97,,
7250,05/11/11 07:00:49 PM,68.592,2.97,,
7251,05/11/11 07:00:50 PM,68.592,2.97,,
7252,05/11/11 07:00:51 PM,68.592,2.97,,
7253,05/11/11 07:00:52 PM,68.592,2.97,,
7254,05/11/11 07:00:53 PM,68.592,2.97,,
7255,05/11/11 07:00:54 PM,68.592,2.97,,
7256,05/11/11 07:00:55 PM,68.592,2.97,,
7257,05/11/11 07:00:56 PM,68.592,2.97,,
7258,05/11/11 07:00:57 PM,68.592,2.97,,
7259,05/11/11 07:00:58 PM,68.592,2.97,,
7260,05/11/11 07:00:59 PM,68.592,2.97,,
7261,05/11/11 07:01:00 PM,68.592,2.97,,
7262,05/11/11 07:01:01 PM,68.592,2.97,,
7263,05/11/11 07:01:02 PM,68.592,2.97,,
7264,05/11/11 07:01:03 PM,68.592,2.97,,
7265,05/11/11 07:01:04 PM,68.592,2.97,,
7266,05/11/11 07:01:05 PM,68.592,2.97,,
7267,05/11/11 07:01:06 PM,68.592,2.97,,
7268,05/11/11 07:01:07 PM,68.592,2.97,,
7269,05/11/11 07:01:08 PM,68.592,2.97,,
7270,05/11/11 07:01:09 PM,68.592,2.97,,
7271,05/11/11 07:01:10 PM,68.592,2.97,,
7272,05/11/11 07:01:11 PM,68.763,2.97,,
7273,05/11/11 07:01:12 PM,68.592,2.97,,
7274,05/11/11 07:01:13 PM,68.763,2.97,,
7275,05/11/11 07:01:14 PM,68.763,2.97,,
7276,05/11/11 07:01:15 PM,68.763,2.97,,
7277,05/11/11 07:01:16 PM,68.763,2.97,,
7278,05/11/11 07:01:17 PM,68.592,2.97,,
7279,05/11/11 07:01:18 PM,68.763,2.97,,
7280,05/11/11 07:01:19 PM,68.763,2.97,,
7281,05/11/11 07:01:20 PM,68.763,2.97,,
7282,05/11/11 07:01:21 PM,68.763,2.97,,
7283,05/11/11 07:01:22 PM,68.763,2.97,,
7284,05/11/11 07:01:23 PM,68.763,2.97,,
7285,05/11/11 07:01:24 PM,68.763,2.97,,
7286,05/11/11 07:01:25 PM,68.763,2.97,,
7287,05/11/11 07:01:26 PM,68.763,2.97,,
7288,05/11/11 07:01:27 PM,68.763,2.97,,
7289,05/11/11 07:01:28 PM,68.763,2.97,,
7290,05/11/11 07:01:29 PM,68.763,2.97,,
7291,05/11/11 07:01:30 PM,68.763,2.97,,
7292,05/11/11 07:01:31 PM,68.763,2.97,,
7293,05/11/11 07:01:32 PM,68.763,2.97,,
7294,05/11/11 07:01:33 PM,68.763,2.97,,
7295,05/11/11 07:01:34 PM,68.763,2.97,,
7296,05/11/11 07:01:35 PM,68.763,2.97,,
7297,05/11/11 07:01:36 PM,68.763,2.97,,
7298,05/11/11 07:01:37 PM,68.763,2.97,,
7299,05/11/11 07:01:38 PM,68.763,2.97,,
7300,05/11/11 07:01:39 PM,68.763,2.97,,
7301,05/11/11 07:01:40 PM,68.763,2.97,,
7302,05/11/11 07:01:41 PM,68.763,2.97,,
7303,05/11/11 07:01:42 PM,68.763,2.97,,
7304,05/11/11 07:01:43 PM,68.763,2.97,,
7305,05/11/11 07:01:44 PM,68.763,2.97,,
7306,05/11/11 07:01:45 PM,68.763,2.97,,
7307,05/11/11 07:01:46 PM,68.763,2.97,,
7308,05/11/11 07:01:47 PM,68.763,2.97,,
7309,05/11/11 07:01:48 PM,68.763,2.97,,
7310,05/11/11 07:01:49 PM,68.763,2.97,,
7311,05/11/11 07:01:50 PM,68.763,2.97,,
7312,05/11/11 07:01:51 PM,68.763,2.97,,
7313,05/11/11 07:01:52 PM,68.763,2.97,,
7314,05/11/11 07:01:53 PM,68.763,2.97,,
7315,05/11/11 07:01:54 PM,68.763,2.97,,
7316,05/11/11 07:01:55 PM,68.763,2.97,,
7317,05/11/11 07:01:56 PM,68.763,2.97,,
7318,05/11/11 07:01:57 PM,68.763,2.97,,
7319,05/11/11 07:01:58 PM,68.763,2.97,,
7320,05/11/11 07:01:59 PM,68.763,2.97,,
7321,05/11/11 07:02:00 PM,68.763,2.97,,
7322,05/11/11 07:02:01 PM,68.763,2.97,,
7323,05/11/11 07:02:02 PM,68.763,2.97,,
7324,05/11/11 07:02:03 PM,68.763,2.97,,
7325,05/11/11 07:02:04 PM,68.763,2.97,,
7326,05/11/11 07:02:05 PM,68.763,2.97,,
7327,05/11/11 07:02:06 PM,68.763,2.97,,
7328,05/11/11 07:02:07 PM,68.763,2.97,,
7329,05/11/11 07:02:08 PM,68.763,2.97,,
7330,05/11/11 07:02:09 PM,68.763,2.97,,
7331,05/11/11 07:02:10 PM,68.763,2.97,,
7332,05/11/11 07:02:11 PM,68.763,2.97,,
7333,05/11/11 07:02:12 PM,68.934,2.97,,
7334,05/11/11 07:02:13 PM,68.934,2.97,,
7335,05/11/11 07:02:14 PM,68.763,2.97,,
7336,05/11/11 07:02:15 PM,68.763,2.97,,
7337,05/11/11 07:02:16 PM,68.763,2.97,,
7338,05/11/11 07:02:17 PM,68.763,2.97,,
7339,05/11/11 07:02:18 PM,68.934,2.97,,
7340,05/11/11 07:02:19 PM,68.934,2.97,,
7341,05/11/11 07:02:20 PM,68.934,2.97,,
7342,05/11/11 07:02:21 PM,68.934,2.97,,
7343,05/11/11 07:02:22 PM,68.934,2.97,,
7344,05/11/11 07:02:23 PM,68.934,2.97,,
7345,05/11/11 07:02:24 PM,68.934,2.97,,
7346,05/11/11 07:02:25 PM,68.934,2.97,,
7347,05/11/11 07:02:26 PM,68.934,2.97,,
7348,05/11/11 07:02:27 PM,68.934,2.97,,
7349,05/11/11 07:02:28 PM,68.934,2.97,,
7350,05/11/11 07:02:29 PM,68.934,2.97,,
7351,05/11/11 07:02:30 PM,68.934,2.97,,
7352,05/11/11 07:02:31 PM,68.934,2.97,,
7353,05/11/11 07:02:32 PM,68.934,2.97,,
7354,05/11/11 07:02:33 PM,68.934,2.97,,
7355,05/11/11 07:02:34 PM,68.763,2.97,,
7356,05/11/11 07:02:35 PM,68.934,2.97,,
7357,05/11/11 07:02:36 PM,68.934,2.97,,
7358,05/11/11 07:02:37 PM,68.934,2.97,,
7359,05/11/11 07:02:38 PM,68.934,2.97,,
7360,05/11/11 07:02:39 PM,68.934,2.97,,
7361,05/11/11 07:02:40 PM,68.934,2.97,,
7362,05/11/11 07:02:41 PM,68.934,2.97,,
7363,05/11/11 07:02:42 PM,68.934,2.97,,
7364,05/11/11 07:02:43 PM,68.934,2.97,,
7365,05/11/11 07:02:44 PM,68.934,2.97,,
7366,05/11/11 07:02:45 PM,68.934,2.97,,
7367,05/11/11 07:02:46 PM,68.934,2.97,,
7368,05/11/11 07:02:47 PM,68.934,2.97,,
7369,05/11/11 07:02:48 PM,68.934,2.97,,
7370,05/11/11 07:02:49 PM,68.934,2.97,,
7371,05/11/11 07:02:50 PM,68.934,2.97,,
7372,05/11/11 07:02:51 PM,68.934,2.97,,
7373,05/11/11 07:02:52 PM,68.934,2.97,,
7374,05/11/11 07:02:53 PM,68.934,2.97,,
7375,05/11/11 07:02:54 PM,68.934,2.97,,
7376,05/11/11 07:02:55 PM,68.934,2.97,,
7377,05/11/11 07:02:56 PM,68.934,2.97,,
7378,05/11/11 07:02:57 PM,68.934,2.97,,
7379,05/11/11 07:02:58 PM,68.934,2.97,,
7380,05/11/11 07:02:59 PM,68.934,2.97,,
7381,05/11/11 07:03:00 PM,68.934,2.97,,
7382,05/11/11 07:03:01 PM,68.934,2.97,,
7383,05/11/11 07:03:02 PM,68.934,2.97,,
7384,05/11/11 07:03:03 PM,68.934,2.97,,
7385,05/11/11 07:03:04 PM,68.934,2.97,,
7386,05/11/11 07:03:05 PM,68.934,2.97,,
7387,05/11/11 07:03:06 PM,68.934,2.97,,
7388,05/11/11 07:03:07 PM,68.934,2.97,,
7389,05/11/11 07:03:08 PM,68.934,2.97,,
7390,05/11/11 07:03:09 PM,68.934,2.97,,
7391,05/11/11 07:03:10 PM,68.934,2.97,,
7392,05/11/11 07:03:11 PM,68.934,2.97,,
7393,05/11/11 07:03:12 PM,68.934,2.97,,
7394,05/11/11 07:03:13 PM,68.934,2.97,,
7395,05/11/11 07:03:14 PM,68.934,2.97,,
7396,05/11/11 07:03:15 PM,68.934,2.97,,
7397,05/11/11 07:03:16 PM,68.934,2.97,,
7398,05/11/11 07:03:17 PM,68.934,2.97,,
7399,05/11/11 07:03:18 PM,68.934,2.97,,
7400,05/11/11 07:03:19 PM,68.934,2.97,,
7401,05/11/11 07:03:20 PM,68.934,2.97,,
7402,05/11/11 07:03:21 PM,68.934,2.97,,
7403,05/11/11 07:03:22 PM,68.934,2.97,,
7404,05/11/11 07:03:23 PM,68.934,2.97,,
7405,05/11/11 07:03:24 PM,68.934,2.97,,
7406,05/11/11 07:03:25 PM,68.934,2.97,,
7407,05/11/11 07:03:26 PM,68.934,2.97,,
7408,05/11/11 07:03:27 PM,68.934,2.97,,
7409,05/11/11 07:03:28 PM,68.934,2.97,,
7410,05/11/11 07:03:29 PM,68.934,2.97,,
7411,05/11/11 07:03:30 PM,68.934,2.97,,
7412,05/11/11 07:03:31 PM,68.934,2.97,,
7413,05/11/11 07:03:32 PM,68.934,2.97,,
7414,05/11/11 07:03:33 PM,69.107,2.97,,
7415,05/11/11 07:03:34 PM,68.934,2.97,,
7416,05/11/11 07:03:35 PM,68.934,2.97,,
7417,05/11/11 07:03:36 PM,68.934,2.97,,
7418,05/11/11 07:03:37 PM,68.934,2.97,,
7419,05/11/11 07:03:38 PM,68.934,2.97,,
7420,05/11/11 07:03:39 PM,69.107,2.97,,
7421,05/11/11 07:03:40 PM,68.934,2.97,,
7422,05/11/11 07:03:41 PM,68.934,2.97,,
7423,05/11/11 07:03:42 PM,68.934,2.97,,
7424,05/11/11 07:03:43 PM,68.934,2.97,,
7425,05/11/11 07:03:44 PM,68.934,2.97,,
7426,05/11/11 07:03:45 PM,68.934,2.97,,
