"Plot Title: Al"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592075, SEN S/N: 10592075)","Coupler Detached (LGR S/N: 10592075, SEN S/N: 10592075)","Coupler Attached (LGR S/N: 10592075, SEN S/N: 10592075)","End Of File (LGR S/N: 10592075, SEN S/N: 10592075)"
1,09/18/14 03:12:00 PM,0.00,,,
2,09/18/14 03:12:07 PM,,Logged,,
3,09/23/14 11:10:44 AM,,,Logged,
4,09/23/14 11:10:53 AM,,Logged,,
5,09/23/14 11:10:55 AM,0.00,,Logged,Logged
