"Plot Title: LD"
"#","Date Time, GMT-08:00","Ext. Line Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,03/09/10 11:17:13 AM,0.00,,,,
2,03/09/10 11:17:16 AM,,Logged,,,
3,03/09/10 11:53:05 PM,0.01,,,,
4,03/10/10 12:06:59 AM,0.02,,,,
5,03/10/10 12:11:16 AM,0.03,,,,
6,03/10/10 12:15:02 AM,0.04,,,,
7,03/10/10 12:21:08 AM,0.05,,,,
8,03/10/10 12:24:08 AM,0.06,,,,
9,03/10/10 12:27:03 AM,0.07,,,,
10,03/10/10 12:28:30 AM,0.08,,,,
11,03/10/10 12:28:31 AM,0.09,,,,
12,03/10/10 12:31:24 AM,0.10,,,,
13,03/10/10 12:36:05 AM,0.11,,,,
14,03/10/10 12:36:06 AM,0.12,,,,
15,03/10/10 12:40:39 AM,0.13,,,,
16,03/10/10 12:43:19 AM,0.14,,,,
17,03/10/10 12:46:07 AM,0.15,,,,
18,03/10/10 12:47:03 AM,0.16,,,,
19,03/10/10 12:48:09 AM,0.17,,,,
20,03/10/10 12:49:08 AM,0.18,,,,
21,03/10/10 12:51:49 AM,0.19,,,,
22,03/10/10 12:51:50 AM,0.20,,,,
23,03/10/10 12:53:57 AM,0.21,,,,
24,03/10/10 12:53:58 AM,0.22,,,,
25,03/10/10 12:58:12 AM,0.23,,,,
26,03/10/10 12:59:50 AM,0.24,,,,
27,03/10/10 01:02:18 AM,0.25,,,,
28,03/10/10 01:02:19 AM,0.26,,,,
29,03/10/10 01:03:39 AM,0.27,,,,
30,03/10/10 01:04:40 AM,0.28,,,,
31,03/10/10 01:05:36 AM,0.29,,,,
32,03/10/10 01:07:08 AM,0.30,,,,
33,03/10/10 01:08:21 AM,0.31,,,,
34,03/10/10 01:09:57 AM,0.32,,,,
35,03/10/10 01:12:15 AM,0.33,,,,
