"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/10/14 02:45:32 PM,0.00,,,,
2,12/10/14 02:45:34 PM,,Logged,,,
3,12/11/14 04:46:44 AM,0.01,,,,
4,12/11/14 04:46:45 AM,0.02,,,,
5,12/11/14 05:26:30 AM,0.03,,,,
6,12/11/14 05:26:31 AM,0.04,,,,
7,12/11/14 06:08:40 AM,0.05,,,,
8,12/11/14 06:37:15 AM,0.06,,,,
9,12/11/14 07:15:06 AM,0.07,,,,
10,12/11/14 07:41:42 AM,0.08,,,,
11,12/11/14 07:45:49 AM,0.09,,,,
12,12/11/14 07:52:35 AM,0.10,,,,
13,12/11/14 07:54:36 AM,0.11,,,,
14,12/11/14 07:57:25 AM,0.12,,,,
15,12/11/14 08:00:07 AM,0.13,,,,
16,12/11/14 08:04:52 AM,0.14,,,,
17,12/11/14 08:09:50 AM,0.15,,,,
18,12/11/14 08:12:40 AM,0.16,,,,
19,12/11/14 08:14:23 AM,0.17,,,,
20,12/11/14 08:16:21 AM,0.18,,,,
21,12/11/14 08:16:22 AM,0.19,,,,
22,12/11/14 08:19:16 AM,0.20,,,,
23,12/11/14 08:19:17 AM,0.21,,,,
24,12/11/14 08:24:21 AM,0.22,,,,
25,12/11/14 08:25:44 AM,0.23,,,,
26,12/11/14 08:30:25 AM,0.24,,,,
27,12/11/14 08:34:50 AM,0.25,,,,
28,12/11/14 08:38:57 AM,0.26,,,,
29,12/11/14 08:41:37 AM,0.27,,,,
30,12/11/14 08:45:27 AM,0.28,,,,
31,12/11/14 08:45:28 AM,0.29,,,,
32,12/11/14 08:49:43 AM,0.30,,,,
33,12/11/14 08:56:18 AM,0.31,,,,
34,12/11/14 09:00:12 AM,0.32,,,,
35,12/11/14 09:03:07 AM,0.33,,,,
36,12/11/14 09:04:02 AM,0.34,,,,
37,12/11/14 09:05:02 AM,0.35,,,,
38,12/11/14 09:06:01 AM,0.36,,,,
39,12/11/14 09:07:14 AM,0.37,,,,
40,12/11/14 09:07:15 AM,0.38,,,,
41,12/11/14 09:08:02 AM,0.39,,,,
42,12/11/14 09:08:50 AM,0.40,,,,
43,12/11/14 09:09:29 AM,0.41,,,,
44,12/11/14 09:09:30 AM,0.42,,,,
45,12/11/14 09:10:14 AM,0.43,,,,
46,12/11/14 09:10:37 AM,0.44,,,,
47,12/11/14 09:11:32 AM,0.45,,,,
48,12/11/14 09:12:03 AM,0.46,,,,
49,12/11/14 09:12:44 AM,0.47,,,,
50,12/11/14 09:13:11 AM,0.48,,,,
51,12/11/14 09:13:45 AM,0.49,,,,
52,12/11/14 09:14:13 AM,0.50,,,,
53,12/11/14 09:14:14 AM,0.51,,,,
54,12/11/14 09:14:48 AM,0.52,,,,
55,12/11/14 09:15:31 AM,0.53,,,,
56,12/11/14 09:16:15 AM,0.54,,,,
57,12/11/14 09:17:00 AM,0.55,,,,
58,12/11/14 09:17:58 AM,0.56,,,,
59,12/11/14 09:18:38 AM,0.57,,,,
60,12/11/14 09:19:26 AM,0.58,,,,
61,12/11/14 09:20:07 AM,0.59,,,,
62,12/11/14 09:20:54 AM,0.60,,,,
63,12/11/14 09:21:29 AM,0.61,,,,
64,12/11/14 09:22:27 AM,0.62,,,,
65,12/11/14 09:22:28 AM,0.63,,,,
66,12/11/14 09:23:23 AM,0.64,,,,
67,12/11/14 09:24:24 AM,0.65,,,,
68,12/11/14 09:25:21 AM,0.66,,,,
69,12/11/14 09:27:02 AM,0.67,,,,
70,12/11/14 09:28:10 AM,0.68,,,,
71,12/11/14 09:29:10 AM,0.69,,,,
72,12/11/14 09:29:59 AM,0.70,,,,
73,12/11/14 09:30:58 AM,0.71,,,,
