"Plot Title: AL"
"#","Date Time, GMT-07:00","Event, inch (LGR S/N: 10592075, SEN S/N: 10592075)","Coupler Attached (LGR S/N: 10592075, SEN S/N: 10592075)","Stopped (LGR S/N: 10592075, SEN S/N: 10592075)","End Of File (LGR S/N: 10592075, SEN S/N: 10592075)"
1,12/10/14 02:24:00 PM,0.00,,,
2,12/11/14 06:10:22 AM,0.01,,,
3,12/11/14 07:38:47 AM,0.02,,,
4,12/11/14 07:47:25 AM,0.03,,,
5,12/11/14 07:54:43 AM,0.04,,,
6,12/11/14 07:59:21 AM,0.05,,,
7,12/11/14 07:59:22 AM,0.06,,,
8,12/11/14 08:07:38 AM,0.07,,,
9,12/11/14 08:07:39 AM,0.08,,,
10,12/11/14 08:13:21 AM,0.09,,,
11,12/11/14 08:15:41 AM,0.10,,,
12,12/11/14 08:20:41 AM,0.11,,,
13,12/11/14 08:20:42 AM,0.12,,,
14,12/11/14 08:25:23 AM,0.13,,,
15,12/11/14 08:33:02 AM,0.14,,,
16,12/11/14 08:37:42 AM,0.15,,,
17,12/11/14 08:43:10 AM,0.16,,,
18,12/11/14 08:50:36 AM,0.17,,,
19,12/11/14 08:57:56 AM,0.18,,,
20,12/11/14 09:02:05 AM,0.19,,,
21,12/11/14 09:04:09 AM,0.20,,,
22,12/11/14 09:06:02 AM,0.21,,,
23,12/11/14 09:07:52 AM,0.22,,,
24,12/11/14 09:09:02 AM,0.23,,,
25,12/11/14 09:10:20 AM,0.24,,,
26,12/11/14 09:11:20 AM,0.25,,,
27,12/11/14 09:12:04 AM,0.26,,,
28,12/11/14 09:12:44 AM,0.27,,,
29,12/11/14 09:13:17 AM,0.28,,,
30,12/11/14 09:13:47 AM,0.29,,,
31,12/11/14 09:14:26 AM,0.30,,,
32,12/11/14 09:15:14 AM,0.31,,,
33,12/11/14 09:16:06 AM,0.32,,,
34,12/11/14 09:16:07 AM,0.33,,,
35,12/11/14 09:17:02 AM,0.34,,,
36,12/11/14 09:18:05 AM,0.35,,,
37,12/11/14 09:19:16 AM,0.36,,,
38,12/11/14 09:20:38 AM,0.37,,,
39,12/11/14 09:21:50 AM,0.38,,,
40,12/11/14 09:23:20 AM,0.39,,,
41,12/11/14 09:25:05 AM,0.40,,,
42,12/11/14 09:27:15 AM,0.41,,,
43,12/11/14 09:28:33 AM,0.42,,,
44,12/11/14 09:29:40 AM,0.43,,,
45,12/11/14 09:31:45 AM,0.44,,,
46,12/11/14 09:33:53 AM,0.45,,,
47,12/11/14 09:35:11 AM,0.46,,,
48,12/11/14 09:36:37 AM,0.47,,,
49,12/11/14 09:37:52 AM,0.48,,,
50,12/11/14 09:39:38 AM,0.49,,,
51,12/11/14 09:41:46 AM,0.50,,,
52,12/11/14 09:43:35 AM,0.51,,,
53,12/11/14 09:44:52 AM,0.52,,,
54,12/11/14 09:46:24 AM,0.53,,,
55,12/11/14 09:47:57 AM,0.54,,,
56,12/11/14 09:49:17 AM,0.55,,,
57,12/11/14 09:50:44 AM,0.56,,,
58,12/11/14 09:51:52 AM,0.57,,,
59,12/11/14 09:53:10 AM,0.58,,,
60,12/11/14 09:54:32 AM,0.59,,,
61,12/11/14 09:55:58 AM,0.60,,,
62,12/11/14 09:57:10 AM,0.61,,,
63,12/11/14 09:57:11 AM,0.62,,,
64,12/11/14 09:58:26 AM,0.63,,,
65,12/11/14 10:00:08 AM,0.64,,,
66,12/11/14 10:02:56 AM,0.65,,,
67,12/11/14 10:05:51 AM,0.66,,,
68,12/11/14 10:11:27 AM,0.67,,,
69,12/11/14 10:16:46 AM,0.68,,,
