"Plot Title: RLNF"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592085, SEN S/N: 10592085)","Coupler Attached (LGR S/N: 10592085, SEN S/N: 10592085)","Stopped (LGR S/N: 10592085, SEN S/N: 10592085)","End Of File (LGR S/N: 10592085, SEN S/N: 10592085)"
1,12/10/14 12:49:31 PM,0.00,,,
2,12/11/14 04:50:15 AM,0.01,,,
3,12/11/14 05:54:35 AM,0.02,,,
4,12/11/14 05:54:36 AM,0.03,,,
5,12/11/14 06:10:38 AM,0.04,,,
6,12/11/14 06:10:39 AM,0.05,,,
7,12/11/14 06:28:53 AM,0.06,,,
8,12/11/14 06:45:09 AM,0.07,,,
9,12/11/14 07:18:01 AM,0.08,,,
10,12/11/14 07:39:12 AM,0.09,,,
11,12/11/14 07:42:54 AM,0.10,,,
12,12/11/14 07:42:55 AM,0.11,,,
13,12/11/14 07:46:10 AM,0.12,,,
14,12/11/14 07:50:09 AM,0.13,,,
15,12/11/14 07:53:05 AM,0.14,,,
16,12/11/14 07:54:20 AM,0.15,,,
17,12/11/14 07:56:23 AM,0.16,,,
18,12/11/14 07:58:38 AM,0.17,,,
19,12/11/14 08:01:10 AM,0.18,,,
20,12/11/14 08:04:57 AM,0.19,,,
21,12/11/14 08:04:58 AM,0.20,,,
22,12/11/14 08:07:56 AM,0.21,,,
23,12/11/14 08:11:03 AM,0.22,,,
24,12/11/14 08:12:44 AM,0.23,,,
25,12/11/14 08:14:20 AM,0.24,,,
26,12/11/14 08:14:21 AM,0.25,,,
27,12/11/14 08:15:34 AM,0.26,,,
28,12/11/14 08:16:24 AM,0.27,,,
29,12/11/14 08:17:45 AM,0.28,,,
30,12/11/14 08:19:25 AM,0.29,,,
31,12/11/14 08:19:26 AM,0.30,,,
32,12/11/14 08:22:23 AM,0.31,,,
33,12/11/14 08:22:24 AM,0.32,,,
34,12/11/14 08:25:02 AM,0.33,,,
35,12/11/14 08:26:33 AM,0.34,,,
36,12/11/14 08:28:39 AM,0.35,,,
37,12/11/14 08:28:40 AM,0.36,,,
38,12/11/14 08:30:07 AM,0.37,,,
39,12/11/14 08:33:18 AM,0.38,,,
40,12/11/14 08:33:19 AM,0.39,,,
41,12/11/14 08:36:12 AM,0.40,,,
42,12/11/14 08:39:55 AM,0.41,,,
43,12/11/14 08:39:56 AM,0.42,,,
44,12/11/14 08:42:12 AM,0.43,,,
45,12/11/14 08:45:24 AM,0.44,,,
46,12/11/14 08:50:47 AM,0.45,,,
47,12/11/14 08:57:00 AM,0.46,,,
48,12/11/14 08:59:39 AM,0.47,,,
49,12/11/14 09:02:28 AM,0.48,,,
50,12/11/14 09:04:01 AM,0.49,,,
51,12/11/14 09:05:24 AM,0.50,,,
52,12/11/14 09:06:12 AM,0.51,,,
53,12/11/14 09:06:57 AM,0.52,,,
54,12/11/14 09:07:55 AM,0.53,,,
55,12/11/14 09:08:53 AM,0.54,,,
56,12/11/14 09:09:33 AM,0.55,,,
57,12/11/14 09:10:16 AM,0.56,,,
58,12/11/14 09:10:41 AM,0.57,,,
59,12/11/14 09:11:07 AM,0.58,,,
60,12/11/14 09:11:35 AM,0.59,,,
61,12/11/14 09:12:19 AM,0.60,,,
62,12/11/14 09:13:02 AM,0.61,,,
63,12/11/14 09:13:58 AM,0.62,,,
64,12/11/14 09:13:59 AM,0.63,,,
65,12/11/14 09:14:47 AM,0.64,,,
66,12/11/14 09:15:25 AM,0.65,,,
67,12/11/14 09:16:08 AM,0.66,,,
68,12/11/14 09:17:05 AM,0.67,,,
69,12/11/14 09:17:06 AM,0.68,,,
70,12/11/14 09:17:59 AM,0.69,,,
71,12/11/14 09:18:51 AM,0.70,,,
72,12/11/14 09:19:40 AM,0.71,,,
73,12/11/14 09:20:33 AM,0.72,,,
74,12/11/14 09:21:14 AM,0.73,,,
75,12/11/14 09:21:47 AM,0.74,,,
76,12/11/14 09:22:22 AM,0.75,,,
77,12/11/14 09:23:03 AM,0.76,,,
78,12/11/14 09:23:42 AM,0.77,,,
79,12/11/14 09:24:19 AM,0.78,,,
80,12/11/14 09:24:52 AM,0.79,,,
81,12/11/14 09:25:34 AM,0.80,,,
82,12/11/14 09:26:25 AM,0.81,,,
83,12/11/14 09:27:09 AM,0.82,,,
84,12/11/14 09:28:04 AM,0.83,,,
85,12/11/14 09:28:59 AM,0.84,,,
86,12/11/14 09:29:00 AM,0.85,,,
87,12/11/14 09:29:57 AM,0.86,,,
88,12/11/14 09:30:57 AM,0.87,,,
89,12/11/14 09:30:58 AM,0.88,,,
90,12/11/14 09:31:48 AM,0.89,,,
91,12/11/14 09:33:03 AM,0.90,,,
92,12/11/14 09:34:18 AM,0.91,,,
93,12/11/14 09:35:26 AM,0.92,,,
94,12/11/14 09:35:27 AM,0.93,,,
95,12/11/14 09:36:28 AM,0.94,,,
96,12/11/14 09:37:27 AM,0.95,,,
97,12/11/14 09:38:17 AM,0.96,,,
98,12/11/14 09:39:07 AM,0.97,,,
99,12/11/14 09:39:52 AM,0.98,,,
100,12/11/14 09:40:49 AM,0.99,,,
101,12/11/14 09:41:34 AM,1.00,,,
102,12/11/14 09:42:28 AM,1.01,,,
103,12/11/14 09:43:09 AM,1.02,,,
104,12/11/14 09:43:59 AM,1.03,,,
105,12/11/14 09:44:53 AM,1.04,,,
106,12/11/14 09:45:59 AM,1.05,,,
107,12/11/14 09:46:00 AM,1.06,,,
108,12/11/14 09:46:56 AM,1.07,,,
109,12/11/14 09:46:57 AM,1.08,,,
110,12/11/14 09:47:52 AM,1.09,,,
111,12/11/14 09:47:53 AM,1.10,,,
112,12/11/14 09:48:40 AM,1.11,,,
113,12/11/14 09:49:19 AM,1.12,,,
114,12/11/14 09:49:20 AM,1.13,,,
115,12/11/14 09:50:08 AM,1.14,,,
116,12/11/14 09:50:51 AM,1.15,,,
117,12/11/14 09:51:30 AM,1.16,,,
118,12/11/14 09:52:11 AM,1.17,,,
119,12/11/14 09:52:43 AM,1.18,,,
120,12/11/14 09:53:18 AM,1.19,,,
121,12/11/14 09:53:19 AM,1.20,,,
122,12/11/14 09:53:50 AM,1.21,,,
123,12/11/14 09:54:36 AM,1.22,,,
124,12/11/14 09:54:37 AM,1.23,,,
125,12/11/14 09:55:08 AM,1.24,,,
126,12/11/14 09:55:58 AM,1.25,,,
127,12/11/14 09:56:41 AM,1.26,,,
128,12/11/14 09:57:36 AM,1.27,,,
129,12/11/14 09:58:09 AM,1.28,,,
130,12/11/14 09:58:42 AM,1.29,,,
131,12/11/14 09:59:21 AM,1.30,,,
132,12/11/14 10:00:12 AM,1.31,,,
133,12/11/14 10:00:54 AM,1.32,,,
134,12/11/14 10:01:40 AM,1.33,,,
135,12/11/14 10:02:55 AM,1.34,,,
136,12/11/14 10:04:02 AM,1.35,,,
137,12/11/14 10:05:00 AM,1.36,,,
138,12/11/14 10:06:21 AM,1.37,,,
139,12/11/14 10:07:09 AM,1.38,,,
140,12/11/14 10:08:16 AM,1.39,,,
141,12/11/14 10:09:36 AM,1.40,,,
142,12/11/14 10:11:11 AM,1.41,,,
143,12/11/14 10:12:45 AM,1.42,,,
144,12/11/14 10:15:03 AM,1.43,,,
145,12/11/14 10:17:44 AM,1.44,,,
146,12/11/14 10:19:28 AM,1.45,,,
147,12/11/14 10:21:07 AM,1.46,,,
148,12/11/14 10:22:42 AM,1.47,,,
149,12/11/14 10:24:11 AM,1.48,,,
150,12/11/14 10:25:02 AM,1.49,,,
151,12/11/14 10:25:30 AM,1.50,,,
152,12/11/14 10:25:49 AM,1.51,,,
153,12/11/14 10:25:50 AM,1.52,,,
154,12/11/14 10:25:57 AM,1.53,,,
155,12/11/14 10:26:10 AM,1.54,,,
156,12/11/14 10:26:19 AM,1.55,,,
157,12/11/14 10:26:26 AM,1.56,,,
158,12/11/14 10:26:32 AM,1.57,,,
159,12/11/14 10:26:38 AM,1.58,,,
160,12/11/14 10:26:39 AM,1.59,,,
161,12/11/14 10:26:41 AM,1.60,,,
162,12/11/14 10:26:47 AM,1.61,,,
163,12/11/14 10:26:54 AM,1.62,,,
164,12/11/14 10:27:10 AM,1.63,,,
165,12/11/14 10:27:24 AM,1.64,,,
166,12/11/14 10:27:37 AM,1.65,,,
167,12/11/14 10:27:43 AM,1.66,,,
168,12/11/14 10:27:54 AM,1.67,,,
169,12/11/14 10:28:04 AM,1.68,,,
170,12/11/14 10:28:23 AM,1.69,,,
171,12/11/14 10:28:24 AM,1.70,,,
172,12/11/14 10:28:58 AM,1.71,,,
173,12/11/14 10:29:28 AM,1.72,,,
174,12/11/14 10:30:18 AM,1.73,,,
175,12/11/14 10:31:08 AM,1.74,,,
176,12/11/14 10:32:10 AM,1.75,,,
177,12/11/14 10:33:02 AM,1.76,,,
178,12/11/14 10:34:03 AM,1.77,,,
179,12/11/14 10:35:34 AM,1.78,,,
180,12/11/14 10:37:20 AM,1.79,,,
181,12/11/14 10:38:55 AM,1.80,,,
182,12/11/14 10:40:07 AM,1.81,,,
183,12/11/14 10:41:19 AM,1.82,,,
184,12/11/14 10:42:19 AM,1.83,,,
185,12/11/14 10:43:22 AM,1.84,,,
186,12/11/14 10:43:23 AM,1.85,,,
187,12/11/14 10:44:14 AM,1.86,,,
188,12/11/14 10:44:15 AM,1.87,,,
189,12/11/14 10:45:41 AM,1.88,,,
190,12/11/14 10:45:42 AM,1.89,,,
191,12/11/14 10:46:31 AM,1.90,,,
192,12/11/14 10:47:27 AM,1.91,,,
193,12/11/14 10:48:19 AM,1.92,,,
194,12/11/14 10:48:20 AM,1.93,,,
195,12/11/14 10:49:25 AM,1.94,,,
196,12/11/14 10:50:18 AM,1.95,,,
197,12/11/14 10:51:13 AM,1.96,,,
198,12/11/14 10:51:55 AM,1.97,,,
199,12/11/14 10:52:41 AM,1.98,,,
200,12/11/14 10:52:42 AM,1.99,,,
201,12/11/14 10:53:14 AM,2.00,,,
202,12/11/14 10:53:45 AM,2.01,,,
203,12/11/14 10:53:46 AM,2.02,,,
204,12/11/14 10:54:22 AM,2.03,,,
205,12/11/14 10:55:11 AM,2.04,,,
206,12/11/14 10:56:11 AM,2.05,,,
207,12/11/14 10:56:12 AM,2.06,,,
208,12/11/14 10:57:26 AM,2.07,,,
209,12/11/14 10:58:49 AM,2.08,,,
210,12/11/14 10:59:40 AM,2.09,,,
211,12/11/14 11:00:15 AM,2.10,,,
212,12/11/14 11:00:16 AM,2.11,,,
213,12/11/14 11:00:58 AM,2.12,,,
214,12/11/14 11:01:21 AM,2.13,,,
215,12/11/14 11:01:42 AM,2.14,,,
216,12/11/14 11:02:07 AM,2.15,,,
217,12/11/14 11:02:34 AM,2.16,,,
218,12/11/14 11:03:08 AM,2.17,,,
219,12/11/14 11:03:09 AM,2.18,,,
220,12/11/14 11:03:39 AM,2.19,,,
221,12/11/14 11:04:13 AM,2.20,,,
222,12/11/14 11:04:51 AM,2.21,,,
223,12/11/14 11:04:52 AM,2.22,,,
224,12/11/14 11:05:59 AM,2.23,,,
225,12/11/14 11:07:24 AM,2.24,,,
226,12/11/14 11:09:00 AM,2.25,,,
227,12/11/14 11:10:23 AM,2.26,,,
228,12/11/14 11:12:14 AM,2.27,,,
229,12/11/14 11:14:35 AM,2.28,,,
230,12/11/14 11:16:41 AM,2.29,,,
231,12/11/14 11:18:21 AM,2.30,,,
232,12/11/14 11:19:46 AM,2.31,,,
233,12/11/14 11:21:09 AM,2.32,,,
234,12/11/14 11:22:29 AM,2.33,,,
235,12/11/14 11:23:28 AM,2.34,,,
236,12/11/14 11:24:20 AM,2.35,,,
237,12/11/14 11:25:13 AM,2.36,,,
238,12/11/14 11:25:14 AM,2.37,,,
239,12/11/14 11:26:18 AM,2.38,,,
240,12/11/14 11:27:42 AM,2.39,,,
241,12/11/14 11:29:10 AM,2.40,,,
242,12/11/14 11:30:35 AM,2.41,,,
243,12/11/14 11:30:36 AM,2.42,,,
244,12/11/14 11:31:47 AM,2.43,,,
245,12/11/14 11:31:48 AM,2.44,,,
246,12/11/14 11:33:39 AM,2.45,,,
247,12/11/14 11:35:15 AM,2.46,,,
248,12/11/14 11:35:16 AM,2.47,,,
249,12/11/14 11:37:17 AM,2.48,,,
250,12/11/14 11:39:29 AM,2.49,,,
251,12/11/14 11:41:05 AM,2.50,,,
252,12/11/14 11:41:06 AM,2.51,,,
253,12/11/14 11:41:55 AM,2.52,,,
254,12/11/14 11:42:51 AM,2.53,,,
255,12/11/14 11:43:44 AM,2.54,,,
256,12/11/14 11:44:30 AM,2.55,,,
257,12/11/14 11:44:31 AM,2.56,,,
258,12/11/14 11:45:17 AM,2.57,,,
259,12/11/14 11:46:10 AM,2.58,,,
260,12/11/14 11:47:11 AM,2.59,,,
261,12/11/14 11:48:06 AM,2.60,,,
262,12/11/14 11:48:53 AM,2.61,,,
263,12/11/14 11:49:43 AM,2.62,,,
264,12/11/14 11:50:25 AM,2.63,,,
265,12/11/14 11:51:15 AM,2.64,,,
266,12/11/14 11:52:07 AM,2.65,,,
267,12/11/14 11:52:59 AM,2.66,,,
268,12/11/14 11:53:45 AM,2.67,,,
269,12/11/14 11:54:32 AM,2.68,,,
270,12/11/14 11:55:25 AM,2.69,,,
271,12/11/14 11:56:59 AM,2.70,,,
272,12/11/14 11:58:37 AM,2.71,,,
273,12/11/14 12:00:33 PM,2.72,,,
274,12/11/14 12:00:34 PM,2.73,,,
275,12/11/14 12:02:34 PM,2.74,,,
276,12/11/14 12:04:38 PM,2.75,,,
277,12/11/14 12:06:06 PM,2.76,,,
278,12/11/14 12:07:53 PM,2.77,,,
279,12/11/14 12:10:01 PM,2.78,,,
280,12/11/14 12:12:21 PM,2.79,,,
281,12/11/14 12:14:58 PM,2.80,,,
282,12/11/14 12:17:51 PM,2.81,,,
283,12/11/14 12:17:52 PM,2.82,,,
284,12/11/14 12:19:19 PM,2.83,,,
285,12/11/14 12:20:37 PM,2.84,,,
286,12/11/14 12:20:38 PM,2.85,,,
287,12/11/14 12:22:32 PM,2.86,,,
288,12/11/14 12:24:27 PM,2.87,,,
289,12/11/14 12:25:54 PM,2.88,,,
290,12/11/14 12:27:42 PM,2.89,,,
291,12/11/14 12:29:09 PM,2.90,,,
292,12/11/14 12:31:00 PM,2.91,,,
293,12/11/14 12:31:01 PM,2.92,,,
294,12/11/14 12:33:00 PM,2.93,,,
295,12/11/14 12:34:59 PM,2.94,,,
296,12/11/14 12:36:42 PM,2.95,,,
297,12/11/14 12:38:21 PM,2.96,,,
298,12/11/14 12:39:47 PM,2.97,,,
299,12/11/14 12:41:21 PM,2.98,,,
300,12/11/14 12:42:31 PM,2.99,,,
301,12/11/14 12:43:42 PM,3.00,,,
302,12/11/14 12:44:48 PM,3.01,,,
303,12/11/14 12:46:02 PM,3.02,,,
304,12/11/14 12:47:29 PM,3.03,,,
305,12/11/14 12:49:32 PM,3.04,,,
306,12/11/14 12:51:25 PM,3.05,,,
307,12/11/14 12:53:26 PM,3.06,,,
308,12/11/14 12:55:49 PM,3.07,,,
309,12/11/14 12:58:33 PM,3.08,,,
310,12/11/14 01:00:59 PM,3.09,,,
311,12/11/14 01:03:27 PM,3.10,,,
312,12/11/14 01:03:28 PM,3.11,,,
313,12/11/14 01:06:25 PM,3.12,,,
