"Plot Title: Landing"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/03/12 01:39:36 PM,71.683,0.00000000,,,
2,01/03/12 01:54:36 PM,69.964,,,,
3,01/03/12 02:09:36 PM,66.537,,,,
4,01/03/12 02:24:36 PM,66.193,,,,
5,01/03/12 02:39:36 PM,66.193,,,,
6,01/03/12 02:54:36 PM,66.879,,,,
7,01/03/12 03:09:36 PM,66.022,,,,
8,01/03/12 03:24:36 PM,64.996,,,,
9,01/03/12 03:39:36 PM,63.626,,,,
10,01/03/12 03:54:36 PM,62.083,,,,
11,01/03/12 04:09:36 PM,61.227,,,,
12,01/03/12 04:24:36 PM,60.712,,,,
13,01/03/12 04:39:36 PM,60.024,,,,
14,01/03/12 04:54:36 PM,59.164,,,,
15,01/03/12 05:09:36 PM,58.303,,,,
16,01/03/12 05:24:36 PM,57.785,,,,
17,01/03/12 05:39:36 PM,57.614,,,,
18,01/03/12 05:54:36 PM,56.750,,,,
19,01/03/12 06:09:36 PM,56.923,,,,
20,01/03/12 06:24:36 PM,56.577,,,,
21,01/03/12 06:39:36 PM,56.404,,,,
22,01/03/12 06:54:36 PM,56.230,,,,
23,01/03/12 07:09:36 PM,54.842,,,,
24,01/03/12 07:24:36 PM,54.669,,,,
25,01/03/12 07:39:36 PM,53.798,,,,
26,01/03/12 07:54:36 PM,53.623,,,,
27,01/03/12 08:09:36 PM,53.100,,,,
28,01/03/12 08:24:36 PM,52.925,,,,
29,01/03/12 08:39:36 PM,52.576,,,,
30,01/03/12 08:54:36 PM,52.576,,,,
31,01/03/12 09:09:36 PM,52.750,,,,
32,01/03/12 09:24:36 PM,52.401,,,,
33,01/03/12 09:39:36 PM,52.401,,,,
34,01/03/12 09:54:36 PM,52.050,,,,
35,01/03/12 10:09:36 PM,52.050,,,,
36,01/03/12 10:24:36 PM,51.699,,,,
37,01/03/12 10:39:36 PM,51.523,,,,
38,01/03/12 10:54:36 PM,51.172,,,,
39,01/03/12 11:09:36 PM,51.346,,,,
40,01/03/12 11:24:36 PM,51.699,,,,
41,01/03/12 11:39:36 PM,51.699,,,,
42,01/03/12 11:54:36 PM,51.523,,,,
43,01/04/12 12:09:36 AM,51.699,,,,
44,01/04/12 12:24:36 AM,52.050,,,,
45,01/04/12 12:39:36 AM,52.225,,,,
46,01/04/12 12:54:36 AM,52.225,,,,
47,01/04/12 01:09:36 AM,52.050,,,,
48,01/04/12 01:24:36 AM,52.050,,,,
49,01/04/12 01:39:36 AM,52.050,,,,
50,01/04/12 01:54:36 AM,52.225,,,,
51,01/04/12 02:09:36 AM,52.225,,,,
52,01/04/12 02:24:36 AM,52.925,,,,
53,01/04/12 02:39:36 AM,52.750,,,,
54,01/04/12 02:54:36 AM,53.274,,,,
55,01/04/12 03:09:36 AM,53.798,,,,
56,01/04/12 03:24:36 AM,53.973,,,,
57,01/04/12 03:39:36 AM,53.973,,,,
58,01/04/12 03:54:36 AM,53.973,,,,
59,01/04/12 04:09:36 AM,54.322,,,,
60,01/04/12 04:24:36 AM,54.147,,,,
61,01/04/12 04:39:36 AM,54.147,,,,
62,01/04/12 04:54:36 AM,52.925,,,,
63,01/04/12 05:09:36 AM,53.274,,,,
64,01/04/12 05:24:36 AM,53.623,,,,
65,01/04/12 05:39:36 AM,52.050,,,,
66,01/04/12 05:54:36 AM,53.100,,,,
67,01/04/12 06:09:36 AM,53.100,,,,
68,01/04/12 06:24:36 AM,53.100,,,,
69,01/04/12 06:39:36 AM,51.874,,,,
70,01/04/12 06:54:36 AM,51.523,,,,
71,01/04/12 07:09:36 AM,52.225,,,,
72,01/04/12 07:24:36 AM,52.925,,,,
73,01/04/12 07:39:36 AM,52.925,,,,
74,01/04/12 07:54:36 AM,52.925,,,,
75,01/04/12 08:09:36 AM,54.147,,,,
76,01/04/12 08:24:36 AM,54.669,,,,
77,01/04/12 08:39:36 AM,56.057,,,,
78,01/04/12 08:54:36 AM,56.404,,,,
79,01/04/12 09:09:36 AM,57.096,,,,
80,01/04/12 09:24:36 AM,58.820,,,,
81,01/04/12 09:39:36 AM,58.131,,,,
82,01/04/12 09:54:36 AM,57.958,,,,
83,01/04/12 10:09:36 AM,60.195,,,,
84,01/04/12 10:24:36 AM,61.054,,,,
85,01/04/12 10:39:36 AM,62.940,,,,
86,01/04/12 10:54:36 AM,63.626,,,,
87,01/04/12 11:09:36 AM,62.769,,,,
88,01/04/12 11:24:36 AM,63.797,,,,
89,01/04/12 11:39:36 AM,64.652,,,,
90,01/04/12 11:54:36 AM,65.509,,,,
91,01/04/12 12:09:36 PM,68.592,,,,
92,01/04/12 12:24:36 PM,71.168,,,,
93,01/04/12 12:39:36 PM,70.480,,,,
94,01/04/12 12:54:36 PM,71.339,,,,
95,01/04/12 01:09:36 PM,73.580,,,,
96,01/04/12 01:24:36 PM,71.683,,,,
97,01/04/12 01:39:36 PM,71.339,,,,
98,01/04/12 01:54:36 PM,68.077,,,,
99,01/04/12 02:09:36 PM,67.050,,,,
100,01/04/12 02:24:36 PM,66.879,,,,
101,01/04/12 02:39:36 PM,65.338,,,,
102,01/04/12 02:54:36 PM,66.193,,,,
103,01/04/12 03:09:36 PM,64.825,,,,
104,01/04/12 03:24:36 PM,63.797,,,,
105,01/04/12 03:39:36 PM,64.481,,,,
106,01/04/12 03:54:36 PM,64.481,,,,
107,01/04/12 04:09:36 PM,63.455,,,,
108,01/04/12 04:24:36 PM,62.425,,,,
109,01/04/12 04:39:36 PM,61.398,,,,
110,01/04/12 04:54:36 PM,60.195,,,,
111,01/04/12 05:09:36 PM,59.508,,,,
112,01/04/12 05:24:36 PM,58.820,,,,
113,01/04/12 05:39:36 PM,57.614,,,,
114,01/04/12 05:54:36 PM,57.614,,,,
115,01/04/12 06:09:36 PM,57.958,,,,
116,01/04/12 06:24:36 PM,57.785,,,,
117,01/04/12 06:39:36 PM,57.958,,,,
118,01/04/12 06:54:36 PM,57.614,,,,
119,01/04/12 07:09:36 PM,57.268,,,,
120,01/04/12 07:24:36 PM,56.230,,,,
121,01/04/12 07:39:36 PM,55.884,,,,
122,01/04/12 07:54:36 PM,55.189,,,,
123,01/04/12 08:09:36 PM,54.495,,,,
124,01/04/12 08:24:36 PM,54.322,,,,
125,01/04/12 08:39:36 PM,55.189,,,,
126,01/04/12 08:54:36 PM,55.364,,,,
127,01/04/12 09:09:36 PM,56.577,,,,
128,01/04/12 09:24:36 PM,55.884,,,,
129,01/04/12 09:39:36 PM,55.364,,,,
130,01/04/12 09:54:36 PM,56.057,,,,
131,01/04/12 10:09:36 PM,55.537,,,,
132,01/04/12 10:24:36 PM,54.842,,,,
133,01/04/12 10:39:36 PM,55.537,,,,
134,01/04/12 10:54:36 PM,54.495,,,,
135,01/04/12 11:09:36 PM,53.623,,,,
136,01/04/12 11:24:36 PM,54.842,,,,
137,01/04/12 11:39:36 PM,55.711,,,,
138,01/04/12 11:54:36 PM,54.669,,,,
139,01/05/12 12:09:36 AM,53.973,,,,
140,01/05/12 12:24:36 AM,53.973,,,,
141,01/05/12 12:39:36 AM,54.147,,,,
142,01/05/12 12:54:36 AM,54.495,,,,
143,01/05/12 01:09:36 AM,53.449,,,,
144,01/05/12 01:24:36 AM,53.274,,,,
145,01/05/12 01:39:36 AM,54.147,,,,
146,01/05/12 01:54:36 AM,55.189,,,,
147,01/05/12 02:09:36 AM,53.449,,,,
148,01/05/12 02:24:36 AM,52.925,,,,
149,01/05/12 02:39:36 AM,51.699,,,,
150,01/05/12 02:54:36 AM,50.290,,,,
151,01/05/12 03:09:36 AM,49.937,,,,
152,01/05/12 03:24:36 AM,49.404,,,,
153,01/05/12 03:39:36 AM,49.582,,,,
154,01/05/12 03:54:36 AM,49.228,,,,
155,01/05/12 04:09:36 AM,48.695,,,,
156,01/05/12 04:24:36 AM,48.871,,,,
157,01/05/12 04:39:36 AM,49.228,,,,
158,01/05/12 04:54:36 AM,49.228,,,,
159,01/05/12 05:09:36 AM,50.113,,,,
160,01/05/12 05:24:36 AM,49.050,,,,
161,01/05/12 05:39:36 AM,50.113,,,,
162,01/05/12 05:54:36 AM,50.113,,,,
163,01/05/12 06:09:36 AM,50.113,,,,
164,01/05/12 06:24:36 AM,50.290,,,,
165,01/05/12 06:39:36 AM,50.290,,,,
166,01/05/12 06:54:36 AM,50.113,,,,
167,01/05/12 07:09:36 AM,49.759,,,,
168,01/05/12 07:24:36 AM,49.759,,,,
169,01/05/12 07:39:36 AM,50.113,,,,
170,01/05/12 07:54:36 AM,50.113,,,,
171,01/05/12 08:09:36 AM,50.643,,,,
172,01/05/12 08:24:36 AM,50.466,,,,
173,01/05/12 08:39:36 AM,50.466,,,,
174,01/05/12 08:54:36 AM,50.995,,,,
175,01/05/12 09:09:36 AM,51.874,,,,
176,01/05/12 09:24:36 AM,52.750,,,,
177,01/05/12 09:39:36 AM,53.798,,,,
178,01/05/12 09:54:36 AM,54.842,,,,
179,01/05/12 10:09:36 AM,56.923,,,,
180,01/05/12 10:24:36 AM,59.508,,,,
181,01/05/12 10:39:36 AM,62.254,,,,
182,01/05/12 10:54:36 AM,63.111,,,,
183,01/05/12 11:09:36 AM,64.825,,,,
184,01/05/12 11:24:36 AM,66.193,,,,
185,01/05/12 11:39:36 AM,67.050,,,,
186,01/05/12 11:54:36 AM,68.934,,,,
187,01/05/12 12:09:36 PM,70.480,,,,
188,01/05/12 12:24:36 PM,71.856,,,,
189,01/05/12 12:39:36 PM,73.926,,,,
190,01/05/12 12:54:36 PM,71.339,,,,
191,01/05/12 01:09:36 PM,75.139,,,,
192,01/05/12 01:24:36 PM,76.528,,,,
193,01/05/12 01:39:36 PM,75.312,,,,
194,01/05/12 01:54:36 PM,72.891,,,,
195,01/05/12 02:09:36 PM,69.793,,,,
196,01/05/12 02:24:36 PM,67.564,,,,
197,01/05/12 02:39:36 PM,66.537,,,,
198,01/05/12 02:54:36 PM,68.421,,,,
199,01/05/12 03:09:36 PM,68.592,,,,
200,01/05/12 03:24:36 PM,67.735,,,,
201,01/05/12 03:39:36 PM,65.338,,,,
202,01/05/12 03:54:36 PM,63.968,,,,
203,01/05/12 04:09:36 PM,63.455,,,,
204,01/05/12 04:24:36 PM,61.741,,,,
