"Plot Title: RLSF"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592086, SEN S/N: 10592086)","Coupler Attached (LGR S/N: 10592086, SEN S/N: 10592086)","Stopped (LGR S/N: 10592086, SEN S/N: 10592086)","End Of File (LGR S/N: 10592086, SEN S/N: 10592086)"
1,11/25/14 04:49:46 PM,0.00,,,
2,11/29/14 02:48:03 AM,0.01,,,
3,11/29/14 03:39:18 AM,0.02,,,
4,11/29/14 04:17:47 AM,0.03,,,
5,11/29/14 04:29:02 AM,0.04,,,
6,11/29/14 04:49:42 AM,0.05,,,
7,11/29/14 04:54:07 AM,0.06,,,
8,11/29/14 04:55:53 AM,0.07,,,
9,11/29/14 04:57:06 AM,0.08,,,
10,11/29/14 04:57:56 AM,0.09,,,
11,11/29/14 04:58:32 AM,0.10,,,
12,11/29/14 04:59:16 AM,0.11,,,
13,11/29/14 04:59:55 AM,0.12,,,
14,11/29/14 04:59:56 AM,0.13,,,
15,11/29/14 05:00:32 AM,0.14,,,
16,11/29/14 05:01:03 AM,0.15,,,
17,11/29/14 05:01:39 AM,0.16,,,
18,11/29/14 05:02:05 AM,0.17,,,
19,11/29/14 05:02:41 AM,0.18,,,
20,11/29/14 05:03:14 AM,0.19,,,
21,11/29/14 05:03:42 AM,0.20,,,
22,11/29/14 05:04:02 AM,0.21,,,
23,11/29/14 05:04:28 AM,0.22,,,
24,11/29/14 05:04:48 AM,0.23,,,
25,11/29/14 05:04:49 AM,0.24,,,
26,11/29/14 05:05:07 AM,0.25,,,
27,11/29/14 05:05:21 AM,0.26,,,
28,11/29/14 05:05:22 AM,0.27,,,
29,11/29/14 05:05:42 AM,0.28,,,
30,11/29/14 05:06:20 AM,0.29,,,
31,11/29/14 05:07:51 AM,0.30,,,
32,11/29/14 05:08:27 AM,0.31,,,
33,11/29/14 05:09:12 AM,0.32,,,
34,11/29/14 05:09:53 AM,0.33,,,
35,11/29/14 05:10:20 AM,0.34,,,
36,11/29/14 05:10:38 AM,0.35,,,
37,11/29/14 05:11:12 AM,0.36,,,
38,11/29/14 05:12:17 AM,0.37,,,
39,11/29/14 05:12:18 AM,0.38,,,
40,11/29/14 05:13:44 AM,0.39,,,
41,11/29/14 05:15:59 AM,0.40,,,
42,11/29/14 05:16:00 AM,0.41,,,
43,11/29/14 05:19:59 AM,0.42,,,
44,11/29/14 05:31:49 AM,0.43,,,
45,11/29/14 05:58:34 AM,0.44,,,
46,11/29/14 06:02:06 AM,0.45,,,
47,11/29/14 06:03:35 AM,0.46,,,
48,11/29/14 06:04:50 AM,0.47,,,
49,11/29/14 06:04:51 AM,0.48,,,
50,11/29/14 06:06:15 AM,0.49,,,
51,11/29/14 06:07:10 AM,0.50,,,
52,11/29/14 06:07:57 AM,0.51,,,
53,11/29/14 06:09:14 AM,0.52,,,
54,11/29/14 06:10:54 AM,0.53,,,
55,11/29/14 06:12:12 AM,0.54,,,
56,11/29/14 06:13:27 AM,0.55,,,
57,11/29/14 06:14:10 AM,0.56,,,
58,11/29/14 06:15:18 AM,0.57,,,
59,11/29/14 06:16:53 AM,0.58,,,
60,11/29/14 06:18:18 AM,0.59,,,
61,11/29/14 06:19:01 AM,0.60,,,
62,11/29/14 06:19:02 AM,0.61,,,
63,11/29/14 06:19:50 AM,0.62,,,
64,11/29/14 06:20:20 AM,0.63,,,
65,11/29/14 06:21:07 AM,0.64,,,
66,11/29/14 06:21:53 AM,0.65,,,
67,11/29/14 06:22:52 AM,0.66,,,
68,11/29/14 06:24:07 AM,0.67,,,
69,11/29/14 06:26:21 AM,0.68,,,
70,11/29/14 06:28:44 AM,0.69,,,
71,11/29/14 06:33:13 AM,0.70,,,
72,11/29/14 06:35:55 AM,0.71,,,
73,11/29/14 06:35:56 AM,0.72,,,
74,11/29/14 06:37:28 AM,0.73,,,
75,11/29/14 06:39:21 AM,0.74,,,
76,11/29/14 06:41:30 AM,0.75,,,
77,11/29/14 06:43:00 AM,0.76,,,
78,11/29/14 06:43:52 AM,0.77,,,
79,11/29/14 06:44:44 AM,0.78,,,
80,11/29/14 06:44:45 AM,0.79,,,
81,11/29/14 06:45:51 AM,0.80,,,
82,11/29/14 06:46:47 AM,0.81,,,
83,11/29/14 06:47:59 AM,0.82,,,
84,11/29/14 06:48:50 AM,0.83,,,
85,11/29/14 06:49:41 AM,0.84,,,
86,11/29/14 06:50:43 AM,0.85,,,
87,11/29/14 06:52:11 AM,0.86,,,
88,11/29/14 06:53:37 AM,0.87,,,
89,11/29/14 06:55:32 AM,0.88,,,
90,11/29/14 06:57:59 AM,0.89,,,
91,11/29/14 07:00:36 AM,0.90,,,
92,11/29/14 07:03:20 AM,0.91,,,
93,11/29/14 07:09:59 AM,0.92,,,
94,11/29/14 07:14:37 AM,0.93,,,
95,11/29/14 07:17:10 AM,0.94,,,
96,11/29/14 07:20:10 AM,0.95,,,
97,11/29/14 07:23:22 AM,0.96,,,
98,11/29/14 07:27:23 AM,0.97,,,
99,11/29/14 07:31:02 AM,0.98,,,
100,11/29/14 07:33:22 AM,0.99,,,
101,11/29/14 07:35:28 AM,1.00,,,
102,11/29/14 07:37:40 AM,1.01,,,
103,11/29/14 07:40:55 AM,1.02,,,
104,11/29/14 07:45:32 AM,1.03,,,
105,11/29/14 07:50:14 AM,1.04,,,
106,11/29/14 07:54:06 AM,1.05,,,
107,11/29/14 07:54:07 AM,1.06,,,
108,11/29/14 08:05:40 AM,1.07,,,
109,11/29/14 08:14:07 AM,1.08,,,
110,11/29/14 08:14:08 AM,1.09,,,
111,11/29/14 08:17:27 AM,1.10,,,
112,11/29/14 08:19:43 AM,1.11,,,
113,11/29/14 08:22:42 AM,1.12,,,
114,11/29/14 08:25:11 AM,1.13,,,
115,11/29/14 08:28:27 AM,1.14,,,
116,11/29/14 08:31:07 AM,1.15,,,
117,11/29/14 08:33:22 AM,1.16,,,
118,11/29/14 08:36:04 AM,1.17,,,
119,11/29/14 08:50:29 AM,1.18,,,
120,11/29/14 09:03:52 AM,1.19,,,
121,11/29/14 10:15:55 AM,1.20,,,
122,11/29/14 01:59:44 PM,1.21,,,
123,11/29/14 02:20:39 PM,1.22,,,
124,11/29/14 02:26:56 PM,1.23,,,
125,11/29/14 02:39:34 PM,1.24,,,
126,11/29/14 03:02:52 PM,1.25,,,
127,11/29/14 03:16:18 PM,1.26,,,
128,11/29/14 04:06:27 PM,1.27,,,
129,11/29/14 04:22:18 PM,1.28,,,
130,11/30/14 08:13:30 AM,1.29,,,
131,11/30/14 08:18:08 AM,1.30,,,
132,11/30/14 08:20:51 AM,1.31,,,
133,11/30/14 08:23:22 AM,1.32,,,
134,11/30/14 08:26:42 AM,1.33,,,
135,11/30/14 08:30:57 AM,1.34,,,
136,11/30/14 08:34:51 AM,1.35,,,
137,11/30/14 08:39:08 AM,1.36,,,
138,11/30/14 08:41:13 AM,1.37,,,
139,11/30/14 08:43:21 AM,1.38,,,
140,11/30/14 08:44:48 AM,1.39,,,
141,11/30/14 08:44:49 AM,1.40,,,
142,11/30/14 08:46:38 AM,1.41,,,
143,11/30/14 08:48:17 AM,1.42,,,
144,11/30/14 08:49:58 AM,1.43,,,
145,11/30/14 08:51:34 AM,1.44,,,
146,11/30/14 08:53:49 AM,1.45,,,
147,11/30/14 08:55:51 AM,1.46,,,
148,11/30/14 08:55:52 AM,1.47,,,
149,11/30/14 08:57:55 AM,1.48,,,
150,11/30/14 08:59:37 AM,1.49,,,
151,11/30/14 08:59:38 AM,1.50,,,
152,11/30/14 09:01:23 AM,1.51,,,
153,11/30/14 09:03:11 AM,1.52,,,
154,11/30/14 09:07:02 AM,1.53,,,
155,11/30/14 09:10:58 AM,1.54,,,
156,11/30/14 09:15:04 AM,1.55,,,
157,11/30/14 09:17:36 AM,1.56,,,
158,11/30/14 09:23:35 AM,1.57,,,
159,11/30/14 09:31:37 AM,1.58,,,
160,11/30/14 10:02:36 AM,1.59,,,
161,11/30/14 10:06:24 AM,1.60,,,
162,11/30/14 10:11:44 AM,1.61,,,
163,11/30/14 10:14:56 AM,1.62,,,
164,11/30/14 10:21:04 AM,1.63,,,
165,11/30/14 10:24:02 AM,1.64,,,
166,11/30/14 10:25:53 AM,1.65,,,
167,11/30/14 10:27:24 AM,1.66,,,
168,11/30/14 10:29:05 AM,1.67,,,
169,11/30/14 10:33:24 AM,1.68,,,
170,11/30/14 10:41:12 AM,1.69,,,
171,11/30/14 10:50:27 AM,1.70,,,
172,11/30/14 10:50:28 AM,1.71,,,
173,11/30/14 10:52:11 AM,1.72,,,
174,11/30/14 10:53:35 AM,1.73,,,
175,11/30/14 10:55:51 AM,1.74,,,
176,11/30/14 10:57:03 AM,1.75,,,
177,11/30/14 10:59:32 AM,1.76,,,
178,11/30/14 11:08:33 AM,1.77,,,
179,11/30/14 11:08:34 AM,1.78,,,
180,11/30/14 11:11:06 AM,1.79,,,
181,11/30/14 11:15:40 AM,1.80,,,
182,11/30/14 11:16:50 AM,1.81,,,
183,11/30/14 11:18:07 AM,1.82,,,
184,11/30/14 11:18:54 AM,1.83,,,
185,11/30/14 11:19:46 AM,1.84,,,
186,11/30/14 11:20:57 AM,1.85,,,
187,11/30/14 11:21:58 AM,1.86,,,
188,11/30/14 11:22:59 AM,1.87,,,
189,11/30/14 11:23:46 AM,1.88,,,
190,11/30/14 11:25:05 AM,1.89,,,
191,11/30/14 11:25:46 AM,1.90,,,
192,11/30/14 11:27:08 AM,1.91,,,
193,11/30/14 11:29:03 AM,1.92,,,
194,11/30/14 11:30:16 AM,1.93,,,
195,11/30/14 11:31:01 AM,1.94,,,
196,11/30/14 11:32:44 AM,1.95,,,
197,11/30/14 11:34:15 AM,1.96,,,
198,11/30/14 11:34:55 AM,1.97,,,
199,11/30/14 11:36:29 AM,1.98,,,
200,11/30/14 11:36:30 AM,1.99,,,
201,11/30/14 11:38:52 AM,2.00,,,
202,11/30/14 11:40:23 AM,2.01,,,
203,11/30/14 11:41:28 AM,2.02,,,
204,11/30/14 11:42:04 AM,2.03,,,
205,11/30/14 11:43:15 AM,2.04,,,
206,11/30/14 11:43:47 AM,2.05,,,
207,11/30/14 11:43:48 AM,2.06,,,
208,11/30/14 11:44:23 AM,2.07,,,
209,11/30/14 11:44:55 AM,2.08,,,
210,11/30/14 11:45:43 AM,2.09,,,
211,11/30/14 11:46:11 AM,2.10,,,
212,11/30/14 11:47:08 AM,2.11,,,
213,11/30/14 11:48:03 AM,2.12,,,
214,11/30/14 11:48:04 AM,2.13,,,
215,11/30/14 11:48:47 AM,2.14,,,
216,11/30/14 11:49:49 AM,2.15,,,
217,11/30/14 11:55:03 AM,2.16,,,
218,11/30/14 12:07:15 PM,2.17,,,
219,11/30/14 12:12:20 PM,2.18,,,
220,11/30/14 06:54:15 PM,2.19,,,
221,11/30/14 07:32:51 PM,2.20,,,
222,12/01/14 07:30:09 AM,2.21,,,
223,12/01/14 09:41:48 AM,2.22,,,
224,12/01/14 10:47:51 AM,2.23,,,
225,12/01/14 10:54:31 AM,2.24,,,
226,12/01/14 10:56:59 AM,2.25,,,
227,12/01/14 11:13:12 AM,2.26,,,
228,12/01/14 11:13:37 AM,2.27,,,
229,12/01/14 01:09:05 PM,2.28,,,
230,12/01/14 01:11:53 PM,2.29,,,
231,12/01/14 02:15:01 PM,2.30,,,
232,12/02/14 02:15:32 AM,2.31,,,
233,12/02/14 02:20:23 AM,2.32,,,
234,12/02/14 02:24:37 AM,2.33,,,
235,12/02/14 02:50:32 AM,2.34,,,
236,12/02/14 03:20:13 AM,2.35,,,
237,12/02/14 03:28:29 AM,2.36,,,
238,12/02/14 03:32:24 AM,2.37,,,
239,12/02/14 03:37:04 AM,2.38,,,
240,12/02/14 03:40:53 AM,2.39,,,
241,12/02/14 03:48:20 AM,2.40,,,
242,12/02/14 03:58:20 AM,2.41,,,
243,12/02/14 04:12:31 AM,2.42,,,
244,12/02/14 04:25:01 AM,2.43,,,
245,12/02/14 04:25:02 AM,2.44,,,
246,12/02/14 05:00:44 AM,2.45,,,
247,12/02/14 05:09:00 AM,2.46,,,
248,12/02/14 05:24:27 AM,2.47,,,
