"Plot Title: RLSM_2"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592079, SEN S/N: 10592079)","Event, units (LGR S/N: 10592079, SEN S/N: 10592079, LBL: RLSM_2)","Coupler Detached (LGR S/N: 10592079, SEN S/N: 10592079)","Coupler Attached (LGR S/N: 10592079, SEN S/N: 10592079)","Host Connected (LGR S/N: 10592079, SEN S/N: 10592079)","Stopped (LGR S/N: 10592079, SEN S/N: 10592079)","End Of File (LGR S/N: 10592079, SEN S/N: 10592079)"
500,02/01/16 06:28:36 PM,39.760,,,,,,
501,02/01/16 06:43:36 PM,39.384,,,,,,
502,02/01/16 06:58:36 PM,39.007,,,,,,
503,02/01/16 07:13:36 PM,39.007,,,,,,
504,02/01/16 07:28:36 PM,38.818,,,,,,
505,02/01/16 07:43:36 PM,39.007,,,,,,
506,02/01/16 07:58:36 PM,38.818,,,,,,
507,02/01/16 08:13:36 PM,38.629,,,,,,
508,02/01/16 08:28:36 PM,38.250,,,,,,
509,02/01/16 08:43:36 PM,38.250,,,,,,
510,02/01/16 08:58:36 PM,38.061,,,,,,
511,02/01/16 09:13:36 PM,38.440,,,,,,
512,02/01/16 09:28:36 PM,38.629,,,,,,
513,02/01/16 09:43:36 PM,38.440,,,,,,
514,02/01/16 09:58:36 PM,38.061,,,,,,
515,02/01/16 10:13:36 PM,37.870,,,,,,
516,02/01/16 10:28:36 PM,37.870,,,,,,
517,02/01/16 10:43:36 PM,37.679,,,,,,
518,02/01/16 10:58:36 PM,37.679,,,,,,
519,02/01/16 11:13:36 PM,37.679,,,,,,
520,02/01/16 11:28:36 PM,37.870,,,,,,
521,02/01/16 11:43:36 PM,37.870,,,,,,
522,02/01/16 11:58:36 PM,38.061,,,,,,
523,02/02/16 12:13:36 AM,38.250,,,,,,
524,02/02/16 12:28:36 AM,38.061,,,,,,
525,02/02/16 12:43:36 AM,37.870,,,,,,
526,02/02/16 12:58:36 AM,37.870,,,,,,
527,02/02/16 01:13:36 AM,38.061,,,,,,
528,02/02/16 01:28:36 AM,37.870,,,,,,
529,02/02/16 01:43:36 AM,38.061,,,,,,
530,02/02/16 01:58:36 AM,38.440,,,,,,
531,02/02/16 02:13:36 AM,38.818,,,,,,
532,02/02/16 02:28:36 AM,39.384,,,,,,
533,02/02/16 02:43:36 AM,39.760,,,,,,
534,02/02/16 02:58:36 AM,40.509,,,,,,
535,02/02/16 03:13:36 AM,40.881,,,,,,
536,02/02/16 03:28:36 AM,41.254,,,,,,
537,02/02/16 03:43:36 AM,41.254,,,,,,
538,02/02/16 03:58:36 AM,41.439,,,,,,
539,02/02/16 04:13:36 AM,41.625,,,,,,
540,02/02/16 04:28:36 AM,41.810,,,,,,
541,02/02/16 04:43:36 AM,41.810,,,,,,
542,02/02/16 04:58:36 AM,41.810,,,,,,
543,02/02/16 05:12:41 AM,,0.94,,,,,
544,02/02/16 05:13:36 AM,41.810,,,,,,
545,02/02/16 05:28:36 AM,41.810,,,,,,
546,02/02/16 05:41:48 AM,,0.95,,,,,
547,02/02/16 05:43:36 AM,41.810,,,,,,
548,02/02/16 05:58:36 AM,41.810,,,,,,
549,02/02/16 05:59:24 AM,,0.96,,,,,
550,02/02/16 06:13:36 AM,41.810,,,,,,
551,02/02/16 06:14:15 AM,,0.97,,,,,
552,02/02/16 06:27:16 AM,,0.98,,,,,
553,02/02/16 06:28:36 AM,41.810,,,,,,
554,02/02/16 06:32:53 AM,,0.99,,,,,
555,02/02/16 06:37:52 AM,,1.00,,,,,
556,02/02/16 06:42:19 AM,,1.01,,,,,
557,02/02/16 06:43:36 AM,41.810,,,,,,
558,02/02/16 06:58:01 AM,,1.02,,,,,
559,02/02/16 06:58:36 AM,41.625,,,,,,
560,02/02/16 07:02:22 AM,,1.03,,,,,
561,02/02/16 07:04:47 AM,,1.04,,,,,
562,02/02/16 07:12:31 AM,,1.05,,,,,
563,02/02/16 07:13:36 AM,41.439,,,,,,
564,02/02/16 07:18:25 AM,,1.06,,,,,
565,02/02/16 07:22:10 AM,,1.07,,,,,
566,02/02/16 07:25:22 AM,,1.08,,,,,
567,02/02/16 07:28:01 AM,,1.09,,,,,
568,02/02/16 07:28:36 AM,41.625,,,,,,
569,02/02/16 07:30:20 AM,,1.10,,,,,
570,02/02/16 07:33:34 AM,,1.11,,,,,
571,02/02/16 07:36:09 AM,,1.12,,,,,
572,02/02/16 07:39:16 AM,,1.13,,,,,
573,02/02/16 07:43:36 AM,41.625,,,,,,
574,02/02/16 07:58:36 AM,41.625,,,,,,
575,02/02/16 07:59:09 AM,,1.14,,,,,
576,02/02/16 08:02:20 AM,,1.15,,,,,
577,02/02/16 08:06:12 AM,,1.16,,,,,
578,02/02/16 08:11:51 AM,,1.17,,,,,
579,02/02/16 08:13:36 AM,41.625,,,,,,
580,02/02/16 08:28:36 AM,41.994,,,,,,
581,02/02/16 08:34:10 AM,,1.18,,,,,
582,02/02/16 08:37:16 AM,,1.19,,,,,
583,02/02/16 08:40:17 AM,,1.20,,,,,
584,02/02/16 08:43:36 AM,42.179,,,,,,
585,02/02/16 08:44:49 AM,,1.21,,,,,
586,02/02/16 08:58:36 AM,43.099,,,,,,
587,02/02/16 09:13:36 AM,44.560,,,,,,
588,02/02/16 09:28:36 AM,45.648,,,,,,
589,02/02/16 09:34:47 AM,,1.22,,,,,
590,02/02/16 09:43:36 AM,46.908,,,,,,
591,02/02/16 09:58:36 AM,47.982,,,,,,
592,02/02/16 10:13:36 AM,51.346,,,,,,
593,02/02/16 10:28:36 AM,52.050,,,,,,
594,02/02/16 10:43:36 AM,63.282,,,,,,
595,02/02/16 10:58:36 AM,75.659,,,,,,
596,02/02/16 11:13:36 AM,71.683,,,,,,
597,02/02/16 11:28:36 AM,68.421,,,,,,
598,02/02/16 11:43:36 AM,67.392,,,,,,
599,02/02/16 11:58:36 AM,69.622,,,,,,
600,02/02/16 12:13:36 PM,75.139,,,,,,
601,02/02/16 12:28:36 PM,77.923,,,,,,
602,02/02/16 12:43:36 PM,74.098,,,,,,
603,02/02/16 12:58:36 PM,71.856,,,,,,
604,02/02/16 01:13:36 PM,69.107,,,,,,
605,02/02/16 01:28:36 PM,69.449,,,,,,
606,02/02/16 01:43:36 PM,74.964,,,,,,
607,02/02/16 01:58:36 PM,75.832,,,,,,
608,02/02/16 02:13:36 PM,74.446,,,,,,
609,02/02/16 02:28:36 PM,72.891,,,,,,
610,02/02/16 02:43:36 PM,69.793,,,,,,
611,02/02/16 02:58:36 PM,68.592,,,,,,
612,02/02/16 03:13:36 PM,68.763,,,,,,
613,02/02/16 03:28:36 PM,62.254,,,,,,
614,02/02/16 03:43:36 PM,63.111,,,,,,
615,02/02/16 03:58:36 PM,58.303,,,,,,
616,02/02/16 04:13:36 PM,53.973,,,,,,
617,02/02/16 04:28:36 PM,51.172,,,,,,
618,02/02/16 04:43:36 PM,49.582,,,,,,
619,02/02/16 04:58:36 PM,49.050,,,,,,
620,02/02/16 05:13:36 PM,48.339,,,,,,
621,02/02/16 05:28:36 PM,47.802,,,,,,
622,02/02/16 05:43:36 PM,46.548,,,,,,
623,02/02/16 05:58:36 PM,45.286,,,,,,
624,02/02/16 06:13:36 PM,44.013,,,,,,
625,02/02/16 06:28:36 PM,43.648,,,,,,
626,02/02/16 06:43:36 PM,43.466,,,,,,
627,02/02/16 06:58:36 PM,42.915,,,,,,
628,02/02/16 07:13:36 PM,42.548,,,,,,
629,02/02/16 07:28:36 PM,42.548,,,,,,
630,02/02/16 07:43:36 PM,41.994,,,,,,
631,02/02/16 07:58:36 PM,41.439,,,,,,
632,02/02/16 08:13:36 PM,40.881,,,,,,
633,02/02/16 08:28:36 PM,40.881,,,,,,
634,02/02/16 08:43:36 PM,40.696,,,,,,
635,02/02/16 08:58:36 PM,40.509,,,,,,
636,02/02/16 09:13:36 PM,40.134,,,,,,
637,02/02/16 09:28:36 PM,40.321,,,,,,
638,02/02/16 09:43:36 PM,40.134,,,,,,
639,02/02/16 09:58:36 PM,39.573,,,,,,
640,02/02/16 10:13:36 PM,39.384,,,,,,
641,02/02/16 10:28:36 PM,39.573,,,,,,
642,02/02/16 10:43:36 PM,39.384,,,,,,
643,02/02/16 10:58:36 PM,38.629,,,,,,
644,02/02/16 11:13:36 PM,38.250,,,,,,
645,02/02/16 11:28:36 PM,38.061,,,,,,
646,02/02/16 11:43:36 PM,38.061,,,,,,
647,02/02/16 11:58:36 PM,38.061,,,,,,
648,02/03/16 12:13:36 AM,38.250,,,,,,
649,02/03/16 12:28:36 AM,38.250,,,,,,
650,02/03/16 12:43:36 AM,37.870,,,,,,
651,02/03/16 12:58:36 AM,37.870,,,,,,
652,02/03/16 01:13:36 AM,38.061,,,,,,
653,02/03/16 01:28:36 AM,38.061,,,,,,
654,02/03/16 01:43:36 AM,38.250,,,,,,
655,02/03/16 01:58:36 AM,38.250,,,,,,
656,02/03/16 02:13:36 AM,38.250,,,,,,
657,02/03/16 02:28:36 AM,38.440,,,,,,
658,02/03/16 02:43:36 AM,39.007,,,,,,
659,02/03/16 02:58:36 AM,38.818,,,,,,
660,02/03/16 03:13:36 AM,38.061,,,,,,
661,02/03/16 03:28:36 AM,37.679,,,,,,
662,02/03/16 03:43:36 AM,38.629,,,,,,
663,02/03/16 03:58:36 AM,39.384,,,,,,
664,02/03/16 04:13:36 AM,39.384,,,,,,
665,02/03/16 04:28:36 AM,39.007,,,,,,
666,02/03/16 04:43:36 AM,38.250,,,,,,
667,02/03/16 04:58:36 AM,38.818,,,,,,
668,02/03/16 05:13:36 AM,39.760,,,,,,
669,02/03/16 05:28:36 AM,40.134,,,,,,
670,02/03/16 05:43:36 AM,39.947,,,,,,
671,02/03/16 05:58:36 AM,39.384,,,,,,
672,02/03/16 06:13:36 AM,39.384,,,,,,
673,02/03/16 06:28:36 AM,38.818,,,,,,
674,02/03/16 06:43:36 AM,38.440,,,,,,
675,02/03/16 06:58:36 AM,38.440,,,,,,
676,02/03/16 07:13:36 AM,38.440,,,,,,
677,02/03/16 07:28:36 AM,38.629,,,,,,
678,02/03/16 07:43:36 AM,39.384,,,,,,
679,02/03/16 07:58:36 AM,42.915,,,,,,
680,02/03/16 08:13:36 AM,47.982,,,,,,
681,02/03/16 08:28:36 AM,50.643,,,,,,
682,02/03/16 08:43:36 AM,56.923,,,,,,
683,02/03/16 08:58:36 AM,61.054,,,,,,
684,02/03/16 09:13:36 AM,64.825,,,,,,
685,02/03/16 09:28:36 AM,70.308,,,,,,
686,02/03/16 09:43:36 AM,74.271,,,,,,
687,02/03/16 09:58:36 AM,77.574,,,,,,
688,02/03/16 10:13:36 AM,78.624,,,,,,
689,02/03/16 10:28:36 AM,83.043,,,,,,
690,02/03/16 10:43:36 AM,86.823,,,,,,
691,02/03/16 10:58:36 AM,86.641,,,,,,
692,02/03/16 11:13:36 AM,86.097,,,,,,
693,02/03/16 11:28:36 AM,89.017,,,,,,
694,02/03/16 11:43:36 AM,87.004,,,,,,
695,02/03/16 11:58:36 AM,85.194,,,,,,
696,02/03/16 12:13:36 PM,79.853,,,,,,
697,02/03/16 12:28:36 PM,76.006,,,,,,
698,02/03/16 12:43:36 PM,69.964,,,,,,
699,02/03/16 12:58:36 PM,67.221,,,,,,
700,02/03/16 01:13:36 PM,67.392,,,,,,
701,02/03/16 01:28:36 PM,65.851,,,,,,
702,02/03/16 01:43:36 PM,67.564,,,,,,
703,02/03/16 01:58:36 PM,67.221,,,,,,
704,02/03/16 02:13:36 PM,63.797,,,,,,
705,02/03/16 02:28:36 PM,60.368,,,,,,
706,02/03/16 02:43:36 PM,61.054,,,,,,
707,02/03/16 02:58:36 PM,65.509,,,,,,
708,02/03/16 03:13:36 PM,63.968,,,,,,
709,02/03/16 03:28:36 PM,61.912,,,,,,
710,02/03/16 03:43:36 PM,59.680,,,,,,
711,02/03/16 03:58:36 PM,56.577,,,,,,
712,02/03/16 04:13:36 PM,55.364,,,,,,
713,02/03/16 04:28:36 PM,53.798,,,,,,
714,02/03/16 04:43:36 PM,52.050,,,,,,
715,02/03/16 04:58:36 PM,50.819,,,,,,
716,02/03/16 05:13:36 PM,50.113,,,,,,
717,02/03/16 05:28:36 PM,48.339,,,,,,
718,02/03/16 05:43:36 PM,46.548,,,,,,
719,02/03/16 05:58:36 PM,45.286,,,,,,
720,02/03/16 06:13:36 PM,44.922,,,,,,
721,02/03/16 06:28:36 PM,44.195,,,,,,
722,02/03/16 06:43:36 PM,43.831,,,,,,
723,02/03/16 06:58:36 PM,44.195,,,,,,
724,02/03/16 07:13:36 PM,44.013,,,,,,
725,02/03/16 07:28:36 PM,44.013,,,,,,
726,02/03/16 07:43:36 PM,44.195,,,,,,
727,02/03/16 07:58:36 PM,44.379,,,,,,
728,02/03/16 08:13:36 PM,44.195,,,,,,
729,02/03/16 08:28:36 PM,44.195,,,,,,
730,02/03/16 08:43:36 PM,43.648,,,,,,
731,02/03/16 08:58:36 PM,43.466,,,,,,
732,02/03/16 09:13:36 PM,44.195,,,,,,
733,02/03/16 09:28:36 PM,44.560,,,,,,
734,02/03/16 09:43:36 PM,44.195,,,,,,
735,02/03/16 09:58:36 PM,44.560,,,,,,
736,02/03/16 10:13:36 PM,44.922,,,,,,
737,02/03/16 10:28:36 PM,44.922,,,,,,
738,02/03/16 10:43:36 PM,44.379,,,,,,
739,02/03/16 10:58:36 PM,43.648,,,,,,
740,02/03/16 11:13:36 PM,43.648,,,,,,
741,02/03/16 11:28:36 PM,43.831,,,,,,
742,02/03/16 11:43:36 PM,44.379,,,,,,
743,02/03/16 11:58:36 PM,44.922,,,,,,
744,02/04/16 12:13:36 AM,45.466,,,,,,
745,02/04/16 12:28:36 AM,46.008,,,,,,
746,02/04/16 12:43:36 AM,45.286,,,,,,
747,02/04/16 12:58:36 AM,44.560,,,,,,
748,02/04/16 01:13:36 AM,44.922,,,,,,
749,02/04/16 01:28:36 AM,45.286,,,,,,
750,02/04/16 01:43:36 AM,44.922,,,,,,
751,02/04/16 01:58:36 AM,44.195,,,,,,
752,02/04/16 02:13:36 AM,43.648,,,,,,
753,02/04/16 02:28:36 AM,43.466,,,,,,
754,02/04/16 02:43:36 AM,43.099,,,,,,
755,02/04/16 02:58:36 AM,42.732,,,,,,
756,02/04/16 03:13:36 AM,42.732,,,,,,
757,02/04/16 03:28:36 AM,43.282,,,,,,
758,02/04/16 03:43:36 AM,43.282,,,,,,
759,02/04/16 03:58:36 AM,42.732,,,,,,
760,02/04/16 04:13:36 AM,42.179,,,,,,
761,02/04/16 04:28:36 AM,42.179,,,,,,
762,02/04/16 04:43:36 AM,43.099,,,,,,
763,02/04/16 04:58:36 AM,43.466,,,,,,
764,02/04/16 05:13:36 AM,43.466,,,,,,
765,02/04/16 05:28:36 AM,43.648,,,,,,
766,02/04/16 05:43:36 AM,43.648,,,,,,
767,02/04/16 05:58:36 AM,44.013,,,,,,
768,02/04/16 06:13:36 AM,44.560,,,,,,
769,02/04/16 06:28:36 AM,44.560,,,,,,
770,02/04/16 06:43:36 AM,44.560,,,,,,
771,02/04/16 06:58:36 AM,44.742,,,,,,
772,02/04/16 07:13:36 AM,45.104,,,,,,
773,02/04/16 07:28:36 AM,45.286,,,,,,
774,02/04/16 07:43:36 AM,45.828,,,,,,
775,02/04/16 07:58:36 AM,47.088,,,,,,
776,02/04/16 08:13:36 AM,49.937,,,,,,
777,02/04/16 08:28:36 AM,55.189,,,,,,
778,02/04/16 08:43:36 AM,60.368,,,,,,
779,02/04/16 08:58:36 AM,65.338,,,,,,
780,02/04/16 09:13:36 AM,68.421,,,,,,
781,02/04/16 09:28:36 AM,74.271,,,,,,
782,02/04/16 09:43:36 AM,76.181,,,,,,
783,02/04/16 09:58:36 AM,81.621,,,,,,
784,02/04/16 10:13:36 AM,89.200,,,,,,
785,02/04/16 10:28:36 AM,94.444,,,,,,
786,02/04/16 10:43:36 AM,96.361,,,,,,
787,02/04/16 10:58:36 AM,95.590,,,,,,
788,02/04/16 11:13:36 AM,92.926,,,,,,
789,02/04/16 11:28:36 AM,91.987,,,,,,
790,02/04/16 11:43:36 AM,90.309,,,,,,
791,02/04/16 11:58:36 AM,88.650,,,,,,
792,02/04/16 12:13:36 PM,86.823,,,,,,
793,02/04/16 12:28:36 PM,86.277,,,,,,
794,02/04/16 12:43:36 PM,85.374,,,,,,
795,02/04/16 12:58:36 PM,83.757,,,,,,
796,02/04/16 01:13:36 PM,82.686,,,,,,
797,02/04/16 01:28:36 PM,82.152,,,,,,
798,02/04/16 01:43:36 PM,81.442,,,,,,
799,02/04/16 01:58:36 PM,79.678,,,,,,
800,02/04/16 02:13:36 PM,78.449,,,,,,
801,02/04/16 02:28:36 PM,77.225,,,,,,
802,02/04/16 02:43:36 PM,78.098,,,,,,
803,02/04/16 02:58:36 PM,81.442,,,,,,
804,02/04/16 03:13:36 PM,79.151,,,,,,
805,02/04/16 03:28:36 PM,77.400,,,,,,
806,02/04/16 03:43:36 PM,74.271,,,,,,
807,02/04/16 03:58:36 PM,74.098,,,,,,
808,02/04/16 04:13:36 PM,77.225,,,,,,
809,02/04/16 04:28:36 PM,75.484,,,,,,
810,02/04/16 04:43:36 PM,71.168,,,,,,
811,02/04/16 04:58:36 PM,63.455,,,,,,
812,02/04/16 05:13:36 PM,58.476,,,,,,
813,02/04/16 05:28:36 PM,54.147,,,,,,
814,02/04/16 05:43:36 PM,50.643,,,,,,
815,02/04/16 05:58:36 PM,48.871,,,,,,
816,02/04/16 06:13:36 PM,48.517,,,,,,
817,02/04/16 06:28:36 PM,48.339,,,,,,
818,02/04/16 06:43:36 PM,48.160,,,,,,
819,02/04/16 06:58:36 PM,48.339,,,,,,
820,02/04/16 07:13:36 PM,47.982,,,,,,
821,02/04/16 07:28:36 PM,47.802,,,,,,
822,02/04/16 07:43:36 PM,47.446,,,,,,
823,02/04/16 07:58:36 PM,47.088,,,,,,
824,02/04/16 08:13:36 PM,46.728,,,,,,
825,02/04/16 08:28:36 PM,46.728,,,,,,
826,02/04/16 08:43:36 PM,46.728,,,,,,
827,02/04/16 08:58:36 PM,46.908,,,,,,
828,02/04/16 09:13:36 PM,47.088,,,,,,
829,02/04/16 09:28:36 PM,46.908,,,,,,
830,02/04/16 09:43:36 PM,46.728,,,,,,
831,02/04/16 09:58:36 PM,45.828,,,,,,
832,02/04/16 10:13:36 PM,45.648,,,,,,
833,02/04/16 10:28:36 PM,45.104,,,,,,
834,02/04/16 10:43:36 PM,44.560,,,,,,
835,02/04/16 10:58:36 PM,44.560,,,,,,
836,02/04/16 11:13:36 PM,44.742,,,,,,
837,02/04/16 11:28:36 PM,45.466,,,,,,
838,02/04/16 11:43:36 PM,46.728,,,,,,
839,02/04/16 11:58:36 PM,47.624,,,,,,
840,02/05/16 12:13:36 AM,48.339,,,,,,
841,02/05/16 12:28:36 AM,47.802,,,,,,
842,02/05/16 12:43:36 AM,47.266,,,,,,
843,02/05/16 12:58:36 AM,46.008,,,,,,
844,02/05/16 01:13:36 AM,45.648,,,,,,
845,02/05/16 01:28:36 AM,45.648,,,,,,
846,02/05/16 01:43:36 AM,45.104,,,,,,
847,02/05/16 01:58:36 AM,44.742,,,,,,
848,02/05/16 02:13:36 AM,44.560,,,,,,
849,02/05/16 02:28:36 AM,44.195,,,,,,
850,02/05/16 02:43:36 AM,44.195,,,,,,
851,02/05/16 02:58:36 AM,44.013,,,,,,
852,02/05/16 03:13:36 AM,43.831,,,,,,
853,02/05/16 03:28:36 AM,43.282,,,,,,
854,02/05/16 03:43:36 AM,43.282,,,,,,
855,02/05/16 03:58:36 AM,43.648,,,,,,
856,02/05/16 04:13:36 AM,43.648,,,,,,
857,02/05/16 04:28:36 AM,43.099,,,,,,
858,02/05/16 04:43:36 AM,43.099,,,,,,
859,02/05/16 04:58:36 AM,43.466,,,,,,
860,02/05/16 05:13:36 AM,43.648,,,,,,
861,02/05/16 05:28:36 AM,43.648,,,,,,
862,02/05/16 05:43:36 AM,43.648,,,,,,
863,02/05/16 05:58:36 AM,44.195,,,,,,
864,02/05/16 06:13:36 AM,44.560,,,,,,
865,02/05/16 06:28:36 AM,44.195,,,,,,
866,02/05/16 06:43:36 AM,43.466,,,,,,
867,02/05/16 06:58:36 AM,43.099,,,,,,
868,02/05/16 07:13:36 AM,43.831,,,,,,
869,02/05/16 07:28:36 AM,44.922,,,,,,
870,02/05/16 07:43:36 AM,47.266,,,,,,
871,02/05/16 07:58:36 AM,50.466,,,,,,
872,02/05/16 08:13:36 AM,54.669,,,,,,
873,02/05/16 08:28:36 AM,58.993,,,,,,
874,02/05/16 08:43:36 AM,62.940,,,,,,
875,02/05/16 08:58:36 AM,67.564,,,,,,
876,02/05/16 09:13:36 AM,73.580,,,,,,
877,02/05/16 09:28:36 AM,79.326,,,,,,
878,02/05/16 09:43:36 AM,84.474,,,,,,
879,02/05/16 09:58:36 AM,88.282,,,,,,
880,02/05/16 10:13:36 AM,92.363,,,,,,
881,02/05/16 10:28:36 AM,95.590,,,,,,
882,02/05/16 10:43:36 AM,97.331,,,,,,
883,02/05/16 10:58:36 AM,97.720,,,,,,
884,02/05/16 11:13:36 AM,98.307,,,,,,
885,02/05/16 11:28:36 AM,97.331,,,,,,
886,02/05/16 11:43:36 AM,93.493,,,,,,
887,02/05/16 11:58:36 AM,91.053,,,,,,
888,02/05/16 12:13:36 PM,89.569,,,,,,
889,02/05/16 12:28:36 PM,88.466,,,,,,
890,02/05/16 12:43:36 PM,88.099,,,,,,
891,02/05/16 12:58:36 PM,88.099,,,,,,
892,02/05/16 01:13:36 PM,86.823,,,,,,
893,02/05/16 01:28:36 PM,84.654,,,,,,
894,02/05/16 01:43:36 PM,84.474,,,,,,
895,02/05/16 01:58:36 PM,83.935,,,,,,
896,02/05/16 02:13:36 PM,83.579,,,,,,
897,02/05/16 02:14:41 PM,,,,Logged,,,
898,02/05/16 02:14:56 PM,,,,,Logged,,
899,02/05/16 02:15:12 PM,,1.22,,,,Logged,Logged
