"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,01/19/19 02:00:00 PM,64.481,0.00,,,,
2,01/19/19 03:00:00 PM,60.883,,,,,
3,01/19/19 04:00:00 PM,59.508,,,,,
4,01/19/19 05:00:00 PM,57.958,,,,,
5,01/19/19 06:00:00 PM,56.404,,,,,
6,01/19/19 07:00:00 PM,55.884,,,,,
7,01/19/19 08:00:00 PM,54.842,,,,,
8,01/19/19 09:00:00 PM,53.973,,,,,
9,01/19/19 10:00:00 PM,53.449,,,,,
10,01/19/19 11:00:00 PM,53.100,,,,,
11,01/20/19 12:00:00 AM,52.925,,,,,
12,01/20/19 01:00:00 AM,52.925,,,,,
13,01/20/19 02:00:00 AM,52.925,,,,,
14,01/20/19 03:00:00 AM,53.449,,,,,
15,01/20/19 04:00:00 AM,53.798,,,,,
16,01/20/19 05:00:00 AM,53.798,,,,,
17,01/20/19 05:35:19 AM,,0.01,,,,
18,01/20/19 06:00:00 AM,54.147,,,,,
19,01/20/19 06:20:18 AM,,0.02,,,,
20,01/20/19 06:38:25 AM,,0.03,,,,
21,01/20/19 07:00:00 AM,54.322,,,,,
22,01/20/19 07:27:09 AM,,0.04,,,,
23,01/20/19 08:00:00 AM,54.495,,,,,
24,01/20/19 08:28:36 AM,,0.05,,,,
25,01/20/19 09:00:00 AM,54.669,,,,,
26,01/20/19 09:26:12 AM,,0.06,,,,
27,01/20/19 09:29:16 AM,,0.07,,,,
28,01/20/19 09:45:28 AM,,0.08,,,,
29,01/20/19 10:00:00 AM,55.364,,,,,
30,01/20/19 10:00:07 AM,,0.09,,,,
31,01/20/19 10:11:08 AM,,0.10,,,,
32,01/20/19 10:41:11 AM,,0.11,,,,
33,01/20/19 11:00:00 AM,55.537,,,,,
34,01/20/19 11:01:55 AM,,0.12,,,,
35,01/20/19 11:24:00 AM,,0.13,,,,
36,01/20/19 11:37:42 AM,,0.14,,,,
37,01/20/19 11:43:00 AM,,0.15,,,,
38,01/20/19 11:51:28 AM,,0.16,,,,
39,01/20/19 11:55:09 AM,,0.17,,,,
40,01/20/19 12:00:00 PM,55.884,,,,,
41,01/20/19 12:00:08 PM,,0.18,,,,
42,01/20/19 12:08:14 PM,,0.19,,,,
43,01/20/19 01:00:00 PM,55.711,,,,,
44,01/20/19 01:55:36 PM,,0.20,,,,
45,01/20/19 02:00:00 PM,54.842,,,,,
46,01/20/19 03:00:00 PM,53.973,,,,,
47,01/20/19 03:04:49 PM,,0.21,,,,
48,01/20/19 04:00:00 PM,53.449,,,,,
49,01/20/19 05:00:00 PM,52.050,,,,,
50,01/20/19 05:09:03 PM,,0.22,,,,
51,01/20/19 06:00:00 PM,51.346,,,,,
52,01/20/19 06:00:20 PM,,0.23,,,,
53,01/20/19 06:00:57 PM,,0.24,,,,
54,01/20/19 06:01:51 PM,,0.25,,,,
55,01/20/19 06:16:10 PM,,0.26,,,,
56,01/20/19 06:26:57 PM,,0.27,,,,
57,01/20/19 06:31:00 PM,,0.28,,,,
58,01/20/19 06:43:52 PM,,0.29,,,,
59,01/20/19 06:48:03 PM,,0.30,,,,
60,01/20/19 06:58:54 PM,,0.31,,,,
61,01/20/19 07:00:00 PM,47.982,,,,,
62,01/20/19 07:07:21 PM,,0.32,,,,
63,01/20/19 07:22:37 PM,,0.33,,,,
64,01/20/19 08:00:00 PM,46.548,,,,,
65,01/20/19 09:00:00 PM,46.548,,,,,
66,01/20/19 10:00:00 PM,46.188,,,,,
67,01/20/19 11:00:00 PM,45.466,,,,,
68,01/21/19 12:00:00 AM,45.104,,,,,
69,01/21/19 01:00:00 AM,44.742,,,,,
70,01/21/19 01:03:03 AM,,0.34,,,,
71,01/21/19 02:00:00 AM,44.560,,,,,
72,01/21/19 02:34:41 AM,,0.35,,,,
73,01/21/19 03:00:00 AM,44.379,,,,,
74,01/21/19 03:13:14 AM,,0.36,,,,
75,01/21/19 03:15:41 AM,,0.37,,,,
76,01/21/19 03:36:15 AM,,0.38,,,,
77,01/21/19 04:00:00 AM,44.742,,,,,
78,01/21/19 05:00:00 AM,44.379,,,,,
79,01/21/19 06:00:00 AM,43.466,,,,,
80,01/21/19 07:00:00 AM,43.099,,,,,
81,01/21/19 08:00:00 AM,43.099,,,,,
82,01/21/19 09:00:00 AM,43.831,,,,,
83,01/21/19 10:00:00 AM,47.266,,,,,
84,01/21/19 11:00:00 AM,48.871,,,,,
85,01/21/19 12:00:00 PM,53.100,,,,,
86,01/21/19 01:00:00 PM,55.711,,,,,
87,01/21/19 02:00:00 PM,54.322,,,,,
88,01/21/19 03:00:00 PM,52.576,,,,,
89,01/21/19 04:00:00 PM,51.172,,,,,
90,01/21/19 05:00:00 PM,49.228,,,,,
91,01/21/19 06:00:00 PM,47.088,,,,,
92,01/21/19 07:00:00 PM,45.466,,,,,
93,01/21/19 08:00:00 PM,44.560,,,,,
94,01/21/19 09:00:00 PM,44.013,,,,,
95,01/21/19 10:00:00 PM,43.282,,,,,
96,01/21/19 11:00:00 PM,42.732,,,,,
