"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
154,12/08/16 02:55:57 PM,,1.04,,,,
155,12/08/16 03:07:22 PM,,1.05,,,,
156,12/08/16 03:18:52 PM,,1.06,,,,
157,12/08/16 03:30:29 PM,56.404,,,,,
158,12/08/16 03:31:33 PM,,1.07,,,,
159,12/08/16 03:47:34 PM,,1.08,,,,
160,12/08/16 04:03:38 PM,,1.09,,,,
161,12/08/16 04:16:17 PM,,1.10,,,,
162,12/08/16 04:29:44 PM,,1.11,,,,
163,12/08/16 04:30:29 PM,56.057,,,,,
164,12/08/16 04:45:29 PM,,1.12,,,,
165,12/08/16 05:03:24 PM,,1.13,,,,
166,12/08/16 05:24:19 PM,,1.14,,,,
167,12/08/16 05:30:29 PM,55.884,,,,,
168,12/08/16 05:38:41 PM,,1.15,,,,
169,12/08/16 05:50:30 PM,,1.16,,,,
170,12/08/16 06:02:15 PM,,1.17,,,,
171,12/08/16 06:17:43 PM,,1.18,,,,
172,12/08/16 06:30:29 PM,56.057,,,,,
173,12/08/16 06:31:51 PM,,1.19,,,,
174,12/08/16 06:44:22 PM,,1.20,,,,
175,12/08/16 06:55:31 PM,,1.21,,,,
176,12/08/16 07:07:53 PM,,1.22,,,,
177,12/08/16 07:23:51 PM,,1.23,,,,
178,12/08/16 07:30:29 PM,55.884,,,,,
179,12/08/16 07:38:38 PM,,1.24,,,,
180,12/08/16 07:50:25 PM,,1.25,,,,
181,12/08/16 07:50:26 PM,,1.26,,,,
182,12/08/16 08:04:09 PM,,1.27,,,,
183,12/08/16 08:20:11 PM,,1.28,,,,
184,12/08/16 08:30:29 PM,55.189,,,,,
185,12/08/16 08:40:51 PM,,1.29,,,,
186,12/08/16 09:30:29 PM,55.017,,,,,
187,12/08/16 10:30:29 PM,54.669,,,,,
188,12/08/16 11:30:29 PM,55.189,,,,,
189,12/08/16 11:41:13 PM,,1.30,,,,
190,12/08/16 11:54:10 PM,,1.31,,,,
191,12/09/16 12:06:37 AM,,1.32,,,,
192,12/09/16 12:16:04 AM,,1.33,,,,
193,12/09/16 12:25:19 AM,,1.34,,,,
194,12/09/16 12:30:29 AM,55.364,,,,,
195,12/09/16 01:03:24 AM,,1.35,,,,
196,12/09/16 01:14:56 AM,,1.36,,,,
197,12/09/16 01:26:36 AM,,1.37,,,,
198,12/09/16 01:30:29 AM,55.364,,,,,
199,12/09/16 01:37:29 AM,,1.38,,,,
200,12/09/16 01:55:34 AM,,1.39,,,,
201,12/09/16 02:30:29 AM,55.364,,,,,
202,12/09/16 03:30:29 AM,55.711,,,,,
203,12/09/16 04:30:29 AM,55.884,,,,,
204,12/09/16 05:30:29 AM,55.711,,,,,
205,12/09/16 06:30:29 AM,55.537,,,,,
206,12/09/16 06:50:39 AM,,1.40,,,,
207,12/09/16 07:30:29 AM,54.842,,,,,
208,12/09/16 08:30:29 AM,56.230,,,,,
209,12/09/16 09:30:29 AM,57.268,,,,,
210,12/09/16 10:30:29 AM,57.785,,,,,
211,12/09/16 11:30:29 AM,57.268,,,,,
212,12/09/16 11:38:39 AM,,1.41,,,,
213,12/09/16 11:51:41 AM,,1.42,,,,
214,12/09/16 12:30:29 PM,58.131,,,,,
215,12/09/16 12:44:06 PM,,1.43,,,,
216,12/09/16 12:55:57 PM,,1.44,,,,
217,12/09/16 01:30:29 PM,60.539,,,,,
218,12/09/16 02:30:29 PM,59.508,,,,,
219,12/09/16 03:30:29 PM,60.368,,,,,
220,12/09/16 04:30:29 PM,57.785,,,,,
221,12/09/16 05:30:29 PM,56.230,,,,,
222,12/09/16 06:30:29 PM,56.404,,,,,
223,12/09/16 07:29:22 PM,,1.45,,,,
224,12/09/16 07:30:29 PM,56.750,,,,,
225,12/09/16 07:40:03 PM,,1.46,,,,
226,12/09/16 07:47:56 PM,,1.47,,,,
227,12/09/16 07:55:23 PM,,1.48,,,,
228,12/09/16 08:03:11 PM,,1.49,,,,
229,12/09/16 08:12:40 PM,,1.50,,,,
230,12/09/16 08:12:41 PM,,1.51,,,,
231,12/09/16 08:27:04 PM,,1.52,,,,
232,12/09/16 08:30:29 PM,56.577,,,,,
233,12/09/16 08:40:09 PM,,1.53,,,,
234,12/09/16 08:50:59 PM,,1.54,,,,
235,12/09/16 08:59:48 PM,,1.55,,,,
236,12/09/16 09:06:01 PM,,1.56,,,,
237,12/09/16 09:11:50 PM,,1.57,,,,
238,12/09/16 09:17:55 PM,,1.58,,,,
239,12/09/16 09:24:20 PM,,1.59,,,,
240,12/09/16 09:30:29 PM,56.404,,,,,
241,12/09/16 09:31:17 PM,,1.60,,,,
242,12/09/16 09:38:59 PM,,1.61,,,,
243,12/09/16 09:39:00 PM,,1.62,,,,
244,12/09/16 09:47:53 PM,,1.63,,,,
245,12/09/16 09:56:30 PM,,1.64,,,,
246,12/09/16 10:03:54 PM,,1.65,,,,
247,12/09/16 10:11:31 PM,,1.66,,,,
248,12/09/16 10:19:24 PM,,1.67,,,,
249,12/09/16 10:27:31 PM,,1.68,,,,
250,12/09/16 10:30:29 PM,56.230,,,,,
251,12/09/16 10:35:56 PM,,1.69,,,,
252,12/09/16 10:44:31 PM,,1.70,,,,
253,12/09/16 10:53:49 PM,,1.71,,,,
254,12/09/16 11:03:56 PM,,1.72,,,,
255,12/09/16 11:16:43 PM,,1.73,,,,
256,12/09/16 11:26:14 PM,,1.74,,,,
257,12/09/16 11:30:29 PM,56.404,,,,,
258,12/09/16 11:34:13 PM,,1.75,,,,
259,12/09/16 11:41:24 PM,,1.76,,,,
260,12/09/16 11:48:31 PM,,1.77,,,,
261,12/09/16 11:55:39 PM,,1.78,,,,
262,12/10/16 12:02:46 AM,,1.79,,,,
263,12/10/16 12:10:04 AM,,1.80,,,,
264,12/10/16 12:17:18 AM,,1.81,,,,
265,12/10/16 12:24:23 AM,,1.82,,,,
266,12/10/16 12:30:29 AM,56.577,,,,,
267,12/10/16 12:31:16 AM,,1.83,,,,
268,12/10/16 12:37:27 AM,,1.84,,,,
269,12/10/16 12:43:27 AM,,1.85,,,,
270,12/10/16 12:49:24 AM,,1.86,,,,
271,12/10/16 12:55:23 AM,,1.87,,,,
272,12/10/16 01:01:06 AM,,1.88,,,,
273,12/10/16 01:01:07 AM,,1.89,,,,
274,12/10/16 01:06:49 AM,,1.90,,,,
275,12/10/16 01:12:42 AM,,1.91,,,,
276,12/10/16 01:18:32 AM,,1.92,,,,
277,12/10/16 01:24:08 AM,,1.93,,,,
278,12/10/16 01:29:24 AM,,1.94,,,,
279,12/10/16 01:30:29 AM,56.404,,,,,
280,12/10/16 01:34:15 AM,,1.95,,,,
281,12/10/16 01:38:59 AM,,1.96,,,,
282,12/10/16 01:43:47 AM,,1.97,,,,
283,12/10/16 01:48:43 AM,,1.98,,,,
284,12/10/16 01:53:52 AM,,1.99,,,,
285,12/10/16 01:59:10 AM,,2.00,,,,
286,12/10/16 02:04:52 AM,,2.01,,,,
287,12/10/16 02:10:57 AM,,2.02,,,,
288,12/10/16 02:17:43 AM,,2.03,,,,
289,12/10/16 02:25:56 AM,,2.04,,,,
290,12/10/16 02:30:29 AM,56.230,,,,,
291,12/10/16 03:14:14 AM,,2.05,,,,
292,12/10/16 03:24:58 AM,,2.06,,,,
293,12/10/16 03:30:29 AM,55.884,,,,,
294,12/10/16 03:48:55 AM,,2.07,,,,
295,12/10/16 04:02:57 AM,,2.08,,,,
296,12/10/16 04:30:29 AM,56.230,,,,,
297,12/10/16 04:51:29 AM,,2.09,,,,
298,12/10/16 05:30:29 AM,56.404,,,,,
299,12/10/16 05:35:36 AM,,2.10,,,,
300,12/10/16 06:07:17 AM,,2.11,,,,
301,12/10/16 06:16:28 AM,,2.12,,,,
302,12/10/16 06:24:52 AM,,2.13,,,,
303,12/10/16 06:24:53 AM,,2.14,,,,
304,12/10/16 06:30:29 AM,56.404,,,,,
305,12/10/16 06:32:58 AM,,2.15,,,,
306,12/10/16 06:42:48 AM,,2.16,,,,
307,12/10/16 07:00:16 AM,,2.17,,,,
308,12/10/16 07:23:08 AM,,2.18,,,,
309,12/10/16 07:30:29 AM,55.884,,,,,
310,12/10/16 07:35:27 AM,,2.19,,,,
311,12/10/16 07:42:31 AM,,2.20,,,,
312,12/10/16 07:49:29 AM,,2.21,,,,
313,12/10/16 07:56:18 AM,,2.22,,,,
314,12/10/16 08:02:30 AM,,2.23,,,,
315,12/10/16 08:08:42 AM,,2.24,,,,
316,12/10/16 08:15:22 AM,,2.25,,,,
317,12/10/16 08:23:29 AM,,2.26,,,,
318,12/10/16 08:23:30 AM,,2.27,,,,
319,12/10/16 08:30:29 AM,56.750,,,,,
320,12/10/16 08:35:53 AM,,2.28,,,,
321,12/10/16 09:09:19 AM,,2.29,,,,
322,12/10/16 09:19:46 AM,,2.30,,,,
323,12/10/16 09:27:08 AM,,2.31,,,,
324,12/10/16 09:30:29 AM,57.268,,,,,
325,12/10/16 09:34:34 AM,,2.32,,,,
326,12/10/16 09:42:57 AM,,2.33,,,,
327,12/10/16 09:57:16 AM,,2.34,,,,
328,12/10/16 10:30:29 AM,57.268,,,,,
329,12/10/16 10:33:28 AM,,2.35,,,,
330,12/10/16 10:43:32 AM,,2.36,,,,
331,12/10/16 11:15:35 AM,,2.37,,,,
332,12/10/16 11:28:10 AM,,2.38,,,,
333,12/10/16 11:30:29 AM,56.750,,,,,
334,12/10/16 11:43:38 AM,,2.39,,,,
335,12/10/16 11:52:30 AM,,2.40,,,,
336,12/10/16 11:58:48 AM,,2.41,,,,
337,12/10/16 12:04:15 PM,,2.42,,,,
338,12/10/16 12:09:23 PM,,2.43,,,,
339,12/10/16 12:14:13 PM,,2.44,,,,
340,12/10/16 12:19:02 PM,,2.45,,,,
341,12/10/16 12:23:31 PM,,2.46,,,,
342,12/10/16 12:28:04 PM,,2.47,,,,
343,12/10/16 12:30:29 PM,56.404,,,,,
344,12/10/16 12:32:31 PM,,2.48,,,,
345,12/10/16 12:37:05 PM,,2.49,,,,
346,12/10/16 12:41:41 PM,,2.50,,,,
347,12/10/16 12:46:21 PM,,2.51,,,,
348,12/10/16 12:50:46 PM,,2.52,,,,
349,12/10/16 12:54:59 PM,,2.53,,,,
350,12/10/16 12:59:00 PM,,2.54,,,,
351,12/10/16 01:03:01 PM,,2.55,,,,
352,12/10/16 01:06:50 PM,,2.56,,,,
353,12/10/16 01:10:27 PM,,2.57,,,,
354,12/10/16 01:13:42 PM,,2.58,,,,
355,12/10/16 01:16:49 PM,,2.59,,,,
356,12/10/16 01:19:49 PM,,2.60,,,,
357,12/10/16 01:22:45 PM,,2.61,,,,
358,12/10/16 01:25:35 PM,,2.62,,,,
359,12/10/16 01:28:19 PM,,2.63,,,,
360,12/10/16 01:30:29 PM,56.057,,,,,
361,12/10/16 01:31:00 PM,,2.64,,,,
362,12/10/16 01:33:38 PM,,2.65,,,,
363,12/10/16 01:36:14 PM,,2.66,,,,
364,12/10/16 01:38:49 PM,,2.67,,,,
365,12/10/16 01:41:23 PM,,2.68,,,,
366,12/10/16 01:43:56 PM,,2.69,,,,
367,12/10/16 01:43:57 PM,,2.70,,,,
368,12/10/16 01:46:31 PM,,2.71,,,,
369,12/10/16 01:49:05 PM,,2.72,,,,
370,12/10/16 01:51:40 PM,,2.73,,,,
371,12/10/16 01:54:15 PM,,2.74,,,,
372,12/10/16 01:56:53 PM,,2.75,,,,
373,12/10/16 01:59:32 PM,,2.76,,,,
374,12/10/16 01:59:33 PM,,2.77,,,,
375,12/10/16 02:02:12 PM,,2.78,,,,
376,12/10/16 02:04:50 PM,,2.79,,,,
377,12/10/16 02:07:27 PM,,2.80,,,,
378,12/10/16 02:10:03 PM,,2.81,,,,
379,12/10/16 02:12:39 PM,,2.82,,,,
380,12/10/16 02:15:15 PM,,2.83,,,,
381,12/10/16 02:17:51 PM,,2.84,,,,
382,12/10/16 02:20:28 PM,,2.85,,,,
383,12/10/16 02:23:04 PM,,2.86,,,,
384,12/10/16 02:25:40 PM,,2.87,,,,
385,12/10/16 02:28:16 PM,,2.88,,,,
386,12/10/16 02:30:29 PM,56.404,,,,,
387,12/10/16 02:30:53 PM,,2.89,,,,
388,12/10/16 02:33:30 PM,,2.90,,,,
389,12/10/16 02:36:08 PM,,2.91,,,,
390,12/10/16 02:38:47 PM,,2.92,,,,
391,12/10/16 02:41:22 PM,,2.93,,,,
392,12/10/16 02:43:55 PM,,2.94,,,,
393,12/10/16 02:46:28 PM,,2.95,,,,
394,12/10/16 02:49:00 PM,,2.96,,,,
395,12/10/16 02:51:33 PM,,2.97,,,,
396,12/10/16 02:54:03 PM,,2.98,,,,
397,12/10/16 02:56:33 PM,,2.99,,,,
398,12/10/16 02:59:03 PM,,3.00,,,,
399,12/10/16 03:01:32 PM,,3.01,,,,
400,12/10/16 03:04:01 PM,,3.02,,,,
401,12/10/16 03:06:31 PM,,3.03,,,,
402,12/10/16 03:09:02 PM,,3.04,,,,
403,12/10/16 03:11:33 PM,,3.05,,,,
404,12/10/16 03:14:04 PM,,3.06,,,,
405,12/10/16 03:16:35 PM,,3.07,,,,
406,12/10/16 03:19:07 PM,,3.08,,,,
407,12/10/16 03:21:40 PM,,3.09,,,,
408,12/10/16 03:24:15 PM,,3.10,,,,
409,12/10/16 03:26:49 PM,,3.11,,,,
410,12/10/16 03:29:25 PM,,3.12,,,,
411,12/10/16 03:30:29 PM,56.404,,,,,
412,12/10/16 03:32:02 PM,,3.13,,,,
413,12/10/16 03:34:39 PM,,3.14,,,,
414,12/10/16 03:37:19 PM,,3.15,,,,
415,12/10/16 03:39:59 PM,,3.16,,,,
416,12/10/16 03:42:44 PM,,3.17,,,,
417,12/10/16 03:45:27 PM,,3.18,,,,
418,12/10/16 03:48:14 PM,,3.19,,,,
419,12/10/16 03:50:59 PM,,3.20,,,,
420,12/10/16 03:53:49 PM,,3.21,,,,
421,12/10/16 03:56:37 PM,,3.22,,,,
422,12/10/16 03:59:29 PM,,3.23,,,,
423,12/10/16 04:02:19 PM,,3.24,,,,
424,12/10/16 04:05:11 PM,,3.25,,,,
425,12/10/16 04:08:02 PM,,3.26,,,,
426,12/10/16 04:10:56 PM,,3.27,,,,
427,12/10/16 04:13:46 PM,,3.28,,,,
428,12/10/16 04:16:38 PM,,3.29,,,,
429,12/10/16 04:19:19 PM,,3.30,,,,
430,12/10/16 04:21:58 PM,,3.31,,,,
431,12/10/16 04:24:37 PM,,3.32,,,,
432,12/10/16 04:27:18 PM,,3.33,,,,
433,12/10/16 04:29:56 PM,,3.34,,,,
434,12/10/16 04:30:29 PM,56.230,,,,,
435,12/10/16 04:32:37 PM,,3.35,,,,
436,12/10/16 04:35:16 PM,,3.36,,,,
437,12/10/16 04:37:56 PM,,3.37,,,,
438,12/10/16 04:40:34 PM,,3.38,,,,
439,12/10/16 04:43:14 PM,,3.39,,,,
440,12/10/16 04:45:55 PM,,3.40,,,,
441,12/10/16 04:48:40 PM,,3.41,,,,
442,12/10/16 04:51:22 PM,,3.42,,,,
443,12/10/16 04:54:05 PM,,3.43,,,,
444,12/10/16 04:56:49 PM,,3.44,,,,
445,12/10/16 04:59:35 PM,,3.45,,,,
446,12/10/16 05:02:23 PM,,3.46,,,,
447,12/10/16 05:05:15 PM,,3.47,,,,
448,12/10/16 05:08:07 PM,,3.48,,,,
449,12/10/16 05:11:03 PM,,3.49,,,,
450,12/10/16 05:13:59 PM,,3.50,,,,
451,12/10/16 05:17:01 PM,,3.51,,,,
452,12/10/16 05:20:02 PM,,3.52,,,,
453,12/10/16 05:23:09 PM,,3.53,,,,
454,12/10/16 05:26:15 PM,,3.54,,,,
455,12/10/16 05:29:28 PM,,3.55,,,,
456,12/10/16 05:30:29 PM,56.230,,,,,
457,12/10/16 05:32:42 PM,,3.56,,,,
458,12/10/16 05:36:04 PM,,3.57,,,,
459,12/10/16 05:39:26 PM,,3.58,,,,
460,12/10/16 05:42:58 PM,,3.59,,,,
461,12/10/16 05:46:32 PM,,3.60,,,,
462,12/10/16 05:50:16 PM,,3.61,,,,
463,12/10/16 05:54:03 PM,,3.62,,,,
464,12/10/16 05:58:02 PM,,3.63,,,,
465,12/10/16 06:02:09 PM,,3.64,,,,
466,12/10/16 06:06:32 PM,,3.65,,,,
467,12/10/16 06:11:08 PM,,3.66,,,,
468,12/10/16 06:16:11 PM,,3.67,,,,
469,12/10/16 06:21:48 PM,,3.68,,,,
470,12/10/16 06:28:23 PM,,3.69,,,,
471,12/10/16 06:28:24 PM,,3.70,,,,
472,12/10/16 06:30:29 PM,55.189,,,,,
473,12/10/16 07:06:15 PM,,3.71,,,,
474,12/10/16 07:30:29 PM,55.884,,,,,
475,12/10/16 08:30:29 PM,54.842,,,,,
476,12/10/16 09:30:29 PM,53.449,,,,,
477,12/10/16 10:30:29 PM,53.100,,,,,
478,12/10/16 11:30:29 PM,50.113,,,,,
479,12/11/16 12:30:29 AM,48.160,,,,,
480,12/11/16 01:30:29 AM,47.982,,,,,
481,12/11/16 02:30:29 AM,47.266,,,,,
482,12/11/16 03:30:29 AM,47.446,,,,,
483,12/11/16 04:30:29 AM,44.922,,,,,
484,12/11/16 05:30:29 AM,43.099,,,,,
485,12/11/16 06:30:29 AM,41.439,,,,,
486,12/11/16 07:30:29 AM,40.881,,,,,
487,12/11/16 08:30:29 AM,45.466,,,,,
488,12/11/16 09:30:29 AM,56.057,,,,,
489,12/11/16 10:30:29 AM,61.227,,,,,
490,12/11/16 11:30:29 AM,69.449,,,,,
491,12/11/16 12:30:29 PM,65.851,,,,,
492,12/11/16 01:30:29 PM,60.195,,,,,
493,12/11/16 02:30:29 PM,55.189,,,,,
494,12/11/16 03:30:29 PM,52.401,,,,,
495,12/11/16 04:30:29 PM,49.759,,,,,
496,12/11/16 05:30:29 PM,47.446,,,,,
497,12/11/16 06:30:29 PM,47.446,,,,,
498,12/11/16 07:30:29 PM,47.624,,,,,
499,12/11/16 08:30:29 PM,48.695,,,,,
500,12/11/16 09:30:29 PM,47.982,,,,,
501,12/11/16 10:30:29 PM,48.871,,,,,
502,12/11/16 11:30:29 PM,49.050,,,,,
503,12/12/16 12:30:29 AM,48.695,,,,,
504,12/12/16 01:30:29 AM,47.982,,,,,
505,12/12/16 02:30:29 AM,47.982,,,,,
506,12/12/16 03:30:29 AM,47.624,,,,,
507,12/12/16 04:30:29 AM,47.266,,,,,
508,12/12/16 05:30:29 AM,47.802,,,,,
509,12/12/16 06:30:29 AM,47.088,,,,,
510,12/12/16 07:30:29 AM,46.369,,,,,
511,12/12/16 08:30:29 AM,47.624,,,,,
512,12/12/16 09:30:29 AM,53.100,,,,,
513,12/12/16 10:30:29 AM,57.614,,,,,
514,12/12/16 11:30:29 AM,64.825,,,,,
515,12/12/16 12:30:29 PM,64.481,,,,,
516,12/12/16 01:30:29 PM,66.193,,,,,
517,12/12/16 02:30:29 PM,62.083,,,,,
518,12/12/16 03:30:29 PM,60.712,,,,,
519,12/12/16 04:30:29 PM,56.577,,,,,
520,12/12/16 05:30:29 PM,50.290,,,,,
521,12/12/16 06:30:29 PM,49.228,,,,,
