"Plot Title: 20309223"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,02/23/18 02:59:28 PM,17.510,0.00,Logged
