"Plot Title: HS"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10592074, SEN S/N: 10592074)","Event, units (LGR S/N: 10592074, SEN S/N: 10592074)","Coupler Attached (LGR S/N: 10592074, SEN S/N: 10592074)","Host Connected (LGR S/N: 10592074, SEN S/N: 10592074)","Stopped (LGR S/N: 10592074, SEN S/N: 10592074)","End Of File (LGR S/N: 10592074, SEN S/N: 10592074)"
1,04/04/19 11:00:00 AM,54.842,0.00,,,,
2,04/04/19 12:00:00 PM,58.647,,,,,
3,04/04/19 01:00:00 PM,61.741,,,,,
4,04/04/19 02:00:00 PM,62.254,,,,,
5,04/04/19 03:00:00 PM,58.131,,,,,
6,04/04/19 04:00:00 PM,58.131,,,,,
7,04/04/19 05:00:00 PM,58.993,,,,,
8,04/04/19 06:00:00 PM,57.958,,,,,
9,04/04/19 07:00:00 PM,53.973,,,,,
10,04/04/19 08:00:00 PM,52.401,,,,,
11,04/04/19 09:00:00 PM,51.874,,,,,
12,04/04/19 10:00:00 PM,52.225,,,,,
13,04/04/19 11:00:00 PM,52.225,,,,,
14,04/05/19 12:00:00 AM,51.172,,,,,
15,04/05/19 01:00:00 AM,50.819,,,,,
16,04/05/19 02:00:00 AM,52.050,,,,,
17,04/05/19 03:00:00 AM,52.225,,,,,
18,04/05/19 04:00:00 AM,51.874,,,,,
19,04/05/19 05:00:00 AM,51.699,,,,,
20,04/05/19 06:00:00 AM,50.995,,,,,
21,04/05/19 06:03:41 AM,,0.01,,,,
22,04/05/19 07:00:00 AM,50.466,,,,,
23,04/05/19 08:00:00 AM,51.346,,,,,
24,04/05/19 09:00:00 AM,51.346,,,,,
25,04/05/19 09:24:57 AM,,0.02,,,,
26,04/05/19 09:30:53 AM,,0.03,,,,
27,04/05/19 09:30:54 AM,,0.04,,,,
28,04/05/19 09:33:43 AM,,0.05,,,,
29,04/05/19 09:35:55 AM,,0.06,,,,
30,04/05/19 09:39:13 AM,,0.07,,,,
31,04/05/19 09:39:14 AM,,0.08,,,,
32,04/05/19 09:45:25 AM,,0.09,,,,
33,04/05/19 09:45:26 AM,,0.10,,,,
34,04/05/19 09:49:49 AM,,0.11,,,,
35,04/05/19 09:54:47 AM,,0.12,,,,
36,04/05/19 10:00:00 AM,51.874,,,,,
37,04/05/19 10:00:52 AM,,0.13,,,,
38,04/05/19 10:09:00 AM,,0.14,,,,
39,04/05/19 10:14:17 AM,,0.15,,,,
40,04/05/19 10:28:31 AM,,0.16,,,,
41,04/05/19 10:28:32 AM,,0.17,,,,
42,04/05/19 10:33:12 AM,,0.18,,,,
43,04/05/19 10:34:50 AM,,0.19,,,,
44,04/05/19 10:36:03 AM,,0.20,,,,
45,04/05/19 10:37:00 AM,,0.21,,,,
46,04/05/19 10:37:01 AM,,0.22,,,,
47,04/05/19 10:38:13 AM,,0.23,,,,
48,04/05/19 10:39:45 AM,,0.24,,,,
49,04/05/19 10:42:01 AM,,0.25,,,,
50,04/05/19 10:44:59 AM,,0.26,,,,
51,04/05/19 10:47:28 AM,,0.27,,,,
52,04/05/19 10:49:00 AM,,0.28,,,,
53,04/05/19 10:49:01 AM,,0.29,,,,
54,04/05/19 10:50:19 AM,,0.30,,,,
55,04/05/19 10:52:12 AM,,0.31,,,,
56,04/05/19 10:55:43 AM,,0.32,,,,
57,04/05/19 11:00:00 AM,52.576,,,,,
58,04/05/19 11:01:42 AM,,0.33,,,,
59,04/05/19 11:03:13 AM,,0.34,,,,
60,04/05/19 11:03:14 AM,,0.35,,,,
61,04/05/19 11:05:14 AM,,0.36,,,,
62,04/05/19 11:07:03 AM,,0.37,,,,
63,04/05/19 11:08:37 AM,,0.38,,,,
64,04/05/19 11:10:25 AM,,0.39,,,,
65,04/05/19 11:10:26 AM,,0.40,,,,
66,04/05/19 11:11:53 AM,,0.41,,,,
67,04/05/19 11:11:54 AM,,0.42,,,,
68,04/05/19 11:13:32 AM,,0.43,,,,
69,04/05/19 11:16:52 AM,,0.44,,,,
70,04/05/19 12:00:00 PM,59.164,,,,,
71,04/05/19 12:42:06 PM,,0.45,,,,
72,04/05/19 12:42:07 PM,,0.46,,,,
73,04/05/19 01:00:00 PM,58.820,,,,,
74,04/05/19 02:00:00 PM,66.537,,,,,
75,04/05/19 03:00:00 PM,65.509,,,,,
76,04/05/19 04:00:00 PM,63.968,,,,,
77,04/05/19 05:00:00 PM,62.254,,,,,
78,04/05/19 06:00:00 PM,58.303,,,,,
79,04/05/19 07:00:00 PM,56.404,,,,,
80,04/05/19 08:00:00 PM,51.699,,,,,
81,04/05/19 09:00:00 PM,50.290,,,,,
82,04/05/19 10:00:00 PM,50.113,,,,,
83,04/05/19 11:00:00 PM,49.759,,,,,
84,04/06/19 12:00:00 AM,49.404,,,,,
85,04/06/19 01:00:00 AM,50.643,,,,,
86,04/06/19 02:00:00 AM,52.050,,,,,
87,04/06/19 03:00:00 AM,52.576,,,,,
88,04/06/19 03:52:56 AM,,0.47,,,,
89,04/06/19 04:00:00 AM,52.576,,,,,
90,04/06/19 04:49:25 AM,,0.48,,,,
91,04/06/19 05:00:00 AM,52.576,,,,,
92,04/06/19 05:27:11 AM,,0.49,,,,
93,04/06/19 06:00:00 AM,52.401,,,,,
94,04/06/19 06:19:19 AM,,0.50,,,,
95,04/06/19 07:00:00 AM,52.050,,,,,
96,04/06/19 08:00:00 AM,52.750,,,,,
97,04/06/19 09:00:00 AM,54.842,,,,,
98,04/06/19 10:00:00 AM,59.508,,,,,
99,04/06/19 11:00:00 AM,61.569,,,,,
100,04/06/19 12:00:00 PM,61.054,,,,,
101,04/06/19 01:00:00 PM,59.851,,,,,
102,04/06/19 02:00:00 PM,65.851,,,,,
103,04/06/19 03:00:00 PM,71.168,,,,,
104,04/06/19 04:00:00 PM,68.248,,,,,
105,04/06/19 05:00:00 PM,65.680,,,,,
106,04/06/19 06:00:00 PM,61.741,,,,,
107,04/06/19 07:00:00 PM,61.054,,,,,
108,04/06/19 08:00:00 PM,56.404,,,,,
109,04/06/19 09:00:00 PM,54.322,,,,,
110,04/06/19 10:00:00 PM,52.225,,,,,
111,04/06/19 11:00:00 PM,51.172,,,,,
112,04/07/19 12:00:00 AM,50.290,,,,,
113,04/07/19 01:00:00 AM,50.466,,,,,
114,04/07/19 02:00:00 AM,51.346,,,,,
115,04/07/19 03:00:00 AM,52.925,,,,,
116,04/07/19 04:00:00 AM,52.401,,,,,
117,04/07/19 05:00:00 AM,52.225,,,,,
118,04/07/19 06:00:00 AM,51.874,,,,,
119,04/07/19 07:00:00 AM,51.523,,,,,
120,04/07/19 08:00:00 AM,54.495,,,,,
121,04/07/19 09:00:00 AM,61.741,,,,,
122,04/07/19 10:00:00 AM,85.014,,,,,
123,04/07/19 11:00:00 AM,92.363,,,,,
124,04/07/19 12:00:00 PM,81.975,,,,,
125,04/07/19 01:00:00 PM,78.975,,,,,
126,04/07/19 02:00:00 PM,77.923,,,,,
127,04/07/19 03:00:00 PM,74.271,,,,,
128,04/07/19 04:00:00 PM,70.137,,,,,
129,04/07/19 05:00:00 PM,68.248,,,,,
130,04/07/19 06:00:00 PM,66.708,,,,,
131,04/07/19 07:00:00 PM,62.598,,,,,
132,04/07/19 08:00:00 PM,58.303,,,,,
133,04/07/19 09:00:00 PM,57.441,,,,,
134,04/07/19 10:00:00 PM,57.096,,,,,
135,04/07/19 11:00:00 PM,55.364,,,,,
136,04/08/19 12:00:00 AM,54.495,,,,,
137,04/08/19 01:00:00 AM,53.449,,,,,
138,04/08/19 02:00:00 AM,53.973,,,,,
139,04/08/19 03:00:00 AM,53.973,,,,,
140,04/08/19 04:00:00 AM,55.537,,,,,
141,04/08/19 05:00:00 AM,54.495,,,,,
142,04/08/19 06:00:00 AM,54.495,,,,,
143,04/08/19 07:00:00 AM,54.322,,,,,
144,04/08/19 08:00:00 AM,58.647,,,,,
145,04/08/19 09:00:00 AM,62.598,,,,,
146,04/08/19 10:00:00 AM,85.554,,,,,
147,04/08/19 11:00:00 AM,95.016,,,,,
148,04/08/19 12:00:00 PM,83.399,,,,,
149,04/08/19 01:00:00 PM,82.864,,,,,
150,04/08/19 02:00:00 PM,81.090,,,,,
151,04/08/19 03:00:00 PM,78.098,,,,,
152,04/08/19 04:00:00 PM,75.832,,,,,
153,04/08/19 05:00:00 PM,70.137,,,,,
154,04/08/19 06:00:00 PM,63.111,,,,,
155,04/08/19 07:00:00 PM,61.054,,,,,
156,04/08/19 08:00:00 PM,58.993,,,,,
157,04/08/19 09:00:00 PM,57.785,,,,,
158,04/08/19 09:40:28 PM,,0.51,,,,
159,04/08/19 10:00:00 PM,56.750,,,,,
160,04/08/19 10:26:58 PM,,0.52,,,,
161,04/08/19 10:26:59 PM,,0.53,,,,
162,04/08/19 11:00:00 PM,56.057,,,,,
163,04/08/19 11:36:03 PM,,0.54,,,,
164,04/09/19 12:00:00 AM,55.017,,,,,
165,04/09/19 12:34:10 AM,,0.55,,,,
166,04/09/19 01:00:00 AM,53.274,,,,,
167,04/09/19 02:00:00 AM,52.050,,,,,
168,04/09/19 03:00:00 AM,50.995,,,,,
169,04/09/19 04:00:00 AM,50.290,,,,,
170,04/09/19 04:21:49 AM,,0.56,,,,
171,04/09/19 05:00:00 AM,50.113,,,,,
172,04/09/19 06:00:00 AM,49.404,,,,,
173,04/09/19 07:00:00 AM,49.759,,,,,
174,04/09/19 08:00:00 AM,50.113,,,,,
175,04/09/19 09:00:00 AM,51.523,,,,,
176,04/09/19 10:00:00 AM,80.206,,,,,
177,04/09/19 11:00:00 AM,85.915,,,,,
178,04/09/19 12:00:00 PM,73.753,,,,,
179,04/09/19 01:00:00 PM,73.753,,,,,
180,04/09/19 02:00:00 PM,69.622,,,,,
