"Plot Title: LC RRG"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 10592081, SEN S/N: 10592081)","Coupler Attached (LGR S/N: 10592081, SEN S/N: 10592081)","End Of File (LGR S/N: 10592081, SEN S/N: 10592081)"
1,10/07/14 01:55:16 PM,0.00,,
2,10/07/14 01:55:35 PM,0.01,,
3,10/15/14 03:52:40 AM,0.02,,
4,10/15/14 05:52:55 AM,0.03,,
5,10/15/14 06:55:04 AM,0.04,,
6,10/15/14 06:55:05 AM,0.05,,
7,10/20/14 11:05:42 AM,0.05,Logged,Logged
