"Plot Title: Landing"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309223, SEN S/N: 20309223)","Event, units (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Detached (LGR S/N: 20309223, SEN S/N: 20309223)","Coupler Attached (LGR S/N: 20309223, SEN S/N: 20309223)","Host Connected (LGR S/N: 20309223, SEN S/N: 20309223)","End Of File (LGR S/N: 20309223, SEN S/N: 20309223)"
1,03/20/18 10:41:53 AM,52.576,0.00,,,,
2,03/20/18 10:44:19 AM,,,Logged,,,
3,03/20/18 11:36:28 AM,,0.01,,,,
4,03/20/18 11:41:53 AM,52.050,,,,,
5,03/20/18 12:41:53 PM,52.225,,,,,
6,03/20/18 01:39:36 PM,,0.02,,,,
7,03/20/18 01:41:53 PM,51.874,,,,,
8,03/20/18 01:45:23 PM,,0.03,,,,
9,03/20/18 01:55:30 PM,,0.04,,,,
10,03/20/18 02:13:49 PM,,0.05,,,,
11,03/20/18 02:30:35 PM,,0.06,,,,
12,03/20/18 02:41:53 PM,50.819,,,,,
13,03/20/18 03:41:53 PM,52.225,,,,,
14,03/20/18 04:41:53 PM,52.576,,,,,
15,03/20/18 05:41:53 PM,52.925,,,,,
16,03/20/18 06:41:53 PM,50.819,,,,,
17,03/20/18 07:01:35 PM,,0.07,,,,
18,03/20/18 07:08:31 PM,,0.08,,,,
19,03/20/18 07:41:53 PM,49.228,,,,,
20,03/20/18 07:56:04 PM,,0.09,,,,
21,03/20/18 08:26:43 PM,,0.10,,,,
22,03/20/18 08:41:53 PM,49.582,,,,,
23,03/20/18 08:42:08 PM,,0.11,,,,
24,03/20/18 08:52:30 PM,,0.12,,,,
25,03/20/18 09:13:45 PM,,0.13,,,,
26,03/20/18 09:37:25 PM,,0.14,,,,
27,03/20/18 09:41:53 PM,50.290,,,,,
28,03/20/18 10:12:58 PM,,0.15,,,,
29,03/20/18 10:19:21 PM,,0.16,,,,
30,03/20/18 10:35:49 PM,,0.17,,,,
31,03/20/18 10:41:53 PM,50.819,,,,,
