"Plot Title: Range"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309219, SEN S/N: 20309219, LBL: F)","Event, units (LGR S/N: 20309219, SEN S/N: 20309219)","Coupler Attached (LGR S/N: 20309219, SEN S/N: 20309219)","Host Connected (LGR S/N: 20309219, SEN S/N: 20309219)","Stopped (LGR S/N: 20309219, SEN S/N: 20309219)","End Of File (LGR S/N: 20309219, SEN S/N: 20309219)"
1050,03/11/19 10:45:00 AM,71.856,,,,,
1051,03/11/19 11:00:00 AM,72.545,,,,,
1052,03/11/19 11:15:00 AM,72.718,,,,,
1053,03/11/19 11:30:00 AM,73.580,,,,,
1054,03/11/19 11:45:00 AM,74.446,,,,,
1055,03/11/19 12:00:00 PM,74.271,,,,,
1056,03/11/19 12:15:00 PM,73.407,,,,,
1057,03/11/19 12:30:00 PM,72.545,,,,,
1058,03/11/19 12:45:00 PM,69.964,,,,,
1059,03/11/19 01:00:00 PM,68.421,,,,,
1060,03/11/19 01:15:00 PM,68.248,,,,,
1061,03/11/19 01:30:00 PM,69.278,,,,,
1062,03/11/19 01:45:00 PM,69.449,,,,,
1063,03/11/19 02:00:00 PM,69.793,,,,,
1064,03/11/19 02:15:00 PM,69.449,,,,,
1065,03/11/19 02:30:00 PM,69.278,,,,,
1066,03/11/19 02:45:00 PM,69.449,,,,,
1067,03/11/19 03:00:00 PM,70.480,,,,,
1068,03/11/19 03:15:00 PM,72.891,,,,,
1069,03/11/19 03:30:00 PM,77.749,,,,,
1070,03/11/19 03:45:00 PM,80.911,,,,,
1071,03/11/19 04:00:00 PM,79.151,,,,,
1072,03/11/19 04:15:00 PM,66.708,,,,,
1073,03/11/19 04:30:00 PM,63.626,,,,,
1074,03/11/19 04:45:00 PM,76.703,,,,,
1075,03/11/19 05:00:00 PM,66.193,,,,,
1076,03/11/19 05:15:00 PM,61.398,,,,,
1077,03/11/19 05:30:00 PM,59.337,,,,,
1078,03/11/19 05:45:00 PM,57.958,,,,,
1079,03/11/19 06:00:00 PM,56.404,,,,,
1080,03/11/19 06:15:00 PM,54.669,,,,,
1081,03/11/19 06:30:00 PM,52.925,,,,,
1082,03/11/19 06:45:00 PM,52.050,,,,,
1083,03/11/19 07:00:00 PM,51.523,,,,,
1084,03/11/19 07:15:00 PM,51.172,,,,,
1085,03/11/19 07:30:00 PM,49.759,,,,,
1086,03/11/19 07:45:00 PM,48.695,,,,,
1087,03/11/19 08:00:00 PM,48.695,,,,,
1088,03/11/19 08:15:00 PM,48.517,,,,,
1089,03/11/19 08:30:00 PM,48.871,,,,,
1090,03/11/19 08:45:00 PM,49.228,,,,,
1091,03/11/19 09:00:00 PM,49.228,,,,,
1092,03/11/19 09:15:00 PM,48.695,,,,,
1093,03/11/19 09:30:00 PM,47.802,,,,,
1094,03/11/19 09:45:00 PM,47.266,,,,,
1095,03/11/19 10:00:00 PM,47.446,,,,,
1096,03/11/19 10:15:00 PM,47.802,,,,,
1097,03/11/19 10:30:00 PM,48.339,,,,,
1098,03/11/19 10:45:00 PM,48.517,,,,,
1099,03/11/19 11:00:00 PM,49.050,,,,,
1100,03/11/19 11:15:00 PM,49.228,,,,,
1101,03/11/19 11:30:00 PM,49.937,,,,,
1102,03/11/19 11:45:00 PM,49.937,,,,,
1103,03/12/19 12:00:00 AM,49.759,,,,,
1104,03/12/19 12:15:00 AM,49.050,,,,,
1105,03/12/19 12:30:00 AM,48.160,,,,,
1106,03/12/19 12:45:00 AM,48.160,,,,,
1107,03/12/19 01:00:00 AM,49.050,,,,,
1108,03/12/19 01:15:00 AM,49.228,,,,,
1109,03/12/19 01:30:00 AM,48.871,,,,,
1110,03/12/19 01:45:00 AM,48.871,,,,,
1111,03/12/19 02:00:00 AM,48.339,,,,,
1112,03/12/19 02:15:00 AM,48.160,,,,,
1113,03/12/19 02:30:00 AM,47.624,,,,,
1114,03/12/19 02:45:00 AM,47.982,,,,,
1115,03/12/19 03:00:00 AM,48.695,,,,,
1116,03/12/19 03:15:00 AM,49.404,,,,,
1117,03/12/19 03:30:00 AM,49.582,,,,,
1118,03/12/19 03:45:00 AM,49.404,,,,,
1119,03/12/19 04:00:00 AM,48.517,,,,,
1120,03/12/19 04:15:00 AM,47.802,,,,,
1121,03/12/19 04:30:00 AM,47.266,,,,,
1122,03/12/19 04:45:00 AM,47.802,,,,,
1123,03/12/19 05:00:00 AM,48.339,,,,,
1124,03/12/19 05:15:00 AM,48.695,,,,,
1125,03/12/19 05:30:00 AM,48.871,,,,,
1126,03/12/19 05:45:00 AM,48.517,,,,,
1127,03/12/19 06:00:00 AM,47.982,,,,,
1128,03/12/19 06:15:00 AM,47.266,,,,,
1129,03/12/19 06:30:00 AM,47.266,,,,,
1130,03/12/19 06:45:00 AM,47.446,,,,,
1131,03/12/19 07:00:00 AM,48.339,,,,,
1132,03/12/19 07:15:00 AM,50.819,,,,,
1133,03/12/19 07:30:00 AM,52.750,,,,,
1134,03/12/19 07:45:00 AM,60.195,,,,,
1135,03/12/19 08:00:00 AM,65.338,,,,,
1136,03/12/19 08:15:00 AM,66.022,,,,,
1137,03/12/19 08:30:00 AM,63.968,,,,,
1138,03/12/19 08:45:00 AM,61.741,,,,,
1139,03/12/19 09:00:00 AM,60.539,,,,,
1140,03/12/19 09:15:00 AM,60.883,,,,,
1141,03/12/19 09:30:00 AM,61.398,,,,,
1142,03/12/19 09:45:00 AM,62.425,,,,,
1143,03/12/19 10:00:00 AM,63.797,,,,,
1144,03/12/19 10:15:00 AM,65.509,,,,,
1145,03/12/19 10:30:00 AM,65.167,,,,,
1146,03/12/19 10:45:00 AM,66.193,,,,,
1147,03/12/19 11:00:00 AM,66.022,,,,,
1148,03/12/19 11:15:00 AM,63.968,,,,,
1149,03/12/19 11:25:15 AM,,2.83,,,,
1150,03/12/19 11:26:52 AM,,2.84,,,,
1151,03/12/19 11:30:00 AM,61.741,,,,,
1152,03/12/19 11:35:30 AM,,2.85,,,,
1153,03/12/19 11:45:00 AM,62.598,,,,,
1154,03/12/19 12:00:00 PM,62.254,,,,,
1155,03/12/19 12:15:00 PM,63.111,,,,,
1156,03/12/19 12:30:00 PM,62.083,,,,,
1157,03/12/19 12:45:00 PM,62.940,,,,,
1158,03/12/19 01:00:00 PM,62.425,,,,,
1159,03/12/19 01:15:00 PM,63.282,,,,,
1160,03/12/19 01:30:00 PM,61.912,,,,,
1161,03/12/19 01:45:00 PM,63.111,,,,,
1162,03/12/19 02:00:00 PM,64.481,,,,,
1163,03/12/19 02:15:00 PM,64.825,,,,,
1164,03/12/19 02:30:00 PM,64.310,,,,,
1165,03/12/19 02:45:00 PM,63.797,,,,,
1166,03/12/19 03:00:00 PM,64.481,,,,,
1167,03/12/19 03:15:00 PM,67.564,,,,,
1168,03/12/19 03:30:00 PM,68.248,,,,,
1169,03/12/19 03:45:00 PM,67.906,,,,,
1170,03/12/19 04:00:00 PM,65.167,,,,,
1171,03/12/19 04:15:00 PM,60.883,,,,,
1172,03/12/19 04:30:00 PM,60.368,,,,,
1173,03/12/19 04:45:00 PM,66.708,,,,,
1174,03/12/19 05:00:00 PM,60.024,,,,,
1175,03/12/19 05:15:00 PM,57.958,,,,,
1176,03/12/19 05:30:00 PM,55.711,,,,,
1177,03/12/19 05:45:00 PM,53.623,,,,,
1178,03/12/19 06:00:00 PM,51.699,,,,,
1179,03/12/19 06:15:00 PM,50.290,,,,,
1180,03/12/19 06:30:00 PM,49.582,,,,,
1181,03/12/19 06:45:00 PM,49.228,,,,,
1182,03/12/19 07:00:00 PM,49.050,,,,,
1183,03/12/19 07:15:00 PM,48.871,,,,,
1184,03/12/19 07:30:00 PM,48.695,,,,,
1185,03/12/19 07:45:00 PM,48.695,,,,,
1186,03/12/19 08:00:00 PM,48.339,,,,,
1187,03/12/19 08:15:00 PM,48.517,,,,,
1188,03/12/19 08:30:00 PM,48.339,,,,,
1189,03/12/19 08:45:00 PM,48.160,,,,,
1190,03/12/19 09:00:00 PM,48.160,,,,,
1191,03/12/19 09:15:00 PM,48.160,,,,,
1192,03/12/19 09:30:00 PM,47.982,,,,,
1193,03/12/19 09:45:00 PM,47.982,,,,,
1194,03/12/19 10:00:00 PM,47.624,,,,,
1195,03/12/19 10:15:00 PM,47.624,,,,,
1196,03/12/19 10:30:00 PM,47.088,,,,,
1197,03/12/19 10:45:00 PM,46.369,,,,,
1198,03/12/19 11:00:00 PM,46.008,,,,,
1199,03/12/19 11:15:00 PM,45.828,,,,,
1200,03/12/19 11:30:00 PM,45.828,,,,,
1201,03/12/19 11:45:00 PM,45.648,,,,,
1202,03/13/19 12:00:00 AM,45.286,,,,,
1203,03/13/19 12:15:00 AM,45.104,,,,,
1204,03/13/19 12:30:00 AM,44.742,,,,,
1205,03/13/19 12:45:00 AM,44.013,,,,,
1206,03/13/19 01:00:00 AM,43.099,,,,,
1207,03/13/19 01:15:00 AM,42.548,,,,,
1208,03/13/19 01:30:00 AM,41.810,,,,,
1209,03/13/19 01:45:00 AM,41.625,,,,,
1210,03/13/19 02:00:00 AM,42.179,,,,,
1211,03/13/19 02:15:00 AM,42.732,,,,,
1212,03/13/19 02:30:00 AM,43.466,,,,,
1213,03/13/19 02:45:00 AM,43.831,,,,,
1214,03/13/19 03:00:00 AM,43.099,,,,,
1215,03/13/19 03:15:00 AM,41.810,,,,,
1216,03/13/19 03:30:00 AM,42.548,,,,,
1217,03/13/19 03:45:00 AM,43.099,,,,,
1218,03/13/19 04:00:00 AM,42.548,,,,,
1219,03/13/19 04:15:00 AM,41.810,,,,,
1220,03/13/19 04:30:00 AM,40.881,,,,,
1221,03/13/19 04:45:00 AM,42.363,,,,,
1222,03/13/19 05:00:00 AM,41.994,,,,,
1223,03/13/19 05:15:00 AM,41.254,,,,,
1224,03/13/19 05:30:00 AM,41.067,,,,,
1225,03/13/19 05:45:00 AM,39.384,,,,,
1226,03/13/19 06:00:00 AM,37.488,,,,,
1227,03/13/19 06:15:00 AM,36.145,,,,,
1228,03/13/19 06:30:00 AM,35.951,,,,,
1229,03/13/19 06:45:00 AM,35.951,,,,,
1230,03/13/19 07:00:00 AM,36.338,,,,,
1231,03/13/19 07:15:00 AM,36.338,,,,,
1232,03/13/19 07:30:00 AM,36.531,,,,,
1233,03/13/19 07:45:00 AM,49.937,,,,,
1234,03/13/19 08:00:00 AM,59.680,,,,,
1235,03/13/19 08:15:00 AM,63.111,,,,,
1236,03/13/19 08:30:00 AM,62.940,,,,,
1237,03/13/19 08:45:00 AM,60.024,,,,,
1238,03/13/19 09:00:00 AM,59.164,,,,,
1239,03/13/19 09:15:00 AM,59.851,,,,,
1240,03/13/19 09:30:00 AM,60.883,,,,,
1241,03/13/19 09:45:00 AM,62.425,,,,,
1242,03/13/19 10:00:00 AM,63.111,,,,,
1243,03/13/19 10:15:00 AM,64.139,,,,,
1244,03/13/19 10:30:00 AM,64.996,,,,,
1245,03/13/19 10:45:00 AM,65.680,,,,,
1246,03/13/19 11:00:00 AM,66.879,,,,,
1247,03/13/19 11:15:00 AM,67.221,,,,,
1248,03/13/19 11:30:00 AM,66.708,,,,,
1249,03/13/19 11:45:00 AM,65.851,,,,,
1250,03/13/19 12:00:00 PM,65.338,,,,,
1251,03/13/19 12:15:00 PM,66.022,,,,,
1252,03/13/19 12:30:00 PM,66.537,,,,,
1253,03/13/19 12:45:00 PM,66.193,,,,,
1254,03/13/19 01:00:00 PM,66.022,,,,,
1255,03/13/19 01:15:00 PM,65.851,,,,,
1256,03/13/19 01:30:00 PM,65.509,,,,,
1257,03/13/19 01:45:00 PM,65.680,,,,,
1258,03/13/19 02:00:00 PM,66.193,,,,,
1259,03/13/19 02:15:00 PM,66.193,,,,,
1260,03/13/19 02:30:00 PM,65.509,,,,,
1261,03/13/19 02:45:00 PM,64.825,,,,,
1262,03/13/19 03:00:00 PM,65.338,,,,,
1263,03/13/19 03:15:00 PM,67.735,,,,,
1264,03/13/19 03:30:00 PM,73.580,,,,,
1265,03/13/19 03:45:00 PM,77.923,,,,,
1266,03/13/19 04:00:00 PM,72.199,,,,,
1267,03/13/19 04:15:00 PM,63.968,,,,,
1268,03/13/19 04:30:00 PM,63.968,,,,,
1269,03/13/19 04:45:00 PM,76.181,,,,,
1270,03/13/19 05:00:00 PM,63.455,,,,,
1271,03/13/19 05:15:00 PM,58.820,,,,,
1272,03/13/19 05:30:00 PM,56.750,,,,,
1273,03/13/19 05:45:00 PM,55.189,,,,,
1274,03/13/19 06:00:00 PM,53.623,,,,,
1275,03/13/19 06:15:00 PM,51.699,,,,,
1276,03/13/19 06:30:00 PM,50.643,,,,,
1277,03/13/19 06:45:00 PM,50.113,,,,,
1278,03/13/19 07:00:00 PM,49.228,,,,,
1279,03/13/19 07:15:00 PM,48.695,,,,,
1280,03/13/19 07:30:00 PM,48.339,,,,,
1281,03/13/19 07:45:00 PM,48.517,,,,,
1282,03/13/19 08:00:00 PM,48.517,,,,,
1283,03/13/19 08:15:00 PM,48.160,,,,,
1284,03/13/19 08:30:00 PM,46.548,,,,,
1285,03/13/19 08:45:00 PM,45.286,,,,,
1286,03/13/19 09:00:00 PM,46.369,,,,,
1287,03/13/19 09:15:00 PM,46.369,,,,,
1288,03/13/19 09:30:00 PM,45.828,,,,,
1289,03/13/19 09:45:00 PM,45.648,,,,,
1290,03/13/19 10:00:00 PM,45.828,,,,,
1291,03/13/19 10:15:00 PM,45.828,,,,,
1292,03/13/19 10:30:00 PM,46.369,,,,,
1293,03/13/19 10:45:00 PM,46.369,,,,,
1294,03/13/19 11:00:00 PM,46.369,,,,,
1295,03/13/19 11:15:00 PM,46.369,,,,,
1296,03/13/19 11:30:00 PM,46.369,,,,,
1297,03/13/19 11:45:00 PM,46.008,,,,,
1298,03/14/19 12:00:00 AM,45.828,,,,,
1299,03/14/19 12:15:00 AM,45.286,,,,,
1300,03/14/19 12:30:00 AM,45.286,,,,,
1301,03/14/19 12:45:00 AM,45.466,,,,,
1302,03/14/19 01:00:00 AM,46.008,,,,,
1303,03/14/19 01:15:00 AM,45.648,,,,,
1304,03/14/19 01:30:00 AM,44.742,,,,,
1305,03/14/19 01:45:00 AM,44.013,,,,,
1306,03/14/19 02:00:00 AM,41.810,,,,,
1307,03/14/19 02:15:00 AM,41.439,,,,,
1308,03/14/19 02:30:00 AM,40.134,,,,,
1309,03/14/19 02:45:00 AM,39.947,,,,,
1310,03/14/19 03:00:00 AM,40.509,,,,,
1311,03/14/19 03:15:00 AM,40.696,,,,,
1312,03/14/19 03:30:00 AM,40.881,,,,,
1313,03/14/19 03:45:00 AM,41.625,,,,,
1314,03/14/19 04:00:00 AM,41.994,,,,,
1315,03/14/19 04:15:00 AM,42.548,,,,,
1316,03/14/19 04:30:00 AM,42.179,,,,,
1317,03/14/19 04:45:00 AM,42.363,,,,,
1318,03/14/19 05:00:00 AM,42.179,,,,,
1319,03/14/19 05:15:00 AM,42.548,,,,,
1320,03/14/19 05:30:00 AM,41.810,,,,,
1321,03/14/19 05:45:00 AM,41.067,,,,,
1322,03/14/19 06:00:00 AM,40.321,,,,,
1323,03/14/19 06:15:00 AM,40.134,,,,,
1324,03/14/19 06:30:00 AM,39.760,,,,,
1325,03/14/19 06:45:00 AM,39.196,,,,,
1326,03/14/19 07:00:00 AM,40.696,,,,,
1327,03/14/19 07:15:00 AM,42.179,,,,,
1328,03/14/19 07:30:00 AM,44.013,,,,,
1329,03/14/19 07:45:00 AM,57.785,,,,,
1330,03/14/19 08:00:00 AM,65.167,,,,,
1331,03/14/19 08:15:00 AM,66.879,,,,,
1332,03/14/19 08:30:00 AM,66.708,,,,,
1333,03/14/19 08:45:00 AM,64.652,,,,,
1334,03/14/19 09:00:00 AM,63.626,,,,,
1335,03/14/19 09:15:00 AM,64.139,,,,,
1336,03/14/19 09:30:00 AM,64.481,,,,,
1337,03/14/19 09:45:00 AM,65.851,,,,,
1338,03/14/19 10:00:00 AM,67.050,,,,,
1339,03/14/19 10:15:00 AM,68.421,,,,,
1340,03/14/19 10:30:00 AM,69.449,,,,,
1341,03/14/19 10:45:00 AM,69.964,,,,,
1342,03/14/19 11:00:00 AM,69.964,,,,,
1343,03/14/19 11:15:00 AM,70.995,,,,,
1344,03/14/19 11:30:00 AM,72.372,,,,,
1345,03/14/19 11:45:00 AM,72.545,,,,,
1346,03/14/19 12:00:00 PM,73.062,,,,,
1347,03/14/19 12:15:00 PM,73.062,,,,,
1348,03/14/19 12:30:00 PM,73.753,,,,,
1349,03/14/19 12:45:00 PM,74.619,,,,,
1350,03/14/19 01:00:00 PM,74.098,,,,,
1351,03/14/19 01:15:00 PM,74.964,,,,,
1352,03/14/19 01:30:00 PM,76.006,,,,,
1353,03/14/19 01:45:00 PM,76.528,,,,,
1354,03/14/19 02:00:00 PM,76.703,,,,,
1355,03/14/19 02:15:00 PM,75.659,,,,,
1356,03/14/19 02:30:00 PM,76.006,,,,,
1357,03/14/19 02:45:00 PM,74.964,,,,,
1358,03/14/19 03:00:00 PM,75.139,,,,,
1359,03/14/19 03:15:00 PM,75.312,,,,,
1360,03/14/19 03:30:00 PM,81.975,,,,,
1361,03/14/19 03:45:00 PM,87.004,,,,,
1362,03/14/19 04:00:00 PM,79.853,,,,,
1363,03/14/19 04:15:00 PM,73.062,,,,,
1364,03/14/19 04:30:00 PM,74.964,,,,,
1365,03/14/19 04:45:00 PM,84.295,,,,,
1366,03/14/19 05:00:00 PM,68.763,,,,,
1367,03/14/19 05:15:00 PM,61.912,,,,,
1368,03/14/19 05:30:00 PM,59.164,,,,,
1369,03/14/19 05:45:00 PM,57.614,,,,,
1370,03/14/19 06:00:00 PM,55.884,,,,,
1371,03/14/19 06:15:00 PM,54.322,,,,,
1372,03/14/19 06:30:00 PM,53.623,,,,,
1373,03/14/19 06:45:00 PM,52.401,,,,,
1374,03/14/19 07:00:00 PM,51.523,,,,,
1375,03/14/19 07:15:00 PM,50.643,,,,,
1376,03/14/19 07:30:00 PM,51.523,,,,,
1377,03/14/19 07:45:00 PM,51.172,,,,,
1378,03/14/19 08:00:00 PM,51.172,,,,,
1379,03/14/19 08:15:00 PM,50.819,,,,,
1380,03/14/19 08:30:00 PM,51.346,,,,,
1381,03/14/19 08:45:00 PM,51.346,,,,,
1382,03/14/19 09:00:00 PM,51.172,,,,,
1383,03/14/19 09:15:00 PM,50.466,,,,,
1384,03/14/19 09:30:00 PM,49.759,,,,,
1385,03/14/19 09:45:00 PM,49.759,,,,,
1386,03/14/19 10:00:00 PM,49.228,,,,,
1387,03/14/19 10:15:00 PM,48.517,,,,,
1388,03/14/19 10:30:00 PM,46.548,,,,,
1389,03/14/19 10:45:00 PM,46.728,,,,,
1390,03/14/19 11:00:00 PM,46.908,,,,,
1391,03/14/19 11:15:00 PM,47.982,,,,,
1392,03/14/19 11:30:00 PM,48.695,,,,,
1393,03/14/19 11:45:00 PM,48.339,,,,,
1394,03/15/19 12:00:00 AM,48.160,,,,,
1395,03/15/19 12:15:00 AM,47.266,,,,,
1396,03/15/19 12:30:00 AM,45.828,,,,,
1397,03/15/19 12:45:00 AM,45.286,,,,,
1398,03/15/19 01:00:00 AM,44.742,,,,,
1399,03/15/19 01:15:00 AM,44.013,,,,,
1400,03/15/19 01:30:00 AM,44.195,,,,,
1401,03/15/19 01:45:00 AM,45.466,,,,,
1402,03/15/19 02:00:00 AM,46.369,,,,,
1403,03/15/19 02:15:00 AM,46.369,,,,,
1404,03/15/19 02:30:00 AM,46.728,,,,,
1405,03/15/19 02:45:00 AM,45.466,,,,,
1406,03/15/19 03:00:00 AM,44.560,,,,,
1407,03/15/19 03:15:00 AM,44.195,,,,,
1408,03/15/19 03:30:00 AM,44.560,,,,,
1409,03/15/19 03:45:00 AM,45.286,,,,,
1410,03/15/19 04:00:00 AM,45.466,,,,,
1411,03/15/19 04:15:00 AM,45.648,,,,,
1412,03/15/19 04:30:00 AM,44.742,,,,,
1413,03/15/19 04:45:00 AM,44.742,,,,,
1414,03/15/19 05:00:00 AM,44.742,,,,,
1415,03/15/19 05:15:00 AM,44.742,,,,,
1416,03/15/19 05:30:00 AM,43.648,,,,,
1417,03/15/19 05:45:00 AM,42.548,,,,,
1418,03/15/19 06:00:00 AM,42.179,,,,,
1419,03/15/19 06:15:00 AM,42.732,,,,,
1420,03/15/19 06:30:00 AM,43.466,,,,,
1421,03/15/19 06:45:00 AM,43.648,,,,,
1422,03/15/19 07:00:00 AM,43.282,,,,,
1423,03/15/19 07:15:00 AM,44.922,,,,,
1424,03/15/19 07:30:00 AM,48.160,,,,,
1425,03/15/19 07:45:00 AM,59.680,,,,,
1426,03/15/19 08:00:00 AM,61.569,,,,,
1427,03/15/19 08:15:00 AM,65.680,,,,,
1428,03/15/19 08:30:00 AM,65.509,,,,,
1429,03/15/19 08:45:00 AM,63.282,,,,,
1430,03/15/19 09:00:00 AM,62.425,,,,,
1431,03/15/19 09:15:00 AM,62.769,,,,,
1432,03/15/19 09:30:00 AM,63.626,,,,,
1433,03/15/19 09:45:00 AM,64.996,,,,,
1434,03/15/19 10:00:00 AM,67.392,,,,,
1435,03/15/19 10:15:00 AM,68.763,,,,,
1436,03/15/19 10:30:00 AM,68.592,,,,,
1437,03/15/19 10:45:00 AM,69.449,,,,,
1438,03/15/19 11:00:00 AM,70.308,,,,,
1439,03/15/19 11:15:00 AM,70.480,,,,,
1440,03/15/19 11:30:00 AM,71.339,,,,,
1441,03/15/19 11:45:00 AM,71.168,,,,,
1442,03/15/19 12:00:00 PM,71.512,,,,,
1443,03/15/19 12:15:00 PM,70.824,,,,,
1444,03/15/19 12:30:00 PM,70.651,,,,,
1445,03/15/19 12:45:00 PM,70.995,,,,,
1446,03/15/19 01:00:00 PM,71.512,,,,,
1447,03/15/19 01:15:00 PM,71.683,,,,,
1448,03/15/19 01:30:00 PM,71.683,,,,,
1449,03/15/19 01:45:00 PM,71.168,,,,,
1450,03/15/19 02:00:00 PM,71.168,,,,,
1451,03/15/19 02:15:00 PM,70.137,,,,,
1452,03/15/19 02:30:00 PM,69.964,,,,,
1453,03/15/19 02:45:00 PM,70.308,,,,,
1454,03/15/19 03:00:00 PM,70.137,,,,,
1455,03/15/19 03:15:00 PM,71.339,,,,,
1456,03/15/19 03:30:00 PM,76.703,,,,,
1457,03/15/19 03:45:00 PM,81.797,,,,,
1458,03/15/19 04:00:00 PM,72.545,,,,,
1459,03/15/19 04:15:00 PM,66.708,,,,,
1460,03/15/19 04:30:00 PM,70.651,,,,,
1461,03/15/19 04:45:00 PM,80.029,,,,,
1462,03/15/19 05:00:00 PM,67.564,,,,,
1463,03/15/19 05:15:00 PM,62.598,,,,,
1464,03/15/19 05:30:00 PM,60.368,,,,,
1465,03/15/19 05:45:00 PM,58.476,,,,,
1466,03/15/19 06:00:00 PM,57.096,,,,,
1467,03/15/19 06:15:00 PM,55.884,,,,,
1468,03/15/19 06:30:00 PM,54.842,,,,,
1469,03/15/19 06:45:00 PM,54.669,,,,,
1470,03/15/19 07:00:00 PM,53.623,,,,,
1471,03/15/19 07:15:00 PM,53.798,,,,,
1472,03/15/19 07:30:00 PM,54.147,,,,,
1473,03/15/19 07:45:00 PM,53.100,,,,,
1474,03/15/19 08:00:00 PM,53.274,,,,,
1475,03/15/19 08:15:00 PM,52.925,,,,,
1476,03/15/19 08:30:00 PM,52.576,,,,,
1477,03/15/19 08:45:00 PM,52.750,,,,,
1478,03/15/19 09:00:00 PM,52.050,,,,,
1479,03/15/19 09:15:00 PM,53.449,,,,,
1480,03/15/19 09:30:00 PM,54.147,,,,,
1481,03/15/19 09:45:00 PM,51.699,,,,,
1482,03/15/19 10:00:00 PM,49.759,,,,,
1483,03/15/19 10:15:00 PM,48.517,,,,,
1484,03/15/19 10:30:00 PM,47.266,,,,,
1485,03/15/19 10:45:00 PM,46.548,,,,,
1486,03/15/19 11:00:00 PM,46.188,,,,,
1487,03/15/19 11:15:00 PM,46.369,,,,,
1488,03/15/19 11:30:00 PM,47.446,,,,,
1489,03/15/19 11:45:00 PM,48.160,,,,,
1490,03/16/19 12:00:00 AM,46.728,,,,,
1491,03/16/19 12:15:00 AM,46.728,,,,,
1492,03/16/19 12:30:00 AM,47.266,,,,,
1493,03/16/19 12:45:00 AM,48.339,,,,,
1494,03/16/19 01:00:00 AM,49.404,,,,,
1495,03/16/19 01:15:00 AM,47.982,,,,,
1496,03/16/19 01:30:00 AM,47.088,,,,,
1497,03/16/19 01:45:00 AM,47.446,,,,,
1498,03/16/19 02:00:00 AM,47.446,,,,,
1499,03/16/19 02:15:00 AM,47.266,,,,,
1500,03/16/19 02:30:00 AM,47.088,,,,,
1501,03/16/19 02:45:00 AM,45.828,,,,,
1502,03/16/19 03:00:00 AM,44.742,,,,,
1503,03/16/19 03:15:00 AM,44.922,,,,,
1504,03/16/19 03:30:00 AM,43.831,,,,,
1505,03/16/19 03:45:00 AM,43.282,,,,,
1506,03/16/19 04:00:00 AM,42.915,,,,,
1507,03/16/19 04:15:00 AM,42.548,,,,,
1508,03/16/19 04:30:00 AM,42.179,,,,,
1509,03/16/19 04:45:00 AM,42.363,,,,,
1510,03/16/19 05:00:00 AM,42.915,,,,,
1511,03/16/19 05:15:00 AM,42.732,,,,,
1512,03/16/19 05:30:00 AM,42.363,,,,,
1513,03/16/19 05:45:00 AM,42.179,,,,,
1514,03/16/19 06:00:00 AM,43.282,,,,,
1515,03/16/19 06:15:00 AM,43.466,,,,,
1516,03/16/19 06:30:00 AM,43.466,,,,,
1517,03/16/19 06:45:00 AM,42.548,,,,,
1518,03/16/19 07:00:00 AM,42.179,,,,,
1519,03/16/19 07:15:00 AM,43.282,,,,,
1520,03/16/19 07:30:00 AM,45.466,,,,,
1521,03/16/19 07:45:00 AM,60.539,,,,,
1522,03/16/19 08:00:00 AM,67.906,,,,,
1523,03/16/19 08:15:00 AM,69.964,,,,,
1524,03/16/19 08:30:00 AM,67.392,,,,,
1525,03/16/19 08:45:00 AM,64.139,,,,,
1526,03/16/19 09:00:00 AM,62.598,,,,,
1527,03/16/19 09:15:00 AM,63.455,,,,,
1528,03/16/19 09:30:00 AM,65.338,,,,,
1529,03/16/19 09:45:00 AM,68.592,,,,,
1530,03/16/19 10:00:00 AM,69.107,,,,,
1531,03/16/19 10:15:00 AM,68.592,,,,,
1532,03/16/19 10:30:00 AM,70.308,,,,,
1533,03/16/19 10:45:00 AM,71.512,,,,,
1534,03/16/19 11:00:00 AM,72.199,,,,,
1535,03/16/19 11:15:00 AM,72.199,,,,,
1536,03/16/19 11:30:00 AM,72.545,,,,,
1537,03/16/19 11:45:00 AM,72.545,,,,,
1538,03/16/19 12:00:00 PM,72.199,,,,,
1539,03/16/19 12:15:00 PM,72.372,,,,,
1540,03/16/19 12:30:00 PM,72.891,,,,,
1541,03/16/19 12:45:00 PM,71.856,,,,,
1542,03/16/19 01:00:00 PM,70.995,,,,,
1543,03/16/19 01:15:00 PM,70.995,,,,,
1544,03/16/19 01:30:00 PM,71.168,,,,,
1545,03/16/19 01:45:00 PM,71.856,,,,,
1546,03/16/19 02:00:00 PM,72.718,,,,,
1547,03/16/19 02:15:00 PM,73.407,,,,,
1548,03/16/19 02:30:00 PM,72.891,,,,,
1549,03/16/19 02:32:18 PM,,,Logged,,,
1550,03/16/19 02:32:42 PM,,,,Logged,,
1551,03/16/19 02:32:55 PM,,2.85,,,Logged,Logged
