"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,04/30/19 10:00:00 AM,54.669,0.00,,,,
2,04/30/19 10:30:00 AM,55.537,,,,,
3,04/30/19 11:00:00 AM,56.404,,,,,
4,04/30/19 11:30:00 AM,58.303,,,,,
5,04/30/19 12:00:00 PM,60.024,,,,,
6,04/30/19 12:30:00 PM,62.254,,,,,
7,04/30/19 01:00:00 PM,69.449,,,,,
8,04/30/19 01:30:00 PM,64.481,,,,,
9,04/30/19 02:00:00 PM,62.598,,,,,
10,04/30/19 02:30:00 PM,63.111,,,,,
11,04/30/19 03:00:00 PM,63.455,,,,,
12,04/30/19 03:30:00 PM,65.680,,,,,
13,04/30/19 04:00:00 PM,71.168,,,,,
14,04/30/19 04:30:00 PM,63.968,,,,,
15,04/30/19 05:00:00 PM,65.167,,,,,
16,04/30/19 05:30:00 PM,57.441,,,,,
17,04/30/19 06:00:00 PM,54.322,,,,,
18,04/30/19 06:30:00 PM,52.925,,,,,
19,04/30/19 07:00:00 PM,51.699,,,,,
20,04/30/19 07:30:00 PM,50.643,,,,,
21,04/30/19 08:00:00 PM,49.404,,,,,
22,04/30/19 08:30:00 PM,48.160,,,,,
23,04/30/19 09:00:00 PM,47.088,,,,,
24,04/30/19 09:30:00 PM,46.548,,,,,
25,04/30/19 10:00:00 PM,46.188,,,,,
26,04/30/19 10:30:00 PM,46.008,,,,,
27,04/30/19 11:00:00 PM,46.008,,,,,
28,04/30/19 11:30:00 PM,45.828,,,,,
29,05/01/19 12:00:00 AM,45.648,,,,,
30,05/01/19 12:30:00 AM,45.286,,,,,
31,05/01/19 01:00:00 AM,44.922,,,,,
32,05/01/19 01:30:00 AM,44.742,,,,,
33,05/01/19 02:00:00 AM,44.742,,,,,
34,05/01/19 02:30:00 AM,44.560,,,,,
35,05/01/19 03:00:00 AM,44.560,,,,,
36,05/01/19 03:30:00 AM,44.379,,,,,
37,05/01/19 04:00:00 AM,44.379,,,,,
38,05/01/19 04:30:00 AM,44.195,,,,,
39,05/01/19 05:00:00 AM,44.013,,,,,
40,05/01/19 05:30:00 AM,44.013,,,,,
41,05/01/19 06:00:00 AM,43.831,,,,,
42,05/01/19 06:30:00 AM,44.013,,,,,
43,05/01/19 07:00:00 AM,44.195,,,,,
44,05/01/19 07:30:00 AM,44.742,,,,,
45,05/01/19 08:00:00 AM,45.828,,,,,
46,05/01/19 08:30:00 AM,47.624,,,,,
47,05/01/19 09:00:00 AM,50.113,,,,,
48,05/01/19 09:30:00 AM,53.449,,,,,
49,05/01/19 10:00:00 AM,56.577,,,,,
50,05/01/19 10:30:00 AM,58.820,,,,,
51,05/01/19 11:00:00 AM,65.167,,,,,
52,05/01/19 11:30:00 AM,75.659,,,,,
53,05/01/19 12:00:00 PM,80.559,,,,,
54,05/01/19 12:30:00 PM,82.508,,,,,
55,05/01/19 01:00:00 PM,81.797,,,,,
56,05/01/19 01:30:00 PM,80.382,,,,,
57,05/01/19 02:00:00 PM,78.098,,,,,
58,05/01/19 02:30:00 PM,70.137,,,,,
59,05/01/19 03:00:00 PM,71.856,,,,,
60,05/01/19 03:30:00 PM,77.400,,,,,
61,05/01/19 04:00:00 PM,77.749,,,,,
62,05/01/19 04:30:00 PM,69.622,,,,,
63,05/01/19 05:00:00 PM,70.480,,,,,
64,05/01/19 05:30:00 PM,62.425,,,,,
65,05/01/19 06:00:00 PM,59.680,,,,,
66,05/01/19 06:30:00 PM,58.647,,,,,
67,05/01/19 07:00:00 PM,57.614,,,,,
68,05/01/19 07:30:00 PM,56.404,,,,,
69,05/01/19 08:00:00 PM,54.842,,,,,
70,05/01/19 08:30:00 PM,53.449,,,,,
71,05/01/19 09:00:00 PM,52.225,,,,,
72,05/01/19 09:30:00 PM,51.523,,,,,
73,05/01/19 10:00:00 PM,51.172,,,,,
74,05/01/19 10:30:00 PM,50.290,,,,,
75,05/01/19 11:00:00 PM,49.228,,,,,
76,05/01/19 11:30:00 PM,48.695,,,,,
77,05/02/19 12:00:00 AM,48.160,,,,,
78,05/02/19 12:30:00 AM,47.802,,,,,
79,05/02/19 01:00:00 AM,47.266,,,,,
80,05/02/19 01:30:00 AM,47.088,,,,,
81,05/02/19 02:00:00 AM,46.908,,,,,
82,05/02/19 02:30:00 AM,46.908,,,,,
83,05/02/19 03:00:00 AM,46.548,,,,,
84,05/02/19 03:30:00 AM,46.369,,,,,
85,05/02/19 04:00:00 AM,46.008,,,,,
86,05/02/19 04:30:00 AM,46.008,,,,,
87,05/02/19 05:00:00 AM,45.648,,,,,
88,05/02/19 05:30:00 AM,45.648,,,,,
89,05/02/19 06:00:00 AM,45.648,,,,,
90,05/02/19 06:30:00 AM,45.648,,,,,
91,05/02/19 07:00:00 AM,45.828,,,,,
92,05/02/19 07:30:00 AM,46.369,,,,,
93,05/02/19 08:00:00 AM,47.624,,,,,
94,05/02/19 08:30:00 AM,49.582,,,,,
95,05/02/19 09:00:00 AM,52.225,,,,,
96,05/02/19 09:30:00 AM,55.537,,,,,
97,05/02/19 10:00:00 AM,58.820,,,,,
98,05/02/19 10:30:00 AM,62.425,,,,,
99,05/02/19 11:00:00 AM,69.449,,,,,
100,05/02/19 11:30:00 AM,80.382,,,,,
101,05/02/19 12:00:00 PM,84.295,,,,,
102,05/02/19 12:30:00 PM,86.459,,,,,
103,05/02/19 01:00:00 PM,86.641,,,,,
104,05/02/19 01:30:00 PM,87.368,,,,,
105,05/02/19 02:00:00 PM,83.043,,,,,
106,05/02/19 02:30:00 PM,73.926,,,,,
107,05/02/19 03:00:00 PM,76.354,,,,,
108,05/02/19 03:30:00 PM,85.194,,,,,
109,05/02/19 04:00:00 PM,86.641,,,,,
110,05/02/19 04:30:00 PM,77.225,,,,,
111,05/02/19 05:00:00 PM,77.050,,,,,
112,05/02/19 05:30:00 PM,67.906,,,,,
113,05/02/19 06:00:00 PM,64.139,,,,,
114,05/02/19 06:30:00 PM,61.912,,,,,
115,05/02/19 07:00:00 PM,60.024,,,,,
116,05/02/19 07:30:00 PM,58.993,,,,,
117,05/02/19 08:00:00 PM,57.614,,,,,
118,05/02/19 08:30:00 PM,56.404,,,,,
119,05/02/19 09:00:00 PM,55.364,,,,,
120,05/02/19 09:30:00 PM,54.495,,,,,
121,05/02/19 10:00:00 PM,53.449,,,,,
122,05/02/19 10:30:00 PM,52.750,,,,,
123,05/02/19 11:00:00 PM,51.523,,,,,
124,05/02/19 11:30:00 PM,50.113,,,,,
125,05/03/19 12:00:00 AM,49.404,,,,,
126,05/03/19 12:30:00 AM,48.160,,,,,
127,05/03/19 01:00:00 AM,47.088,,,,,
128,05/03/19 01:30:00 AM,46.548,,,,,
129,05/03/19 02:00:00 AM,46.188,,,,,
130,05/03/19 02:30:00 AM,46.008,,,,,
131,05/03/19 03:00:00 AM,46.369,,,,,
132,05/03/19 03:30:00 AM,46.908,,,,,
133,05/03/19 04:00:00 AM,46.728,,,,,
134,05/03/19 04:30:00 AM,46.008,,,,,
135,05/03/19 05:00:00 AM,45.648,,,,,
136,05/03/19 05:30:00 AM,46.188,,,,,
137,05/03/19 06:00:00 AM,46.548,,,,,
138,05/03/19 06:30:00 AM,46.908,,,,,
139,05/03/19 07:00:00 AM,47.088,,,,,
140,05/03/19 07:30:00 AM,47.802,,,,,
141,05/03/19 08:00:00 AM,48.695,,,,,
142,05/03/19 08:30:00 AM,49.937,,,,,
143,05/03/19 09:00:00 AM,52.225,,,,,
