"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,12/18/18 01:15:13 PM,61.912,0.00,,,,,
2,12/18/18 01:15:18 PM,,,Logged,,,,
3,12/18/18 02:15:13 PM,59.851,,,,,,
4,12/18/18 03:15:13 PM,57.096,,,,,,
5,12/18/18 04:15:13 PM,55.537,,,,,,
6,12/18/18 05:15:13 PM,52.925,,,,,,
7,12/18/18 06:15:13 PM,51.172,,,,,,
8,12/18/18 07:15:13 PM,49.937,,,,,,
9,12/18/18 08:15:13 PM,49.404,,,,,,
10,12/18/18 09:15:13 PM,49.228,,,,,,
11,12/18/18 10:15:13 PM,49.050,,,,,,
12,12/18/18 11:15:13 PM,48.871,,,,,,
13,12/19/18 12:15:13 AM,48.695,,,,,,
14,12/19/18 01:15:13 AM,49.050,,,,,,
15,12/19/18 02:15:13 AM,49.228,,,,,,
16,12/19/18 03:15:13 AM,49.404,,,,,,
17,12/19/18 04:15:13 AM,49.404,,,,,,
18,12/19/18 05:15:13 AM,49.228,,,,,,
19,12/19/18 06:15:13 AM,49.050,,,,,,
20,12/19/18 07:15:13 AM,48.871,,,,,,
21,12/19/18 08:15:13 AM,48.871,,,,,,
22,12/19/18 09:15:13 AM,49.937,,,,,,
23,12/19/18 10:15:13 AM,53.100,,,,,,
24,12/19/18 11:15:13 AM,56.577,,,,,,
25,12/19/18 12:15:13 PM,64.996,,,,,,
26,12/19/18 01:15:13 PM,62.083,,,,,,
27,12/19/18 02:15:13 PM,61.912,,,,,,
28,12/19/18 03:15:13 PM,58.993,,,,,,
29,12/19/18 04:15:13 PM,56.404,,,,,,
30,12/19/18 05:15:13 PM,53.798,,,,,,
31,12/19/18 06:15:13 PM,52.050,,,,,,
32,12/19/18 07:15:13 PM,50.643,,,,,,
33,12/19/18 08:15:13 PM,49.759,,,,,,
34,12/19/18 09:15:13 PM,48.695,,,,,,
35,12/19/18 10:15:13 PM,48.695,,,,,,
36,12/19/18 11:15:13 PM,49.228,,,,,,
37,12/20/18 12:15:13 AM,49.582,,,,,,
38,12/20/18 01:15:13 AM,49.582,,,,,,
39,12/20/18 02:15:13 AM,49.582,,,,,,
40,12/20/18 03:15:13 AM,49.050,,,,,,
41,12/20/18 04:15:13 AM,48.871,,,,,,
42,12/20/18 05:15:13 AM,48.695,,,,,,
43,12/20/18 06:15:13 AM,48.517,,,,,,
44,12/20/18 07:15:13 AM,48.160,,,,,,
45,12/20/18 08:15:13 AM,48.517,,,,,,
46,12/20/18 09:15:13 AM,50.819,,,,,,
47,12/20/18 10:15:13 AM,53.973,,,,,,
48,12/20/18 11:15:13 AM,57.441,,,,,,
49,12/20/18 12:15:13 PM,59.851,,,,,,
50,12/20/18 01:15:13 PM,60.024,,,,,,
51,12/20/18 02:15:13 PM,57.958,,,,,,
52,12/20/18 03:15:13 PM,56.057,,,,,,
53,12/20/18 04:15:13 PM,54.842,,,,,,
54,12/20/18 05:15:13 PM,53.623,,,,,,
55,12/20/18 06:15:13 PM,52.225,,,,,,
56,12/20/18 07:15:13 PM,51.346,,,,,,
57,12/20/18 08:15:13 PM,51.172,,,,,,
58,12/20/18 09:15:13 PM,50.995,,,,,,
59,12/20/18 10:15:13 PM,51.172,,,,,,
60,12/20/18 11:15:13 PM,51.523,,,,,,
61,12/21/18 12:15:13 AM,51.699,,,,,,
62,12/21/18 01:15:13 AM,51.523,,,,,,
63,12/21/18 02:15:13 AM,51.172,,,,,,
64,12/21/18 03:15:13 AM,50.290,,,,,,
65,12/21/18 04:15:13 AM,50.113,,,,,,
66,12/21/18 05:15:13 AM,50.113,,,,,,
67,12/21/18 06:15:13 AM,49.937,,,,,,
68,12/21/18 07:15:13 AM,50.995,,,,,,
69,12/21/18 08:15:13 AM,52.225,,,,,,
70,12/21/18 09:15:13 AM,53.973,,,,,,
71,12/21/18 10:15:13 AM,55.884,,,,,,
72,12/21/18 11:15:13 AM,57.958,,,,,,
73,12/21/18 12:15:13 PM,59.508,,,,,,
74,12/21/18 01:15:13 PM,58.303,,,,,,
75,12/21/18 02:15:13 PM,57.614,,,,,,
76,12/21/18 03:15:13 PM,57.441,,,,,,
77,12/21/18 04:15:13 PM,56.750,,,,,,
78,12/21/18 05:15:13 PM,53.973,,,,,,
79,12/21/18 06:15:13 PM,52.050,,,,,,
80,12/21/18 07:15:13 PM,51.172,,,,,,
81,12/21/18 08:15:13 PM,50.466,,,,,,
82,12/21/18 09:15:13 PM,49.582,,,,,,
83,12/21/18 10:15:13 PM,49.228,,,,,,
84,12/21/18 11:15:13 PM,48.871,,,,,,
85,12/22/18 12:15:13 AM,48.339,,,,,,
86,12/22/18 01:15:13 AM,47.802,,,,,,
87,12/22/18 02:15:13 AM,47.088,,,,,,
88,12/22/18 03:15:13 AM,47.088,,,,,,
89,12/22/18 04:15:13 AM,46.908,,,,,,
90,12/22/18 05:15:13 AM,46.548,,,,,,
91,12/22/18 06:15:13 AM,46.188,,,,,,
92,12/22/18 07:15:13 AM,45.466,,,,,,
93,12/22/18 08:15:13 AM,45.466,,,,,,
94,12/22/18 09:15:13 AM,46.908,,,,,,
95,12/22/18 10:15:13 AM,49.937,,,,,,
96,12/22/18 11:15:13 AM,53.973,,,,,,
97,12/22/18 12:15:13 PM,65.851,,,,,,
98,12/22/18 01:15:13 PM,58.993,,,,,,
99,12/22/18 02:15:13 PM,57.958,,,,,,
100,12/22/18 03:15:13 PM,56.577,,,,,,
101,12/22/18 04:15:13 PM,55.017,,,,,,
102,12/22/18 05:15:13 PM,52.750,,,,,,
103,12/22/18 06:15:13 PM,52.050,,,,,,
104,12/22/18 07:15:13 PM,50.113,,,,,,
105,12/22/18 08:15:13 PM,48.160,,,,,,
106,12/22/18 09:15:13 PM,47.446,,,,,,
107,12/22/18 10:15:13 PM,47.266,,,,,,
108,12/22/18 11:15:13 PM,46.728,,,,,,
109,12/23/18 12:15:13 AM,46.369,,,,,,
110,12/23/18 01:15:13 AM,47.088,,,,,,
111,12/23/18 02:15:13 AM,47.982,,,,,,
112,12/23/18 03:15:13 AM,48.517,,,,,,
113,12/23/18 04:15:13 AM,47.446,,,,,,
114,12/23/18 05:15:13 AM,46.908,,,,,,
115,12/23/18 06:15:13 AM,46.369,,,,,,
116,12/23/18 07:15:13 AM,45.648,,,,,,
117,12/23/18 08:15:13 AM,45.466,,,,,,
118,12/23/18 09:15:13 AM,47.624,,,,,,
119,12/23/18 10:15:13 AM,49.050,,,,,,
120,12/23/18 11:15:13 AM,52.576,,,,,,
121,12/23/18 12:15:13 PM,66.193,,,,,,
122,12/23/18 01:15:13 PM,60.195,,,,,,
123,12/23/18 02:15:13 PM,60.195,,,,,,
124,12/23/18 03:15:13 PM,57.785,,,,,,
125,12/23/18 04:15:13 PM,55.537,,,,,,
126,12/23/18 05:15:13 PM,54.322,,,,,,
127,12/23/18 06:15:13 PM,53.973,,,,,,
128,12/23/18 07:15:13 PM,52.925,,,,,,
129,12/23/18 08:15:13 PM,51.874,,,,,,
130,12/23/18 09:15:13 PM,50.819,,,,,,
131,12/23/18 10:15:13 PM,49.937,,,,,,
132,12/23/18 11:15:13 PM,49.582,,,,,,
133,12/24/18 12:15:13 AM,49.404,,,,,,
134,12/24/18 01:15:13 AM,50.113,,,,,,
135,12/24/18 02:15:13 AM,50.113,,,,,,
136,12/24/18 03:15:13 AM,50.819,,,,,,
137,12/24/18 04:15:13 AM,51.346,,,,,,
138,12/24/18 05:15:13 AM,51.699,,,,,,
139,12/24/18 06:15:13 AM,51.874,,,,,,
140,12/24/18 07:15:13 AM,52.225,,,,,,
141,12/24/18 08:15:13 AM,52.925,,,,,,
142,12/24/18 08:21:36 AM,,0.01,,,,,
143,12/24/18 08:38:19 AM,,0.02,,,,,
144,12/24/18 09:15:13 AM,54.322,,,,,,
145,12/24/18 09:22:49 AM,,0.03,,,,,
146,12/24/18 10:06:36 AM,,0.04,,,,,
147,12/24/18 10:15:13 AM,54.495,,,,,,
148,12/24/18 11:15:13 AM,55.884,,,,,,
149,12/24/18 11:17:25 AM,,0.05,,,,,
150,12/24/18 11:38:36 AM,,0.06,,,,,
151,12/24/18 11:45:20 AM,,0.07,,,,,
152,12/24/18 11:59:15 AM,,0.08,,,,,
153,12/24/18 12:09:24 PM,,0.09,,,,,
154,12/24/18 12:11:55 PM,,0.10,,,,,
155,12/24/18 12:15:13 PM,55.364,,,,,,
156,12/24/18 12:15:37 PM,,0.11,,,,,
157,12/24/18 12:17:10 PM,,0.12,,,,,
158,12/24/18 12:22:34 PM,,0.13,,,,,
159,12/24/18 12:56:36 PM,,0.14,,,,,
160,12/24/18 01:05:10 PM,,0.15,,,,,
161,12/24/18 01:14:11 PM,,0.16,,,,,
162,12/24/18 01:15:13 PM,54.669,,,,,,
163,12/24/18 01:16:45 PM,,0.17,,,,,
164,12/24/18 01:40:46 PM,,0.18,,,,,
165,12/24/18 01:57:44 PM,,0.19,,,,,
166,12/24/18 02:03:35 PM,,0.20,,,,,
167,12/24/18 02:08:13 PM,,0.21,,,,,
168,12/24/18 02:12:54 PM,,0.22,,,,,
169,12/24/18 02:15:13 PM,54.495,,,,,,
170,12/24/18 02:18:50 PM,,0.23,,,,,
171,12/24/18 02:25:39 PM,,0.24,,,,,
172,12/24/18 02:29:11 PM,,0.25,,,,,
173,12/24/18 02:33:06 PM,,0.26,,,,,
174,12/24/18 02:35:15 PM,,0.27,,,,,
175,12/24/18 02:39:36 PM,,0.28,,,,,
176,12/24/18 02:44:35 PM,,0.29,,,,,
177,12/24/18 02:47:41 PM,,0.30,,,,,
178,12/24/18 02:53:55 PM,,0.31,,,,,
179,12/24/18 02:56:09 PM,,0.32,,,,,
180,12/24/18 02:58:31 PM,,0.33,,,,,
181,12/24/18 03:00:51 PM,,0.34,,,,,
182,12/24/18 03:02:09 PM,,0.35,,,,,
183,12/24/18 03:03:51 PM,,0.36,,,,,
184,12/24/18 03:06:37 PM,,0.37,,,,,
185,12/24/18 03:08:44 PM,,0.38,,,,,
186,12/24/18 03:09:37 PM,,0.39,,,,,
187,12/24/18 03:10:30 PM,,0.40,,,,,
188,12/24/18 03:12:50 PM,,0.41,,,,,
189,12/24/18 03:15:13 PM,54.669,,,,,,
190,12/24/18 03:17:19 PM,,0.42,,,,,
191,12/24/18 03:18:14 PM,,0.43,,,,,
192,12/24/18 03:19:10 PM,,0.44,,,,,
193,12/24/18 03:19:52 PM,,0.45,,,,,
194,12/24/18 03:21:53 PM,,0.46,,,,,
195,12/24/18 03:22:55 PM,,0.47,,,,,
196,12/24/18 03:25:53 PM,,0.48,,,,,
197,12/24/18 03:26:46 PM,,0.49,,,,,
198,12/24/18 03:29:15 PM,,0.50,,,,,
199,12/24/18 03:34:32 PM,,0.51,,,,,
200,12/24/18 03:48:27 PM,,0.52,,,,,
201,12/24/18 03:50:43 PM,,0.53,,,,,
202,12/24/18 03:52:31 PM,,0.54,,,,,
203,12/24/18 04:15:13 PM,55.017,,,,,,
204,12/24/18 04:34:50 PM,,0.55,,,,,
205,12/24/18 04:44:45 PM,,0.56,,,,,
206,12/24/18 04:49:41 PM,,0.57,,,,,
207,12/24/18 04:53:18 PM,,0.58,,,,,
208,12/24/18 04:55:30 PM,,0.59,,,,,
209,12/24/18 05:05:33 PM,,0.60,,,,,
210,12/24/18 05:15:13 PM,54.495,,,,,,
211,12/24/18 06:15:13 PM,53.449,,,,,,
212,12/24/18 07:15:13 PM,50.819,,,,,,
213,12/24/18 08:15:13 PM,49.228,,,,,,
214,12/24/18 09:15:13 PM,49.582,,,,,,
215,12/24/18 09:51:04 PM,,0.61,,,,,
216,12/24/18 10:15:13 PM,50.290,,,,,,
217,12/24/18 10:24:30 PM,,0.62,,,,,
218,12/24/18 10:24:59 PM,,0.63,,,,,
219,12/24/18 10:25:31 PM,,0.64,,,,,
220,12/24/18 10:26:07 PM,,0.65,,,,,
221,12/24/18 10:27:51 PM,,0.66,,,,,
222,12/24/18 10:34:34 PM,,0.67,,,,,
223,12/24/18 11:15:13 PM,49.759,,,,,,
224,12/24/18 11:24:20 PM,,0.68,,,,,
225,12/24/18 11:30:02 PM,,0.69,,,,,
226,12/24/18 11:31:22 PM,,0.70,,,,,
227,12/24/18 11:31:41 PM,,0.71,,,,,
228,12/24/18 11:32:25 PM,,0.72,,,,,
229,12/24/18 11:53:34 PM,,0.73,,,,,
230,12/24/18 11:53:54 PM,,0.74,,,,,
231,12/24/18 11:54:05 PM,,0.75,,,,,
232,12/24/18 11:54:18 PM,,0.76,,,,,
233,12/24/18 11:54:34 PM,,0.77,,,,,
234,12/24/18 11:54:48 PM,,0.78,,,,,
235,12/24/18 11:55:05 PM,,0.79,,,,,
