"Plot Title: UNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
522,02/10/18 12:04:55 PM,74.271,,,,,
523,02/10/18 01:04:55 PM,72.372,,,,,
524,02/10/18 02:04:55 PM,68.592,,,,,
525,02/10/18 03:04:55 PM,65.680,,,,,
526,02/10/18 04:04:55 PM,63.968,,,,,
527,02/10/18 05:04:55 PM,59.680,,,,,
528,02/10/18 06:04:55 PM,55.884,,,,,
529,02/10/18 07:04:55 PM,52.576,,,,,
530,02/10/18 08:04:55 PM,50.290,,,,,
531,02/10/18 09:04:55 PM,49.050,,,,,
532,02/10/18 10:04:55 PM,48.160,,,,,
533,02/10/18 11:04:55 PM,47.982,,,,,
534,02/11/18 12:04:55 AM,47.802,,,,,
535,02/11/18 01:04:55 AM,47.266,,,,,
536,02/11/18 02:04:55 AM,46.908,,,,,
537,02/11/18 03:04:55 AM,46.188,,,,,
538,02/11/18 04:04:55 AM,45.286,,,,,
539,02/11/18 05:04:55 AM,45.104,,,,,
540,02/11/18 06:04:55 AM,45.104,,,,,
541,02/11/18 07:04:55 AM,43.466,,,,,
542,02/11/18 08:04:55 AM,43.648,,,,,
543,02/11/18 09:04:55 AM,45.286,,,,,
544,02/11/18 10:04:55 AM,50.819,,,,,
545,02/11/18 11:04:55 AM,57.096,,,,,
546,02/11/18 12:04:55 PM,62.598,,,,,
547,02/11/18 01:04:55 PM,59.680,,,,,
548,02/11/18 02:04:55 PM,63.455,,,,,
549,02/11/18 03:04:55 PM,56.057,,,,,
550,02/11/18 04:04:55 PM,55.189,,,,,
551,02/11/18 05:04:55 PM,51.699,,,,,
552,02/11/18 06:04:55 PM,49.937,,,,,
553,02/11/18 07:04:55 PM,48.339,,,,,
554,02/11/18 08:04:55 PM,48.160,,,,,
555,02/11/18 09:04:55 PM,48.160,,,,,
556,02/11/18 10:04:55 PM,46.369,,,,,
557,02/11/18 11:04:55 PM,46.188,,,,,
558,02/12/18 12:04:55 AM,44.742,,,,,
559,02/12/18 01:04:55 AM,44.742,,,,,
560,02/12/18 02:04:55 AM,46.188,,,,,
561,02/12/18 03:04:55 AM,45.466,,,,,
562,02/12/18 04:04:55 AM,45.648,,,,,
563,02/12/18 05:04:55 AM,45.828,,,,,
564,02/12/18 06:04:55 AM,46.188,,,,,
565,02/12/18 07:04:55 AM,46.008,,,,,
566,02/12/18 08:04:55 AM,45.104,,,,,
567,02/12/18 09:04:55 AM,45.828,,,,,
568,02/12/18 10:04:55 AM,50.290,,,,,
569,02/12/18 11:04:55 AM,52.750,,,,,
570,02/12/18 12:04:55 PM,69.107,,,,,
571,02/12/18 01:04:55 PM,64.481,,,,,
572,02/12/18 02:04:55 PM,58.820,,,,,
573,02/12/18 03:04:55 PM,53.973,,,,,
574,02/12/18 04:04:55 PM,50.995,,,,,
575,02/12/18 05:04:55 PM,50.643,,,,,
576,02/12/18 06:04:55 PM,47.982,,,,,
577,02/12/18 07:04:55 PM,45.466,,,,,
578,02/12/18 08:04:55 PM,43.466,,,,,
579,02/12/18 09:04:55 PM,41.625,,,,,
580,02/12/18 10:04:55 PM,40.321,,,,,
581,02/12/18 11:04:55 PM,40.881,,,,,
582,02/13/18 12:04:55 AM,40.881,,,,,
583,02/13/18 01:04:55 AM,40.509,,,,,
584,02/13/18 02:04:55 AM,40.509,,,,,
585,02/13/18 03:04:55 AM,40.321,,,,,
586,02/13/18 04:04:55 AM,40.509,,,,,
587,02/13/18 05:04:55 AM,40.321,,,,,
588,02/13/18 06:04:55 AM,39.573,,,,,
589,02/13/18 07:04:55 AM,39.384,,,,,
590,02/13/18 08:04:55 AM,39.947,,,,,
591,02/13/18 09:04:55 AM,42.732,,,,,
592,02/13/18 10:04:55 AM,48.160,,,,,
593,02/13/18 11:04:55 AM,51.699,,,,,
594,02/13/18 12:04:55 PM,69.449,,,,,
595,02/13/18 01:04:55 PM,66.708,,,,,
596,02/13/18 02:04:55 PM,61.398,,,,,
597,02/13/18 03:04:55 PM,59.508,,,,,
598,02/13/18 04:04:55 PM,58.131,,,,,
599,02/13/18 05:04:55 PM,53.623,,,,,
600,02/13/18 06:04:55 PM,50.290,,,,,
601,02/13/18 07:04:55 PM,47.982,,,,,
602,02/13/18 08:04:55 PM,47.088,,,,,
603,02/13/18 09:04:55 PM,46.008,,,,,
604,02/13/18 10:04:55 PM,45.286,,,,,
605,02/13/18 11:04:55 PM,44.922,,,,,
606,02/14/18 12:04:55 AM,44.742,,,,,
607,02/14/18 01:04:55 AM,44.742,,,,,
608,02/14/18 02:04:55 AM,44.742,,,,,
609,02/14/18 03:04:55 AM,44.013,,,,,
610,02/14/18 04:04:55 AM,44.195,,,,,
611,02/14/18 05:04:55 AM,44.922,,,,,
612,02/14/18 06:04:55 AM,45.828,,,,,
613,02/14/18 07:04:55 AM,46.188,,,,,
614,02/14/18 08:04:55 AM,46.369,,,,,
615,02/14/18 09:04:55 AM,48.339,,,,,
616,02/14/18 10:04:55 AM,51.523,,,,,
617,02/14/18 11:04:55 AM,59.508,,,,,
618,02/14/18 12:04:55 PM,64.139,,,,,
619,02/14/18 01:04:55 PM,62.940,,,,,
620,02/14/18 02:04:55 PM,64.310,,,,,
621,02/14/18 03:04:55 PM,61.227,,,,,
622,02/14/18 03:05:01 PM,,,,Logged,,
623,02/14/18 03:05:29 PM,,0.64,,,Logged,Logged
