"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,11/10/14 02:23:49 PM,0.00,,,
2,11/10/14 02:23:55 PM,,Logged,,
3,11/11/14 01:40:59 AM,0.01,,,
4,11/11/14 02:04:17 AM,0.02,,,
5,11/13/14 12:46:41 AM,0.03,,,
6,11/13/14 01:01:54 AM,0.04,,,
7,11/13/14 01:12:57 AM,0.05,,,
8,11/13/14 01:16:28 AM,0.06,,,
9,11/13/14 01:22:22 AM,0.07,,,
10,11/13/14 01:27:40 AM,0.08,,,
11,11/13/14 01:33:06 AM,0.09,,,
12,11/13/14 01:33:07 AM,0.10,,,
13,11/13/14 01:36:37 AM,0.11,,,
14,11/13/14 01:40:58 AM,0.12,,,
15,11/13/14 01:48:38 AM,0.13,,,
16,11/13/14 01:56:35 AM,0.14,,,
17,11/13/14 02:01:06 AM,0.15,,,
18,11/13/14 02:07:33 AM,0.16,,,
19,11/13/14 02:14:11 AM,0.17,,,
20,11/13/14 02:14:12 AM,0.18,,,
21,11/13/14 02:21:03 AM,0.19,,,
22,11/13/14 02:27:44 AM,0.20,,,
23,11/13/14 02:46:58 AM,0.21,,,
24,11/13/14 03:41:07 AM,0.22,,,
25,11/13/14 04:17:31 AM,0.23,,,
26,11/13/14 04:23:56 AM,0.24,,,
27,11/13/14 04:26:21 AM,0.25,,,
28,11/13/14 04:41:17 AM,0.26,,,
29,11/13/14 05:57:36 AM,0.27,,,
30,11/13/14 06:18:57 AM,0.28,,,
31,11/13/14 06:29:45 AM,0.29,,,
32,11/13/14 06:29:46 AM,0.30,,,
33,11/13/14 06:33:09 AM,0.31,,,
34,11/13/14 06:35:08 AM,0.32,,,
35,11/13/14 06:42:13 AM,0.33,,,
36,11/13/14 06:42:14 AM,0.34,,,
37,11/13/14 06:58:18 AM,0.35,,,
38,11/13/14 07:26:28 AM,0.36,,,
39,11/13/14 08:04:35 AM,0.37,,,
40,11/13/14 09:47:52 AM,0.38,,,
41,11/13/14 10:49:59 AM,0.39,,,
42,11/14/14 08:23:54 AM,0.40,,,
43,11/18/14 04:11:31 PM,0.40,,Logged,Logged
