"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,08/12/14 10:42:14 AM,0.00,,,
2,08/12/14 10:42:25 AM,,Logged,,
3,08/23/14 02:41:49 AM,0.01,,,
4,08/23/14 04:39:49 AM,0.02,,,
5,08/26/14 03:28:37 PM,0.02,,Logged,Logged
