"Plot Title: Landing_1"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592082, SEN S/N: 10592082)","Event, units (LGR S/N: 10592082, SEN S/N: 10592082, LBL: Landing_1)","Coupler Detached (LGR S/N: 10592082, SEN S/N: 10592082)","Coupler Attached (LGR S/N: 10592082, SEN S/N: 10592082)","Host Connected (LGR S/N: 10592082, SEN S/N: 10592082)","End Of File (LGR S/N: 10592082, SEN S/N: 10592082)"
134,01/27/16 09:44:07 PM,49.050,,,,,
135,01/27/16 09:59:07 PM,48.695,,,,,
136,01/27/16 10:14:07 PM,48.695,,,,,
137,01/27/16 10:29:07 PM,48.695,,,,,
138,01/27/16 10:44:07 PM,48.695,,,,,
139,01/27/16 10:59:07 PM,48.517,,,,,
140,01/27/16 11:14:07 PM,48.339,,,,,
141,01/27/16 11:29:07 PM,47.802,,,,,
142,01/27/16 11:44:07 PM,47.446,,,,,
143,01/27/16 11:59:07 PM,47.802,,,,,
144,01/28/16 12:14:07 AM,47.802,,,,,
145,01/28/16 12:29:07 AM,47.802,,,,,
146,01/28/16 12:44:07 AM,47.266,,,,,
147,01/28/16 12:59:07 AM,47.266,,,,,
148,01/28/16 01:14:07 AM,47.266,,,,,
149,01/28/16 01:29:07 AM,47.446,,,,,
150,01/28/16 01:44:07 AM,47.088,,,,,
151,01/28/16 01:59:07 AM,46.548,,,,,
152,01/28/16 02:14:07 AM,46.369,,,,,
153,01/28/16 02:29:07 AM,46.369,,,,,
154,01/28/16 02:44:07 AM,46.188,,,,,
155,01/28/16 02:59:07 AM,46.008,,,,,
156,01/28/16 03:14:07 AM,45.828,,,,,
157,01/28/16 03:29:07 AM,45.828,,,,,
158,01/28/16 03:44:07 AM,45.828,,,,,
159,01/28/16 03:59:07 AM,45.828,,,,,
160,01/28/16 04:14:07 AM,46.008,,,,,
161,01/28/16 04:29:07 AM,45.828,,,,,
162,01/28/16 04:44:07 AM,45.648,,,,,
163,01/28/16 04:59:07 AM,45.648,,,,,
164,01/28/16 05:14:07 AM,45.466,,,,,
165,01/28/16 05:29:07 AM,45.286,,,,,
166,01/28/16 05:44:07 AM,44.922,,,,,
167,01/28/16 05:59:07 AM,44.742,,,,,
168,01/28/16 06:14:07 AM,44.560,,,,,
169,01/28/16 06:29:07 AM,44.379,,,,,
170,01/28/16 06:44:07 AM,44.379,,,,,
171,01/28/16 06:59:07 AM,44.560,,,,,
172,01/28/16 07:14:07 AM,44.560,,,,,
173,01/28/16 07:29:07 AM,44.560,,,,,
174,01/28/16 07:44:07 AM,44.560,,,,,
175,01/28/16 07:59:07 AM,44.922,,,,,
176,01/28/16 08:14:07 AM,45.466,,,,,
177,01/28/16 08:29:07 AM,46.908,,,,,
178,01/28/16 08:44:07 AM,48.339,,,,,
179,01/28/16 08:59:07 AM,49.582,,,,,
180,01/28/16 09:14:07 AM,50.643,,,,,
181,01/28/16 09:29:07 AM,52.576,,,,,
182,01/28/16 09:44:07 AM,54.495,,,,,
183,01/28/16 09:59:07 AM,55.017,,,,,
184,01/28/16 10:14:07 AM,55.364,,,,,
185,01/28/16 10:29:07 AM,56.577,,,,,
186,01/28/16 10:44:07 AM,56.750,,,,,
187,01/28/16 10:59:07 AM,59.337,,,,,
188,01/28/16 11:14:07 AM,62.083,,,,,
189,01/28/16 11:29:07 AM,65.167,,,,,
190,01/28/16 11:44:07 AM,68.077,,,,,
191,01/28/16 11:59:07 AM,68.421,,,,,
192,01/28/16 12:14:07 PM,66.022,,,,,
193,01/28/16 12:29:07 PM,63.968,,,,,
194,01/28/16 12:44:07 PM,62.769,,,,,
195,01/28/16 12:59:07 PM,61.398,,,,,
196,01/28/16 01:14:07 PM,61.741,,,,,
197,01/28/16 01:29:07 PM,64.481,,,,,
198,01/28/16 01:38:58 PM,,,,Logged,,
199,01/28/16 01:39:00 PM,,0.00,,,Logged,Logged
