"Plot Title: Landing_1"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592082, SEN S/N: 10592082)","Event, units (LGR S/N: 10592082, SEN S/N: 10592082, LBL: Landing_1)","Coupler Detached (LGR S/N: 10592082, SEN S/N: 10592082)","Coupler Attached (LGR S/N: 10592082, SEN S/N: 10592082)","Host Connected (LGR S/N: 10592082, SEN S/N: 10592082)","End Of File (LGR S/N: 10592082, SEN S/N: 10592082)"
1,01/26/16 12:44:07 PM,74.098,0.00,,,,
2,01/26/16 12:44:14 PM,,,Logged,,,
3,01/26/16 12:59:07 PM,72.372,,,,,
4,01/26/16 01:14:07 PM,71.683,,,,,
5,01/26/16 01:29:07 PM,71.512,,,,,
6,01/26/16 01:44:07 PM,70.995,,,,,
7,01/26/16 01:59:07 PM,70.480,,,,,
8,01/26/16 02:14:07 PM,69.449,,,,,
9,01/26/16 02:29:07 PM,69.278,,,,,
10,01/26/16 02:44:07 PM,73.753,,,,,
11,01/26/16 02:59:07 PM,78.624,,,,,
12,01/26/16 03:14:07 PM,82.152,,,,,
13,01/26/16 03:29:07 PM,74.791,,,,,
14,01/26/16 03:44:07 PM,67.050,,,,,
15,01/26/16 03:59:07 PM,63.626,,,,,
16,01/26/16 04:14:07 PM,61.741,,,,,
17,01/26/16 04:29:07 PM,60.368,,,,,
18,01/26/16 04:44:07 PM,58.993,,,,,
19,01/26/16 04:59:07 PM,57.614,,,,,
20,01/26/16 05:14:07 PM,56.057,,,,,
21,01/26/16 05:29:07 PM,54.669,,,,,
22,01/26/16 05:44:07 PM,53.623,,,,,
23,01/26/16 05:59:07 PM,52.750,,,,,
24,01/26/16 06:14:07 PM,52.050,,,,,
25,01/26/16 06:29:07 PM,51.346,,,,,
26,01/26/16 06:44:07 PM,50.819,,,,,
27,01/26/16 06:59:07 PM,50.466,,,,,
28,01/26/16 07:14:07 PM,50.113,,,,,
29,01/26/16 07:29:07 PM,49.759,,,,,
30,01/26/16 07:44:07 PM,49.582,,,,,
31,01/26/16 07:59:07 PM,49.582,,,,,
32,01/26/16 08:14:07 PM,49.582,,,,,
33,01/26/16 08:29:07 PM,49.582,,,,,
34,01/26/16 08:44:07 PM,49.404,,,,,
35,01/26/16 08:59:07 PM,49.404,,,,,
36,01/26/16 09:14:07 PM,49.582,,,,,
37,01/26/16 09:29:07 PM,49.582,,,,,
38,01/26/16 09:44:07 PM,49.582,,,,,
39,01/26/16 09:59:07 PM,49.759,,,,,
40,01/26/16 10:14:07 PM,49.937,,,,,
41,01/26/16 10:29:07 PM,50.113,,,,,
42,01/26/16 10:44:07 PM,50.113,,,,,
43,01/26/16 10:59:07 PM,49.937,,,,,
44,01/26/16 11:14:07 PM,49.759,,,,,
45,01/26/16 11:29:07 PM,49.582,,,,,
46,01/26/16 11:44:07 PM,49.228,,,,,
47,01/26/16 11:59:07 PM,49.050,,,,,
48,01/27/16 12:14:07 AM,48.871,,,,,
49,01/27/16 12:29:07 AM,48.695,,,,,
50,01/27/16 12:44:07 AM,48.695,,,,,
51,01/27/16 12:59:07 AM,48.695,,,,,
52,01/27/16 01:14:07 AM,48.695,,,,,
53,01/27/16 01:29:07 AM,48.695,,,,,
54,01/27/16 01:44:07 AM,48.695,,,,,
55,01/27/16 01:59:07 AM,48.871,,,,,
56,01/27/16 02:14:07 AM,49.228,,,,,
57,01/27/16 02:29:07 AM,49.228,,,,,
58,01/27/16 02:44:07 AM,49.228,,,,,
59,01/27/16 02:59:07 AM,49.228,,,,,
60,01/27/16 03:14:07 AM,49.050,,,,,
61,01/27/16 03:29:07 AM,48.517,,,,,
62,01/27/16 03:44:07 AM,48.517,,,,,
63,01/27/16 03:59:07 AM,48.695,,,,,
64,01/27/16 04:14:07 AM,48.871,,,,,
65,01/27/16 04:29:07 AM,48.871,,,,,
66,01/27/16 04:44:07 AM,48.871,,,,,
67,01/27/16 04:59:07 AM,48.871,,,,,
68,01/27/16 05:14:07 AM,49.050,,,,,
69,01/27/16 05:29:07 AM,49.050,,,,,
70,01/27/16 05:44:07 AM,48.871,,,,,
71,01/27/16 05:59:07 AM,48.695,,,,,
72,01/27/16 06:14:07 AM,48.695,,,,,
73,01/27/16 06:29:07 AM,48.517,,,,,
74,01/27/16 06:44:07 AM,48.160,,,,,
75,01/27/16 06:59:07 AM,47.802,,,,,
76,01/27/16 07:14:07 AM,47.266,,,,,
77,01/27/16 07:29:07 AM,46.908,,,,,
78,01/27/16 07:44:07 AM,46.728,,,,,
79,01/27/16 07:59:07 AM,46.728,,,,,
80,01/27/16 08:14:07 AM,46.908,,,,,
81,01/27/16 08:29:07 AM,47.266,,,,,
82,01/27/16 08:44:07 AM,48.160,,,,,
83,01/27/16 08:59:07 AM,49.404,,,,,
84,01/27/16 09:14:07 AM,52.050,,,,,
85,01/27/16 09:29:07 AM,53.623,,,,,
86,01/27/16 09:44:07 AM,54.842,,,,,
87,01/27/16 09:59:07 AM,56.230,,,,,
88,01/27/16 10:14:07 AM,57.785,,,,,
89,01/27/16 10:29:07 AM,59.164,,,,,
90,01/27/16 10:44:07 AM,61.054,,,,,
91,01/27/16 10:59:07 AM,62.598,,,,,
92,01/27/16 11:14:07 AM,64.652,,,,,
93,01/27/16 11:29:07 AM,66.879,,,,,
94,01/27/16 11:44:07 AM,69.278,,,,,
95,01/27/16 11:59:07 AM,69.964,,,,,
96,01/27/16 12:14:07 PM,67.564,,,,,
97,01/27/16 12:29:07 PM,66.708,,,,,
98,01/27/16 12:44:07 PM,66.366,,,,,
99,01/27/16 12:59:07 PM,69.107,,,,,
100,01/27/16 01:14:07 PM,70.995,,,,,
101,01/27/16 01:29:07 PM,70.824,,,,,
102,01/27/16 01:44:07 PM,69.449,,,,,
103,01/27/16 01:59:07 PM,68.592,,,,,
104,01/27/16 02:14:07 PM,68.934,,,,,
105,01/27/16 02:29:07 PM,69.964,,,,,
106,01/27/16 02:44:07 PM,72.891,,,,,
107,01/27/16 02:59:07 PM,72.545,,,,,
108,01/27/16 03:14:07 PM,82.152,,,,,
109,01/27/16 03:29:07 PM,77.400,,,,,
110,01/27/16 03:44:07 PM,67.735,,,,,
111,01/27/16 03:59:07 PM,63.797,,,,,
112,01/27/16 04:14:07 PM,62.425,,,,,
113,01/27/16 04:29:07 PM,61.398,,,,,
114,01/27/16 04:44:07 PM,60.195,,,,,
115,01/27/16 04:59:07 PM,58.993,,,,,
116,01/27/16 05:14:07 PM,57.785,,,,,
117,01/27/16 05:29:07 PM,56.404,,,,,
118,01/27/16 05:44:07 PM,55.017,,,,,
119,01/27/16 05:59:07 PM,53.798,,,,,
120,01/27/16 06:14:07 PM,53.100,,,,,
121,01/27/16 06:29:07 PM,52.576,,,,,
122,01/27/16 06:44:07 PM,51.874,,,,,
123,01/27/16 06:59:07 PM,51.523,,,,,
124,01/27/16 07:14:07 PM,51.172,,,,,
125,01/27/16 07:29:07 PM,50.819,,,,,
126,01/27/16 07:44:07 PM,50.643,,,,,
127,01/27/16 07:59:07 PM,50.290,,,,,
128,01/27/16 08:14:07 PM,49.937,,,,,
129,01/27/16 08:29:07 PM,49.582,,,,,
130,01/27/16 08:44:07 PM,49.404,,,,,
131,01/27/16 08:59:07 PM,49.228,,,,,
132,01/27/16 09:14:07 PM,49.050,,,,,
133,01/27/16 09:29:07 PM,49.050,,,,,
