"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,10/12/10 10:24:14 AM,0.00,,,
2,10/12/10 10:24:18 AM,,Logged,,
3,10/17/10 11:29:33 AM,1.00,,,
4,10/17/10 12:34:41 PM,2.00,,,
5,10/17/10 12:52:49 PM,3.00,,,
6,10/17/10 02:15:33 PM,4.00,,,
7,10/19/10 10:09:31 AM,4.00,,Logged,Logged
