"Plot Title: RLSM"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309218, SEN S/N: 20309218)","Event, units (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Attached (LGR S/N: 20309218, SEN S/N: 20309218)","Host Connected (LGR S/N: 20309218, SEN S/N: 20309218)","Stopped (LGR S/N: 20309218, SEN S/N: 20309218)","End Of File (LGR S/N: 20309218, SEN S/N: 20309218)"
1,01/03/19 12:00:00 PM,99.291,0.00,,,,
2,01/03/19 01:00:00 PM,84.834,,,,,
3,01/03/19 02:00:00 PM,65.338,,,,,
4,01/03/19 03:00:00 PM,60.024,,,,,
5,01/03/19 04:00:00 PM,53.449,,,,,
6,01/03/19 05:00:00 PM,47.446,,,,,
7,01/03/19 06:00:00 PM,48.160,,,,,
8,01/03/19 07:00:00 PM,47.802,,,,,
9,01/03/19 08:00:00 PM,44.560,,,,,
10,01/03/19 09:00:00 PM,44.742,,,,,
11,01/03/19 10:00:00 PM,43.648,,,,,
12,01/03/19 11:00:00 PM,42.363,,,,,
13,01/04/19 12:00:00 AM,42.732,,,,,
14,01/04/19 01:00:00 AM,45.286,,,,,
15,01/04/19 02:00:00 AM,45.648,,,,,
16,01/04/19 03:00:00 AM,45.828,,,,,
17,01/04/19 04:00:00 AM,45.466,,,,,
18,01/04/19 05:00:00 AM,45.104,,,,,
19,01/04/19 06:00:00 AM,45.466,,,,,
20,01/04/19 07:00:00 AM,45.828,,,,,
21,01/04/19 08:00:00 AM,47.088,,,,,
22,01/04/19 09:00:00 AM,51.172,,,,,
23,01/04/19 10:00:00 AM,66.366,,,,,
24,01/04/19 11:00:00 AM,79.151,,,,,
25,01/04/19 12:00:00 PM,92.174,,,,,
26,01/04/19 01:00:00 PM,86.641,,,,,
27,01/04/19 02:00:00 PM,63.455,,,,,
28,01/04/19 03:00:00 PM,54.842,,,,,
29,01/04/19 04:00:00 PM,50.995,,,,,
30,01/04/19 05:00:00 PM,47.088,,,,,
31,01/04/19 06:00:00 PM,46.728,,,,,
32,01/04/19 07:00:00 PM,45.466,,,,,
33,01/04/19 08:00:00 PM,46.008,,,,,
34,01/04/19 09:00:00 PM,45.828,,,,,
35,01/04/19 10:00:00 PM,46.188,,,,,
36,01/04/19 11:00:00 PM,45.466,,,,,
37,01/05/19 12:00:00 AM,46.369,,,,,
38,01/05/19 01:00:00 AM,46.728,,,,,
39,01/05/19 02:00:00 AM,45.286,,,,,
40,01/05/19 03:00:00 AM,45.286,,,,,
41,01/05/19 04:00:00 AM,45.828,,,,,
42,01/05/19 05:00:00 AM,46.008,,,,,
43,01/05/19 06:00:00 AM,46.369,,,,,
44,01/05/19 06:35:23 AM,,0.01,,,,
45,01/05/19 06:45:23 AM,,0.02,,,,
46,01/05/19 06:49:41 AM,,0.03,,,,
47,01/05/19 07:00:00 AM,44.742,,,,,
48,01/05/19 07:06:47 AM,,0.04,,,,
49,01/05/19 07:10:55 AM,,0.05,,,,
50,01/05/19 07:14:35 AM,,0.06,,,,
51,01/05/19 07:17:56 AM,,0.07,,,,
52,01/05/19 07:22:39 AM,,0.08,,,,
53,01/05/19 07:25:43 AM,,0.09,,,,
54,01/05/19 07:33:24 AM,,0.10,,,,
55,01/05/19 07:42:09 AM,,0.11,,,,
56,01/05/19 07:45:16 AM,,0.12,,,,
57,01/05/19 07:49:05 AM,,0.13,,,,
58,01/05/19 07:55:21 AM,,0.14,,,,
59,01/05/19 08:00:00 AM,44.922,,,,,
60,01/05/19 08:01:04 AM,,0.15,,,,
61,01/05/19 08:05:26 AM,,0.16,,,,
62,01/05/19 08:06:55 AM,,0.17,,,,
63,01/05/19 08:10:31 AM,,0.18,,,,
64,01/05/19 08:14:10 AM,,0.19,,,,
65,01/05/19 08:16:41 AM,,0.20,,,,
66,01/05/19 08:18:35 AM,,0.21,,,,
67,01/05/19 08:21:28 AM,,0.22,,,,
68,01/05/19 08:24:52 AM,,0.23,,,,
69,01/05/19 08:29:23 AM,,0.24,,,,
70,01/05/19 08:32:27 AM,,0.25,,,,
71,01/05/19 08:35:23 AM,,0.26,,,,
72,01/05/19 09:00:00 AM,45.466,,,,,
73,01/05/19 09:06:04 AM,,0.27,,,,
74,01/05/19 10:00:00 AM,46.908,,,,,
75,01/05/19 11:00:00 AM,47.266,,,,,
76,01/05/19 12:00:00 PM,46.728,,,,,
77,01/05/19 12:24:27 PM,,0.28,,,,
78,01/05/19 12:25:38 PM,,0.29,,,,
79,01/05/19 12:27:55 PM,,0.30,,,,
80,01/05/19 12:50:38 PM,,0.31,,,,
81,01/05/19 01:00:00 PM,47.802,,,,,
82,01/05/19 01:19:19 PM,,0.32,,,,
83,01/05/19 01:28:28 PM,,0.33,,,,
84,01/05/19 01:31:08 PM,,0.34,,,,
85,01/05/19 01:35:33 PM,,0.35,,,,
86,01/05/19 01:48:22 PM,,0.36,,,,
87,01/05/19 02:00:00 PM,49.050,,,,,
88,01/05/19 02:01:18 PM,,0.37,,,,
89,01/05/19 02:31:06 PM,,0.38,,,,
90,01/05/19 02:33:45 PM,,0.39,,,,
91,01/05/19 02:35:50 PM,,0.40,,,,
92,01/05/19 03:00:00 PM,48.339,,,,,
93,01/05/19 04:00:00 PM,48.871,,,,,
94,01/05/19 05:00:00 PM,47.802,,,,,
95,01/05/19 06:00:00 PM,46.548,,,,,
96,01/05/19 07:00:00 PM,46.008,,,,,
97,01/05/19 07:20:06 PM,,0.41,,,,
98,01/05/19 08:00:00 PM,45.648,,,,,
99,01/05/19 09:00:00 PM,45.828,,,,,
100,01/05/19 09:59:36 PM,,0.42,,,,
101,01/05/19 10:00:00 PM,45.104,,,,,
102,01/05/19 10:05:13 PM,,0.43,,,,
103,01/05/19 11:00:00 PM,43.648,,,,,
104,01/05/19 11:42:44 PM,,0.44,,,,
105,01/05/19 11:43:28 PM,,0.45,,,,
106,01/05/19 11:44:27 PM,,0.46,,,,
107,01/05/19 11:45:20 PM,,0.47,,,,
108,01/05/19 11:47:07 PM,,0.48,,,,
109,01/06/19 12:00:00 AM,44.379,,,,,
110,01/06/19 12:28:56 AM,,0.49,,,,
111,01/06/19 01:00:00 AM,44.195,,,,,
112,01/06/19 02:00:00 AM,43.831,,,,,
113,01/06/19 03:00:00 AM,44.379,,,,,
114,01/06/19 04:00:00 AM,44.560,,,,,
115,01/06/19 05:00:00 AM,44.379,,,,,
116,01/06/19 06:00:00 AM,44.560,,,,,
117,01/06/19 07:00:00 AM,45.286,,,,,
118,01/06/19 08:00:00 AM,45.648,,,,,
119,01/06/19 08:13:25 AM,,0.50,,,,
120,01/06/19 08:21:38 AM,,0.51,,,,
121,01/06/19 08:30:51 AM,,0.52,,,,
122,01/06/19 08:39:06 AM,,0.53,,,,
