"Plot Title: UNF"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 9668993, SEN S/N: 9668993)","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Host Connected (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
63,03/12/18 05:12:26 PM,,0.59,,,,
64,03/12/18 05:14:20 PM,,0.60,,,,
65,03/12/18 05:16:42 PM,,0.61,,,,
66,03/12/18 05:19:16 PM,,0.62,,,,
67,03/12/18 05:21:04 PM,,0.63,,,,
68,03/12/18 05:23:10 PM,,0.64,,,,
69,03/12/18 05:25:20 PM,,0.65,,,,
70,03/12/18 05:29:01 PM,,0.66,,,,
71,03/12/18 05:32:19 PM,,0.67,,,,
72,03/12/18 05:36:31 PM,,0.68,,,,
73,03/12/18 05:38:54 PM,,0.69,,,,
74,03/12/18 05:40:33 PM,,0.70,,,,
75,03/12/18 05:42:53 PM,,0.71,,,,
76,03/12/18 05:46:15 PM,,0.72,,,,
77,03/12/18 05:48:35 PM,,0.73,,,,
78,03/12/18 05:53:05 PM,,0.74,,,,
79,03/12/18 05:55:11 PM,,0.75,,,,
80,03/12/18 05:55:26 PM,55.364,,,,,
81,03/12/18 05:57:48 PM,,0.76,,,,
82,03/12/18 06:00:25 PM,,0.77,,,,
83,03/12/18 06:08:14 PM,,0.78,,,,
84,03/12/18 06:55:26 PM,55.364,,,,,
85,03/12/18 07:05:54 PM,,0.79,,,,
86,03/12/18 07:17:09 PM,,0.80,,,,
87,03/12/18 07:23:52 PM,,0.81,,,,
88,03/12/18 07:33:19 PM,,0.82,,,,
89,03/12/18 07:51:41 PM,,0.83,,,,
90,03/12/18 07:55:26 PM,55.884,,,,,
91,03/12/18 08:13:51 PM,,0.84,,,,
92,03/12/18 08:55:26 PM,56.750,,,,,
93,03/12/18 08:58:05 PM,,0.85,,,,
94,03/12/18 09:16:53 PM,,0.86,,,,
95,03/12/18 09:55:26 PM,56.404,,,,,
96,03/12/18 10:14:17 PM,,0.87,,,,
97,03/12/18 10:24:09 PM,,0.88,,,,
98,03/12/18 10:31:00 PM,,0.89,,,,
99,03/12/18 10:45:27 PM,,0.90,,,,
100,03/12/18 10:55:26 PM,56.404,,,,,
101,03/12/18 11:06:39 PM,,0.91,,,,
102,03/12/18 11:55:26 PM,56.577,,,,,
103,03/13/18 12:07:10 AM,,0.92,,,,
104,03/13/18 12:19:55 AM,,0.93,,,,
105,03/13/18 12:31:17 AM,,0.94,,,,
106,03/13/18 12:48:56 AM,,0.95,,,,
107,03/13/18 12:55:26 AM,56.230,,,,,
108,03/13/18 01:00:02 AM,,0.96,,,,
109,03/13/18 01:05:02 AM,,0.97,,,,
110,03/13/18 01:38:04 AM,,0.98,,,,
111,03/13/18 01:55:26 AM,56.057,,,,,
112,03/13/18 02:55:26 AM,56.404,,,,,
113,03/13/18 03:05:22 AM,,0.99,,,,
114,03/13/18 03:55:26 AM,56.404,,,,,
115,03/13/18 04:51:59 AM,,1.00,,,,
116,03/13/18 04:55:03 AM,,1.01,,,,
117,03/13/18 04:55:26 AM,56.230,,,,,
118,03/13/18 04:58:00 AM,,1.02,,,,
119,03/13/18 04:59:01 AM,,1.03,,,,
120,03/13/18 04:59:56 AM,,1.04,,,,
121,03/13/18 05:00:50 AM,,1.05,,,,
122,03/13/18 05:04:23 AM,,1.06,,,,
123,03/13/18 05:07:23 AM,,1.07,,,,
124,03/13/18 05:10:19 AM,,1.08,,,,
125,03/13/18 05:11:55 AM,,1.09,,,,
126,03/13/18 05:14:58 AM,,1.10,,,,
127,03/13/18 05:18:05 AM,,1.11,,,,
128,03/13/18 05:21:07 AM,,1.12,,,,
129,03/13/18 05:23:07 AM,,1.13,,,,
130,03/13/18 05:26:13 AM,,1.14,,,,
131,03/13/18 05:28:08 AM,,1.15,,,,
132,03/13/18 05:30:01 AM,,1.16,,,,
133,03/13/18 05:35:10 AM,,1.17,,,,
134,03/13/18 05:40:41 AM,,1.18,,,,
135,03/13/18 05:43:33 AM,,1.19,,,,
136,03/13/18 05:47:16 AM,,1.20,,,,
137,03/13/18 05:50:14 AM,,1.21,,,,
138,03/13/18 05:55:26 AM,55.884,,,,,
139,03/13/18 06:02:29 AM,,1.22,,,,
140,03/13/18 06:06:45 AM,,1.23,,,,
141,03/13/18 06:09:56 AM,,1.24,,,,
142,03/13/18 06:12:31 AM,,1.25,,,,
143,03/13/18 06:35:12 AM,,1.26,,,,
144,03/13/18 06:55:26 AM,55.364,,,,,
145,03/13/18 06:57:54 AM,,1.27,,,,
146,03/13/18 07:02:35 AM,,1.28,,,,
147,03/13/18 07:08:04 AM,,1.29,,,,
148,03/13/18 07:12:06 AM,,1.30,,,,
149,03/13/18 07:15:53 AM,,1.31,,,,
150,03/13/18 07:28:53 AM,,1.32,,,,
151,03/13/18 07:31:39 AM,,1.33,,,,
152,03/13/18 07:36:45 AM,,1.34,,,,
153,03/13/18 07:38:28 AM,,1.35,,,,
154,03/13/18 07:40:32 AM,,1.36,,,,
155,03/13/18 07:42:03 AM,,1.37,,,,
156,03/13/18 07:44:07 AM,,1.38,,,,
157,03/13/18 07:45:31 AM,,1.39,,,,
158,03/13/18 07:47:32 AM,,1.40,,,,
159,03/13/18 07:48:49 AM,,1.41,,,,
160,03/13/18 07:50:42 AM,,1.42,,,,
161,03/13/18 07:52:31 AM,,1.43,,,,
162,03/13/18 07:54:20 AM,,1.44,,,,
163,03/13/18 07:55:26 AM,55.364,,,,,
164,03/13/18 07:55:51 AM,,1.45,,,,
165,03/13/18 07:59:07 AM,,1.46,,,,
166,03/13/18 08:01:56 AM,,1.47,,,,
167,03/13/18 08:03:07 AM,,1.48,,,,
168,03/13/18 08:04:00 AM,,1.49,,,,
169,03/13/18 08:05:18 AM,,1.50,,,,
170,03/13/18 08:06:17 AM,,1.51,,,,
171,03/13/18 08:10:01 AM,,1.52,,,,
172,03/13/18 08:11:18 AM,,1.53,,,,
173,03/13/18 08:13:34 AM,,1.54,,,,
174,03/13/18 08:15:57 AM,,1.55,,,,
175,03/13/18 08:22:32 AM,,1.56,,,,
176,03/13/18 08:24:49 AM,,1.57,,,,
177,03/13/18 08:26:25 AM,,1.58,,,,
178,03/13/18 08:27:46 AM,,1.59,,,,
179,03/13/18 08:30:27 AM,,1.60,,,,
180,03/13/18 08:33:51 AM,,1.61,,,,
181,03/13/18 08:41:12 AM,,1.62,,,,
182,03/13/18 08:55:26 AM,55.364,,,,,
183,03/13/18 09:23:07 AM,,1.63,,,,
184,03/13/18 09:27:27 AM,,1.64,,,,
185,03/13/18 09:31:25 AM,,1.65,,,,
186,03/13/18 09:35:36 AM,,1.66,,,,
187,03/13/18 09:39:24 AM,,1.67,,,,
188,03/13/18 09:41:05 AM,,1.68,,,,
189,03/13/18 09:43:44 AM,,1.69,,,,
190,03/13/18 09:47:54 AM,,1.70,,,,
191,03/13/18 09:53:00 AM,,1.71,,,,
192,03/13/18 09:55:26 AM,55.017,,,,,
193,03/13/18 10:01:36 AM,,1.72,,,,
194,03/13/18 10:24:39 AM,,1.73,,,,
195,03/13/18 10:55:26 AM,55.017,,,,,
196,03/13/18 11:55:26 AM,55.189,,,,,
197,03/13/18 11:59:47 AM,,1.74,,,,
198,03/13/18 12:02:07 PM,,1.75,,,,
199,03/13/18 12:03:28 PM,,1.76,,,,
200,03/13/18 12:04:21 PM,,1.77,,,,
201,03/13/18 12:04:46 PM,,1.78,,,,
202,03/13/18 12:05:07 PM,,1.79,,,,
203,03/13/18 12:05:39 PM,,1.80,,,,
204,03/13/18 12:06:22 PM,,1.81,,,,
205,03/13/18 12:11:04 PM,,1.82,,,,
206,03/13/18 12:55:26 PM,55.017,,,,,
207,03/13/18 01:11:45 PM,,1.83,,,,
208,03/13/18 01:37:25 PM,,1.84,,,,
209,03/13/18 01:55:26 PM,57.096,,,,,
210,03/13/18 02:55:26 PM,58.993,,,,,
211,03/13/18 03:55:26 PM,55.711,,,,,
212,03/13/18 04:55:26 PM,55.884,,,,,
213,03/13/18 05:55:26 PM,53.798,,,,,
214,03/13/18 06:55:26 PM,52.925,,,,,
215,03/13/18 07:55:26 PM,51.523,,,,,
216,03/13/18 08:55:26 PM,51.346,,,,,
217,03/13/18 09:30:24 PM,,1.85,,,,
218,03/13/18 09:31:39 PM,,1.86,,,,
219,03/13/18 09:32:29 PM,,1.87,,,,
220,03/13/18 09:33:13 PM,,1.88,,,,
221,03/13/18 09:33:41 PM,,1.89,,,,
222,03/13/18 09:34:32 PM,,1.90,,,,
223,03/13/18 09:35:29 PM,,1.91,,,,
224,03/13/18 09:36:40 PM,,1.92,,,,
225,03/13/18 09:37:09 PM,,1.93,,,,
226,03/13/18 09:38:36 PM,,1.94,,,,
227,03/13/18 09:41:30 PM,,1.95,,,,
228,03/13/18 09:44:11 PM,,1.96,,,,
229,03/13/18 09:44:55 PM,,1.97,,,,
230,03/13/18 09:55:26 PM,50.995,,,,,
231,03/13/18 10:16:34 PM,,1.98,,,,
232,03/13/18 10:22:54 PM,,1.99,,,,
233,03/13/18 10:29:12 PM,,2.00,,,,
234,03/13/18 10:45:22 PM,,2.01,,,,
235,03/13/18 10:52:44 PM,,2.02,,,,
236,03/13/18 10:55:26 PM,48.517,,,,,
237,03/13/18 10:59:21 PM,,2.03,,,,
238,03/13/18 11:55:26 PM,47.802,,,,,
239,03/14/18 12:55:26 AM,46.008,,,,,
240,03/14/18 01:55:26 AM,45.648,,,,,
241,03/14/18 02:55:26 AM,46.008,,,,,
242,03/14/18 03:55:26 AM,46.548,,,,,
243,03/14/18 04:55:26 AM,46.728,,,,,
244,03/14/18 05:55:26 AM,47.088,,,,,
245,03/14/18 06:55:26 AM,47.266,,,,,
246,03/14/18 07:55:26 AM,47.624,,,,,
247,03/14/18 07:58:12 AM,,2.04,,,,
248,03/14/18 08:55:26 AM,48.160,,,,,
249,03/14/18 09:55:26 AM,49.050,,,,,
250,03/14/18 10:55:26 AM,51.699,,,,,
251,03/14/18 11:50:46 AM,,2.05,,,,
252,03/14/18 11:55:26 AM,49.937,,,,,
253,03/14/18 11:57:21 AM,,2.06,,,,
254,03/14/18 12:03:28 PM,,2.07,,,,
255,03/14/18 12:07:21 PM,,2.08,,,,
256,03/14/18 12:09:35 PM,,2.09,,,,
257,03/14/18 12:12:12 PM,,2.10,,,,
258,03/14/18 12:15:07 PM,,2.11,,,,
259,03/14/18 12:18:32 PM,,2.12,,,,
260,03/14/18 12:21:34 PM,,2.13,,,,
261,03/14/18 12:25:02 PM,,2.14,,,,
262,03/14/18 12:27:37 PM,,2.15,,,,
263,03/14/18 12:30:22 PM,,2.16,,,,
264,03/14/18 12:32:21 PM,,2.17,,,,
265,03/14/18 12:34:59 PM,,2.18,,,,
266,03/14/18 12:37:49 PM,,2.19,,,,
267,03/14/18 12:40:03 PM,,2.20,,,,
268,03/14/18 12:41:49 PM,,2.21,,,,
269,03/14/18 12:45:17 PM,,2.22,,,,
270,03/14/18 12:47:48 PM,,2.23,,,,
271,03/14/18 12:52:56 PM,,2.24,,,,
272,03/14/18 12:55:26 PM,48.871,,,,,
273,03/14/18 12:57:44 PM,,2.25,,,,
274,03/14/18 01:55:26 PM,56.057,,,,,
275,03/14/18 02:55:26 PM,55.364,,,,,
276,03/14/18 03:55:26 PM,55.364,,,,,
277,03/14/18 04:55:26 PM,56.577,,,,,
278,03/14/18 05:55:26 PM,50.113,,,,,
279,03/14/18 06:55:26 PM,47.982,,,,,
280,03/14/18 07:55:26 PM,45.648,,,,,
281,03/14/18 08:55:26 PM,44.013,,,,,
282,03/14/18 09:55:26 PM,43.466,,,,,
283,03/14/18 10:55:26 PM,43.466,,,,,
284,03/14/18 11:55:26 PM,42.732,,,,,
285,03/15/18 12:55:26 AM,41.439,,,,,
286,03/15/18 01:55:26 AM,40.321,,,,,
287,03/15/18 02:55:26 AM,39.573,,,,,
288,03/15/18 03:55:26 AM,39.573,,,,,
289,03/15/18 04:55:26 AM,39.007,,,,,
290,03/15/18 05:55:26 AM,38.818,,,,,
291,03/15/18 06:55:26 AM,39.384,,,,,
292,03/15/18 07:55:26 AM,39.384,,,,,
293,03/15/18 08:55:26 AM,41.994,,,,,
294,03/15/18 09:55:26 AM,48.695,,,,,
295,03/15/18 10:55:26 AM,50.819,,,,,
296,03/15/18 11:49:57 AM,,2.26,,,,
297,03/15/18 11:55:26 AM,49.759,,,,,
298,03/15/18 12:05:22 PM,,2.27,,,,
299,03/15/18 12:13:14 PM,,2.28,,,,
300,03/15/18 12:17:09 PM,,2.29,,,,
301,03/15/18 12:23:13 PM,,2.30,,,,
302,03/15/18 12:28:24 PM,,2.31,,,,
303,03/15/18 12:39:25 PM,,2.32,,,,
304,03/15/18 12:55:26 PM,50.643,,,,,
305,03/15/18 01:26:01 PM,,2.33,,,,
306,03/15/18 01:34:34 PM,,2.34,,,,
307,03/15/18 01:40:25 PM,,2.35,,,,
308,03/15/18 01:45:09 PM,,2.36,,,,
309,03/15/18 01:53:24 PM,,2.37,,,,
310,03/15/18 01:55:26 PM,50.290,,,,,
311,03/15/18 01:56:16 PM,,2.38,,,,
312,03/15/18 01:59:01 PM,,2.39,,,,
313,03/15/18 02:03:53 PM,,2.40,,,,
314,03/15/18 02:05:55 PM,,2.41,,,,
315,03/15/18 02:08:30 PM,,2.42,,,,
316,03/15/18 02:11:00 PM,,2.43,,,,
317,03/15/18 02:12:50 PM,,2.44,,,,
318,03/15/18 02:14:52 PM,,2.45,,,,
319,03/15/18 02:17:54 PM,,2.46,,,,
320,03/15/18 02:25:50 PM,,2.47,,,,
321,03/15/18 02:55:26 PM,50.995,,,,,
322,03/15/18 03:43:19 PM,,2.48,,,,
323,03/15/18 03:55:26 PM,50.995,,,,,
324,03/15/18 04:06:13 PM,,2.49,,,,
325,03/15/18 04:07:47 PM,,2.50,,,,
326,03/15/18 04:09:10 PM,,2.51,,,,
327,03/15/18 04:10:33 PM,,2.52,,,,
328,03/15/18 04:11:10 PM,,2.53,,,,
329,03/15/18 04:11:31 PM,,2.54,,,,
330,03/15/18 04:12:58 PM,,2.55,,,,
331,03/15/18 04:35:40 PM,,2.56,,,,
332,03/15/18 04:37:45 PM,,2.57,,,,
333,03/15/18 04:55:26 PM,50.290,,,,,
334,03/15/18 05:24:57 PM,,2.58,,,,
335,03/15/18 05:26:27 PM,,2.59,,,,
336,03/15/18 05:28:58 PM,,2.60,,,,
337,03/15/18 05:29:37 PM,,2.61,,,,
338,03/15/18 05:30:52 PM,,2.62,,,,
339,03/15/18 05:55:26 PM,49.937,,,,,
340,03/15/18 06:50:08 PM,,2.63,,,,
341,03/15/18 06:55:26 PM,49.404,,,,,
342,03/15/18 07:11:59 PM,,2.64,,,,
343,03/15/18 07:18:02 PM,,2.65,,,,
344,03/15/18 07:22:29 PM,,2.66,,,,
345,03/15/18 07:23:30 PM,,2.67,,,,
346,03/15/18 07:24:08 PM,,2.68,,,,
347,03/15/18 07:24:32 PM,,2.69,,,,
348,03/15/18 07:25:15 PM,,2.70,,,,
349,03/15/18 07:26:14 PM,,2.71,,,,
350,03/15/18 07:55:26 PM,48.695,,,,,
351,03/15/18 08:55:26 PM,48.695,,,,,
352,03/15/18 09:55:26 PM,49.050,,,,,
353,03/15/18 10:55:26 PM,49.050,,,,,
354,03/15/18 11:12:16 PM,,2.72,,,,
355,03/15/18 11:18:55 PM,,2.73,,,,
356,03/15/18 11:43:06 PM,,2.74,,,,
357,03/15/18 11:47:59 PM,,2.75,,,,
358,03/15/18 11:55:26 PM,48.339,,,,,
359,03/15/18 11:58:49 PM,,2.76,,,,
360,03/16/18 12:10:18 AM,,2.77,,,,
361,03/16/18 12:55:26 AM,48.160,,,,,
362,03/16/18 01:55:26 AM,48.517,,,,,
363,03/16/18 02:10:33 AM,,2.78,,,,
364,03/16/18 02:55:26 AM,48.160,,,,,
365,03/16/18 03:55:26 AM,47.088,,,,,
366,03/16/18 04:55:26 AM,46.728,,,,,
367,03/16/18 05:24:41 AM,,2.79,,,,
368,03/16/18 05:36:58 AM,,2.80,,,,
369,03/16/18 05:50:24 AM,,2.81,,,,
370,03/16/18 05:55:26 AM,46.728,,,,,
371,03/16/18 05:56:35 AM,,2.82,,,,
372,03/16/18 06:03:44 AM,,2.83,,,,
373,03/16/18 06:55:26 AM,46.728,,,,,
374,03/16/18 06:57:33 AM,,2.84,,,,
375,03/16/18 07:39:49 AM,,2.85,,,,
376,03/16/18 07:55:26 AM,45.828,,,,,
377,03/16/18 08:00:36 AM,,2.86,,,,
378,03/16/18 08:55:26 AM,47.446,,,,,
379,03/16/18 09:55:26 AM,50.819,,,,,
380,03/16/18 10:55:26 AM,50.643,,,,,
381,03/16/18 11:43:30 AM,,2.87,,,,
382,03/16/18 11:55:26 AM,54.147,,,,,
383,03/16/18 12:55:26 PM,77.050,,,,,
384,03/16/18 01:55:26 PM,56.750,,,,,
385,03/16/18 02:55:26 PM,56.750,,,,,
386,03/16/18 03:55:26 PM,55.884,,,,,
387,03/16/18 04:55:26 PM,54.495,,,,,
388,03/16/18 05:55:26 PM,48.517,,,,,
389,03/16/18 06:55:26 PM,46.188,,,,,
390,03/16/18 07:55:26 PM,43.648,,,,,
391,03/16/18 08:55:26 PM,42.179,,,,,
392,03/16/18 09:55:26 PM,41.994,,,,,
393,03/16/18 10:55:26 PM,41.254,,,,,
394,03/16/18 11:23:53 PM,,2.88,,,,
395,03/16/18 11:55:26 PM,41.810,,,,,
396,03/17/18 12:25:56 AM,,2.89,,,,
397,03/17/18 12:28:33 AM,,2.90,,,,
398,03/17/18 12:45:37 AM,,2.91,,,,
399,03/17/18 12:52:29 AM,,2.92,,,,
400,03/17/18 12:55:26 AM,42.363,,,,,
401,03/17/18 01:12:27 AM,,2.93,,,,
402,03/17/18 01:55:26 AM,42.732,,,,,
403,03/17/18 02:55:26 AM,41.439,,,,,
404,03/17/18 03:55:26 AM,40.696,,,,,
405,03/17/18 04:03:52 AM,,2.94,,,,
406,03/17/18 04:23:30 AM,,2.95,,,,
407,03/17/18 04:29:56 AM,,2.96,,,,
408,03/17/18 04:33:20 AM,,2.97,,,,
409,03/17/18 04:35:28 AM,,2.98,,,,
410,03/17/18 04:37:02 AM,,2.99,,,,
411,03/17/18 04:41:28 AM,,3.00,,,,
412,03/17/18 04:45:47 AM,,3.01,,,,
413,03/17/18 04:53:38 AM,,3.02,,,,
414,03/17/18 04:55:26 AM,41.625,,,,,
415,03/17/18 04:58:37 AM,,3.03,,,,
416,03/17/18 05:55:26 AM,42.179,,,,,
417,03/17/18 06:41:41 AM,,3.04,,,,
418,03/17/18 06:55:26 AM,42.179,,,,,
419,03/17/18 07:55:26 AM,42.915,,,,,
420,03/17/18 08:55:26 AM,45.286,,,,,
421,03/17/18 09:55:26 AM,47.446,,,,,
422,03/17/18 10:55:26 AM,52.401,,,,,
423,03/17/18 11:55:26 AM,50.466,,,,,
424,03/17/18 12:55:26 PM,56.230,,,,,
425,03/17/18 01:55:26 PM,61.912,,,,,
426,03/17/18 02:55:26 PM,57.614,,,,,
427,03/17/18 03:55:26 PM,58.647,,,,,
428,03/17/18 04:55:26 PM,55.711,,,,,
429,03/17/18 05:55:26 PM,50.643,,,,,
430,03/17/18 06:55:26 PM,46.369,,,,,
431,03/17/18 07:55:26 PM,43.466,,,,,
432,03/17/18 08:55:26 PM,41.439,,,,,
433,03/17/18 09:55:26 PM,40.509,,,,,
434,03/17/18 10:55:26 PM,39.760,,,,,
435,03/17/18 11:55:26 PM,38.629,,,,,
436,03/18/18 12:55:26 AM,38.250,,,,,
437,03/18/18 01:55:26 AM,38.250,,,,,
438,03/18/18 02:55:26 AM,37.679,,,,,
439,03/18/18 03:55:26 AM,37.297,,,,,
440,03/18/18 04:55:26 AM,37.488,,,,,
441,03/18/18 05:55:26 AM,37.297,,,,,
442,03/18/18 06:55:26 AM,37.488,,,,,
443,03/18/18 07:55:26 AM,37.870,,,,,
444,03/18/18 08:55:26 AM,40.696,,,,,
445,03/18/18 09:55:26 AM,50.995,,,,,
446,03/18/18 10:55:26 AM,52.050,,,,,
447,03/18/18 11:55:26 AM,55.537,,,,,
448,03/18/18 12:55:26 PM,76.354,,,,,
449,03/18/18 01:55:26 PM,58.131,,,,,
450,03/18/18 02:55:26 PM,54.669,,,,,
451,03/18/18 03:55:26 PM,53.100,,,,,
452,03/18/18 04:55:26 PM,52.750,,,,,
453,03/18/18 05:55:26 PM,51.346,,,,,
454,03/18/18 06:55:26 PM,49.582,,,,,
455,03/18/18 07:55:26 PM,47.266,,,,,
456,03/18/18 08:55:26 PM,45.466,,,,,
457,03/18/18 09:55:26 PM,43.282,,,,,
458,03/18/18 10:55:26 PM,41.810,,,,,
459,03/18/18 11:55:26 PM,41.067,,,,,
460,03/19/18 12:55:26 AM,40.321,,,,,
461,03/19/18 01:55:26 AM,40.321,,,,,
462,03/19/18 02:55:26 AM,39.947,,,,,
463,03/19/18 03:55:26 AM,39.573,,,,,
464,03/19/18 04:55:26 AM,39.384,,,,,
465,03/19/18 05:55:26 AM,39.760,,,,,
466,03/19/18 06:55:26 AM,40.321,,,,,
467,03/19/18 07:55:26 AM,39.947,,,,,
468,03/19/18 08:55:26 AM,42.179,,,,,
469,03/19/18 09:55:26 AM,50.290,,,,,
470,03/19/18 10:55:26 AM,52.925,,,,,
471,03/19/18 11:55:26 AM,58.131,,,,,
472,03/19/18 12:55:26 PM,91.612,,,,,
473,03/19/18 01:55:26 PM,71.856,,,,,
474,03/19/18 02:55:26 PM,67.564,,,,,
475,03/19/18 03:55:26 PM,64.825,,,,,
476,03/19/18 04:55:26 PM,63.111,,,,,
477,03/19/18 05:55:26 PM,58.476,,,,,
478,03/19/18 06:55:26 PM,54.322,,,,,
479,03/19/18 07:55:26 PM,51.346,,,,,
480,03/19/18 08:55:26 PM,49.937,,,,,
481,03/19/18 09:55:26 PM,49.582,,,,,
482,03/19/18 10:55:26 PM,48.695,,,,,
483,03/19/18 11:55:26 PM,47.802,,,,,
484,03/20/18 12:55:26 AM,48.695,,,,,
485,03/20/18 01:55:26 AM,48.871,,,,,
486,03/20/18 02:55:26 AM,48.871,,,,,
487,03/20/18 03:55:26 AM,48.871,,,,,
488,03/20/18 04:55:26 AM,48.517,,,,,
489,03/20/18 05:55:26 AM,48.517,,,,,
490,03/20/18 06:55:26 AM,48.339,,,,,
491,03/20/18 07:17:45 AM,,3.05,,,,
492,03/20/18 07:55:26 AM,47.446,,,,,
493,03/20/18 08:55:26 AM,48.339,,,,,
494,03/20/18 09:15:43 AM,,3.06,,,,
495,03/20/18 09:50:08 AM,,3.07,,,,
496,03/20/18 09:55:26 AM,49.937,,,,,
497,03/20/18 10:05:21 AM,,3.08,,,,
498,03/20/18 10:16:31 AM,,3.09,,,,
499,03/20/18 10:55:26 AM,51.346,,,,,
500,03/20/18 11:03:36 AM,,,,Logged,,
501,03/20/18 11:03:55 AM,,3.09,,,Logged,Logged
