"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,10/10/12 01:29:51 PM,0.00,,,,
2,10/10/12 01:30:30 PM,,Logged,,,
3,10/10/12 01:33:25 PM,0.01,,,,
4,10/10/12 01:33:26 PM,0.02,,,,
5,10/10/12 01:33:27 PM,0.03,,,,
6,10/10/12 01:33:31 PM,0.04,,,,
7,10/10/12 02:17:32 PM,0.05,,,,
8,10/10/12 02:17:33 PM,0.06,,,,
9,10/10/12 02:24:20 PM,0.07,,,,
10,10/10/12 02:28:40 PM,0.08,,,,
11,10/10/12 03:34:54 PM,0.09,,,,
12,10/10/12 03:36:10 PM,0.10,,,,
13,10/10/12 03:38:06 PM,0.11,,,,
14,10/10/12 03:39:18 PM,0.12,,,,
15,10/10/12 04:59:45 PM,0.13,,,,
16,10/11/12 03:40:07 PM,0.14,,,,
17,10/11/12 04:21:24 PM,0.15,,,,
18,10/11/12 05:04:10 PM,0.16,,,,
19,10/11/12 07:27:23 PM,0.17,,,,
20,10/12/12 06:16:25 AM,0.18,,,,
21,10/12/12 06:16:26 AM,0.19,,,,
22,10/12/12 07:06:51 AM,0.20,,,,
23,10/12/12 12:56:14 PM,0.21,,,,
24,10/12/12 12:56:15 PM,0.22,,,,
25,10/21/12 11:52:52 PM,0.23,,,,
26,10/22/12 12:16:05 AM,0.24,,,,
27,10/22/12 01:41:34 AM,0.25,,,,
28,10/22/12 03:05:00 AM,0.26,,,,
29,10/22/12 05:30:45 AM,0.27,,,,
30,10/22/12 05:39:00 AM,0.28,,,,
31,10/22/12 05:39:01 AM,0.29,,,,
32,10/22/12 05:57:13 AM,0.30,,,,
33,10/22/12 06:03:58 AM,0.31,,,,
34,10/22/12 06:15:33 AM,0.32,,,,
35,10/22/12 06:20:49 AM,0.33,,,,
36,10/22/12 06:25:01 AM,0.34,,,,
37,10/22/12 06:28:46 AM,0.35,,,,
38,10/22/12 06:34:03 AM,0.36,,,,
39,10/22/12 06:37:07 AM,0.37,,,,
40,10/22/12 06:41:12 AM,0.38,,,,
41,10/22/12 06:44:36 AM,0.39,,,,
42,10/22/12 06:48:40 AM,0.40,,,,
43,10/22/12 07:07:24 AM,0.41,,,,
44,10/22/12 07:22:14 AM,0.42,,,,
45,10/22/12 07:22:15 AM,0.43,,,,
46,10/22/12 07:39:36 AM,0.44,,,,
47,10/22/12 07:45:30 AM,0.45,,,,
48,10/22/12 07:48:38 AM,0.46,,,,
49,10/22/12 07:51:23 AM,0.47,,,,
50,10/22/12 07:54:43 AM,0.48,,,,
51,10/22/12 07:54:44 AM,0.49,,,,
52,10/22/12 07:57:24 AM,0.50,,,,
53,10/22/12 07:59:18 AM,0.51,,,,
54,10/22/12 08:03:17 AM,0.52,,,,
55,10/22/12 08:08:34 AM,0.53,,,,
56,10/22/12 08:12:57 AM,0.54,,,,
57,10/22/12 08:17:37 AM,0.55,,,,
58,10/22/12 08:23:36 AM,0.56,,,,
59,10/22/12 08:28:38 AM,0.57,,,,
60,10/22/12 08:31:01 AM,0.58,,,,
61,10/22/12 08:34:30 AM,0.59,,,,
62,10/22/12 08:34:31 AM,0.60,,,,
63,10/22/12 08:38:21 AM,0.61,,,,
64,10/22/12 08:41:36 AM,0.62,,,,
65,10/22/12 08:41:37 AM,0.63,,,,
66,10/22/12 08:47:16 AM,0.64,,,,
67,10/22/12 08:48:38 AM,0.65,,,,
68,10/22/12 08:53:37 AM,0.66,,,,
69,10/22/12 08:58:17 AM,0.67,,,,
70,10/22/12 09:04:45 AM,0.68,,,,
71,10/22/12 09:04:46 AM,0.69,,,,
72,10/22/12 09:06:41 AM,0.70,,,,
73,10/22/12 09:12:25 AM,0.71,,,,
74,10/22/12 09:23:21 AM,0.72,,,,
75,10/22/12 09:37:24 AM,0.73,,,,
76,10/22/12 04:54:36 PM,,,Logged,,
77,10/22/12 04:54:39 PM,0.73,,,Logged,Logged
