"Plot Title: HS"
"#","Date Time, GMT-08:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
115,03/02/11 06:56:01 AM,1.13,,,,
116,03/02/11 06:59:32 AM,1.14,,,,
117,03/02/11 07:01:06 AM,1.15,,,,
118,03/02/11 07:03:01 AM,1.16,,,,
119,03/02/11 07:05:28 AM,1.17,,,,
120,03/02/11 07:08:25 AM,1.18,,,,
121,03/02/11 07:10:39 AM,1.19,,,,
122,03/02/11 07:13:13 AM,1.20,,,,
123,03/02/11 07:15:19 AM,1.21,,,,
124,03/02/11 07:17:12 AM,1.22,,,,
125,03/02/11 07:25:00 AM,1.23,,,,
126,03/02/11 07:39:47 AM,1.24,,,,
127,03/02/11 08:00:46 AM,1.25,,,,
128,03/02/11 08:05:27 AM,1.26,,,,
129,03/02/11 08:06:37 AM,1.27,,,,
130,03/02/11 08:08:10 AM,1.28,,,,
131,03/02/11 08:10:00 AM,1.29,,,,
132,03/02/11 08:12:30 AM,1.30,,,,
133,03/02/11 08:13:45 AM,1.31,,,,
134,03/02/11 08:15:26 AM,1.32,,,,
135,03/02/11 08:17:10 AM,1.33,,,,
136,03/02/11 08:18:29 AM,1.34,,,,
137,03/02/11 08:24:02 AM,1.35,,,,
138,03/02/11 08:30:40 AM,1.36,,,,
139,03/02/11 08:42:07 AM,1.37,,,,
140,03/02/11 08:58:16 AM,1.38,,,,
141,03/02/11 08:37:44 PM,1.39,,,,
142,03/02/11 10:01:25 PM,1.40,,,,
143,03/02/11 10:23:51 PM,1.41,,,,
144,03/02/11 10:37:47 PM,1.42,,,,
145,03/06/11 03:25:41 AM,1.43,,,,
146,03/06/11 03:58:10 AM,1.44,,,,
147,03/06/11 04:37:56 AM,1.45,,,,
148,03/06/11 05:20:00 AM,1.46,,,,
149,03/06/11 05:44:53 AM,1.47,,,,
150,03/06/11 06:55:24 AM,1.48,,,,
151,03/06/11 07:11:09 AM,1.49,,,,
152,03/06/11 07:26:28 AM,1.50,,,,
153,03/06/11 07:42:03 AM,1.51,,,,
154,03/06/11 07:49:27 AM,1.52,,,,
155,03/06/11 08:00:21 AM,1.53,,,,
156,03/06/11 08:09:49 AM,1.54,,,,
157,03/06/11 08:19:39 AM,1.55,,,,
158,03/06/11 08:27:38 AM,1.56,,,,
159,03/06/11 08:35:03 AM,1.57,,,,
160,03/06/11 08:42:14 AM,1.58,,,,
161,03/06/11 08:50:12 AM,1.59,,,,
162,03/06/11 08:59:18 AM,1.60,,,,
163,03/06/11 09:08:01 AM,1.61,,,,
164,03/06/11 09:17:51 AM,1.62,,,,
165,03/06/11 09:28:19 AM,1.63,,,,
166,03/06/11 09:36:10 AM,1.64,,,,
167,03/06/11 09:46:23 AM,1.65,,,,
168,03/06/11 09:55:14 AM,1.66,,,,
169,03/06/11 10:02:29 AM,1.67,,,,
170,03/06/11 10:12:25 AM,1.68,,,,
171,03/06/11 10:22:29 AM,1.69,,,,
172,03/06/11 10:32:22 AM,1.70,,,,
173,03/06/11 10:39:44 AM,1.71,,,,
174,03/06/11 10:46:17 AM,1.72,,,,
175,03/06/11 10:52:23 AM,1.73,,,,
176,03/06/11 10:55:52 AM,1.74,,,,
177,03/06/11 10:59:46 AM,1.75,,,,
178,03/06/11 11:03:29 AM,1.76,,,,
179,03/06/11 11:09:41 AM,1.77,,,,
180,03/06/11 11:20:04 AM,1.78,,,,
181,03/06/11 11:28:10 AM,1.79,,,,
182,03/06/11 11:34:20 AM,1.80,,,,
183,03/06/11 11:39:42 AM,1.81,,,,
184,03/06/11 11:45:10 AM,1.82,,,,
185,03/06/11 11:53:04 AM,1.83,,,,
186,03/06/11 12:00:10 PM,1.84,,,,
187,03/06/11 12:08:56 PM,1.85,,,,
188,03/06/11 12:18:32 PM,1.86,,,,
189,03/06/11 12:28:44 PM,1.87,,,,
190,03/06/11 12:37:13 PM,1.88,,,,
191,03/06/11 12:42:06 PM,1.89,,,,
192,03/06/11 12:46:32 PM,1.90,,,,
193,03/06/11 12:49:31 PM,1.91,,,,
194,03/06/11 12:52:41 PM,1.92,,,,
195,03/06/11 12:55:04 PM,1.93,,,,
196,03/06/11 12:57:42 PM,1.94,,,,
197,03/06/11 12:59:44 PM,1.95,,,,
198,03/06/11 01:02:17 PM,1.96,,,,
199,03/06/11 01:04:30 PM,1.97,,,,
200,03/06/11 01:07:16 PM,1.98,,,,
201,03/06/11 01:09:48 PM,1.99,,,,
202,03/06/11 01:12:47 PM,2.00,,,,
203,03/06/11 01:15:04 PM,2.01,,,,
204,03/06/11 01:17:39 PM,2.02,,,,
205,03/06/11 01:20:15 PM,2.03,,,,
206,03/06/11 01:23:17 PM,2.04,,,,
207,03/06/11 01:26:16 PM,2.05,,,,
208,03/06/11 01:29:23 PM,2.06,,,,
209,03/06/11 01:32:13 PM,2.07,,,,
210,03/06/11 01:35:10 PM,2.08,,,,
211,03/06/11 01:38:16 PM,2.09,,,,
212,03/06/11 01:41:44 PM,2.10,,,,
213,03/06/11 01:44:56 PM,2.11,,,,
214,03/06/11 01:49:12 PM,2.12,,,,
215,03/06/11 01:53:25 PM,2.13,,,,
216,03/06/11 01:58:42 PM,2.14,,,,
217,03/06/11 02:04:37 PM,2.15,,,,
218,03/06/11 02:13:07 PM,2.16,,,,
219,03/06/11 02:22:11 PM,2.17,,,,
220,03/06/11 02:29:53 PM,2.18,,,,
221,03/06/11 02:35:29 PM,2.19,,,,
222,03/06/11 02:40:40 PM,2.20,,,,
223,03/06/11 02:47:38 PM,2.21,,,,
224,03/06/11 02:52:25 PM,2.22,,,,
225,03/06/11 02:57:45 PM,2.23,,,,
226,03/06/11 03:03:23 PM,2.24,,,,
227,03/06/11 03:08:39 PM,2.25,,,,
228,03/06/11 03:15:18 PM,2.26,,,,
229,03/06/11 03:22:19 PM,2.27,,,,
230,03/06/11 03:30:01 PM,2.28,,,,
231,03/06/11 03:39:43 PM,2.29,,,,
232,03/06/11 03:51:30 PM,2.30,,,,
233,03/06/11 03:57:10 PM,2.31,,,,
234,03/06/11 04:02:26 PM,2.32,,,,
235,03/06/11 04:08:11 PM,2.33,,,,
236,03/06/11 04:13:48 PM,2.34,,,,
237,03/06/11 04:18:40 PM,2.35,,,,
238,03/06/11 04:25:36 PM,2.36,,,,
239,03/06/11 04:33:39 PM,2.37,,,,
240,03/06/11 04:47:57 PM,2.38,,,,
241,03/06/11 04:52:28 PM,2.39,,,,
242,03/06/11 04:58:50 PM,2.40,,,,
243,03/06/11 05:11:08 PM,2.41,,,,
244,03/06/11 05:21:17 PM,2.42,,,,
245,03/06/11 05:27:43 PM,2.43,,,,
246,03/06/11 05:42:31 PM,2.44,,,,
247,03/06/11 06:08:31 PM,2.45,,,,
248,03/06/11 06:23:57 PM,2.46,,,,
249,03/06/11 06:38:10 PM,2.47,,,,
250,03/06/11 06:47:05 PM,2.48,,,,
251,03/06/11 07:02:31 PM,2.49,,,,
252,03/06/11 07:25:31 PM,2.50,,,,
253,03/06/11 07:42:51 PM,2.51,,,,
254,03/06/11 07:59:44 PM,2.52,,,,
255,03/06/11 08:11:04 PM,2.53,,,,
256,03/06/11 08:30:47 PM,2.54,,,,
257,03/06/11 11:23:29 PM,2.55,,,,
258,03/07/11 08:37:37 PM,2.56,,,,
259,03/07/11 09:00:21 PM,2.57,,,,
260,03/07/11 09:49:17 PM,2.58,,,,
261,03/07/11 10:32:28 PM,2.59,,,,
262,03/07/11 11:02:40 PM,2.60,,,,
263,03/07/11 11:24:56 PM,2.61,,,,
264,03/08/11 12:01:50 AM,2.62,,,,
265,03/08/11 12:29:52 AM,2.63,,,,
266,03/08/11 12:48:17 AM,2.64,,,,
267,03/08/11 01:03:48 AM,2.65,,,,
268,03/08/11 01:20:57 AM,2.66,,,,
269,03/08/11 01:41:48 AM,2.67,,,,
270,03/08/11 02:04:54 AM,2.68,,,,
271,03/08/11 02:18:46 AM,2.69,,,,
272,03/08/11 02:35:48 AM,2.70,,,,
273,03/08/11 03:05:24 AM,2.71,,,,
274,03/08/11 03:56:17 AM,2.72,,,,
275,03/08/11 04:45:20 AM,2.73,,,,
276,03/08/11 07:56:50 AM,2.74,,,,
277,03/08/11 12:12:50 PM,,,Logged,,
278,03/08/11 12:12:57 PM,2.74,,,Logged,Logged
