"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
1,11/28/18 10:50:55 AM,61.054,0.00,,,,,
2,11/28/18 10:51:04 AM,,,Logged,,,,
3,11/28/18 11:50:55 AM,60.195,,,,,,
4,11/28/18 12:50:55 PM,65.680,,,,,,
5,11/28/18 01:50:55 PM,64.825,,,,,,
6,11/28/18 02:50:55 PM,64.310,,,,,,
7,11/28/18 03:50:55 PM,58.647,,,,,,
8,11/28/18 04:50:55 PM,56.057,,,,,,
9,11/28/18 04:53:55 PM,,0.01,,,,,
10,11/28/18 04:59:03 PM,,0.02,,,,,
11,11/28/18 05:07:49 PM,,0.03,,,,,
12,11/28/18 05:18:19 PM,,0.04,,,,,
13,11/28/18 05:38:18 PM,,0.05,,,,,
14,11/28/18 05:50:28 PM,,0.06,,,,,
15,11/28/18 05:50:55 PM,55.884,,,,,,
16,11/28/18 06:03:24 PM,,0.07,,,,,
17,11/28/18 06:50:55 PM,56.230,,,,,,
18,11/28/18 07:36:23 PM,,0.08,,,,,
19,11/28/18 07:50:55 PM,56.057,,,,,,
20,11/28/18 08:16:55 PM,,0.09,,,,,
21,11/28/18 08:21:11 PM,,0.10,,,,,
22,11/28/18 08:25:01 PM,,0.11,,,,,
23,11/28/18 08:27:10 PM,,0.12,,,,,
24,11/28/18 08:30:37 PM,,0.13,,,,,
25,11/28/18 08:35:40 PM,,0.14,,,,,
26,11/28/18 08:36:52 PM,,0.15,,,,,
27,11/28/18 08:36:53 PM,,0.16,,,,,
28,11/28/18 08:39:10 PM,,0.17,,,,,
29,11/28/18 08:42:00 PM,,0.18,,,,,
30,11/28/18 08:43:02 PM,,0.19,,,,,
31,11/28/18 08:43:46 PM,,0.20,,,,,
32,11/28/18 08:44:28 PM,,0.21,,,,,
33,11/28/18 08:46:14 PM,,0.22,,,,,
34,11/28/18 08:47:31 PM,,0.23,,,,,
35,11/28/18 08:48:27 PM,,0.24,,,,,
36,11/28/18 08:50:08 PM,,0.25,,,,,
37,11/28/18 08:50:55 PM,55.884,,,,,,
38,11/28/18 08:51:25 PM,,0.26,,,,,
39,11/28/18 08:52:01 PM,,0.27,,,,,
40,11/28/18 08:56:34 PM,,0.28,,,,,
41,11/28/18 08:56:35 PM,,0.29,,,,,
42,11/28/18 09:00:44 PM,,0.30,,,,,
43,11/28/18 09:03:00 PM,,0.31,,,,,
44,11/28/18 09:12:51 PM,,0.32,,,,,
45,11/28/18 09:47:03 PM,,0.33,,,,,
46,11/28/18 09:47:04 PM,,0.34,,,,,
47,11/28/18 09:50:55 PM,56.923,,,,,,
48,11/28/18 09:53:40 PM,,0.35,,,,,
49,11/28/18 09:56:07 PM,,0.36,,,,,
50,11/28/18 10:06:18 PM,,0.37,,,,,
51,11/28/18 10:10:00 PM,,0.38,,,,,
52,11/28/18 10:11:20 PM,,0.39,,,,,
53,11/28/18 10:13:49 PM,,0.40,,,,,
54,11/28/18 10:23:39 PM,,0.41,,,,,
55,11/28/18 10:26:34 PM,,0.42,,,,,
56,11/28/18 10:28:15 PM,,0.43,,,,,
57,11/28/18 10:30:29 PM,,0.44,,,,,
58,11/28/18 10:31:42 PM,,0.45,,,,,
59,11/28/18 10:32:33 PM,,0.46,,,,,
60,11/28/18 10:33:16 PM,,0.47,,,,,
61,11/28/18 10:34:54 PM,,0.48,,,,,
62,11/28/18 10:43:54 PM,,0.49,,,,,
63,11/28/18 10:47:09 PM,,0.50,,,,,
64,11/28/18 10:48:38 PM,,0.51,,,,,
65,11/28/18 10:50:42 PM,,0.52,,,,,
66,11/28/18 10:50:55 PM,56.923,,,,,,
67,11/28/18 10:52:06 PM,,0.53,,,,,
68,11/28/18 10:57:42 PM,,0.54,,,,,
69,11/28/18 11:04:10 PM,,0.55,,,,,
70,11/28/18 11:06:41 PM,,0.56,,,,,
71,11/28/18 11:07:35 PM,,0.57,,,,,
72,11/28/18 11:09:10 PM,,0.58,,,,,
73,11/28/18 11:10:24 PM,,0.59,,,,,
74,11/28/18 11:11:19 PM,,0.60,,,,,
75,11/28/18 11:12:18 PM,,0.61,,,,,
76,11/28/18 11:13:32 PM,,0.62,,,,,
77,11/28/18 11:14:56 PM,,0.63,,,,,
78,11/28/18 11:16:38 PM,,0.64,,,,,
79,11/28/18 11:19:45 PM,,0.65,,,,,
80,11/28/18 11:45:58 PM,,0.66,,,,,
81,11/28/18 11:45:59 PM,,0.67,,,,,
82,11/28/18 11:50:55 PM,56.057,,,,,,
83,11/29/18 12:11:28 AM,,0.68,,,,,
84,11/29/18 12:17:51 AM,,0.69,,,,,
85,11/29/18 12:18:09 AM,,0.70,,,,,
86,11/29/18 12:18:45 AM,,0.71,,,,,
87,11/29/18 12:19:35 AM,,0.72,,,,,
88,11/29/18 12:20:51 AM,,0.73,,,,,
89,11/29/18 12:24:58 AM,,0.74,,,,,
90,11/29/18 12:50:55 AM,56.750,,,,,,
91,11/29/18 01:09:13 AM,,0.75,,,,,
92,11/29/18 01:09:14 AM,,0.76,,,,,
93,11/29/18 01:50:55 AM,55.884,,,,,,
94,11/29/18 02:50:55 AM,55.884,,,,,,
95,11/29/18 03:50:55 AM,55.884,,,,,,
96,11/29/18 04:50:55 AM,56.057,,,,,,
97,11/29/18 05:50:55 AM,55.884,,,,,,
98,11/29/18 06:50:55 AM,56.057,,,,,,
99,11/29/18 07:32:26 AM,,0.77,,,,,
100,11/29/18 07:47:49 AM,,0.78,,,,,
101,11/29/18 07:48:47 AM,,0.79,,,,,
102,11/29/18 07:50:55 AM,54.147,,,,,,
103,11/29/18 07:51:19 AM,,0.80,,,,,
104,11/29/18 07:52:27 AM,,0.81,,,,,
105,11/29/18 07:52:37 AM,,0.82,,,,,
106,11/29/18 07:52:44 AM,,0.83,,,,,
107,11/29/18 07:52:51 AM,,0.84,,,,,
108,11/29/18 07:53:00 AM,,0.85,,,,,
109,11/29/18 07:53:10 AM,,0.86,,,,,
110,11/29/18 07:53:19 AM,,0.87,,,,,
111,11/29/18 07:53:29 AM,,0.88,,,,,
112,11/29/18 07:54:01 AM,,0.89,,,,,
113,11/29/18 07:58:47 AM,,0.90,,,,,
114,11/29/18 08:31:33 AM,,0.91,,,,,
115,11/29/18 08:33:43 AM,,0.92,,,,,
116,11/29/18 08:50:55 AM,53.623,,,,,,
117,11/29/18 09:19:06 AM,,0.93,,,,,
118,11/29/18 09:36:52 AM,,0.94,,,,,
119,11/29/18 09:38:03 AM,,0.95,,,,,
120,11/29/18 09:50:55 AM,52.925,,,,,,
121,11/29/18 10:50:55 AM,57.614,,,,,,
122,11/29/18 11:03:21 AM,,0.96,,,,,
123,11/29/18 11:18:52 AM,,0.97,,,,,
124,11/29/18 11:19:27 AM,,0.98,,,,,
125,11/29/18 11:20:05 AM,,0.99,,,,,
126,11/29/18 11:21:11 AM,,1.00,,,,,
127,11/29/18 11:22:03 AM,,1.01,,,,,
