"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,07/20/10 10:33:52 AM,0.00,,,
2,07/20/10 10:33:55 AM,,Logged,,
3,07/21/10 05:00:13 AM,1.00,,,
4,07/21/10 07:54:11 AM,2.00,,,
5,07/25/10 05:27:35 AM,3.00,,,
6,07/25/10 05:27:36 AM,4.00,,,
7,07/27/10 10:13:28 AM,4.00,,Logged,Logged
