"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,05/14/12 09:44:03 AM,0.00,,,,
2,05/14/12 09:44:15 AM,,Logged,,,
3,06/04/12 08:28:19 AM,0.01,,,,
4,06/04/12 08:43:47 AM,0.02,,,,
5,06/04/12 08:52:33 AM,0.03,,,,
6,06/04/12 09:08:23 AM,0.04,,,,
7,06/04/12 09:14:18 AM,0.05,,,,
8,06/04/12 09:32:56 AM,0.06,,,,
9,06/04/12 09:55:27 AM,0.07,,,,
10,06/04/12 09:59:58 AM,0.08,,,,
11,06/04/12 09:59:59 AM,0.09,,,,
12,06/04/12 10:03:08 AM,0.10,,,,
13,06/04/12 10:03:09 AM,0.11,,,,
14,06/04/12 10:06:15 AM,0.12,,,,
15,06/04/12 10:09:51 AM,0.13,,,,
16,06/04/12 10:13:50 AM,0.14,,,,
17,06/04/12 10:13:51 AM,0.15,,,,
18,06/04/12 10:16:56 AM,0.16,,,,
19,06/04/12 10:19:14 AM,0.17,,,,
20,06/04/12 10:20:38 AM,0.18,,,,
21,06/04/12 10:22:51 AM,0.19,,,,
22,06/04/12 10:25:53 AM,0.20,,,,
23,06/04/12 10:29:37 AM,0.21,,,,
24,06/04/12 10:32:01 AM,0.22,,,,
25,06/04/12 10:35:29 AM,0.23,,,,
26,06/04/12 10:40:41 AM,0.24,,,,
27,06/04/12 10:49:36 AM,0.25,,,,
28,06/04/12 11:02:54 AM,0.26,,,,
29,06/04/12 11:02:55 AM,0.27,,,,
30,06/04/12 11:17:40 AM,0.28,,,,
31,06/04/12 11:19:27 AM,0.29,,,,
32,06/04/12 11:20:57 AM,0.30,,,,
33,06/04/12 11:22:57 AM,0.31,,,,
34,06/04/12 11:22:58 AM,0.32,,,,
35,06/04/12 11:33:50 AM,0.33,,,,
36,06/04/12 11:42:24 AM,0.34,,,,
37,06/04/12 11:48:53 AM,0.35,,,,
38,06/04/12 11:53:04 AM,0.36,,,,
39,06/04/12 12:03:31 PM,0.37,,,,
40,06/04/12 12:11:28 PM,0.38,,,,
41,06/12/12 01:21:51 PM,,,Logged,,
42,06/12/12 01:22:12 PM,,Logged,,,
43,06/12/12 01:22:16 PM,,,Logged,,
44,06/12/12 01:22:23 PM,0.38,,,Logged,Logged
