"Plot Title: HS"
"#","Date Time, GMT-07:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,07/27/10 10:16:08 AM,0.00,,,
2,07/27/10 10:16:11 AM,,Logged,,
3,07/31/10 06:16:17 AM,1.00,,,
4,08/02/10 02:57:04 AM,2.00,,,
5,08/03/10 12:03:26 PM,2.00,,Logged,Logged
