"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","Stopped (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,02/18/14 04:07:03 PM,0.00,,,,
2,02/18/14 04:07:54 PM,,Logged,,,
3,02/19/14 07:25:29 AM,0.01,,,,
4,02/19/14 07:28:56 AM,0.02,,,,
5,02/19/14 08:56:21 AM,0.03,,,,
6,02/26/14 08:02:17 AM,0.04,,,,
7,02/26/14 08:08:09 AM,0.05,,,,
8,02/26/14 08:08:10 AM,0.06,,,,
9,02/26/14 08:11:54 AM,0.07,,,,
10,02/26/14 08:15:55 AM,0.08,,,,
11,02/26/14 08:19:42 AM,0.09,,,,
12,02/26/14 08:32:27 AM,0.10,,,,
13,02/26/14 08:47:05 AM,0.11,,,,
14,02/26/14 09:13:01 AM,0.12,,,,
15,02/26/14 09:20:42 AM,0.13,,,,
16,02/26/14 09:20:43 AM,0.14,,,,
17,02/26/14 09:33:01 AM,0.15,,,,
18,02/26/14 09:42:31 AM,0.16,,,,
19,02/26/14 09:54:19 AM,0.17,,,,
20,02/26/14 09:57:56 AM,0.18,,,,
21,02/26/14 10:03:44 AM,0.19,,,,
22,02/26/14 10:08:01 AM,0.20,,,,
23,02/26/14 10:15:04 AM,0.21,,,,
24,02/26/14 10:20:12 AM,0.22,,,,
25,02/26/14 10:26:40 AM,0.23,,,,
26,02/26/14 10:26:41 AM,0.24,,,,
27,02/26/14 10:31:54 AM,0.25,,,,
28,02/26/14 10:43:36 AM,0.26,,,,
29,02/26/14 10:55:32 AM,0.27,,,,
30,02/26/14 11:16:10 AM,0.28,,,,
31,02/26/14 11:21:39 AM,0.29,,,,
32,02/26/14 11:31:52 AM,0.30,,,,
33,02/26/14 11:36:59 AM,0.31,,,,
34,02/26/14 11:44:56 AM,0.32,,,,
35,02/26/14 11:44:57 AM,0.33,,,,
36,02/26/14 11:53:23 AM,0.34,,,,
37,02/26/14 12:26:52 PM,0.35,,,,
38,02/26/14 12:26:53 PM,0.36,,,,
39,02/26/14 12:38:07 PM,0.37,,,,
40,02/26/14 01:20:25 PM,0.38,,,,
41,02/26/14 01:43:54 PM,0.39,,,,
42,02/26/14 02:00:49 PM,0.40,,,,
43,02/26/14 02:01:29 PM,0.41,,,,
44,02/26/14 02:01:53 PM,0.42,,,,
45,02/26/14 02:02:27 PM,0.43,,,,
46,02/26/14 02:02:28 PM,0.44,,,,
47,02/26/14 02:03:16 PM,0.45,,,,
48,02/26/14 02:04:10 PM,0.46,,,,
49,02/26/14 02:04:11 PM,0.47,,,,
50,02/26/14 02:06:01 PM,0.48,,,,
51,02/26/14 02:06:02 PM,0.49,,,,
52,02/26/14 02:07:05 PM,0.50,,,,
53,02/26/14 02:07:06 PM,0.51,,,,
54,02/26/14 02:10:21 PM,0.52,,,,
55,02/26/14 02:12:32 PM,0.53,,,,
56,02/26/14 02:16:45 PM,0.54,,,,
57,02/26/14 02:19:54 PM,0.55,,,,
58,02/26/14 02:26:55 PM,0.56,,,,
59,02/26/14 02:31:46 PM,0.57,,,,
60,02/26/14 02:38:58 PM,0.58,,,,
61,02/26/14 02:42:56 PM,0.59,,,,
62,02/26/14 02:42:57 PM,0.60,,,,
63,02/26/14 02:49:16 PM,0.61,,,,
64,02/26/14 02:49:17 PM,0.62,,,,
65,02/26/14 02:52:57 PM,0.63,,,,
66,02/26/14 02:57:54 PM,0.64,,,,
67,02/26/14 02:57:55 PM,0.65,,,,
68,02/26/14 03:00:06 PM,0.66,,,,
69,02/26/14 03:02:45 PM,0.67,,,,
70,02/26/14 03:05:28 PM,0.68,,,,
71,02/26/14 03:08:46 PM,0.69,,,,
72,02/26/14 03:10:10 PM,0.70,,,,
73,02/26/14 03:11:32 PM,0.71,,,,
74,02/26/14 03:13:50 PM,0.72,,,,
75,02/26/14 03:14:47 PM,0.73,,,,
76,02/26/14 03:15:48 PM,0.74,,,,
77,02/26/14 03:16:51 PM,0.75,,,,
78,02/26/14 03:16:52 PM,0.76,,,,
79,02/26/14 03:17:34 PM,0.77,,,,
80,02/26/14 03:18:04 PM,0.78,,,,
81,02/26/14 03:18:34 PM,0.79,,,,
82,02/26/14 03:18:35 PM,0.80,,,,
83,02/26/14 03:19:44 PM,0.81,,,,
84,02/26/14 03:21:16 PM,0.82,,,,
85,02/26/14 03:21:17 PM,0.83,,,,
86,02/26/14 03:23:55 PM,0.84,,,,
87,02/26/14 03:25:04 PM,0.85,,,,
88,02/26/14 03:26:59 PM,0.86,,,,
89,02/26/14 03:27:00 PM,0.87,,,,
90,02/26/14 03:27:58 PM,0.88,,,,
91,02/26/14 03:28:53 PM,0.89,,,,
92,02/26/14 03:29:51 PM,0.90,,,,
93,02/26/14 03:31:17 PM,0.91,,,,
94,02/26/14 03:32:27 PM,0.92,,,,
95,02/26/14 03:33:48 PM,0.93,,,,
96,02/26/14 03:34:51 PM,0.94,,,,
97,02/26/14 03:35:30 PM,0.95,,,,
98,02/26/14 03:36:06 PM,0.96,,,,
99,02/26/14 03:36:37 PM,0.97,,,,
100,02/26/14 03:36:38 PM,0.98,,,,
101,02/26/14 03:37:06 PM,0.99,,,,
102,02/26/14 03:38:11 PM,1.00,,,,
103,02/26/14 03:39:30 PM,1.01,,,,
104,02/26/14 03:40:45 PM,1.02,,,,
105,02/26/14 03:41:23 PM,1.03,,,,
106,02/26/14 03:42:20 PM,1.04,,,,
107,02/26/14 03:43:08 PM,1.05,,,,
108,02/26/14 03:44:12 PM,1.06,,,,
109,02/26/14 03:44:52 PM,1.07,,,,
110,02/26/14 03:46:13 PM,1.08,,,,
111,02/26/14 03:46:14 PM,1.09,,,,
112,02/26/14 03:46:48 PM,1.10,,,,
113,02/26/14 03:47:48 PM,1.11,,,,
114,02/26/14 03:48:44 PM,1.12,,,,
115,02/26/14 03:49:45 PM,1.13,,,,
116,02/26/14 03:49:46 PM,1.14,,,,
117,02/26/14 03:50:21 PM,1.15,,,,
118,02/26/14 03:51:34 PM,1.16,,,,
119,02/26/14 03:52:50 PM,1.17,,,,
120,02/26/14 03:54:17 PM,1.18,,,,
121,02/26/14 03:55:29 PM,1.19,,,,
122,02/26/14 03:56:49 PM,1.20,,,,
123,02/26/14 03:57:59 PM,1.21,,,,
124,02/26/14 03:59:34 PM,1.22,,,,
125,02/26/14 04:01:00 PM,1.23,,,,
126,02/26/14 04:02:21 PM,1.24,,,,
127,02/26/14 04:02:22 PM,1.25,,,,
128,02/26/14 04:03:27 PM,1.26,,,,
129,02/26/14 04:05:14 PM,1.27,,,,
130,02/26/14 04:06:54 PM,1.28,,,,
131,02/26/14 04:08:18 PM,1.29,,,,
132,02/26/14 04:09:09 PM,1.30,,,,
133,02/26/14 04:09:10 PM,1.31,,,,
134,02/26/14 04:09:57 PM,1.32,,,,
135,02/26/14 04:10:53 PM,1.33,,,,
136,02/26/14 04:12:33 PM,1.34,,,,
137,02/26/14 04:13:52 PM,1.35,,,,
138,02/26/14 04:15:40 PM,1.36,,,,
139,02/26/14 04:17:08 PM,1.37,,,,
140,02/26/14 04:19:10 PM,1.38,,,,
141,02/26/14 04:20:51 PM,1.39,,,,
142,02/26/14 04:23:01 PM,1.40,,,,
143,02/26/14 04:24:33 PM,1.41,,,,
144,02/26/14 04:26:27 PM,1.42,,,,
145,02/26/14 04:28:57 PM,1.43,,,,
146,02/26/14 04:31:56 PM,1.44,,,,
147,02/26/14 04:33:28 PM,1.45,,,,
148,02/26/14 04:34:46 PM,1.46,,,,
149,02/26/14 04:36:19 PM,1.47,,,,
150,02/26/14 04:38:27 PM,1.48,,,,
151,02/26/14 04:41:08 PM,1.49,,,,
152,02/26/14 05:04:01 PM,1.50,,,,
153,02/26/14 05:04:02 PM,1.51,,,,
154,02/26/14 05:12:52 PM,1.52,,,,
155,02/26/14 05:12:53 PM,1.53,,,,
156,02/26/14 06:05:19 PM,1.54,,,,
157,02/26/14 06:12:25 PM,1.55,,,,
158,02/26/14 06:20:34 PM,1.56,,,,
159,02/26/14 06:21:49 PM,1.57,,,,
160,02/26/14 06:23:54 PM,1.58,,,,
161,02/26/14 06:25:43 PM,1.59,,,,
162,02/26/14 06:30:07 PM,1.60,,,,
163,02/26/14 06:35:30 PM,1.61,,,,
164,02/26/14 06:38:37 PM,1.62,,,,
165,02/26/14 06:40:04 PM,1.63,,,,
166,02/26/14 06:40:05 PM,1.64,,,,
167,02/26/14 06:41:27 PM,1.65,,,,
168,02/26/14 06:42:08 PM,1.66,,,,
169,02/26/14 06:43:22 PM,1.67,,,,
170,02/26/14 06:43:23 PM,1.68,,,,
171,02/26/14 06:45:16 PM,1.69,,,,
172,02/26/14 06:51:41 PM,1.70,,,,
173,02/26/14 06:53:55 PM,1.71,,,,
174,02/26/14 06:56:23 PM,1.72,,,,
175,02/26/14 07:01:59 PM,1.73,,,,
176,02/26/14 07:11:45 PM,1.74,,,,
177,02/26/14 07:17:35 PM,1.75,,,,
178,02/26/14 07:36:37 PM,1.76,,,,
179,02/26/14 07:37:12 PM,1.77,,,,
180,02/26/14 07:37:44 PM,1.78,,,,
181,02/26/14 07:38:13 PM,1.79,,,,
182,02/26/14 07:38:44 PM,1.80,,,,
183,02/26/14 07:39:45 PM,1.81,,,,
184,02/26/14 07:43:47 PM,1.82,,,,
185,02/26/14 07:46:07 PM,1.83,,,,
186,02/26/14 07:46:08 PM,1.84,,,,
187,02/26/14 07:50:23 PM,1.85,,,,
188,02/26/14 07:53:02 PM,1.86,,,,
189,02/26/14 07:53:54 PM,1.87,,,,
190,02/26/14 07:54:16 PM,1.88,,,,
191,02/26/14 07:54:17 PM,1.89,,,,
192,02/26/14 07:55:09 PM,1.90,,,,
193,02/26/14 07:56:11 PM,1.91,,,,
194,02/26/14 07:57:54 PM,1.92,,,,
195,02/26/14 07:57:55 PM,1.93,,,,
196,02/26/14 07:59:48 PM,1.94,,,,
197,02/26/14 07:59:49 PM,1.95,,,,
198,02/26/14 08:05:01 PM,1.96,,,,
199,02/26/14 08:54:41 PM,1.97,,,,
200,02/26/14 09:22:16 PM,1.98,,,,
201,02/26/14 09:24:42 PM,1.99,,,,
202,02/26/14 09:29:24 PM,2.00,,,,
203,02/26/14 09:29:25 PM,2.01,,,,
204,02/26/14 09:31:24 PM,2.02,,,,
205,02/26/14 09:32:27 PM,2.03,,,,
206,02/26/14 09:33:07 PM,2.04,,,,
207,02/26/14 09:38:14 PM,2.05,,,,
208,02/26/14 09:38:15 PM,2.06,,,,
209,02/27/14 03:57:34 AM,2.07,,,,
210,02/28/14 01:14:03 AM,2.08,,,,
211,02/28/14 01:18:08 AM,2.09,,,,
212,02/28/14 01:21:18 AM,2.10,,,,
213,02/28/14 01:23:48 AM,2.11,,,,
214,02/28/14 01:26:55 AM,2.12,,,,
215,02/28/14 01:29:16 AM,2.13,,,,
216,02/28/14 01:32:10 AM,2.14,,,,
217,02/28/14 01:33:20 AM,2.15,,,,
218,02/28/14 01:35:24 AM,2.16,,,,
219,02/28/14 01:37:11 AM,2.17,,,,
220,02/28/14 01:37:12 AM,2.18,,,,
221,02/28/14 01:38:58 AM,2.19,,,,
222,02/28/14 01:39:51 AM,2.20,,,,
223,02/28/14 01:41:29 AM,2.21,,,,
224,02/28/14 01:43:38 AM,2.22,,,,
225,02/28/14 01:46:33 AM,2.23,,,,
226,02/28/14 01:47:24 AM,2.24,,,,
227,02/28/14 01:48:04 AM,2.25,,,,
228,02/28/14 01:48:30 AM,2.26,,,,
229,02/28/14 01:49:49 AM,2.27,,,,
230,02/28/14 01:51:29 AM,2.28,,,,
231,02/28/14 01:53:24 AM,2.29,,,,
232,02/28/14 01:54:53 AM,2.30,,,,
233,02/28/14 01:56:38 AM,2.31,,,,
234,02/28/14 01:58:33 AM,2.32,,,,
235,02/28/14 02:01:44 AM,2.33,,,,
236,02/28/14 02:01:45 AM,2.34,,,,
237,02/28/14 02:03:23 AM,2.35,,,,
238,02/28/14 02:04:44 AM,2.36,,,,
239,02/28/14 02:04:45 AM,2.37,,,,
240,02/28/14 02:05:57 AM,2.38,,,,
241,02/28/14 02:07:14 AM,2.39,,,,
242,02/28/14 02:08:41 AM,2.40,,,,
243,02/28/14 02:10:07 AM,2.41,,,,
244,02/28/14 02:11:48 AM,2.42,,,,
245,02/28/14 02:14:15 AM,2.43,,,,
246,02/28/14 02:17:03 AM,2.44,,,,
247,02/28/14 02:20:13 AM,2.45,,,,
248,02/28/14 02:22:45 AM,2.46,,,,
249,02/28/14 02:22:46 AM,2.47,,,,
250,02/28/14 02:24:58 AM,2.48,,,,
251,02/28/14 02:27:13 AM,2.49,,,,
252,02/28/14 02:29:46 AM,2.50,,,,
253,02/28/14 02:31:00 AM,2.51,,,,
254,02/28/14 02:31:46 AM,2.52,,,,
255,02/28/14 02:32:21 AM,2.53,,,,
256,02/28/14 02:33:16 AM,2.54,,,,
257,02/28/14 02:34:51 AM,2.55,,,,
258,02/28/14 02:37:19 AM,2.56,,,,
259,02/28/14 02:39:02 AM,2.57,,,,
260,02/28/14 02:40:41 AM,2.58,,,,
261,02/28/14 02:42:21 AM,2.59,,,,
262,02/28/14 02:43:58 AM,2.60,,,,
263,02/28/14 02:43:59 AM,2.61,,,,
264,02/28/14 02:45:38 AM,2.62,,,,
265,02/28/14 02:47:35 AM,2.63,,,,
266,02/28/14 02:48:20 AM,2.64,,,,
267,02/28/14 02:49:27 AM,2.65,,,,
268,02/28/14 02:49:28 AM,2.66,,,,
269,02/28/14 02:51:00 AM,2.67,,,,
270,02/28/14 02:52:42 AM,2.68,,,,
271,02/28/14 02:53:04 AM,2.69,,,,
272,02/28/14 02:53:36 AM,2.70,,,,
273,02/28/14 02:54:18 AM,2.71,,,,
274,02/28/14 02:55:12 AM,2.72,,,,
275,02/28/14 02:56:16 AM,2.73,,,,
276,02/28/14 02:57:57 AM,2.74,,,,
277,02/28/14 02:59:02 AM,2.75,,,,
278,02/28/14 03:00:46 AM,2.76,,,,
279,02/28/14 03:02:37 AM,2.77,,,,
280,02/28/14 03:05:02 AM,2.78,,,,
281,02/28/14 03:06:40 AM,2.79,,,,
282,02/28/14 03:08:20 AM,2.80,,,,
283,02/28/14 03:09:10 AM,2.81,,,,
284,02/28/14 03:10:25 AM,2.82,,,,
285,02/28/14 03:11:54 AM,2.83,,,,
286,02/28/14 03:13:23 AM,2.84,,,,
287,02/28/14 03:14:58 AM,2.85,,,,
288,02/28/14 03:16:14 AM,2.86,,,,
289,02/28/14 03:16:53 AM,2.87,,,,
290,02/28/14 03:17:53 AM,2.88,,,,
291,02/28/14 03:18:42 AM,2.89,,,,
292,02/28/14 03:19:59 AM,2.90,,,,
293,02/28/14 03:20:51 AM,2.91,,,,
294,02/28/14 03:21:54 AM,2.92,,,,
295,02/28/14 03:22:23 AM,2.93,,,,
296,02/28/14 03:23:33 AM,2.94,,,,
297,02/28/14 03:23:34 AM,2.95,,,,
298,02/28/14 03:24:45 AM,2.96,,,,
299,02/28/14 03:25:58 AM,2.97,,,,
300,02/28/14 03:26:35 AM,2.98,,,,
301,02/28/14 03:27:01 AM,2.99,,,,
302,02/28/14 03:27:18 AM,3.00,,,,
303,02/28/14 03:27:47 AM,3.01,,,,
304,02/28/14 03:28:11 AM,3.02,,,,
305,02/28/14 03:28:56 AM,3.03,,,,
306,02/28/14 03:28:57 AM,3.04,,,,
307,02/28/14 03:29:54 AM,3.05,,,,
308,02/28/14 03:30:40 AM,3.06,,,,
309,02/28/14 03:31:05 AM,3.07,,,,
310,02/28/14 03:31:29 AM,3.08,,,,
311,02/28/14 03:31:58 AM,3.09,,,,
312,02/28/14 03:33:36 AM,3.10,,,,
313,02/28/14 03:33:37 AM,3.11,,,,
314,02/28/14 03:34:40 AM,3.12,,,,
315,02/28/14 03:36:40 AM,3.13,,,,
316,02/28/14 03:36:41 AM,3.14,,,,
317,02/28/14 03:37:37 AM,3.15,,,,
318,02/28/14 03:38:41 AM,3.16,,,,
319,02/28/14 03:40:04 AM,3.17,,,,
320,02/28/14 03:40:05 AM,3.18,,,,
321,02/28/14 03:41:01 AM,3.19,,,,
322,02/28/14 03:42:00 AM,3.20,,,,
323,02/28/14 03:43:45 AM,3.21,,,,
324,02/28/14 03:45:10 AM,3.22,,,,
325,02/28/14 03:47:17 AM,3.23,,,,
326,02/28/14 03:47:18 AM,3.24,,,,
327,02/28/14 03:49:31 AM,3.25,,,,
328,02/28/14 03:49:32 AM,3.26,,,,
329,02/28/14 03:51:47 AM,3.27,,,,
330,02/28/14 03:53:31 AM,3.28,,,,
331,02/28/14 03:55:04 AM,3.29,,,,
332,02/28/14 03:56:20 AM,3.30,,,,
333,02/28/14 03:56:21 AM,3.31,,,,
334,02/28/14 03:58:23 AM,3.32,,,,
335,02/28/14 03:59:49 AM,3.33,,,,
336,02/28/14 04:02:08 AM,3.34,,,,
337,02/28/14 04:03:49 AM,3.35,,,,
338,02/28/14 04:05:26 AM,3.36,,,,
339,02/28/14 04:07:04 AM,3.37,,,,
340,02/28/14 04:09:36 AM,3.38,,,,
341,02/28/14 04:09:37 AM,3.39,,,,
342,02/28/14 04:12:18 AM,3.40,,,,
343,02/28/14 04:15:18 AM,3.41,,,,
344,02/28/14 04:19:26 AM,3.42,,,,
345,02/28/14 04:28:55 AM,3.43,,,,
346,02/28/14 04:28:56 AM,3.44,,,,
347,02/28/14 04:39:13 AM,3.45,,,,
348,02/28/14 05:13:49 AM,3.46,,,,
349,02/28/14 05:15:13 AM,3.47,,,,
350,02/28/14 05:17:55 AM,3.48,,,,
351,02/28/14 05:19:38 AM,3.49,,,,
