"Plot Title: RLSM"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309218, SEN S/N: 20309218)","Event, units (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Attached (LGR S/N: 20309218, SEN S/N: 20309218)","Host Connected (LGR S/N: 20309218, SEN S/N: 20309218)","Coupler Detached (LGR S/N: 20309218, SEN S/N: 20309218)","Stopped (LGR S/N: 20309218, SEN S/N: 20309218)","End Of File (LGR S/N: 20309218, SEN S/N: 20309218)"
123,01/15/19 12:27:47 PM,,0.73,,,,,
124,01/15/19 12:34:57 PM,,0.74,,,,,
125,01/15/19 12:44:45 PM,,0.75,,,,,
126,01/15/19 12:55:13 PM,,0.76,,,,,
127,01/15/19 01:00:00 PM,47.982,,,,,,
128,01/15/19 01:06:17 PM,,0.77,,,,,
129,01/15/19 01:15:19 PM,,0.78,,,,,
130,01/15/19 01:25:33 PM,,0.79,,,,,
131,01/15/19 01:32:40 PM,,0.80,,,,,
132,01/15/19 01:42:38 PM,,0.81,,,,,
133,01/15/19 01:47:55 PM,,0.82,,,,,
134,01/15/19 01:54:21 PM,,0.83,,,,,
135,01/15/19 02:00:00 PM,48.160,,,,,,
136,01/15/19 02:00:26 PM,,0.84,,,,,
137,01/15/19 02:07:44 PM,,0.85,,,,,
138,01/15/19 02:10:37 PM,,0.86,,,,,
139,01/15/19 02:13:27 PM,,0.87,,,,,
140,01/15/19 02:14:36 PM,,0.88,,,,,
141,01/15/19 02:16:41 PM,,0.89,,,,,
142,01/15/19 02:18:19 PM,,0.90,,,,,
143,01/15/19 02:20:18 PM,,0.91,,,,,
144,01/15/19 02:22:53 PM,,0.92,,,,,
145,01/15/19 02:25:18 PM,,0.93,,,,,
146,01/15/19 02:27:08 PM,,0.94,,,,,
147,01/15/19 02:29:08 PM,,0.95,,,,,
148,01/15/19 02:30:38 PM,,0.96,,,,,
149,01/15/19 02:34:36 PM,,0.97,,,,,
150,01/15/19 02:37:33 PM,,0.98,,,,,
151,01/15/19 02:41:50 PM,,0.99,,,,,
152,01/15/19 02:47:08 PM,,1.00,,,,,
153,01/15/19 02:59:50 PM,,1.01,,,,,
154,01/15/19 03:00:00 PM,49.050,,,,,,
155,01/15/19 03:07:59 PM,,1.02,,,,,
156,01/15/19 03:15:25 PM,,1.03,,,,,
157,01/15/19 03:19:09 PM,,1.04,,,,,
158,01/15/19 03:24:15 PM,,1.05,,,,,
159,01/15/19 03:30:40 PM,,1.06,,,,,
160,01/15/19 03:38:29 PM,,1.07,,,,,
161,01/15/19 03:43:02 PM,,1.08,,,,,
162,01/15/19 03:46:53 PM,,1.09,,,,,
163,01/15/19 03:51:25 PM,,1.10,,,,,
164,01/15/19 03:55:25 PM,,1.11,,,,,
165,01/15/19 03:58:29 PM,,1.12,,,,,
166,01/15/19 04:00:00 PM,49.759,,,,,,
167,01/15/19 04:01:50 PM,,1.13,,,,,
168,01/15/19 04:04:09 PM,,1.14,,,,,
169,01/15/19 04:06:40 PM,,1.15,,,,,
170,01/15/19 04:08:29 PM,,1.16,,,,,
171,01/15/19 04:11:34 PM,,1.17,,,,,
172,01/15/19 04:14:58 PM,,1.18,,,,,
173,01/15/19 04:17:20 PM,,1.19,,,,,
174,01/15/19 04:18:39 PM,,1.20,,,,,
175,01/15/19 04:22:33 PM,,1.21,,,,,
176,01/15/19 04:30:02 PM,,1.22,,,,,
177,01/15/19 04:35:28 PM,,1.23,,,,,
178,01/15/19 04:42:42 PM,,1.24,,,,,
179,01/15/19 04:54:31 PM,,1.25,,,,,
180,01/15/19 04:59:12 PM,,1.26,,,,,
181,01/15/19 05:00:00 PM,49.937,,,,,,
182,01/15/19 05:04:25 PM,,1.27,,,,,
183,01/15/19 05:06:08 PM,,1.28,,,,,
184,01/15/19 05:13:44 PM,,1.29,,,,,
185,01/15/19 05:26:09 PM,,1.30,,,,,
186,01/15/19 05:33:53 PM,,1.31,,,,,
187,01/15/19 05:37:49 PM,,1.32,,,,,
188,01/15/19 05:43:09 PM,,1.33,,,,,
189,01/15/19 05:45:51 PM,,1.34,,,,,
190,01/15/19 05:53:26 PM,,1.35,,,,,
191,01/15/19 06:00:00 PM,50.819,,,,,,
192,01/15/19 06:01:27 PM,,1.36,,,,,
193,01/15/19 06:22:48 PM,,1.37,,,,,
194,01/15/19 07:00:00 PM,49.582,,,,,,
195,01/15/19 07:06:29 PM,,1.38,,,,,
196,01/15/19 08:00:00 PM,49.404,,,,,,
197,01/15/19 08:03:50 PM,,1.39,,,,,
198,01/15/19 09:00:00 PM,49.404,,,,,,
199,01/15/19 10:00:00 PM,50.113,,,,,,
200,01/15/19 11:00:00 PM,49.759,,,,,,
201,01/15/19 11:02:18 PM,,1.40,,,,,
202,01/15/19 11:07:42 PM,,1.41,,,,,
203,01/15/19 11:14:34 PM,,1.42,,,,,
204,01/15/19 11:29:29 PM,,1.43,,,,,
205,01/15/19 11:48:04 PM,,1.44,,,,,
206,01/15/19 11:57:49 PM,,1.45,,,,,
207,01/16/19 12:00:00 AM,50.466,,,,,,
208,01/16/19 12:23:42 AM,,1.46,,,,,
209,01/16/19 01:00:00 AM,50.819,,,,,,
210,01/16/19 02:00:00 AM,51.172,,,,,,
211,01/16/19 02:56:22 AM,,1.47,,,,,
212,01/16/19 03:00:00 AM,51.346,,,,,,
213,01/16/19 04:00:00 AM,51.346,,,,,,
214,01/16/19 04:05:28 AM,,1.48,,,,,
215,01/16/19 05:00:00 AM,50.819,,,,,,
216,01/16/19 06:00:00 AM,50.819,,,,,,
217,01/16/19 07:00:00 AM,50.466,,,,,,
218,01/16/19 08:00:00 AM,49.937,,,,,,
219,01/16/19 09:00:00 AM,49.759,,,,,,
220,01/16/19 10:00:00 AM,49.937,,,,,,
221,01/16/19 11:00:00 AM,50.290,,,,,,
222,01/16/19 11:27:06 AM,,1.49,,,,,
223,01/16/19 11:32:12 AM,,1.50,,,,,
224,01/16/19 11:46:08 AM,,1.51,,,,,
225,01/16/19 12:00:00 PM,49.937,,,,,,
226,01/16/19 01:00:00 PM,50.643,,,,,,
227,01/16/19 01:34:43 PM,,1.52,,,,,
228,01/16/19 01:45:15 PM,,1.53,,,,,
229,01/16/19 01:53:22 PM,,1.54,,,,,
230,01/16/19 01:59:00 PM,,1.55,,,,,
231,01/16/19 02:00:00 PM,51.346,,,,,,
232,01/16/19 02:06:26 PM,,1.56,,,,,
233,01/16/19 02:13:06 PM,,1.57,,,,,
234,01/16/19 02:16:30 PM,,1.58,,,,,
235,01/16/19 02:20:24 PM,,1.59,,,,,
236,01/16/19 02:24:09 PM,,1.60,,,,,
237,01/16/19 02:31:15 PM,,1.61,,,,,
238,01/16/19 02:37:07 PM,,1.62,,,,,
239,01/16/19 02:49:02 PM,,1.63,,,,,
240,01/16/19 02:57:18 PM,,1.64,,,,,
241,01/16/19 03:00:00 PM,51.874,,,,,,
242,01/16/19 04:00:00 PM,52.401,,,,,,
243,01/16/19 05:00:00 PM,52.576,,,,,,
244,01/16/19 05:08:02 PM,,1.65,,,,,
245,01/16/19 06:00:00 PM,52.925,,,,,,
246,01/16/19 06:52:54 PM,,1.66,,,,,
247,01/16/19 07:00:00 PM,53.100,,,,,,
248,01/16/19 07:03:10 PM,,1.67,,,,,
249,01/16/19 07:06:09 PM,,1.68,,,,,
250,01/16/19 07:07:41 PM,,1.69,,,,,
251,01/16/19 07:08:08 PM,,1.70,,,,,
252,01/16/19 07:09:00 PM,,1.71,,,,,
253,01/16/19 07:09:46 PM,,1.72,,,,,
254,01/16/19 07:11:20 PM,,1.73,,,,,
255,01/16/19 07:13:45 PM,,1.74,,,,,
256,01/16/19 07:16:52 PM,,1.75,,,,,
257,01/16/19 07:18:43 PM,,1.76,,,,,
258,01/16/19 07:21:35 PM,,1.77,,,,,
259,01/16/19 07:22:49 PM,,1.78,,,,,
260,01/16/19 07:26:18 PM,,1.79,,,,,
261,01/16/19 07:29:00 PM,,1.80,,,,,
262,01/16/19 07:32:28 PM,,1.81,,,,,
263,01/16/19 07:35:33 PM,,1.82,,,,,
264,01/16/19 07:40:54 PM,,1.83,,,,,
265,01/16/19 07:43:16 PM,,1.84,,,,,
266,01/16/19 07:45:29 PM,,1.85,,,,,
267,01/16/19 07:48:33 PM,,1.86,,,,,
268,01/16/19 07:52:59 PM,,1.87,,,,,
269,01/16/19 07:55:54 PM,,1.88,,,,,
270,01/16/19 08:00:00 PM,53.274,,,,,,
271,01/16/19 08:01:40 PM,,1.89,,,,,
272,01/16/19 08:10:31 PM,,1.90,,,,,
273,01/16/19 08:14:47 PM,,1.91,,,,,
274,01/16/19 08:16:27 PM,,1.92,,,,,
275,01/16/19 08:19:40 PM,,1.93,,,,,
276,01/16/19 08:25:42 PM,,1.94,,,,,
277,01/16/19 08:43:18 PM,,1.95,,,,,
278,01/16/19 08:50:56 PM,,1.96,,,,,
279,01/16/19 08:54:58 PM,,1.97,,,,,
280,01/16/19 08:57:16 PM,,1.98,,,,,
281,01/16/19 09:00:00 PM,53.449,,,,,,
282,01/16/19 09:00:22 PM,,1.99,,,,,
283,01/16/19 09:02:08 PM,,2.00,,,,,
284,01/16/19 09:04:37 PM,,2.01,,,,,
285,01/16/19 09:06:24 PM,,2.02,,,,,
286,01/16/19 09:11:00 PM,,2.03,,,,,
287,01/16/19 09:14:38 PM,,2.04,,,,,
288,01/16/19 09:15:31 PM,,2.05,,,,,
289,01/16/19 09:15:54 PM,,2.06,,,,,
290,01/16/19 09:16:31 PM,,2.07,,,,,
291,01/16/19 09:16:47 PM,,2.08,,,,,
292,01/16/19 09:17:11 PM,,2.09,,,,,
293,01/16/19 09:17:31 PM,,2.10,,,,,
294,01/16/19 09:17:55 PM,,2.11,,,,,
295,01/16/19 09:18:08 PM,,2.12,,,,,
296,01/16/19 09:18:23 PM,,2.13,,,,,
297,01/16/19 09:18:32 PM,,2.14,,,,,
298,01/16/19 09:18:50 PM,,2.15,,,,,
299,01/16/19 09:19:05 PM,,2.16,,,,,
300,01/16/19 09:19:16 PM,,2.17,,,,,
301,01/16/19 09:19:23 PM,,2.18,,,,,
302,01/16/19 09:19:30 PM,,2.19,,,,,
303,01/16/19 09:19:41 PM,,2.20,,,,,
304,01/16/19 09:19:53 PM,,2.21,,,,,
305,01/16/19 09:19:59 PM,,2.22,,,,,
306,01/16/19 09:20:04 PM,,2.23,,,,,
307,01/16/19 09:20:08 PM,,2.24,,,,,
308,01/16/19 09:20:14 PM,,2.25,,,,,
309,01/16/19 09:20:24 PM,,2.26,,,,,
310,01/16/19 09:20:42 PM,,2.27,,,,,
311,01/16/19 09:21:09 PM,,2.28,,,,,
312,01/16/19 09:21:33 PM,,2.29,,,,,
313,01/16/19 09:21:56 PM,,2.30,,,,,
314,01/16/19 09:22:41 PM,,2.31,,,,,
315,01/16/19 09:23:23 PM,,2.32,,,,,
316,01/16/19 09:27:25 PM,,2.33,,,,,
317,01/16/19 09:31:52 PM,,2.34,,,,,
318,01/16/19 09:33:41 PM,,2.35,,,,,
319,01/16/19 09:35:02 PM,,2.36,,,,,
320,01/16/19 09:39:30 PM,,2.37,,,,,
321,01/16/19 09:47:59 PM,,2.38,,,,,
322,01/16/19 09:59:24 PM,,2.39,,,,,
323,01/16/19 10:00:00 PM,51.172,,,,,,
324,01/16/19 10:04:01 PM,,2.40,,,,,
325,01/16/19 10:30:25 PM,,2.41,,,,,
326,01/16/19 11:00:00 PM,50.819,,,,,,
327,01/16/19 11:55:01 PM,,2.42,,,,,
328,01/17/19 12:00:00 AM,50.643,,,,,,
329,01/17/19 12:09:32 AM,,2.43,,,,,
330,01/17/19 12:29:23 AM,,2.44,,,,,
331,01/17/19 01:00:00 AM,50.466,,,,,,
332,01/17/19 02:00:00 AM,51.172,,,,,,
333,01/17/19 03:00:00 AM,51.346,,,,,,
334,01/17/19 04:00:00 AM,51.172,,,,,,
335,01/17/19 05:00:00 AM,50.995,,,,,,
336,01/17/19 06:00:00 AM,50.113,,,,,,
337,01/17/19 07:00:00 AM,49.759,,,,,,
338,01/17/19 07:42:16 AM,,2.45,,,,,
339,01/17/19 08:00:00 AM,50.819,,,,,,
340,01/17/19 08:11:33 AM,,2.46,,,,,
341,01/17/19 08:20:45 AM,,2.47,,,,,
342,01/17/19 08:24:57 AM,,2.48,,,,,
343,01/17/19 08:29:31 AM,,2.49,,,,,
344,01/17/19 08:31:43 AM,,2.50,,,,,
345,01/17/19 08:33:11 AM,,2.51,,,,,
346,01/17/19 08:34:18 AM,,2.52,,,,,
347,01/17/19 08:35:13 AM,,2.53,,,,,
348,01/17/19 08:35:32 AM,,2.54,,,,,
349,01/17/19 08:36:00 AM,,2.55,,,,,
350,01/17/19 08:36:22 AM,,2.56,,,,,
351,01/17/19 08:36:45 AM,,2.57,,,,,
352,01/17/19 08:37:19 AM,,2.58,,,,,
353,01/17/19 08:38:25 AM,,2.59,,,,,
354,01/17/19 08:38:53 AM,,2.60,,,,,
355,01/17/19 08:39:20 AM,,2.61,,,,,
356,01/17/19 08:39:38 AM,,2.62,,,,,
357,01/17/19 08:39:56 AM,,2.63,,,,,
358,01/17/19 08:40:09 AM,,2.64,,,,,
359,01/17/19 08:40:19 AM,,2.65,,,,,
360,01/17/19 08:40:28 AM,,2.66,,,,,
361,01/17/19 08:41:19 AM,,2.67,,,,,
362,01/17/19 08:42:47 AM,,2.68,,,,,
363,01/17/19 08:48:06 AM,,2.69,,,,,
364,01/17/19 08:54:54 AM,,2.70,,,,,
365,01/17/19 08:58:23 AM,,2.71,,,,,
366,01/17/19 09:00:00 AM,48.871,,,,,,
367,01/17/19 09:01:07 AM,,2.72,,,,,
368,01/17/19 09:04:07 AM,,2.73,,,,,
369,01/17/19 09:09:51 AM,,2.74,,,,,
370,01/17/19 09:17:51 AM,,2.75,,,,,
371,01/17/19 09:22:40 AM,,2.76,,,,,
372,01/17/19 09:27:03 AM,,2.77,,,,,
373,01/17/19 09:28:04 AM,,2.78,,,,,
374,01/17/19 10:00:00 AM,49.228,,,,,,
375,01/17/19 11:00:00 AM,51.523,,,,,,
376,01/17/19 12:00:00 PM,53.798,,,,,,
377,01/17/19 01:00:00 PM,52.576,,,,,,
378,01/17/19 02:00:00 PM,52.925,,,,,,
379,01/17/19 02:54:33 PM,,2.79,,,,,
380,01/17/19 03:00:00 PM,52.225,,,,,,
381,01/17/19 04:00:00 PM,51.523,,,,,,
382,01/17/19 05:00:00 PM,50.819,,,,,,
383,01/17/19 06:00:00 PM,50.290,,,,,,
384,01/17/19 07:00:00 PM,49.937,,,,,,
385,01/17/19 08:00:00 PM,49.759,,,,,,
386,01/17/19 09:00:00 PM,48.695,,,,,,
387,01/17/19 10:00:00 PM,46.728,,,,,,
388,01/17/19 11:00:00 PM,46.369,,,,,,
389,01/18/19 12:00:00 AM,46.008,,,,,,
390,01/18/19 01:00:00 AM,46.548,,,,,,
391,01/18/19 02:00:00 AM,46.728,,,,,,
392,01/18/19 03:00:00 AM,46.728,,,,,,
393,01/18/19 04:00:00 AM,46.908,,,,,,
394,01/18/19 05:00:00 AM,45.104,,,,,,
395,01/18/19 06:00:00 AM,44.742,,,,,,
396,01/18/19 07:00:00 AM,45.286,,,,,,
397,01/18/19 08:00:00 AM,46.728,,,,,,
398,01/18/19 09:00:00 AM,50.995,,,,,,
399,01/18/19 10:00:00 AM,55.711,,,,,,
400,01/18/19 11:00:00 AM,63.455,,,,,,
401,01/18/19 12:00:00 PM,71.168,,,,,,
402,01/18/19 01:00:00 PM,71.168,,,,,,
403,01/18/19 02:00:00 PM,61.741,,,,,,
404,01/18/19 03:00:00 PM,60.368,,,,,,
405,01/18/19 04:00:00 PM,58.131,,,,,,
406,01/18/19 05:00:00 PM,54.669,,,,,,
407,01/18/19 06:00:00 PM,49.582,,,,,,
408,01/18/19 07:00:00 PM,51.346,,,,,,
409,01/18/19 08:00:00 PM,49.582,,,,,,
410,01/18/19 09:00:00 PM,48.871,,,,,,
411,01/18/19 10:00:00 PM,49.050,,,,,,
412,01/18/19 11:00:00 PM,49.582,,,,,,
413,01/19/19 12:00:00 AM,49.582,,,,,,
414,01/19/19 01:00:00 AM,48.871,,,,,,
415,01/19/19 02:00:00 AM,50.466,,,,,,
416,01/19/19 03:00:00 AM,50.643,,,,,,
417,01/19/19 04:00:00 AM,52.225,,,,,,
418,01/19/19 05:00:00 AM,51.523,,,,,,
419,01/19/19 06:00:00 AM,50.466,,,,,,
420,01/19/19 07:00:00 AM,49.582,,,,,,
421,01/19/19 08:00:00 AM,50.643,,,,,,
422,01/19/19 09:00:00 AM,59.164,,,,,,
423,01/19/19 10:00:00 AM,68.592,,,,,,
424,01/19/19 11:00:00 AM,79.502,,,,,,
425,01/19/19 12:00:00 PM,89.017,,,,,,
426,01/19/19 01:00:00 PM,89.200,,,,,,
427,01/19/19 02:00:00 PM,78.098,,,,,,
428,01/19/19 02:17:15 PM,,2.80,,,,,
429,01/19/19 02:18:39 PM,,,Logged,,,,
430,01/19/19 02:18:42 PM,,,,Logged,,,
431,01/19/19 02:18:50 PM,,,,Logged,,,
432,01/19/19 02:21:16 PM,,,,Logged,,,
433,01/19/19 02:22:03 PM,,,,,Logged,,
434,01/19/19 02:22:05 PM,,,Logged,,,,
435,01/19/19 02:22:06 PM,,,,Logged,,,
436,01/19/19 02:22:30 PM,,,,Logged,,,
437,01/19/19 02:22:41 PM,,,,Logged,,,
438,01/19/19 02:22:54 PM,,,,Logged,,,
439,01/19/19 02:23:23 PM,,,,Logged,,,
440,01/19/19 02:23:40 PM,,2.80,,,,Logged,Logged
