"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592076, SEN S/N: 10592076)","Event, inches (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Detached (LGR S/N: 10592076, SEN S/N: 10592076)","Coupler Attached (LGR S/N: 10592076, SEN S/N: 10592076)","Host Connected (LGR S/N: 10592076, SEN S/N: 10592076)","Stopped (LGR S/N: 10592076, SEN S/N: 10592076)","End Of File (LGR S/N: 10592076, SEN S/N: 10592076)"
1,11/19/18 02:46:26 PM,69.964,0.00,,,,,
2,11/19/18 02:46:44 PM,,,Logged,,,,
3,11/19/18 02:47:18 PM,,0.01,,,,,
4,11/19/18 03:46:26 PM,64.825,,,,,,
5,11/19/18 04:46:26 PM,60.883,,,,,,
6,11/19/18 05:46:26 PM,56.750,,,,,,
7,11/19/18 06:46:26 PM,54.495,,,,,,
8,11/19/18 07:46:26 PM,54.147,,,,,,
9,11/19/18 08:46:26 PM,54.322,,,,,,
10,11/19/18 09:46:26 PM,52.401,,,,,,
11,11/19/18 10:46:26 PM,51.699,,,,,,
12,11/19/18 11:46:26 PM,49.404,,,,,,
13,11/20/18 12:46:26 AM,48.871,,,,,,
14,11/20/18 01:46:26 AM,51.172,,,,,,
15,11/20/18 02:46:26 AM,51.874,,,,,,
16,11/20/18 03:46:26 AM,52.050,,,,,,
17,11/20/18 04:46:26 AM,49.050,,,,,,
18,11/20/18 05:46:26 AM,48.871,,,,,,
19,11/20/18 06:46:26 AM,49.404,,,,,,
20,11/20/18 07:46:26 AM,50.995,,,,,,
21,11/20/18 08:46:26 AM,55.364,,,,,,
22,11/20/18 09:46:26 AM,74.446,,,,,,
23,11/20/18 10:46:26 AM,77.400,,,,,,
24,11/20/18 11:46:26 AM,76.876,,,,,,
25,11/20/18 12:46:26 PM,75.139,,,,,,
26,11/20/18 01:46:26 PM,74.964,,,,,,
27,11/20/18 02:46:26 PM,72.028,,,,,,
28,11/20/18 03:46:26 PM,67.221,,,,,,
29,11/20/18 04:46:26 PM,61.741,,,,,,
30,11/20/18 05:46:26 PM,53.449,,,,,,
31,11/20/18 06:46:26 PM,53.274,,,,,,
32,11/20/18 07:46:26 PM,54.495,,,,,,
33,11/20/18 08:46:26 PM,54.669,,,,,,
34,11/20/18 09:46:26 PM,56.923,,,,,,
35,11/20/18 10:46:26 PM,57.785,,,,,,
36,11/20/18 11:46:26 PM,58.647,,,,,,
37,11/21/18 12:31:02 AM,,0.02,,,,,
38,11/21/18 12:46:26 AM,55.364,,,,,,
39,11/21/18 12:48:55 AM,,0.03,,,,,
40,11/21/18 01:05:23 AM,,0.04,,,,,
41,11/21/18 01:21:07 AM,,0.05,,,,,
42,11/21/18 01:27:27 AM,,0.06,,,,,
43,11/21/18 01:46:26 AM,54.322,,,,,,
44,11/21/18 02:25:55 AM,,0.07,,,,,
45,11/21/18 02:46:26 AM,55.711,,,,,,
46,11/21/18 03:46:26 AM,56.923,,,,,,
47,11/21/18 04:46:26 AM,57.268,,,,,,
48,11/21/18 05:46:26 AM,57.614,,,,,,
49,11/21/18 06:28:23 AM,,0.08,,,,,
50,11/21/18 06:30:46 AM,,0.09,,,,,
51,11/21/18 06:36:01 AM,,0.10,,,,,
52,11/21/18 06:40:42 AM,,0.11,,,,,
53,11/21/18 06:40:43 AM,,0.12,,,,,
54,11/21/18 06:46:26 AM,56.577,,,,,,
55,11/21/18 06:46:31 AM,,0.13,,,,,
56,11/21/18 07:18:38 AM,,0.14,,,,,
57,11/21/18 07:18:39 AM,,0.15,,,,,
58,11/21/18 07:40:18 AM,,0.16,,,,,
59,11/21/18 07:46:26 AM,55.189,,,,,,
60,11/21/18 07:47:32 AM,,0.17,,,,,
61,11/21/18 07:52:12 AM,,0.18,,,,,
62,11/21/18 07:54:12 AM,,0.19,,,,,
63,11/21/18 07:55:34 AM,,0.20,,,,,
64,11/21/18 07:56:59 AM,,0.21,,,,,
65,11/21/18 07:58:42 AM,,0.22,,,,,
66,11/21/18 08:00:11 AM,,0.23,,,,,
67,11/21/18 08:02:45 AM,,0.24,,,,,
68,11/21/18 08:05:44 AM,,0.25,,,,,
69,11/21/18 08:08:22 AM,,0.26,,,,,
70,11/21/18 08:10:30 AM,,0.27,,,,,
71,11/21/18 08:12:58 AM,,0.28,,,,,
72,11/21/18 08:18:07 AM,,0.29,,,,,
73,11/21/18 08:24:36 AM,,0.30,,,,,
74,11/21/18 08:27:22 AM,,0.31,,,,,
75,11/21/18 08:29:08 AM,,0.32,,,,,
76,11/21/18 08:31:10 AM,,0.33,,,,,
77,11/21/18 08:32:55 AM,,0.34,,,,,
78,11/21/18 08:34:06 AM,,0.35,,,,,
79,11/21/18 08:34:07 AM,,0.36,,,,,
80,11/21/18 08:36:03 AM,,0.37,,,,,
81,11/21/18 08:39:44 AM,,0.38,,,,,
82,11/21/18 08:39:45 AM,,0.39,,,,,
83,11/21/18 08:42:13 AM,,0.40,,,,,
84,11/21/18 08:43:33 AM,,0.41,,,,,
85,11/21/18 08:45:08 AM,,0.42,,,,,
86,11/21/18 08:46:26 AM,55.189,,,,,,
87,11/21/18 08:48:05 AM,,0.43,,,,,
