"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,02/11/13 11:06:12 AM,0.00,,,
2,02/11/13 11:06:31 AM,,Logged,,
3,02/19/13 09:04:41 AM,0.01,,,
4,02/19/13 11:36:58 AM,0.02,,,
5,02/19/13 11:41:16 AM,0.03,,,
6,02/19/13 11:43:47 AM,0.04,,,
7,02/19/13 11:46:57 AM,0.05,,,
8,02/19/13 11:51:02 AM,0.06,,,
9,02/19/13 11:52:15 AM,0.07,,,
10,02/19/13 11:52:28 AM,0.08,,,
11,02/19/13 11:52:42 AM,0.09,,,
12,02/19/13 11:52:43 AM,0.10,,,
13,02/19/13 11:52:57 AM,0.11,,,
14,02/19/13 11:53:14 AM,0.12,,,
15,02/19/13 11:54:46 AM,0.13,,,
16,02/19/13 11:59:28 AM,0.14,,,
17,02/19/13 12:02:01 PM,0.15,,,
18,02/19/13 12:04:08 PM,0.16,,,
19,02/19/13 12:06:31 PM,0.17,,,
20,02/19/13 12:08:02 PM,0.18,,,
21,02/19/13 12:10:05 PM,0.19,,,
22,02/19/13 12:11:33 PM,0.20,,,
23,02/19/13 12:13:43 PM,0.21,,,
24,02/19/13 12:15:08 PM,0.22,,,
25,02/19/13 12:15:09 PM,0.23,,,
26,02/19/13 12:16:44 PM,0.24,,,
27,02/19/13 12:18:13 PM,0.25,,,
28,02/19/13 12:19:51 PM,0.26,,,
29,02/19/13 12:23:07 PM,0.27,,,
30,02/19/13 12:36:39 PM,0.28,,,
31,02/19/13 12:40:31 PM,0.29,,,
32,02/19/13 12:49:15 PM,0.30,,,
33,02/19/13 12:54:56 PM,0.31,,,
34,02/19/13 01:12:21 PM,0.32,,,
35,02/19/13 01:58:29 PM,0.33,,,
36,02/19/13 02:04:26 PM,0.34,,,
37,02/19/13 06:48:42 PM,0.35,,,
38,02/19/13 07:20:29 PM,0.36,,,
39,02/20/13 07:28:00 AM,0.37,,,
40,02/20/13 02:02:43 PM,,,Logged,
41,02/20/13 02:03:21 PM,,Logged,,
42,02/20/13 02:03:23 PM,,,Logged,
43,02/20/13 02:03:47 PM,,Logged,,
44,02/20/13 02:04:06 PM,0.37,,Logged,Logged
