"Plot Title: UQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10592087, SEN S/N: 10592087)","Event, units (LGR S/N: 10592087, SEN S/N: 10592087, LBL: UQC)","Coupler Detached (LGR S/N: 10592087, SEN S/N: 10592087)","Coupler Attached (LGR S/N: 10592087, SEN S/N: 10592087)","Host Connected (LGR S/N: 10592087, SEN S/N: 10592087)","End Of File (LGR S/N: 10592087, SEN S/N: 10592087)"
504,03/14/16 01:30:32 PM,71.683,,,,,
505,03/14/16 02:30:32 PM,73.580,,,,,
506,03/14/16 03:30:32 PM,71.683,,,,,
507,03/14/16 04:30:32 PM,68.934,,,,,
508,03/14/16 05:30:32 PM,54.842,,,,,
509,03/14/16 06:30:32 PM,50.290,,,,,
510,03/14/16 07:30:32 PM,49.582,,,,,
511,03/14/16 08:30:32 PM,47.802,,,,,
512,03/14/16 09:30:32 PM,46.008,,,,,
513,03/14/16 10:30:32 PM,45.828,,,,,
514,03/14/16 11:30:32 PM,44.742,,,,,
515,03/15/16 12:30:32 AM,43.466,,,,,
516,03/15/16 01:30:32 AM,44.195,,,,,
517,03/15/16 02:30:32 AM,44.013,,,,,
518,03/15/16 03:30:32 AM,45.286,,,,,
519,03/15/16 04:30:32 AM,44.560,,,,,
520,03/15/16 05:30:32 AM,44.195,,,,,
521,03/15/16 06:30:32 AM,44.195,,,,,
522,03/15/16 07:30:32 AM,46.548,,,,,
523,03/15/16 08:30:32 AM,64.652,,,,,
524,03/15/16 09:30:32 AM,69.964,,,,,
525,03/15/16 10:30:32 AM,71.339,,,,,
526,03/15/16 11:30:32 AM,72.372,,,,,
527,03/15/16 12:30:32 PM,77.923,,,,,
528,03/15/16 01:30:32 PM,80.735,,,,,
529,03/15/16 02:30:32 PM,80.559,,,,,
530,03/15/16 03:30:32 PM,78.449,,,,,
531,03/15/16 04:30:32 PM,74.791,,,,,
532,03/15/16 05:30:32 PM,68.421,,,,,
533,03/15/16 06:30:32 PM,54.495,,,,,
534,03/15/16 07:30:32 PM,49.050,,,,,
535,03/15/16 08:30:32 PM,47.982,,,,,
536,03/15/16 09:30:32 PM,47.088,,,,,
537,03/15/16 10:30:32 PM,47.802,,,,,
538,03/15/16 11:30:32 PM,49.404,,,,,
539,03/16/16 12:30:32 AM,51.172,,,,,
540,03/16/16 01:30:32 AM,49.228,,,,,
541,03/16/16 02:30:32 AM,50.290,,,,,
542,03/16/16 03:30:32 AM,48.695,,,,,
543,03/16/16 04:30:32 AM,48.695,,,,,
544,03/16/16 05:30:32 AM,47.088,,,,,
545,03/16/16 06:30:32 AM,47.088,,,,,
546,03/16/16 07:30:32 AM,48.160,,,,,
547,03/16/16 08:30:32 AM,70.480,,,,,
548,03/16/16 09:30:32 AM,74.619,,,,,
549,03/16/16 10:30:32 AM,74.964,,,,,
550,03/16/16 11:30:32 AM,75.312,,,,,
551,03/16/16 12:30:32 PM,77.574,,,,,
552,03/16/16 01:30:32 PM,79.326,,,,,
553,03/16/16 02:30:32 PM,79.678,,,,,
554,03/16/16 03:30:32 PM,79.853,,,,,
555,03/16/16 04:30:32 PM,80.206,,,,,
556,03/16/16 05:30:32 PM,78.274,,,,,
557,03/16/16 06:30:32 PM,65.167,,,,,
558,03/16/16 07:30:32 PM,61.398,,,,,
559,03/16/16 08:30:32 PM,61.227,,,,,
560,03/16/16 09:30:32 PM,60.539,,,,,
561,03/16/16 10:30:32 PM,57.958,,,,,
562,03/16/16 11:30:32 PM,56.404,,,,,
563,03/17/16 12:30:32 AM,56.057,,,,,
564,03/17/16 01:30:32 AM,55.884,,,,,
565,03/17/16 02:30:32 AM,55.189,,,,,
566,03/17/16 03:30:32 AM,57.096,,,,,
567,03/17/16 04:30:32 AM,55.189,,,,,
568,03/17/16 05:30:32 AM,52.401,,,,,
569,03/17/16 06:30:32 AM,52.050,,,,,
570,03/17/16 07:30:32 AM,56.577,,,,,
571,03/17/16 08:30:32 AM,76.703,,,,,
572,03/17/16 09:30:08 AM,,,,Logged,,
573,03/17/16 09:30:14 AM,,,,,Logged,
574,03/17/16 09:30:32 AM,80.559,3.80,,,,Logged
