"Plot Title: Landing"
"#","Date Time, GMT-07:00","Event, inches (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Detached (LGR S/N: 9668993, SEN S/N: 9668993)","Coupler Attached (LGR S/N: 9668993, SEN S/N: 9668993)","End Of File (LGR S/N: 9668993, SEN S/N: 9668993)"
1,10/20/14 11:26:35 AM,0.00,,,
2,10/20/14 11:26:38 AM,,Logged,,
3,10/20/14 12:25:39 PM,0.01,,,
4,10/20/14 12:25:40 PM,0.02,,,
5,10/25/14 05:42:10 AM,0.03,,,
6,10/25/14 05:42:11 AM,0.04,,,
7,10/25/14 05:55:17 AM,0.05,,,
8,10/25/14 05:58:07 AM,0.06,,,
9,10/25/14 06:00:56 AM,0.07,,,
10,10/25/14 06:06:14 AM,0.08,,,
11,10/25/14 06:07:47 AM,0.09,,,
12,10/25/14 06:11:39 AM,0.10,,,
13,10/25/14 06:15:06 AM,0.11,,,
14,10/25/14 06:15:41 AM,0.12,,,
15,10/25/14 06:16:47 AM,0.13,,,
16,10/25/14 06:19:26 AM,0.14,,,
17,10/25/14 06:21:12 AM,0.15,,,
18,10/25/14 06:25:07 AM,0.16,,,
19,10/25/14 06:27:09 AM,0.17,,,
20,10/25/14 06:31:07 AM,0.18,,,
21,10/25/14 06:33:59 AM,0.19,,,
22,10/25/14 06:36:23 AM,0.20,,,
23,10/25/14 06:37:44 AM,0.21,,,
24,10/25/14 06:40:18 AM,0.22,,,
25,10/25/14 06:42:24 AM,0.23,,,
26,10/25/14 06:46:24 AM,0.24,,,
27,10/25/14 06:53:43 AM,0.25,,,
28,10/25/14 07:04:04 AM,0.26,,,
29,10/25/14 07:09:06 AM,0.27,,,
30,10/25/14 07:16:38 AM,0.28,,,
31,10/25/14 07:17:33 AM,0.29,,,
32,10/25/14 07:17:34 AM,0.30,,,
33,10/25/14 07:19:09 AM,0.31,,,
34,10/25/14 07:22:04 AM,0.32,,,
35,10/25/14 07:22:05 AM,0.33,,,
36,10/25/14 07:28:14 AM,0.34,,,
37,10/25/14 07:31:11 AM,0.35,,,
38,10/25/14 07:33:48 AM,0.36,,,
39,10/25/14 07:39:40 AM,0.37,,,
40,10/25/14 07:56:37 AM,0.38,,,
41,10/25/14 07:56:38 AM,0.39,,,
42,10/25/14 08:01:35 AM,0.40,,,
43,10/25/14 08:08:43 AM,0.41,,,
44,10/25/14 08:42:59 AM,0.42,,,
45,10/25/14 08:52:39 AM,0.43,,,
46,10/25/14 08:52:40 AM,0.44,,,
47,10/28/14 10:09:31 AM,0.44,,Logged,Logged
