"Plot Title: HS"
"#","Date Time, GMT-08:00","Event, units (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Detached (LGR S/N: 9668992, SEN S/N: 9668992)","Coupler Attached (LGR S/N: 9668992, SEN S/N: 9668992)","Stopped (LGR S/N: 9668992, SEN S/N: 9668992)","End Of File (LGR S/N: 9668992, SEN S/N: 9668992)"
1,03/15/11 09:57:14 AM,0.00,,,,
2,03/15/11 09:57:21 AM,,Logged,,,
3,03/15/11 05:19:38 PM,0.01,,,,
4,03/15/11 06:07:23 PM,0.02,,,,
5,03/15/11 07:22:05 PM,0.03,,,,
6,03/15/11 07:31:32 PM,0.04,,,,
7,03/15/11 07:43:52 PM,0.05,,,,
8,03/15/11 07:55:58 PM,0.06,,,,
9,03/15/11 08:09:28 PM,0.07,,,,
10,03/15/11 08:20:20 PM,0.08,,,,
11,03/15/11 08:26:43 PM,0.09,,,,
12,03/15/11 08:32:45 PM,0.10,,,,
13,03/15/11 08:42:29 PM,0.11,,,,
14,03/15/11 08:50:25 PM,0.12,,,,
15,03/15/11 08:57:13 PM,0.13,,,,
16,03/15/11 09:02:30 PM,0.14,,,,
17,03/15/11 09:07:18 PM,0.15,,,,
18,03/15/11 09:12:26 PM,0.16,,,,
19,03/15/11 09:22:16 PM,0.17,,,,
20,03/15/11 09:35:00 PM,0.18,,,,
21,03/15/11 09:42:56 PM,0.19,,,,
22,03/15/11 09:47:19 PM,0.20,,,,
23,03/15/11 09:50:59 PM,0.21,,,,
24,03/15/11 09:55:03 PM,0.22,,,,
25,03/15/11 09:59:08 PM,0.23,,,,
26,03/15/11 10:03:01 PM,0.24,,,,
27,03/15/11 10:07:44 PM,0.25,,,,
28,03/15/11 10:11:34 PM,0.26,,,,
29,03/15/11 10:16:13 PM,0.27,,,,
30,03/15/11 10:19:24 PM,0.28,,,,
31,03/15/11 10:22:46 PM,0.29,,,,
32,03/15/11 10:25:12 PM,0.30,,,,
33,03/15/11 10:28:08 PM,0.31,,,,
34,03/15/11 10:31:28 PM,0.32,,,,
35,03/15/11 10:35:09 PM,0.33,,,,
36,03/15/11 10:37:49 PM,0.34,,,,
37,03/15/11 10:42:04 PM,0.35,,,,
38,03/15/11 10:45:17 PM,0.36,,,,
39,03/15/11 10:49:26 PM,0.37,,,,
40,03/15/11 10:54:33 PM,0.38,,,,
41,03/15/11 11:02:11 PM,0.39,,,,
42,03/15/11 11:10:35 PM,0.40,,,,
43,03/15/11 11:32:53 PM,0.41,,,,
44,03/15/11 11:37:30 PM,0.42,,,,
45,03/15/11 11:42:11 PM,0.43,,,,
46,03/15/11 11:45:34 PM,0.44,,,,
47,03/15/11 11:48:58 PM,0.45,,,,
48,03/15/11 11:52:59 PM,0.46,,,,
49,03/15/11 11:59:20 PM,0.47,,,,
50,03/16/11 12:07:30 AM,0.48,,,,
51,03/16/11 12:24:13 AM,0.49,,,,
52,03/16/11 12:31:00 AM,0.50,,,,
53,03/16/11 12:38:57 AM,0.51,,,,
54,03/16/11 12:45:09 AM,0.52,,,,
55,03/16/11 12:58:43 AM,0.53,,,,
56,03/16/11 01:07:31 AM,0.54,,,,
57,03/16/11 01:14:04 AM,0.55,,,,
58,03/16/11 02:02:13 AM,0.56,,,,
59,03/16/11 03:18:06 AM,0.57,,,,
60,03/16/11 03:27:53 AM,0.58,,,,
61,03/16/11 03:35:54 AM,0.59,,,,
62,03/16/11 04:58:05 AM,0.60,,,,
63,03/18/11 04:39:23 AM,0.61,,,,
64,03/18/11 04:50:30 AM,0.62,,,,
65,03/18/11 04:59:28 AM,0.63,,,,
66,03/18/11 05:54:54 AM,0.64,,,,
67,03/18/11 11:08:46 AM,0.65,,,,
68,03/18/11 11:13:16 AM,0.66,,,,
69,03/18/11 11:14:10 AM,0.67,,,,
70,03/18/11 11:15:00 AM,0.68,,,,
71,03/18/11 11:15:27 AM,0.69,,,,
72,03/18/11 11:15:55 AM,0.70,,,,
73,03/18/11 11:16:27 AM,0.71,,,,
74,03/18/11 11:16:47 AM,0.72,,,,
75,03/18/11 11:17:30 AM,0.73,,,,
76,03/18/11 11:17:55 AM,0.74,,,,
77,03/18/11 11:18:22 AM,0.75,,,,
78,03/18/11 11:19:24 AM,0.76,,,,
79,03/18/11 11:21:24 AM,0.77,,,,
80,03/18/11 11:22:55 AM,0.78,,,,
81,03/18/11 11:24:03 AM,0.79,,,,
82,03/18/11 11:25:31 AM,0.80,,,,
83,03/18/11 11:28:23 AM,0.81,,,,
84,03/18/11 11:33:47 AM,0.82,,,,
85,03/18/11 11:39:11 AM,0.83,,,,
86,03/18/11 11:42:47 AM,0.84,,,,
87,03/18/11 11:47:42 AM,0.85,,,,
88,03/18/11 11:52:14 AM,0.86,,,,
89,03/18/11 11:56:38 AM,0.87,,,,
90,03/18/11 11:59:22 AM,0.88,,,,
91,03/18/11 12:01:51 PM,0.89,,,,
92,03/18/11 12:05:24 PM,0.90,,,,
93,03/18/11 12:10:44 PM,0.91,,,,
94,03/18/11 12:21:52 PM,0.92,,,,
95,03/18/11 12:27:59 PM,0.93,,,,
96,03/18/11 12:32:52 PM,0.94,,,,
97,03/18/11 12:38:37 PM,0.95,,,,
98,03/18/11 12:42:47 PM,0.96,,,,
99,03/18/11 12:46:41 PM,0.97,,,,
100,03/18/11 12:50:26 PM,0.98,,,,
101,03/18/11 12:52:28 PM,0.99,,,,
102,03/18/11 12:55:23 PM,1.00,,,,
103,03/18/11 12:58:42 PM,1.01,,,,
104,03/18/11 01:01:04 PM,1.02,,,,
105,03/18/11 01:03:53 PM,1.03,,,,
106,03/18/11 01:07:14 PM,1.04,,,,
107,03/18/11 01:10:38 PM,1.05,,,,
108,03/18/11 01:13:28 PM,1.06,,,,
109,03/18/11 01:16:20 PM,1.07,,,,
110,03/18/11 01:19:00 PM,1.08,,,,
111,03/18/11 01:22:05 PM,1.09,,,,
112,03/18/11 01:25:17 PM,1.10,,,,
113,03/18/11 01:28:30 PM,1.11,,,,
114,03/18/11 01:31:11 PM,1.12,,,,
115,03/18/11 01:34:02 PM,1.13,,,,
116,03/18/11 01:36:36 PM,1.14,,,,
117,03/18/11 01:39:01 PM,1.15,,,,
118,03/18/11 01:41:22 PM,1.16,,,,
119,03/18/11 01:44:33 PM,1.17,,,,
120,03/18/11 01:47:16 PM,1.18,,,,
121,03/18/11 01:50:16 PM,1.19,,,,
122,03/18/11 01:52:55 PM,1.20,,,,
123,03/18/11 01:55:55 PM,1.21,,,,
124,03/18/11 01:59:52 PM,1.22,,,,
125,03/18/11 02:03:59 PM,1.23,,,,
126,03/18/11 02:08:55 PM,1.24,,,,
127,03/18/11 02:16:11 PM,1.25,,,,
128,03/18/11 02:23:02 PM,1.26,,,,
129,03/18/11 02:30:18 PM,1.27,,,,
130,03/18/11 02:35:52 PM,1.28,,,,
131,03/18/11 02:39:14 PM,1.29,,,,
132,03/18/11 02:45:29 PM,1.30,,,,
133,03/18/11 02:53:46 PM,1.31,,,,
134,03/18/11 03:02:45 PM,1.32,,,,
135,03/18/11 03:34:10 PM,1.33,,,,
136,03/18/11 05:39:28 PM,1.34,,,,
137,03/18/11 05:43:17 PM,1.35,,,,
138,03/18/11 05:50:41 PM,1.36,,,,
139,03/18/11 05:54:57 PM,1.37,,,,
140,03/18/11 06:00:28 PM,1.38,,,,
141,03/18/11 06:04:21 PM,1.39,,,,
142,03/18/11 06:05:38 PM,1.40,,,,
143,03/18/11 06:06:38 PM,1.41,,,,
144,03/18/11 06:08:52 PM,1.42,,,,
145,03/18/11 06:10:18 PM,1.43,,,,
146,03/18/11 06:11:32 PM,1.44,,,,
147,03/18/11 06:14:51 PM,1.45,,,,
148,03/18/11 06:26:25 PM,1.46,,,,
149,03/18/11 06:32:06 PM,1.47,,,,
150,03/18/11 06:36:51 PM,1.48,,,,
151,03/18/11 06:41:59 PM,1.49,,,,
152,03/18/11 06:46:28 PM,1.50,,,,
153,03/18/11 08:47:36 PM,1.51,,,,
154,03/18/11 08:56:03 PM,1.52,,,,
155,03/19/11 07:20:46 AM,1.53,,,,
156,03/19/11 08:55:28 AM,1.54,,,,
157,03/19/11 09:01:55 AM,1.55,,,,
158,03/19/11 09:06:49 AM,1.56,,,,
159,03/19/11 09:22:46 AM,1.57,,,,
160,03/19/11 09:29:14 AM,1.58,,,,
161,03/19/11 09:34:05 AM,1.59,,,,
162,03/19/11 09:45:39 AM,1.60,,,,
163,03/19/11 10:03:40 AM,1.61,,,,
164,03/19/11 10:12:27 AM,1.62,,,,
165,03/19/11 10:23:22 AM,1.63,,,,
166,03/19/11 11:30:00 AM,1.64,,,,
167,03/19/11 12:06:36 PM,1.65,,,,
168,03/19/11 12:10:17 PM,1.66,,,,
169,03/19/11 12:13:09 PM,1.67,,,,
170,03/19/11 12:17:01 PM,1.68,,,,
171,03/19/11 12:20:55 PM,1.69,,,,
172,03/19/11 12:23:46 PM,1.70,,,,
173,03/19/11 12:27:50 PM,1.71,,,,
174,03/19/11 12:30:02 PM,1.72,,,,
175,03/19/11 12:32:20 PM,1.73,,,,
176,03/19/11 12:34:12 PM,1.74,,,,
177,03/19/11 12:36:15 PM,1.75,,,,
178,03/19/11 12:40:06 PM,1.76,,,,
